day,rho_AIDC,status,Fresh_independent_execution,OpenDSS_solve_count,voltage_error_mean_pu,voltage_error_p95_pu,voltage_error_max_pu,current_error_mean_pu,current_error_p95_pu,current_error_max_pu,error_tolerances_pass,all_slots_converged,finite_arrays,slot_line_phase_mapping_identity,P_Q_sign_consistency,hidden_large_error_planning_safe_AC_violation_count,absolute_physical_feasibility_used_for_status,April_rows_used
2025-01-23,0.1,PASS,True,96,1.5448214627317662e-08,2.512251626174411e-08,3.5122234010032116e-08,9.259452299574157e-08,6.244844479079412e-07,1.7441734353751404e-06,True,True,True,True,True,0,False,0
2025-01-23,0.25,PASS,True,96,1.1924801683850556e-07,1.5980920087255157e-07,6.416030882805401e-06,6.448698701666912e-07,4.013490650144055e-06,5.1867149683360037e-05,True,True,True,True,True,0,False,0
2025-01-23,0.5,PASS,True,96,4.02960327357706e-07,6.367066383572428e-07,6.062493383751644e-06,2.3727049626726307e-06,1.5749845735231113e-05,5.120772147110264e-05,True,True,True,True,True,0,False,0
2025-01-23,1.0,PASS,True,96,1.5600411236575634e-06,2.5462782027307895e-06,6.735264067359026e-06,9.418780039161544e-06,6.248074504784822e-05,0.00018867542419179206,True,True,True,True,True,0,False,0
2025-01-24,0.1,PASS,True,96,1.561331017749169e-08,2.5324983249364053e-08,3.483584265495665e-08,1.0849733660062758e-07,6.646227988809161e-07,2.4075355317537683e-06,True,True,True,True,True,0,False,0
2025-01-24,0.25,PASS,True,96,9.757419602596627e-08,1.5829034916148288e-07,2.168651191958304e-07,6.783674810055464e-07,4.166270422381772e-06,1.5290739727280567e-05,True,True,True,True,True,0,False,0
2025-01-24,0.5,PASS,True,96,3.9029311074452776e-07,6.329948728789336e-07,8.675118029488615e-07,2.718885571919281e-06,1.670342789339222e-05,6.285475080800018e-05,True,True,True,True,True,0,False,0
2025-01-24,1.0,PASS,True,96,1.5611664732478147e-06,2.531713804265756e-06,3.473871208137247e-06,1.0967006244307445e-05,6.736427490553891e-05,0.00026606797798131576,True,True,True,True,True,0,False,0
2025-01-25,0.1,PASS,True,96,1.5519950930003626e-08,2.5146036697343277e-08,3.484272659282084e-08,1.0196893214885176e-07,5.678905024210353e-07,3.0718557307990446e-06,True,True,True,True,True,0,False,0
2025-01-25,0.25,PASS,True,96,9.699752741243229e-08,1.5710807915736424e-07,2.1676531836156698e-07,6.375252476687915e-07,3.528723404606893e-06,1.948176919623623e-05,True,True,True,True,True,0,False,0
2025-01-25,0.5,PASS,True,96,4.0366712102037e-07,6.370411779199614e-07,4.109844650379557e-06,2.5860256317960147e-06,1.4397302630198e-05,8.063550791494178e-05,True,True,True,True,True,0,False,0
2025-01-25,1.0,PASS,True,96,1.5839640194865995e-06,2.5820167181278553e-06,6.341352149386026e-06,1.0390704812359194e-05,5.7077368038398154e-05,0.00034665959500439214,True,True,True,True,True,0,False,0
2025-01-26,0.1,PASS,True,96,1.5724288432922303e-08,2.5463302438799573e-08,3.490172195697028e-08,1.0890728341725737e-07,5.958408871617469e-07,3.3873177518878306e-06,True,True,True,True,True,0,False,0
2025-01-26,0.25,PASS,True,96,9.827772704551512e-08,1.590524357220069e-07,2.1798350813284628e-07,6.811566757656214e-07,3.7331873355264543e-06,2.161572460321337e-05,True,True,True,True,True,0,False,0
2025-01-26,0.5,PASS,True,96,3.931145243234404e-07,6.359227181507165e-07,8.724442895902129e-07,2.7324383625817087e-06,1.5025578703331884e-05,8.958389814583967e-05,True,True,True,True,True,0,False,0
2025-01-26,1.0,PASS,True,96,1.57247171748591e-06,2.5432542675729586e-06,3.4926725903661193e-06,1.1057497786738857e-05,5.9627274289568336e-05,0.0003859539817777924,True,True,True,True,True,0,False,0
2025-01-27,0.1,PASS,True,96,1.561540772036906e-08,2.5334088632478213e-08,3.526577063706071e-08,9.56370383793402e-08,6.211351085291804e-07,2.0816022870684403e-06,True,True,True,True,True,0,False,0
2025-01-27,0.25,PASS,True,96,9.759542892351281e-08,1.583309298947011e-07,2.2009561462255078e-07,5.979285828818759e-07,3.886605895629668e-06,1.3183904603281116e-05,True,True,True,True,True,0,False,0
2025-01-27,0.5,PASS,True,96,3.9037705259225844e-07,6.334165260357683e-07,8.819074440724606e-07,2.3953764261218717e-06,1.5569798634613997e-05,5.393665112785051e-05,True,True,True,True,True,0,False,0
2025-01-27,1.0,PASS,True,96,1.585384755921285e-06,2.5713816937666945e-06,6.990643177218203e-06,9.702134380645983e-06,6.288964204689689e-05,0.00023272384287917336,True,True,True,True,True,0,False,0
2025-01-28,0.1,PASS,True,96,1.5603177072785066e-08,2.5302433176443984e-08,3.48943967054538e-08,1.0681627499764522e-07,6.570394820014368e-07,2.3149536504674106e-06,True,True,True,True,True,0,False,0
2025-01-28,0.25,PASS,True,96,9.751927871222917e-08,1.5812360465439212e-07,2.171114625859616e-07,6.678891268461242e-07,4.118554323562573e-06,1.4688320709110858e-05,True,True,True,True,True,0,False,0
2025-01-28,0.5,PASS,True,96,4.213021991925339e-07,6.459859916707611e-07,7.722726594661111e-06,2.7737615098699876e-06,1.6879055927108944e-05,6.373890809796556e-05,True,True,True,True,True,0,False,0
2025-01-28,1.0,PASS,True,96,1.5906503335782042e-06,2.579264444468876e-06,8.599808964504518e-06,1.0886937407821365e-05,6.683647854656968e-05,0.0002542260823924364,True,True,True,True,True,0,False,0
2025-01-29,0.1,PASS,True,96,1.5512523216850296e-08,2.5130399455841612e-08,3.489020550251354e-08,1.258229738802103e-07,7.319517586104606e-07,3.0351420225310788e-06,True,True,True,True,True,0,False,0
2025-01-29,0.25,PASS,True,96,9.699935039795263e-08,1.5692347221651914e-07,2.167030888067245e-07,7.869994257735644e-07,4.6000239645738175e-06,1.9318103925636265e-05,True,True,True,True,True,0,False,0
2025-01-29,0.5,PASS,True,96,4.047835497586421e-07,6.400384405247372e-07,6.1116342173761495e-06,3.2092952396874275e-06,1.86013831967105e-05,7.970099231829897e-05,True,True,True,True,True,0,False,0
2025-01-29,1.0,PASS,True,96,1.5709888639868178e-06,2.557208080539164e-06,7.599248629253097e-06,1.2833633594883747e-05,7.416602709067253e-05,0.00034001245301107375,True,True,True,True,True,0,False,0
2025-01-30,0.1,PASS,True,96,1.5620563512406246e-08,2.5326401392744557e-08,3.4934176218470725e-08,1.1479732962361874e-07,6.808501899276117e-07,2.607291219119956e-06,True,True,True,True,True,0,False,0
2025-01-30,0.25,PASS,True,96,9.765681388447044e-08,1.5831715055592e-07,2.1770571312362819e-07,7.179192817569501e-07,4.269319580998959e-06,1.657034295800275e-05,True,True,True,True,True,0,False,0
2025-01-30,0.5,PASS,True,96,3.906895464086257e-07,6.332316667967408e-07,8.700867213384811e-07,2.8780790259677255e-06,1.7157523212640844e-05,6.819133539455458e-05,True,True,True,True,True,0,False,0
2025-01-30,1.0,PASS,True,96,1.562924338178889e-06,2.5333799783811006e-06,3.4812834482922383e-06,1.1616669356461309e-05,6.9741855663831e-05,0.00028934586907278237,True,True,True,True,True,0,False,0
2025-01-31,0.1,PASS,True,96,1.5572571713223145e-08,2.5225474570289563e-08,3.5037161838502584e-08,1.1566984296111439e-07,6.807753113676619e-07,2.695687179865569e-06,True,True,True,True,True,0,False,0
2025-01-31,0.25,PASS,True,96,9.730617316466703e-08,1.5771779365847394e-07,2.1749755463318365e-07,7.23131327143399e-07,4.27204832876941e-06,1.712304388212793e-05,True,True,True,True,True,0,False,0
2025-01-31,0.5,PASS,True,96,3.8917812825139846e-07,6.307182572884429e-07,8.688043593441108e-07,2.8982660777573397e-06,1.710584378267349e-05,7.040028271912413e-05,True,True,True,True,True,0,False,0
2025-01-31,1.0,PASS,True,96,1.556534997525506e-06,2.5234287849840165e-06,3.475114952578018e-06,1.1692997006263498e-05,6.950363500987723e-05,0.00029810700898552644,True,True,True,True,True,0,False,0
2025-02-01,0.1,PASS,True,96,1.5531000636124693e-08,2.5219684979260748e-08,3.522293323676706e-08,9.601342798776874e-08,5.989317381493996e-07,2.529097749046083e-06,True,True,True,True,True,0,False,0
2025-02-01,0.25,PASS,True,96,9.708765970407583e-08,1.5763440028293552e-07,2.1819431939018585e-07,6.003808646306369e-07,3.741006950438993e-06,1.6067741430661475e-05,True,True,True,True,True,0,False,0
2025-02-01,0.5,PASS,True,96,3.8837940641466244e-07,6.305876646406361e-07,8.724163290674269e-07,2.4069866815734695e-06,1.4971135601776382e-05,6.608319623997716e-05,True,True,True,True,True,0,False,0
2025-02-01,1.0,PASS,True,96,1.5787535325900917e-06,2.5466240619609337e-06,8.335998749053886e-06,9.768432511004288e-06,5.9043612226700174e-05,0.0002800434957302006,True,True,True,True,True,0,False,0
2025-02-02,0.1,PASS,True,96,1.5583656905581673e-08,2.53550569706551e-08,3.53681128828498e-08,7.576085088316639e-08,4.94328912496039e-07,1.486424389823826e-06,True,True,True,True,True,0,False,0
