day,cohort_id,H_REQ,H_NOM,H_LOW,H_REALIZED,pre_D0_REALIZED,job_count
2025-04-04,N01_R02,852.0,40.54642828241903,0.0,77.99888888888889,13.931666666666667,16
2025-04-04,N08_R02,960.0,12.982422575850425,0.0,0.0,7.095555555555555,1
