day,slot,timestamp,violation_type,asset,phase,value,limit,Vmax_pu,Vmin_pu,rho_AC,current_A,rating_A,gV_high,gV_low,gI
2025-02-03,66,2025-02-03T16:45:00+10:00,CURRENT_OVERLOAD,line.l52,A,1.002048907093308,1.0,1.0562269791751617,0.9665600248189756,1.0209179820572165,400.8195628373232,399.99999999999994,0.0,0.0,0.002048907093308072
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,149.1,A,1.0562215025451518,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.006221502545151747,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,149.2,B,1.056227758490649,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.006227758490648938,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,149.3,C,1.0562263023388385,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.006226302338838474,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,150r.1,A,1.0562217714041928,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.006221771404192777,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,150r.2,B,1.056227963758483,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.006227963758483002,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,150r.3,C,1.056226533681867,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.006226533681866986,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,160r.2,B,1.0500191126828298,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,1.9112682829725003e-05,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.1,A,1.055944576019993,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.0059445760199929865,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.2,B,1.055950833601072,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.005950833601071848,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.3,C,1.0559493770717074,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.005949377071707396,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.1,A,1.0562214721787844,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.006221472178784326,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.2,B,1.0562277281241017,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.006227728124101661,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.3,C,1.0562262719723334,1.05,1.056227963758483,0.9650776907862575,1.0323145928777684,,,0.006226271972333386,0.0,0.0
2025-02-03,67,2025-02-03T17:00:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,1.1978244511042204,1.0,1.056227963758483,0.9650776907862575,1.0323145928777684,831.2070544314151,693.9306120067617,0.0,0.0,0.19782445110422042
2025-02-03,67,2025-02-03T17:00:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,1.0460862421929178,1.0,1.056227963758483,0.9650776907862575,1.0323145928777684,831.2070544314151,KVA_AUTHORITY,0.0,0.0,0.04608624219291779
2025-02-03,67,2025-02-03T17:00:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,B,1.0460862421929178,1.0,1.056227963758483,0.9650776907862575,1.0323145928777684,639.3206834632771,KVA_AUTHORITY,0.0,0.0,0.04608624219291779
2025-02-03,67,2025-02-03T17:00:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,C,1.0193616469183175,1.0,1.056227963758483,0.9650776907862575,1.0323145928777684,707.3662515022487,693.9306120067617,0.0,0.0,0.019361646918317543
2025-02-03,67,2025-02-03T17:00:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,C,1.0460862421929178,1.0,1.056227963758483,0.9650776907862575,1.0323145928777684,707.3662515022487,KVA_AUTHORITY,0.0,0.0,0.04608624219291779
2025-02-03,67,2025-02-03T17:00:00+10:00,CURRENT_OVERLOAD,line.l3,A,1.0022664508295036,1.0,1.056227963758483,0.9650776907862575,1.0323145928777684,768.7383677862292,767.0,0.0,0.0,0.002266450829503608
2025-02-03,67,2025-02-03T17:00:00+10:00,CURRENT_OVERLOAD,line.l7,A,1.0060053762210563,1.0,1.056227963758483,0.9650776907862575,1.0323145928777684,760.5400644231186,756.0,0.0,0.0,0.006005376221056347
2025-02-03,67,2025-02-03T17:00:00+10:00,CURRENT_OVERLOAD,line.l10,A,1.0297960477911146,1.0,1.056227963758483,0.9650776907862575,1.0323145928777684,718.7976413581979,697.9999999999999,0.0,0.0,0.029796047791114555
2025-02-03,67,2025-02-03T17:00:00+10:00,CURRENT_OVERLOAD,line.sw2,A,1.0323145928777684,1.0,1.056227963758483,0.9650776907862575,1.0323145928777684,431.50749982290716,418.0,0.0,0.0,0.03231459287776839
2025-02-03,67,2025-02-03T17:00:00+10:00,CURRENT_OVERLOAD,line.l116,A,1.0191145908761792,1.0,1.056227963758483,0.9650776907862575,1.0323145928777684,425.9898989862429,418.0,0.0,0.0,0.01911459087617917
2025-02-03,67,2025-02-03T17:00:00+10:00,CURRENT_OVERLOAD,line.l52,A,1.0230709773694011,1.0,1.056227963758483,0.9650776907862575,1.0323145928777684,409.22839094776043,400.0,0.0,0.0,0.023070977369401113
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,149.1,A,1.0562213487093557,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.006221348709355645,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,149.2,B,1.0562276555770715,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.0062276555770715,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,149.3,C,1.0562261832845632,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.006226183284563147,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,150r.1,A,1.0562216210417112,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.0062216210417112006,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,150r.2,B,1.0562278631667508,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.0062278631667507245,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,150r.3,C,1.056226417460655,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.006226417460654998,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.1,A,1.0559444221437004,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.00594442214370039,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.2,B,1.0559507306658218,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.005950730665821746,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.3,C,1.0559492579874796,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.005949257987479584,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.1,A,1.0562213183429927,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.0062213183429926655,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.2,B,1.0562276252105276,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.006227625210527554,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.3,C,1.0562261529180617,1.05,1.0562278631667508,0.9642889518228285,1.0438538637074264,,,0.0062261529180616115,0.0,0.0
2025-02-03,68,2025-02-03T17:15:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,1.2103244730909224,1.0,1.0562278631667508,0.9642889518228285,1.0438538637074264,839.8812023387452,693.9306120067617,0.0,0.0,0.2103244730909224
