day,cohort_id,aggregation_level,cutoff_utc,job_count,H_REQ,H_NOM,H_LOW,H_REALIZED,nominal_error_H_NOM_minus_realized,normalized_overprediction_score,absolute_nominal_error,lower_bound_covered,conformal_overprediction_fraction_quantile,prior_positive_cohort_calibration_count,evaluation_row,April_rows_used
2025-02-21,N01_R02,D_DAY_X_COHORT,2025-02-20 08:00:00+00:00,6,456.0,25.585173509606157,0.0,106.11944444444444,-80.53427093483828,-0.1766102432781541,80.53427093483828,True,,28,False,0
2025-02-23,N01_R02,D_DAY_X_COHORT,2025-02-22 08:00:00+00:00,3,224.0,37.83267491656816,4.113293940466868,54.286388888888894,-16.453713972320735,-0.0734540802335747,16.453713972320735,True,0.15053295078616646,30,True,0
2025-02-24,N01_R02,D_DAY_X_COHORT,2025-02-23 08:00:00+00:00,24,1824.0,397.0754528049621,122.50335057099443,83.62222222222223,313.4532305827398,0.17184935887211614,313.4532305827398,False,0.15053295078616646,30,True,0
2025-02-25,N01_R02,D_DAY_X_COHORT,2025-02-24 08:00:00+00:00,19,1440.0,115.61151560105976,0.0,132.03694444444443,-16.425428843384665,-0.011406547807906018,16.425428843384665,True,0.15053295078616646,31,True,0
2025-02-26,N01_R02,D_DAY_X_COHORT,2025-02-25 08:00:00+00:00,11,832.0,10.137108105778756,0.0,32.769444444444446,-22.632336338665688,-0.027202327330127028,22.632336338665688,True,0.15053295078616652,32,True,0
2025-02-27,N01_R02,D_DAY_X_COHORT,2025-02-26 08:00:00+00:00,9,680.0,17.170894366842827,0.0,111.51944444444443,-94.3485500776016,-0.1387478677611788,94.3485500776016,True,0.15053295078616652,33,True,0
2025-02-28,N01_R02,D_DAY_X_COHORT,2025-02-27 08:00:00+00:00,14,1828.0,10.731210203101071,0.0,113.17861111111111,-102.44740090801004,-0.056043435945300896,102.44740090801004,True,0.15053295078616652,34,True,0
2025-03-01,N01_R02,D_DAY_X_COHORT,2025-02-28 08:00:00+00:00,4,960.0,6.231813117485066,0.0,77.34472222222223,-71.11290910473717,-0.07407594698410122,71.11290910473717,True,0.15053295078616652,35,True,0
2025-03-07,N04_R02,D_DAY_X_COHORT,2025-03-06 08:00:00+00:00,1,96.0,4.022816293668953,0.0,59.14111111111111,-55.118294817442155,-0.5741489043483557,55.118294817442155,True,0.15053295078616652,37,True,0
2025-03-15,N01_R02,D_DAY_X_COHORT,2025-03-14 08:00:00+00:00,25,996.0,9.050764941189206,0.0,127.27833333333334,-118.22756839214414,-0.11870237790375918,118.22756839214414,True,0.15053295078616652,38,True,0
2025-03-16,N01_R02,D_DAY_X_COHORT,2025-03-15 08:00:00+00:00,15,656.0,12.341544326045375,0.0,69.75194444444445,-57.410400118399075,-0.08751585383902298,57.410400118399075,True,0.15053295078616652,38,True,0
2025-03-16,N02_R02,D_DAY_X_COHORT,2025-03-15 08:00:00+00:00,1,0.6666666666666666,0.00851284237501465,0.0,0.0,0.00851284237501465,0.012769263562521975,0.00851284237501465,True,0.15053295078616652,38,True,0
2025-03-17,N04_R02,D_DAY_X_COHORT,2025-03-16 08:00:00+00:00,1,192.0,0.32561617786202224,0.0,0.008888888888888889,0.31672728897313335,0.0016496212967350694,0.31672728897313335,True,0.15053295078616646,39,True,0
2025-03-17,N08_R02,D_DAY_X_COHORT,2025-03-16 08:00:00+00:00,1,384.0,0.6512323557240445,0.0,0.08444444444444445,0.5667879112796,0.0014760101856239585,0.5667879112796,True,0.15053295078616646,39,True,0
2025-03-20,N01_R02,D_DAY_X_COHORT,2025-03-19 08:00:00+00:00,5,240.0,27.30751682466353,0.0,34.19027777777778,-6.88276095311425,-0.028678170637976043,6.88276095311425,True,0.15053295078616646,43,True,0
2025-03-21,N01_R02,D_DAY_X_COHORT,2025-03-20 08:00:00+00:00,2,58.0,2.6105314884074664,0.0,0.0,2.6105314884074664,0.045009163593232177,2.6105314884074664,True,0.15053295078616646,43,True,0
2025-03-21,N08_R02,D_DAY_X_COHORT,2025-03-20 08:00:00+00:00,1,72.0,3.350735777656209,0.0,0.0,3.350735777656209,0.04653799691189179,3.350735777656209,True,0.15053295078616646,43,True,0
2025-03-22,N01_R02,D_DAY_X_COHORT,2025-03-21 08:00:00+00:00,1,4.0,0.1591054261413241,0.0,0.015000000000000124,0.144105426141324,0.036026356535331,0.144105426141324,True,0.15053295078616646,44,True,0
2025-03-23,N01_R02,D_DAY_X_COHORT,2025-03-22 08:00:00+00:00,18,864.0,58.20307550163098,0.0,415.8644444444444,-357.66136894281345,-0.41395991775788593,357.66136894281345,True,0.15053295078616646,46,True,0
2025-03-24,N01_R02,D_DAY_X_COHORT,2025-03-23 08:00:00+00:00,97,1728.4166666666667,135.79685902304172,0.0,596.1880555555556,-460.39119653251385,-0.266365862706242,460.39119653251385,True,0.15053295078616646,47,True,0
2025-03-24,N02_R01,D_DAY_X_COHORT,2025-03-23 08:00:00+00:00,1,0.16666666666666666,0.01144258770162528,0.0,0.0,0.01144258770162528,0.06865552620975168,0.01144258770162528,True,0.15053295078616646,47,True,0
2025-03-24,N04_R00,D_DAY_X_COHORT,2025-03-23 08:00:00+00:00,1,0.3333333333333333,0.017821795503672567,0.0,0.0,0.017821795503672567,0.053465386511017704,0.017821795503672567,True,0.15053295078616646,47,True,0
2025-03-24,N04_R01,D_DAY_X_COHORT,2025-03-23 08:00:00+00:00,1,2.0,0.04615077923258905,0.0,0.0,0.04615077923258905,0.023075389616294524,0.04615077923258905,True,0.15053295078616646,47,True,0
2025-03-24,N08_R01,D_DAY_X_COHORT,2025-03-23 08:00:00+00:00,1,0.6666666666666666,0.035643591007345134,0.0,0.11333333333333333,-0.07768974232598819,-0.11653461348898228,0.07768974232598819,True,0.15053295078616646,47,True,0
2025-03-24,N08_R02,D_DAY_X_COHORT,2025-03-23 08:00:00+00:00,1,4.0,0.0923015584651781,0.0,0.04,0.052301558465178095,0.013075389616294524,0.052301558465178095,True,0.15053295078616646,47,True,0
2025-03-24,N16_R01,D_DAY_X_COHORT,2025-03-23 08:00:00+00:00,1,1.3333333333333333,0.07128718201469027,0.0,0.21333333333333335,-0.14204615131864307,-0.1065346134889823,0.14204615131864307,True,0.15053295078616646,47,True,0
2025-03-28,N01_R02,D_DAY_X_COHORT,2025-03-27 08:00:00+00:00,29,1140.6666666666665,86.97756934158811,5.789959353045006,0.0,86.97756934158811,0.0762515219242444,86.97756934158811,False,0.07117557859895655,55,True,0
2025-03-28,N04_R02,D_DAY_X_COHORT,2025-03-27 08:00:00+00:00,5,2015.6666666666667,133.35286696407587,0.0,0.0,133.35286696407587,0.06615819429340625,133.35286696407587,True,0.07117557859895655,55,True,0
2025-03-29,N01_R02,D_DAY_X_COHORT,2025-03-28 08:00:00+00:00,31,1331.3333333333333,96.99708373260191,2.238663424524418,316.1022222222222,-219.10513848962032,-0.16457571744338031,219.10513848962032,True,0.07117557859895655,55,True,0
2025-03-29,N04_R02,D_DAY_X_COHORT,2025-03-28 08:00:00+00:00,5,2015.6666666666667,177.13357246358325,33.66733120095316,88.55444444444444,88.5791280191388,0.04394532562550296,88.5791280191388,True,0.07117557859895655,55,True,0
2025-03-30,N01_R02,D_DAY_X_COHORT,2025-03-29 08:00:00+00:00,8,384.0,15.834387240551857,0.0,140.2588888888889,-124.42450164833703,-0.324022139709211,124.42450164833703,True,0.0762515219242444,57,True,0
2025-03-30,N08_R02,D_DAY_X_COHORT,2025-03-29 08:00:00+00:00,2,32.0,3.2888979235946363,0.8488492220188153,6.1755555555555555,-2.886657631960919,-0.09020805099877872,2.886657631960919,True,0.0762515219242444,57,True,0
2025-03-31,N04_R02,D_DAY_X_COHORT,2025-03-30 08:00:00+00:00,3,576.0,135.7082274954541,94.71109422245513,79.79555555555555,55.91267193989856,0.09707061100676834,55.91267193989856,False,0.07117557859895655,59,True,0
