lead_band,q50_mae_sec,q50_wape,q10_pinball_sec,q50_pinball_sec,q90_pinball_sec,q90_empirical_coverage,weighted_interval_score,quantile_crossing_count
6-12h,17.359027862548828,0.027923626825213432,4.7892746925354,8.679513931274414,5.063582897186279,0.906143127410318,98.52855682373047,0
12-18h,30.406206130981445,0.04173674061894417,9.806635856628418,15.203103065490723,10.602983474731445,0.8805028014261806,204.09619140625,0
18-24h,36.758609771728516,0.05032223463058472,12.330881118774414,18.379304885864258,12.972021102905273,0.8793658589827549,253.02903747558594,0
24-30h,30.588571548461914,0.04371853917837143,9.601875305175781,15.294285774230957,9.726419448852539,0.8666593902350287,193.28294372558594,0
