forecast_day,predicted_route_eta_mae_sec,route_selection_stability_vs_seasonal,mean_predicted_route_eta_sec,exact_realized_route_regret,evaluated_selected_routes,safe_eta_empirical_coverage,mean_safe_margin_sec
2024-01-16,69.49856920957853,0.9294233091787439,1474.0457068680996,UNAVAILABLE_NO_EXACT_ROUTE_EXECUTION_AUTHORITY_FOR_ALL_COUNTERFACTUAL_ROUTES,52992,0.9288194444444444,161.17902698516858
2024-02-14,70.21694993850402,0.9279136473429952,1529.6383960608412,UNAVAILABLE_NO_EXACT_ROUTE_EXECUTION_AUTHORITY_FOR_ALL_COUNTERFACTUAL_ROUTES,52992,0.9238186896135265,161.17902698516858
2024-03-15,69.28633027167425,0.9329710144927537,1496.3968866944745,UNAVAILABLE_NO_EXACT_ROUTE_EXECUTION_AUTHORITY_FOR_ALL_COUNTERFACTUAL_ROUTES,52992,0.9252906099033816,161.17902698516858
