policy,job_schedule,mess_schedule,max_phase_line_loading_pu,Vmin_pu,Vmax_pu,max_transformer_phase_current_pu,max_transformer_winding_kva_pu,physical_pass,slots,runtime_seconds,critical_witness
B0,B0_reference,idle,0.9835911414016039,0.9510074587422401,1.0417381008471605,0.28317661802049016,0.2876701337593707,True,38,2.8265166000055615,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
B1,audited_original_21,idle,0.9809084175460475,0.9525559226931091,1.0417748096141946,0.2824674992383684,0.28717213614789633,True,38,5.636520599990035,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
B2,B0_reference,B2_EXACT_PROXY,0.887179311076232,0.9546757694279782,1.0417197178347744,0.3696520409565664,0.3778425246499566,True,38,5.465112499994575,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
B3,audited_original_21,B2_EXACT_PROXY,0.8847280812739257,0.9561356761520786,1.0416245240112263,0.3710017347723543,0.37784252464977114,True,38,5.481452599997283,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
