placement,iteration,proxy_rho,max_phase_line_loading_pu,Vmin_pu,Vmax_pu,max_transformer_phase_current_pu,max_transformer_winding_kva_pu,physical_pass,slots,runtime_seconds,critical_witness,storage,recovery_AC
legal_mixed_M1,1,0.889,0.8901399068813733,0.9527361761913915,1.0399999843192749,0.2769062695857562,0.28119578253406874,True,10,2.310449600001448,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,PASS,"{'max_phase_line_loading_pu': 0.9725292213486892, 'Vmin_pu': 0.9568434668593141, 'Vmax_pu': 1.0402368724796032, 'max_transformer_phase_current_pu': 0.2732575183363673, 'max_transformer_winding_kva_pu': 0.27792371464633153, 'physical_pass': True, 'slots': 16, 'runtime_seconds': 2.592230300011579, 'critical_witness': 'Line.tpx21459660c0|t2|sx3101194c.1.2|node1'}"
legal_mixed_M2,1,0.889,0.8903500987840303,0.9543904686757002,1.0399999924396226,0.4442362075147747,0.43647019507348905,False,10,3.277943900000537,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,PASS,"{'max_phase_line_loading_pu': 0.9683273040916481, 'Vmin_pu': 0.9367346885664055, 'Vmax_pu': 1.0402378725318226, 'max_transformer_phase_current_pu': 0.48038114351844985, 'max_transformer_winding_kva_pu': 0.4666103030193077, 'physical_pass': False, 'slots': 16, 'runtime_seconds': 4.2909963999991305, 'critical_witness': 'Line.tpx21459660c0|t2|sx3101194c.1.2|node1'}"
legal_mixed_M3,1,0.889,0.8901399070475435,0.9527362357549334,1.0399999843192678,0.2769062742807569,0.2811957943337074,True,10,0.9450953000050504,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,PASS,"{'max_phase_line_loading_pu': 0.9725290954414325, 'Vmin_pu': 0.9568435112282828, 'Vmax_pu': 1.040236872338673, 'max_transformer_phase_current_pu': 0.2732575119753774, 'max_transformer_winding_kva_pu': 0.27792371505603497, 'physical_pass': True, 'slots': 16, 'runtime_seconds': 2.8545105999946827, 'critical_witness': 'Line.tpx21459660c0|t2|sx3101194c.1.2|node1'}"
