case,mess_id,candidate_id,origin,destination,departure_slot,connection_ready_slot,travel_slots,q50_eta_seconds,safe_eta_seconds,safe_energy_kwh,route_link_ids,is_stay,objective,rho,binding_asset,binding_slot,Vmin_pu,Vmax_pu,post_arrival_sum_abs_p_kw_slots,post_arrival_sum_abs_q_kvar_slots,terminal_energy_kwh,exact_optimality_certificate,runtime_seconds
B2,MESS01,MESS01:STAY:STA01,STA01,STA01,,,0,0.0,0.0,0.0,,True,0.5666022075877167,0.5666022075877168,line.l10::A,26,0.9499999999999995,1.0500000000000003,1159.4182825484763,41795.86329512509,760.0,True,0.632044899975881
B2,MESS02,MESS02:STAY:STA12,STA12,STA12,,,0,0.0,0.0,0.0,,True,0.49418589389370593,0.4941858938937061,line.l10::A,65,0.9499999999999635,1.05,7871.743453671622,17876.245547978157,760.0,True,5.482947700191289
B2,MESS03,MESS03:STAY:STA08,STA08,STA08,,,0,0.0,0.0,0.0,,True,0.4828851198503098,0.4828855172348975,line.l55::C,62,0.9499999999999635,1.05,4149.539629591976,7227.327854096764,760.0,True,2.235138799995184
B2,MESS04,MESS04:STAY:STA06,STA06,STA06,,,0,0.0,0.0,0.0,,True,0.4746150321113759,0.4746154200960915,line.l55::C,62,0.949999999999982,1.05,4021.27569875021,5671.8009758444,760.0,True,2.9279185000341386
B3,MESS01,MESS01:STAY:STA01,STA01,STA01,,,0,0.0,0.0,0.0,,True,0.5665987351267832,0.5665987351267833,line.l10::A,73,0.9499999999999995,1.0500000000000003,1159.4182825484763,41797.74310771087,760.0,True,2.4268523000646383
B3,MESS02,MESS02:STAY:STA12,STA12,STA12,,,0,0.0,0.0,0.0,,True,0.49436600959399823,0.4943660095939991,line.l10::A,80,0.9499999783449291,1.05,6079.424505763101,10480.649380576113,760.0,True,4.6587901001330465
B3,MESS03,MESS03:STAY:STA08,STA08,STA08,,,0,0.0,0.0,0.0,,True,0.4890973738514342,0.48909741206240953,line.l55::C,57,0.9499999999999492,1.05,2990.775750735369,6652.801915077605,760.0,True,0.882577600190416
B3,MESS04,MESS04:STAY:STA06,STA06,STA06,,,0,0.0,0.0,0.0,,True,0.4892272751544181,0.4892272751544182,line.l10::A,29,0.9499999999999492,1.0499999999999998,2228.4648865399995,6223.750214826474,760.0,True,2.1237864999566227
