day,case,classification,before_SHA256,after_SHA256,DA_decision_SHA256,loader,certificate,temporal_repair_calls,migration_optimization_calls,common_initial_state_SHA256,temporal_schedule_SHA256
2025-05-07,B3,REUSED_EQUIVALENT,1a3176ede0acb353b6621ab747e3dc71e3595f136b588d1be8b7e35e2d2091fd,1a3176ede0acb353b6621ab747e3dc71e3595f136b588d1be8b7e35e2d2091fd,f97ef6eab672c42faef0bf6569f15e0bf8686e7378b60c6610b066136faaaf25,PASS,PASS,0,0,467adb58b774c83f4f9052587cd1446c6d56716c4c372da1121221e4bf5c4644,eba6c3efb74adfa12a1380e87677d7cfcf1c684d461f981b7c8684c78432044d
2025-05-08,B0,REUSED_EQUIVALENT,6ad50a87fe50e392ce762ce183dc746fcf8d13fb5777e4418427223fdf7965f1,6ad50a87fe50e392ce762ce183dc746fcf8d13fb5777e4418427223fdf7965f1,b4c2506006a1ba3b25e2790e9966fcd5a51243e7b449a93d1277f872fee3bcbc,PASS,PASS,0,0,80d7c2113852531d6acab5a6932f2ea15dc0102e026b229d79afd88c6a6f996c,eda9c78452fb4fd9d8065aafd856691570dcb2d3976805a9f2e174993d500bad
2025-05-08,B1,REUSED_EQUIVALENT,8cc246ac8a40c1f0fe420ece6cc319048833e7d3e6bddc68cabf3fc95f881ab9,8cc246ac8a40c1f0fe420ece6cc319048833e7d3e6bddc68cabf3fc95f881ab9,09ff782d7efa6d29905380a5df5bea4dc732a028267471aaf47320be497cf1ad,PASS,PASS,0,0,80d7c2113852531d6acab5a6932f2ea15dc0102e026b229d79afd88c6a6f996c,2fa5af44dba5a400c000c94ce82cb61a08769b212b70d0c6496b5ca01098e0fc
2025-05-08,B2,REUSED_EQUIVALENT,3c14d1a8cc55edfa2a11cf3511df35c06b2d3d5a727c715425a4905ac5b007fc,3c14d1a8cc55edfa2a11cf3511df35c06b2d3d5a727c715425a4905ac5b007fc,b3aac24fb116c92fbec1b5c292841900b242a81f11d1d891be1add5be44358aa,PASS,PASS,0,0,80d7c2113852531d6acab5a6932f2ea15dc0102e026b229d79afd88c6a6f996c,eda9c78452fb4fd9d8065aafd856691570dcb2d3976805a9f2e174993d500bad
2025-05-08,B3,REUSED_EQUIVALENT,7ce7feef829a974afade54a534a2f48bb419a224c0fa92bee46f38ecd81df9e9,7ce7feef829a974afade54a534a2f48bb419a224c0fa92bee46f38ecd81df9e9,c7d008332a4b474e35effebe0da636843fddc2ada6fcbde35d28b0cf29e2be21,PASS,PASS,0,0,80d7c2113852531d6acab5a6932f2ea15dc0102e026b229d79afd88c6a6f996c,2fa5af44dba5a400c000c94ce82cb61a08769b212b70d0c6496b5ca01098e0fc
2025-05-09,B0,REUSED_EQUIVALENT,194f2a6bb83500c22879d6412a2bbce25733113b92b78cda0ad3174a8daff4dc,194f2a6bb83500c22879d6412a2bbce25733113b92b78cda0ad3174a8daff4dc,3fb2bc6e291804d1705672f0d26192f63ee6cee4224b52e13b2a0562fea070b2,PASS,PASS,0,0,5e2d889fd2d6be40c00078e0d49febc4f7102550401da106616d071548847d3f,5ebb3128578ae147670459d14fff6f0f91299715477fec68bd67cd2d8be30031
2025-05-09,B1,REUSED_EQUIVALENT,fd60179eb01c0f22716ce3f517ab975f4121b931f2336b255a7d87928bc9f4bc,fd60179eb01c0f22716ce3f517ab975f4121b931f2336b255a7d87928bc9f4bc,78ad6851f9f6f7f73c8c164e340f0d9afbf3ea63812423d7ffeb43cd505d25ca,PASS,PASS,0,0,5e2d889fd2d6be40c00078e0d49febc4f7102550401da106616d071548847d3f,4af04491178e838209c81e81d599a3be703c5ccf262d3bf5bdafd37d32eef5be
2025-05-09,B2,REUSED_EQUIVALENT,daa669e598838169c865b1267cb1dc21a4e2bacd59431fa0d4a88d85cc2d07d2,daa669e598838169c865b1267cb1dc21a4e2bacd59431fa0d4a88d85cc2d07d2,d545251144ecba5f3e3e67a40f29caff3ced53516e3b4aaa639f2d26250ea799,PASS,PASS,0,0,5e2d889fd2d6be40c00078e0d49febc4f7102550401da106616d071548847d3f,5ebb3128578ae147670459d14fff6f0f91299715477fec68bd67cd2d8be30031
2025-05-09,B3,REUSED_EQUIVALENT,f18010c17f3fbfd659d0a473c081f2b8b8aa67566eec28ea7670807bddfcf0c4,f18010c17f3fbfd659d0a473c081f2b8b8aa67566eec28ea7670807bddfcf0c4,3164716aa3cf15718ac59ddc4bd7e4d0fc6319c00c61773bc610d88c1154920d,PASS,PASS,0,0,5e2d889fd2d6be40c00078e0d49febc4f7102550401da106616d071548847d3f,4af04491178e838209c81e81d599a3be703c5ccf262d3bf5bdafd37d32eef5be
2025-05-10,B0,REUSED_EQUIVALENT,521cf53d56869d36b79521cb95b428dde56f51c96bd25d63a2e1e1dc3e8e3cbc,521cf53d56869d36b79521cb95b428dde56f51c96bd25d63a2e1e1dc3e8e3cbc,45aa9ec04f1e8b0faba2c385fdc5c0ffb8b2665b52894bb00c0d8664f5557aa7,PASS,PASS,0,0,e4234b0f94c70bb7b71b986892b1f24b91bee5b46ecf800ab1465810f7dd185c,35247cdce34083c1ed430422c841ce0929cf4ab4cf38315b0bd6fb2c239b1b45
2025-05-10,B1,REUSED_EQUIVALENT,5c7023bd5caa2ac84523e648ff2d5ce70579e7b2f53935dbf51236f3d49455a6,5c7023bd5caa2ac84523e648ff2d5ce70579e7b2f53935dbf51236f3d49455a6,f9461118291e776d0aef610738ede7581448384a600a0524c0643210bda97f2d,PASS,PASS,0,0,e4234b0f94c70bb7b71b986892b1f24b91bee5b46ecf800ab1465810f7dd185c,a5ef920b3c014f98214d7fc33deeab77c910096578501558f708bef08092a8ab
2025-05-10,B2,REUSED_EQUIVALENT,2aaf3b0cfe39c0121f135d3d3b80f2a5201669178624d06568187a8f6662dacd,2aaf3b0cfe39c0121f135d3d3b80f2a5201669178624d06568187a8f6662dacd,9ee1931b3e1299e41584203824b775df60df3fef3888f505576e749aa9b6e959,PASS,PASS,0,0,e4234b0f94c70bb7b71b986892b1f24b91bee5b46ecf800ab1465810f7dd185c,35247cdce34083c1ed430422c841ce0929cf4ab4cf38315b0bd6fb2c239b1b45
2025-05-10,B3,REUSED_EQUIVALENT,bd590af572a5c2b37943757926cdc9b2b7df9a6a32719416398ca13a596c3cdf,bd590af572a5c2b37943757926cdc9b2b7df9a6a32719416398ca13a596c3cdf,7272fa76be467a2ef9eec62cbf3c691e0d17a6d6d17554f9b8d519c770f9e709,PASS,PASS,0,0,e4234b0f94c70bb7b71b986892b1f24b91bee5b46ecf800ab1465810f7dd185c,a5ef920b3c014f98214d7fc33deeab77c910096578501558f708bef08092a8ab
2025-05-11,B0,REUSED_EQUIVALENT,b57fbb75ea65e6b8455acd4653b84c23b98056b6ab9f2b546d029065000a4118,b57fbb75ea65e6b8455acd4653b84c23b98056b6ab9f2b546d029065000a4118,dd33bb5a7df7435443b67bb10148accfc26bd0ffd03cf40338a90c6b2c3ceffa,PASS,PASS,0,0,5f1ea80fda2565a652454f164feebad7f0009b89228a53cf86de73b7c8b13c5b,72dca3040be7b0bfd94eb08c0bbc61fef2316bb7ddf127c4ff899c4ff1c122bc
2025-05-11,B1,REUSED_EQUIVALENT,a12a1151b345cad5f43404f03834815d83b371f13d3cf2ffb06d89c5a47bffa8,a12a1151b345cad5f43404f03834815d83b371f13d3cf2ffb06d89c5a47bffa8,fbaf4fc1d79c722d3df12748d0b73c68fb529e330e4855501d6e88dc8a7bc74e,PASS,PASS,0,0,5f1ea80fda2565a652454f164feebad7f0009b89228a53cf86de73b7c8b13c5b,3ed98d55fae2af79f412e39e121f18236817e74f853c2dd1c8afc08e18b0de26
2025-05-11,B2,REUSED_EQUIVALENT,347cfc588e9fc2ed740fc35489107fa33de0f7cd60fdc1ca2bffe398caeb99cc,347cfc588e9fc2ed740fc35489107fa33de0f7cd60fdc1ca2bffe398caeb99cc,8e6a76386f9ed19cf249741890b7c1720fd0906187a41a55b2732bd303d0bf4a,PASS,PASS,0,0,5f1ea80fda2565a652454f164feebad7f0009b89228a53cf86de73b7c8b13c5b,72dca3040be7b0bfd94eb08c0bbc61fef2316bb7ddf127c4ff899c4ff1c122bc
2025-05-11,B3,REUSED_EQUIVALENT,149a3132f3a767faf8453ea403e9781571080636f5e58e48e4d2f4f8f44b668e,149a3132f3a767faf8453ea403e9781571080636f5e58e48e4d2f4f8f44b668e,c4e2f74f957218c46803a48bc088900298134c1a38e97b0cbc7510c9da8f65c5,PASS,PASS,0,0,5f1ea80fda2565a652454f164feebad7f0009b89228a53cf86de73b7c8b13c5b,3ed98d55fae2af79f412e39e121f18236817e74f853c2dd1c8afc08e18b0de26
2025-05-12,B0,REUSED_EQUIVALENT,094083cb5ad3de0e7ad3345ae36690c58c7e41b6e2bb79207ba89fcd883167b5,094083cb5ad3de0e7ad3345ae36690c58c7e41b6e2bb79207ba89fcd883167b5,0836fca93d14bdbbc896a90823290eb192145347a5bff1719f95b20be57f439b,PASS,PASS,0,0,2cb361f9981a87c83c9157ca094039cc2959b0624cebcaa67d9e84f69f2474da,fe416fb0113354d0299f4594a190013ba54c61902fe13e6ce946c870c63df53e
2025-05-12,B1,REUSED_EQUIVALENT,344b7adb0798feed00ad89e6b69ac855e439a5ba39ea0f1be988ee001e135f32,344b7adb0798feed00ad89e6b69ac855e439a5ba39ea0f1be988ee001e135f32,9c4f9ca63834dee31f2186ca6c3a3c1b298f55162bfe48ce01958fea573bea1e,PASS,PASS,0,0,2cb361f9981a87c83c9157ca094039cc2959b0624cebcaa67d9e84f69f2474da,1420adc93afca32954d7d0a65a5b9fffd59e0c1a92d0fd2cea51d639fb17f353
2025-05-12,B2,REUSED_EQUIVALENT,cec064a9395edc928a014e20c66c05b9e61a5faa01691710bf47ec5d08b53929,cec064a9395edc928a014e20c66c05b9e61a5faa01691710bf47ec5d08b53929,7e51165a0720681aed0c712c570aadad7d75f1f25fb1cf812626a1a45f626d58,PASS,PASS,0,0,2cb361f9981a87c83c9157ca094039cc2959b0624cebcaa67d9e84f69f2474da,fe416fb0113354d0299f4594a190013ba54c61902fe13e6ce946c870c63df53e
2025-05-12,B3,REUSED_EQUIVALENT,4d9251106c605e7158bc3736758cb4f783ab43467c0b8f3005ef59eedbbb80f0,4d9251106c605e7158bc3736758cb4f783ab43467c0b8f3005ef59eedbbb80f0,21a4d58d07f13d473e06fcea55373989df36801be220e788a64e9741ac58d79b,PASS,PASS,0,0,2cb361f9981a87c83c9157ca094039cc2959b0624cebcaa67d9e84f69f2474da,1420adc93afca32954d7d0a65a5b9fffd59e0c1a92d0fd2cea51d639fb17f353
2025-05-13,B0,REUSED_EQUIVALENT,8a2f7ef538b58782f8fd1832dcda1aad360951b7c9ab1a3ea27bd12340d5d181,8a2f7ef538b58782f8fd1832dcda1aad360951b7c9ab1a3ea27bd12340d5d181,5d229640ac7c6363d8d84d1efba929cff6dc48ac4b23ecba94d48f6da3f22894,PASS,PASS,0,0,3398a4788f3c06bc66c1bcb43c91f1ab5b00b444e4e9e559259d7c4901c59b60,268ec1004bb4d84fb1cdeb9dd8a11bbe2ec3bb003027fbf80d1cda05d0e6188b
2025-05-13,B1,REUSED_EQUIVALENT,13c4b7e3096cfa6b640415f3edb9cacef1d32a8b6f4fd68aec6d8bab531eef1d,13c4b7e3096cfa6b640415f3edb9cacef1d32a8b6f4fd68aec6d8bab531eef1d,9ca813e4aa7cf0ae9a42e131f9f402fc98ee8432a2591e80a28e6c3ac647ae8f,PASS,PASS,0,0,3398a4788f3c06bc66c1bcb43c91f1ab5b00b444e4e9e559259d7c4901c59b60,2fe42874f228135b696af3a15893458d7db79560984c1a383a963e5532e8c206
2025-05-13,B2,REUSED_EQUIVALENT,771dd9ecda7e2e8eccdf93a2651535b6a178cb9a5bd401052160903fadbcad10,771dd9ecda7e2e8eccdf93a2651535b6a178cb9a5bd401052160903fadbcad10,c9ba970e46ce8db310f8e4426a6db2fc67ceaa1fd55a8e5ff3db626c964a6a2b,PASS,PASS,0,0,3398a4788f3c06bc66c1bcb43c91f1ab5b00b444e4e9e559259d7c4901c59b60,268ec1004bb4d84fb1cdeb9dd8a11bbe2ec3bb003027fbf80d1cda05d0e6188b
2025-05-13,B3,REUSED_EQUIVALENT,cea2aa8807543cbdd3972901badbcab81f0b108399aa98af2d4c1ff3969daf61,cea2aa8807543cbdd3972901badbcab81f0b108399aa98af2d4c1ff3969daf61,3c4e3d8133ecd56d9f924ce171ff0ee83eead165dc62bc4ce612c4fb04accaca,PASS,PASS,0,0,3398a4788f3c06bc66c1bcb43c91f1ab5b00b444e4e9e559259d7c4901c59b60,2fe42874f228135b696af3a15893458d7db79560984c1a383a963e5532e8c206
2025-05-14,B0,REUSED_EQUIVALENT,7a36b353e8aea9ab10d9d9f2a485f33ef7da50a1df7af6bce9d0bb781a7eee11,7a36b353e8aea9ab10d9d9f2a485f33ef7da50a1df7af6bce9d0bb781a7eee11,5199a90d4d84f5abe4536affd7a6eed43b21098a8f7c9db59df950c7ae258c2d,PASS,PASS,0,0,a6f0272292db6d9d313ac77a6dc2f7e82baa84c38f4d33ff5cbd4b9a2ec1fa57,92fb17d2ef3f247e3983663a3157529caff10d2428e714a85835c24948849642
2025-05-14,B1,REUSED_EQUIVALENT,7f18a1b56a4b167a19ac691a697f1b59ec5b3e3c712c5bf01666123c3076a17a,7f18a1b56a4b167a19ac691a697f1b59ec5b3e3c712c5bf01666123c3076a17a,60986528fb06f0c8dd7a2d994c17bd69a7e7cf8904e0381f7fc9e7ff6f816089,PASS,PASS,0,0,a6f0272292db6d9d313ac77a6dc2f7e82baa84c38f4d33ff5cbd4b9a2ec1fa57,df3f95539e8f0081c9739b1afc2af0a07d3abedd57c81e285110657c73d55baa
2025-05-14,B2,REUSED_EQUIVALENT,e6dea17c9a5b1665425afad8edafb29b10eb94b4ecee41f5efa8eec2c0e26c08,e6dea17c9a5b1665425afad8edafb29b10eb94b4ecee41f5efa8eec2c0e26c08,d1cf96896737ad9aeea90467a5398a13fa839c0bb742315297ce668220c1fa53,PASS,PASS,0,0,a6f0272292db6d9d313ac77a6dc2f7e82baa84c38f4d33ff5cbd4b9a2ec1fa57,92fb17d2ef3f247e3983663a3157529caff10d2428e714a85835c24948849642
