case,actual_bus_count,phase_node_count,branch_count,line_count,transformer_count,switch_count,aidc_site_count,mess_vehicle_count,mess_station_count,horizon_intervals,optimization_runtime_min_B3,planning_rho_B0,planning_rho_B3,planning_reduction_pct,ac_feasible_B3,notes,source_file
IEEE8500,4912,8639,4911,3703,1226,43,12,4,12,96,636.8061095916667,0.8487691403696187,0.82573859707742,2.713404882058909,true,Branches=4911 unique bus corridors. MESS stations=12 STA; all service locations=24 including 12 AIDC. B3 runtime includes reused B1 once; feasibility scope DAY_AHEAD_AC.,IEEE8500_pcc_overlay_20260911/PCC_OVERLAY_STRUCTURAL_VALIDATION.json;IEEE8500_scalability_20260910/audit/lines.json;IEEE8500_B3_production_20260912/B3/FINAL_AUTHORITY.json;IEEE8500_numerical_preflight_20260911/P1_EXACT_B0_WITNESS_BINDING.json;IEEE8500_B3_production_20260912/B3/final_exact/AC_VALIDATION.json
