day,policy,mess_id,previous_origin,previous_destination,previous_departure_slot,previous_planned_connection_ready_slot,previous_actual_arrival_slot,previous_actual_connection_ready_slot,next_planned_departure_slot,collision_magnitude_slots,planned_safe_eta_seconds,planned_q50_eta_seconds,planned_q90_eta_seconds,actual_eta_seconds,actual_eta_late_vs_safe,actual_eta_late_vs_q50,actual_eta_late_vs_q90,eta_delay_vs_safe_seconds,ready_delay_slots,planned_arrival_slot_safe,physical_arrival_slot_boundary_crossing,connection_ready_slot_boundary_crossing,classification,frozen_command_source,actual_moves_source,actual_final_actuator
2025-05-04,B2,MESS02,STA12,IDC05,14,18,16.662423963355224,18,,0,2352.809356689453,2255.267967224121,2372.858989715576,2396.181567019702,True,True,True,43.37221033024889,0,16.614232618543838,False,False,ETA_DELAY_WITHOUT_CONNECTION_READY_SLOT_CROSSING,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-04\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-04\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-04\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-19,B2,MESS02,STA12,STA06,40,44,43.210527112132716,44,,0,2731.3656311035156,2542.5291137695312,2676.7881469726562,2889.4744009194437,True,True,True,158.1087698159281,0,43.03485070122613,False,False,ETA_DELAY_WITHOUT_CONNECTION_READY_SLOT_CROSSING,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-19\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-19\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-19\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-20,B2,MESS02,STA12,IDC05,21,25,24.000478096225137,25,,0,2687.373176574707,2589.831787109375,2724.8671875,2700.4302866026237,True,True,False,13.057110027916679,0,23.985970196194117,True,False,ETA_DELAY_WITHOUT_CONNECTION_READY_SLOT_CROSSING,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-20\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-20\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-20\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-22,B3,MESS02,STA12,IDC05,9,13,11.545746355329143,13,,0,2244.676399230957,2147.135009765625,2259.0878524780273,2291.171719796228,True,True,True,46.49532056527096,0,11.494084888034397,False,False,ETA_DELAY_WITHOUT_CONNECTION_READY_SLOT_CROSSING,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-22\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-22\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-22\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
