fold_id,date,predicted_mass_GPU_h,lower_boundary_MAE_GPU_h,upper_boundary_MAE_GPU_h,aggregate_unmapped_boundary_score,simultaneous_inner_coverage,nonempty_set,safe_width_GPU_h,reference_width_GPU_h,capture_ratio,normalized_boundary_score
4,2025-02-08,428.09096920997126,82.32613090839958,132.99662648986296,0.5274559823386188,False,True,7681.853686931598,2817.4861111111104,0.0,0.03067548400572921
4,2025-02-09,1916.1325784370747,1048.503128086,1358.2662769760534,5.934349511843463,False,True,34383.93045170022,2599.7599999999998,0.0,0.3451265122216299
4,2025-02-10,1886.0846452238525,1117.1313586042777,1442.9251010083383,13.676289816298786,False,True,33844.73704856759,2568.5377777777767,0.0,0.7953778581816536
4,2025-02-11,1514.7969376475264,958.8286183037538,1241.695789485766,372.4208418862133,False,True,27182.186211250963,26.937777777777775,0.0,21.65903878467452
4,2025-02-12,1332.622144856619,844.9560146585185,1093.822299863109,842.4299010001339,False,True,23913.16115741848,21.99777777777778,0.0,48.993557414024195
4,2025-02-13,689.4144450049562,378.8783384936308,537.500431360129,0.7335548720998721,False,True,12371.157714349345,25171.30388888889,0.0,0.042661665617394255
4,2025-02-14,718.179233562676,185.17661383670782,248.55936023661874,0.6507962793195113,False,True,12887.325802276344,1607.513888888889,0.0,0.037848638608173925
4,2025-02-15,907.7314904530142,574.471499132817,743.5143440555304,313.522766160088,False,True,16288.735334802712,60.622222222222206,0.0,18.23367810927869
4,2025-02-16,749.8606514999829,463.4478176063724,599.3814062635228,36.1410073929778,False,True,13455.831177753096,406.2066666666667,0.0,2.101868082562574
4,2025-02-17,303.1167251456337,191.77573172849642,248.18196460140084,282.3677385448159,False,True,5439.260578021045,24.262222222222224,0.0,16.42178179316716
4,2025-02-18,654.2396420563414,402.8274026547709,520.9130964494765,31.617322012619,False,True,11739.965493180629,403.7388888888888,0.0,1.8387821698445315
4,2025-02-19,464.9415544810866,281.4694351449032,365.05147091609797,20.525770398360898,False,True,8343.116887257738,243.2844444444444,0.0,1.1937260409267134
4,2025-02-20,586.9706146224477,209.13690534966295,264.31906139059583,1.240980543177836,False,True,10532.860313262889,5235.373333333333,0.0,0.0721722382119727
4,2025-02-21,504.3798696232669,86.10118896563976,110.47954128552469,0.35899359674887193,False,True,9050.815456887532,7514.5266666666685,0.0,0.02087814472480377
4,2025-02-22,235.08048376438492,39.585935145982155,44.99796068080849,0.29825130519011617,False,True,4218.388171709745,3901.1694444444447,0.0,0.01734552919749377
4,2025-02-23,236.35720590755673,20.663386026222522,30.012958992170525,0.13066629379418904,False,True,4241.298238513562,5520.879999999999,0.0,0.00759921574422171
4,2025-02-24,986.043925909279,475.5974904559266,609.7745677855809,3.093228889480118,False,True,17694.008312535705,4813.008888888888,0.0,0.17989424047216762
4,2025-02-25,832.9470109456822,227.8151002574538,283.171704459546,0.7276187227090821,False,True,14946.769558956401,9632.535555555556,0.0,0.04231643442884003
4,2025-02-26,543.2716696849452,218.58771140152126,308.25365939204016,1.991982436621685,False,True,9748.707118200928,1140.776111111111,0.0,0.11584857773980749
4,2025-02-27,588.4347945492678,1065.5878435617199,1435.5404800203905,0.7527730199107242,False,True,10559.134205445043,43187.60499999997,0.0,0.043779343690126905
4,2025-02-28,3856.138593693705,1244.4219407951603,1698.741486377694,0.3454910528898825,False,True,69196.25641239813,116764.24833333328,0.0,0.020092871484851817
5,2025-03-01,4598.426073860164,1233.522473253873,1656.7778478044481,0.3014162215194227,False,True,82827.01568725762,126798.1816666667,0.0,0.017529592595179888
5,2025-03-02,3471.7298537797046,361.98596345523885,507.2154120693696,0.1902611416999413,False,True,62532.92288323007,62657.248888888906,0.0,0.011065098898397702
5,2025-03-03,187.34040179938054,119.27462423272767,154.30369650559115,273.57832073831884,False,True,3374.382049306005,11.591111111111111,0.0,15.91061184843084
5,2025-03-04,332.79297023362284,214.75290158512635,309.7281043041928,0.7475163217482267,False,True,5994.278938795772,10119.80722222222,0.0,0.04347362763835006
5,2025-03-05,440.9745863269264,271.78209182286395,352.01503841831214,28.446783248657578,False,True,7942.850095385253,240.48722222222221,0.0,1.654391785812438
5,2025-03-06,800.4299111987879,302.51552337888955,407.07879321438276,0.5231429931714011,False,True,14417.37232403929,5404.682777777776,0.0,0.030424651643132305
5,2025-03-07,535.7335047082518,980.0151535777348,1157.9311573887064,0.7323089125913921,False,True,9649.651138440639,26451.140555555554,0.0,0.042589203815359696
5,2025-03-08,390.60151735646144,41.10547250451422,78.17596664596232,0.2528970385396442,False,True,7035.528566928109,1711.9216666666666,0.0,0.014707841640970882
5,2025-03-09,387.9574277456525,246.8216967857235,319.31626642528767,289.7458803056035,False,True,6987.9031298426,28.424444444444447,0.0,16.85087555104162
5,2025-03-10,28.83955279542853,137.16557501522416,160.27010644953592,0.944830152575979,False,True,519.4590613033938,2391.595555555555,0.0,0.05494889280612692
