model,residual_MAE,residual_R2,sign_accuracy,lower_correction_MAE,upper_correction_MAE,raw_boundary_score,relative_improvement_vs_R0,fold_wins_vs_R0,nonempty_rate_before_projection,monotonicity_violations,L_above_U_slots
R0_ZERO_CORRECTION,1365.0659853504878,-0.17328956953697655,0.010416666666666666,1185.9283103427074,1544.2036603582678,15.243233180615933,0.0,0,1.0,0,0
R1_ELASTICNET_RESIDUAL,2349.5474146724937,-14.017382402064115,0.6366686667946748,2145.205055310476,2553.8897740345114,14.99393159579788,0.016354901999077017,3,0.32450331125827814,3096,4859
R2_BASE_ONLY_LGBM_RESIDUAL,1496.9072595585394,-0.4119641014045671,0.46122375832053253,1290.1602721487257,1703.6542469683532,19.121146303382567,-0.254402269965796,1,0.39072847682119205,2358,3846
R3_STATE_LGBM_RESIDUAL,1432.1555744330522,-0.3003096243633613,0.46475470430107524,1267.1557345852714,1597.1554142808325,19.70396067883136,-0.29263657160922496,3,0.4966887417218543,2004,3496
R4_STATE_RUNNING_LGBM_RESIDUAL,1424.5948710976584,-0.2657097465125566,0.4742968349974398,1235.9124991537956,1613.2772430415212,19.462447113445744,-0.2767925861158627,1,0.41721854304635764,2336,4267
R5_SMALL_MLP_RESIDUAL,1584.2577005861112,-2.2514237076670027,0.6312263984895032,1503.1163549588887,1665.3990462133338,14.355195325530506,0.05825784100808095,1,0.47019867549668876,2756,3453
