iteration,case,status,replay_start_slot,causal_prefix_reused,cuts_added,cumulative_cuts,DA_authorized_nodeh,Actual_source_available_nodeh,executed_nodeh,execution_ratio,availability_conditioned_execution_ratio,same_site_recourse_nodeh,cross_site_recourse_nodeh,rack_blocked_nodeh,grid_cut_blocked_nodeh,terminal_backlog_nodeh,mass_conservation_error_nodeh,future_Actual_reads,Fresh_rho_AC,Fresh_Vmin_pu,Fresh_Vmax_pu,Fresh_voltage_violation_count,Fresh_line_current_violation_count,Fresh_transformer_current_violation_count,Fresh_transformer_kva_violation_count,Fresh_convergence_count
0,B1,INITIAL_UNCUT,0,False,0,0,179.80406907977604,141.86049041788542,127.85823784156683,0.7110975769121125,0.9012956141976426,17.702460464050404,86.6979270399159,14.002243376318667,9.199999994737723e-06,4.359262158433184,8.526512829121202e-14,0,0.614532316236278,0.9769459695058729,1.050210480163198,4,0,0,0,96
1,B1,CUT_SET_INFEASIBLE_NO_TRAJECTORY_CHANGE,85,True,4,4,179.80406907977604,141.86049041788542,127.85823784156683,0.7110975769121125,0.9012956141976426,17.702460464050404,86.6979270399159,14.002243376318667,9.199999994737723e-06,4.359262158433184,8.526512829121202e-14,0,0.614532316236278,0.9769459695058729,1.050210480163198,4,0,0,0,96
0,B3,FROZEN_V33X_REUSED_NO_VIOLATION,,True,0,0,179.80406907977607,143.67803158113,120.147352030605,0.6682126419358042,0.8362263229000458,14.228565532704286,80.61744568347436,23.530679550524944,1.304512053934559e-14,12.070147969395013,1.4210854715202004e-13,0,0.5569476048128771,0.972656658590795,1.0468676077076187,0,0,0,0,96
