variant,Fresh_result_reused,namespace,scenario,artifact_id,status,day,case,schedule_sha256,OpenDSS_solve_count,convergence_count,node_phase_count,branch_phase_count,rho_max_AC,p95_loading,p99_loading,Vmin_pu,Vmax_pu,transformer_phase_current_loading_max,transformer_total_kva_loading_max,losses_kwh,losses_kvarh,voltage_violation_count,voltage_violation_exposure,line_current_violation_count,line_current_violation_exposure,transformer_current_violation_count,transformer_current_violation_exposure,transformer_kva_violation_count,transformer_kva_violation_exposure_phase_rows,physical_violation,schedule_mutation_count,clean_engine_count,elapsed_seconds,critical_line,critical_line_phase,critical_line_slot,critical_line_current_a,critical_line_rating_a,Vmax_node,Vmax_phase,Vmax_slot,Vmin_node,Vmin_phase,Vmin_slot
E1_UNCUT_RETAINED_CUT_INFEASIBLE,False,ACTUAL,V33XR1_UNCUT_RETAINED_CUT_INFEASIBLE,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,2025-04-04,B1,3e04fb2ffcfe18ce871531df71fca8bb4fad8891f14c9ea4848c27120d48f371,96,96,386,383,0.614532316236278,0.42845750643669966,0.5175016878043897,0.9769459695058729,1.050210480163198,0.6900436270594608,0.5870857828504921,937.8042499530173,1878.4714703891877,4,0.0001079447322970639,0,0.0,0,0.0,0,0.0,True,0,1,0.6240131999365985,line.sw2,A,27,256.8745081867642,418.0,83.1,A,85,65.1,A,27
E1_FULL_GRID_ENVELOPE,True,ACTUAL,REALIZED_EX_POST,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,2025-04-04,B3,cb3d6d9fe37a2fffa9cc41a7c7650e09adac39e2c124d2751b9ff56d9d169069,96,96,386,383,0.5569476048128771,0.4283813383771425,0.5021856222326037,0.972656658590795,1.0468676077076187,0.626494201930832,0.5532561926740508,952.7136687933681,1937.4026076844789,0,0.0,0,0.0,0,0.0,0,0.0,False,0,1,1.889996899990365,line.sw2,A,63,232.8040988117826,418.0,83.1,A,51,mess_sta04_pcc.1,A,39
