policy,Planning_rho,DA_exact_rho,Fresh_rho,Actual_rho,Vmin,Vmax,transformer_current,transformer_kva,critical_line,critical_slot,runtime_seconds,exact_AC_PASS,MESS_max_abs_P_kW,MESS_max_abs_Q_kvar,SOC_min,SOC_max,route_count
B0,0.9469122681618622,0.9469122681618622,0.9469122681618622,0.9440612543891209,0.9515820813676127,1.0417751023636088,0.28264430812130453,0.28723158240048113,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,75,,True,,,,,
B2,0.9280718186347069,0.9300484177558795,0.9300484177558795,0.9331775770315386,0.9572731907513703,1.0482643858921525,0.7273535298403034,0.7261727740206402,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,75,308.252372500021,True,428.2728660583295,465.68942018914055,0.4442545572916206,0.828834426688054,17
B1,0.9458920784688679,0.9458946899106796,0.9458946899106796,0.9434635796011206,0.9521070339339122,1.0417742291952188,0.28238696115334494,0.2870430701411427,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,75,15239.785133099998,True,,,,,
B3,0.9241551509184605,0.9262875787472955,0.9262875787472955,0.930493346041869,0.9538659016817981,1.0454490215127448,0.8413026399229543,0.8336666459835477,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,75,64820.0175280571,True,504.7879220687527,426.12198251139347,0.40952824837816587,0.7674310215017358,14
