fold_id,component,Mean_WAPE,Q50_WAPE,CRPS,Burst_WAPE,aggregate_mass_ratio,Q50_coverage,Q90_coverage,Mean_MAE_GPU_h,Mean_RMSE_GPU_h,mean_bias_GPU_h,Q50_pinball,Q90_pinball,negative_sample_count,NaN_inf_count,quantile_crossing_count
1,A1_DIRECT_LIGHTGBM_H_F,0.931952043132274,0.9652749688318149,4281.489727301489,0.9512541439477344,0.1268570302084326,0.2,0.4666666666666667,,,,,,,,
2,A1_DIRECT_LIGHTGBM_H_F,1.0130454451024666,0.9638035196862866,2312.050616918254,0.9315763664815384,0.3385033884293347,0.5806451612903226,0.6774193548387096,,,,,,,,
3,A1_DIRECT_LIGHTGBM_H_F,0.9475067761828724,0.8887378531723926,3103.396252497925,0.8411698075952587,0.6447680824632143,0.3225806451612903,0.7096774193548387,,,,,,,,
4,A1_DIRECT_LIGHTGBM_H_F,1.6706519992766102,0.9966409915628188,1584.3849444048908,0.8448594346034215,1.693190635083209,0.7142857142857143,0.9285714285714286,,,,,,,,
5,A1_DIRECT_LIGHTGBM_H_F,0.7178083775348431,0.7809032762479852,1527.1455024577874,0.5621501421940037,0.944887694123562,0.4193548387096774,0.8709677419354839,,,,,,,,
1,A2_FACTORIZED_LIGHTGBM,0.9528858296756378,0.9761270817059216,4429.872206492264,0.963320633009056,0.103293510484651,0.1666666666666666,0.4333333333333333,,,,,,,,
2,A2_FACTORIZED_LIGHTGBM,0.9537851797540704,0.9351758503728184,2273.193484101026,0.9460196680878062,0.3597720485003979,0.5161290322580645,0.7741935483870968,,,,,,,,
3,A2_FACTORIZED_LIGHTGBM,0.9065459371858152,0.9539388475491436,3516.7716280584405,0.9368345700530274,0.2012865808347482,0.1612903225806451,0.4193548387096774,,,,,,,,
4,A2_FACTORIZED_LIGHTGBM,1.4613346276684542,0.9793261943986464,1568.5419800774769,0.9063002176056796,1.383526815345167,0.6071428571428571,0.8928571428571429,,,,,,,,
5,A2_FACTORIZED_LIGHTGBM,0.8292176021692926,0.7601754893677952,1569.6515240622934,0.4174931831321579,1.0823068629045387,0.3870967741935484,0.9032258064516128,,,,,,,,
1,A3_ORDINARY_FEATURE_GP,3.3169094909657364,0.9861288557727066,4172.360625951646,0.7065013793288368,3.8023557441295166,0.0333333333333333,0.6,,,,,,,,
2,A3_ORDINARY_FEATURE_GP,9.805392227959906,0.9654208463799866,2449.116776793563,0.5973628220876505,10.792742131216604,0.4516129032258064,0.967741935483871,,,,,,,,
3,A3_ORDINARY_FEATURE_GP,8.264290501813374,0.9326058303842534,3249.600582771486,1.4715976436631402,9.264290501813374,0.1612903225806451,0.967741935483871,,,,,,,,
4,A3_ORDINARY_FEATURE_GP,25.53150160500401,0.977640065637048,2483.646361783394,2.865595106347556,26.531501605004006,0.5357142857142857,1.0,,,,,,,,
5,A3_ORDINARY_FEATURE_GP,18.84023626978395,0.8993391290087727,2514.0348511976104,5.007466219886671,19.84023626978395,0.2580645161290322,1.0,,,,,,,,
1,A4_SIGNATURE_GP_DIRECT,6.854774278353371,0.9610079522195556,4073.300718741677,1.0788733136274198,7.623208846027464,0.2333333333333333,0.9333333333333332,,,,,,,,
2,A4_SIGNATURE_GP_DIRECT,8.336388213231265,0.957770038424924,2391.154385045238,0.6440446384564716,9.33633644659827,0.4193548387096774,0.8709677419354839,,,,,,,,
3,A4_SIGNATURE_GP_DIRECT,7.853486104164409,0.934769466540401,3267.9458550863706,1.9401784133854587,8.85348610416441,0.2258064516129032,0.967741935483871,,,,,,,,
4,A4_SIGNATURE_GP_DIRECT,19.8214912728294,0.972851651564166,2287.7613576363724,1.9308617463497575,20.8214912728294,0.4642857142857143,0.9642857142857144,,,,,,,,
5,A4_SIGNATURE_GP_DIRECT,19.980234106462504,0.904564061568597,2617.610243742863,5.4669488411173575,20.980234106462504,0.2580645161290322,0.967741935483871,,,,,,,,
