fold_id,component,Mean_WAPE,Q50_WAPE,CRPS,Burst_WAPE,aggregate_mass_ratio,Q50_coverage,Q90_coverage,Mean_MAE_GPU_h,Mean_RMSE_GPU_h,mean_bias_GPU_h,Q50_pinball,Q90_pinball,negative_sample_count,NaN_inf_count,quantile_crossing_count
1,A5_FACTORIZED_SIGNATURE_GP,1.4148448763689607,0.9662975979500302,3833.085274723616,0.6833868408162295,1.32089400733873,0.2,0.9,,,,,,,,
2,A5_FACTORIZED_SIGNATURE_GP,2.097789455773132,0.9598697731734234,2162.3400119099106,0.5465003135680802,2.2853988391598765,0.4193548387096774,0.8709677419354839,,,,,,,,
3,A5_FACTORIZED_SIGNATURE_GP,0.958581320457404,0.9896574426103352,3576.387330411617,0.8375655526909153,0.5561316987894945,0.064516129032258,0.4516129032258064,,,,,,,,
4,A5_FACTORIZED_SIGNATURE_GP,3.650613721798415,0.9952856742998634,1843.9719397925,0.7746154488231309,3.864379226209704,0.4642857142857143,0.9285714285714286,,,,,,,,
5,A5_FACTORIZED_SIGNATURE_GP,1.356050931741583,0.8983230953973406,1869.624532374483,0.4260607712771903,1.9307948441204177,0.2580645161290322,0.967741935483871,,,,,,,,
1,A6_HANDCRAFTED_ANALOG,0.9960323690874978,0.9140098036647396,4010.396563673348,0.8863060871113758,0.5497033282149939,0.4666666666666667,0.8333333333333334,,,,,,,,
2,A6_HANDCRAFTED_ANALOG,1.4298100827600368,1.107288007678371,2552.961339132195,0.8896016224456793,1.1682674570748224,0.6451612903225806,0.8709677419354839,,,,,,,,
3,A6_HANDCRAFTED_ANALOG,1.0524350836087717,0.8905161722529387,3055.3014841675417,0.7618004221225377,0.9729345332664988,0.2580645161290322,0.8387096774193549,,,,,,,,
4,A6_HANDCRAFTED_ANALOG,2.0401096260139084,1.31759930430833,2174.4652083344613,0.6744233483614961,2.3555700884693587,0.7142857142857143,0.9642857142857144,,,,,,,,
5,A6_HANDCRAFTED_ANALOG,1.0646261002533304,0.8876033143347479,1788.6553405826853,0.602708673671174,1.2276279539615749,0.4838709677419355,0.935483870967742,,,,,,,,
1,A7_SIGNATURE_ANALOG,1.0000475844631338,0.8942062723513553,3992.1650475709584,0.8706493875917887,0.5701229481546852,0.6,0.8333333333333334,,,,,,,,
2,A7_SIGNATURE_ANALOG,1.4206896755784748,1.0335357104886913,2390.284190991349,0.895360693941071,1.1515154661723808,0.6451612903225806,0.8709677419354839,,,,,,,,
3,A7_SIGNATURE_ANALOG,0.8263890880993184,0.8722460200414919,2865.0632260944617,0.8441561133231446,0.5423759712999884,0.2258064516129032,0.6774193548387096,,,,,,,,
4,A7_SIGNATURE_ANALOG,2.2592178449304137,1.3509752284792698,2197.5056063610714,0.7747423992377737,2.472854494701154,0.8214285714285714,0.9642857142857144,,,,,,,,
5,A7_SIGNATURE_ANALOG,1.0279857802251788,0.8360089806257087,1787.678276105989,0.5885035414438807,1.1532797642453818,0.5161290322580645,0.8709677419354839,,,,,,,,
1,A8_FASER_WITHOUT_FACTORIZATION,2.6772179429197,0.9177747062733679,3784.886658920544,0.7819179207061396,3.0170814718250147,0.3,0.8666666666666667,13090.69703847638,14580.254497704025,9862.851292856916,2243.8051151522673,2733.292472410531,0.0,0.0,0.0
1,A9_FASER_WITHOUT_RETRIEVAL,1.0325297822415405,0.9752761227214503,3972.1089630994825,0.8163527895166418,0.7022727255318646,0.16666666666666666,0.8333333333333334,5048.724030209971,11640.308791614232,-1455.7864295139177,2384.3864271810144,2874.7382809174333,0.0,0.0,0.0
1,A10_FASER_WITHOUT_GP,0.8844830791990718,0.9674625603795803,4077.0142035579292,0.9364917191430524,0.24761824862114662,0.16666666666666666,0.8,4324.825349417226,12097.060539791171,-3678.8942008350505,2365.2835787037034,3146.3494879629634,0.0,0.0,0.0
1,A11_FASER_FIXED_50_50,0.9308908361363937,0.9706928601675183,4007.07614889458,0.8812870350800396,0.47262480445176525,0.16666666666666666,0.8,4551.743702444249,11827.930285226736,-2578.687674190689,2373.1811195033206,3074.0478457983545,0.0,0.0,0.0
1,A12_FASER_WITHOUT_RELIABILITY_GATE,0.8844830791990718,0.9674625603795803,4077.0142035579292,0.9364917191430524,0.24761824862114662,0.16666666666666666,0.8,4324.825349417226,12097.060539791171,-3678.8942008350505,2365.2835787037034,3146.3494879629634,0.0,0.0,0.0
1,A15_FULL_FASER_FLEX,0.8844830791990718,0.9674625603795803,4077.0142035579292,0.9364917191430524,0.24761824862114662,0.16666666666666666,0.8,4324.825349417226,12097.060539791171,-3678.8942008350505,2365.2835787037034,3146.3494879629634,0.0,0.0,0.0
1,A13_FASER_WITHOUT_JOINT_DEPENDENCE,1.029424432502043,0.9751416126049042,3962.599918479311,0.8267312086310733,0.6866089018797127,0.16666666666666666,0.8,5033.539912403731,11600.24999653376,-1532.3772690593976,2384.057572522586,2904.6720688536257,0.0,0.0,0.0
2,A8_FASER_WITHOUT_FACTORIZATION,4.762869765804527,0.970708277604229,2238.125943138161,0.45176683570891496,5.733309512423255,0.6129032258064516,0.9354838709677419,12948.730511359689,14685.296779882052,12868.365568855967,1319.5237860676739,1344.1873743834121,0.0,0.0,0.0
2,A9_FASER_WITHOUT_RETRIEVAL,2.358689323230961,0.9697860298689598,2187.1824432935423,0.464280785013563,2.668564006166695,0.3870967741935484,0.8387096774193549,6412.5273014640225,7414.357953735758,4536.295703890123,1318.2701366949314,1314.3307522742125,0.0,0.0,0.0
2,A10_FASER_WITHOUT_GP,1.2460826214114602,0.9825114462613453,2197.9907331949225,0.79694369157938,0.9439037237007566,0.5806451612903226,0.9032258064516129,3387.702971723003,5652.032183379352,-152.50796267929886,1335.568319892473,1539.1097231182794,0.0,0.0,0.0
2,A11_FASER_FIXED_50_50,1.7310226073187684,0.9589102615573196,2100.331786133688,0.627204611507488,1.7987208723500674,0.41935483870967744,0.9032258064516129,4706.100807578087,5812.800075281655,2171.4684294148747,1303.4862563983822,1403.3790649971759,0.0,0.0,0.0
2,A12_FASER_WITHOUT_RELIABILITY_GATE,2.358689323230961,0.9697860298689598,2187.1824432935423,0.464280785013563,2.668564006166695,0.3870967741935484,0.8387096774193549,6412.5273014640225,7414.357953735758,4536.295703890123,1318.2701366949314,1314.3307522742125,0.0,0.0,0.0
2,A15_FULL_FASER_FLEX,1.63125419021178,0.9663641724779187,2093.514757540185,0.6652147026783928,1.6424527527619697,0.41935483870967744,0.8064516129032258,4434.862161512546,5823.081490034883,1746.6250329838138,1313.6186648529954,1439.8761793169451,0.0,0.0,0.0
2,A13_FASER_WITHOUT_JOINT_DEPENDENCE,1.207928936215829,0.9738663935698115,2140.9244803619895,0.8041002197345146,0.9624642035309594,0.3870967741935484,0.7419354838709677,3283.9752168386467,5475.234343898878,-102.04791163857296,1323.816743315377,1538.3595568588476,0.0,0.0,0.0
3,A8_FASER_WITHOUT_FACTORIZATION,3.5120043631967715,0.8394415570929077,2824.284493357159,0.39736927208681133,4.3883246726882525,0.25806451612903225,0.8709677419354839,14744.397912857277,15948.437427900943,14225.15522919024,1762.1077684397035,1635.6639462419705,0.0,0.0,0.0
3,A9_FASER_WITHOUT_RETRIEVAL,1.0622502624212131,0.9268968841812409,2844.421520939901,0.64722041913129,1.2736025095258217,0.1935483870967742,0.8387096774193549,4459.630152030622,5772.208279172598,1148.6615200936217,1945.6889956873451,1480.190103694499,0.0,0.0,0.0
3,A10_FASER_WITHOUT_GP,0.8671566679908069,0.8726234120847041,2828.3730168158554,0.8471430604430008,0.6847069418098771,0.22580645161290322,0.8709677419354839,3640.5714923445735,6065.162012889062,-1323.6903569462822,1831.7612231182795,1525.5033396057343,0.0,0.0,0.0
3,A11_FASER_FIXED_50_50,0.9545127522221579,0.897803844834828,2808.298038517473,0.7595007374835687,0.9895897933731377,0.1935483870967742,0.8709677419354839,4007.317296966443,5814.605433344809,-43.70502225737715,1884.6185492617792,1556.5336840805555,0.0,0.0,0.0
3,A12_FASER_WITHOUT_RELIABILITY_GATE,1.0622502624212131,0.9268968841812409,2844.421520939901,0.64722041913129,1.2736025095258217,0.1935483870967742,0.8387096774193549,4459.630152030622,5772.208279172598,1148.6615200936217,1945.6889956873451,1480.190103694499,0.0,0.0,0.0
3,A15_FULL_FASER_FLEX,0.9627331450789772,0.8899475889787115,2820.2966555447533,0.7391359558488072,1.013705713698929,0.1935483870967742,0.8709677419354839,4041.8288552523863,5883.629409383368,57.540502675447996,1868.1271457114774,1420.3834296542389,0.0,0.0,0.0
3,A13_FASER_WITHOUT_JOINT_DEPENDENCE,0.8146194404222056,0.9361514822868626,2981.6798645371186,0.8085513941622465,0.6902800318446425,0.16129032258064516,0.8064516129032258,3420.0051978868146,5777.811247353275,-1300.2929324049398,1965.115719415652,1759.5662619427123,0.0,0.0,0.0
4,A8_FASER_WITHOUT_FACTORIZATION,9.608855901173115,1.0941586022299992,1931.4750906733498,0.0991792545024116,10.583453964954119,0.7142857142857143,0.9642857142857143,18096.280342051083,19210.408349345227,18048.441081708577,1030.3100081979312,1281.462238328339,0.0,0.0,0.0
4,A9_FASER_WITHOUT_RETRIEVAL,2.8829344400484116,0.9723619106650715,1622.5743950793265,0.5763490006185296,3.297940342044261,0.42857142857142855,0.9642857142857143,5429.407035701389,5687.56483603373,4327.692398203706,915.6206477807262,1365.77074122026,0.0,0.0,0.0
4,A10_FASER_WITHOUT_GP,1.5196153704046416,1.0483126098297717,1606.4802182963435,0.7783206722984017,1.6542238088841534,0.7142857142857143,0.9285714285714286,2861.879295283726,3769.222468471907,1232.0943901933945,987.1393154761905,1062.702277777778,0.0,0.0,0.0
4,A11_FASER_FIXED_50_50,2.1878947904934094,1.0038008864293546,1537.6856353983092,0.6619754122150433,2.5159899051651253,0.6071428571428571,0.9285714285714286,4120.44450399637,4551.049278785609,2855.0514860190824,945.2250317442716,1138.0446304187894,0.0,0.0,0.0
4,A12_FASER_WITHOUT_RELIABILITY_GATE,1.5196153704046416,1.0483126098297717,1606.4802182963435,0.7783206722984017,1.6542238088841534,0.7142857142857143,0.9285714285714286,2861.879295283726,3769.222468471907,1232.0943901933945,987.1393154761905,1062.702277777778,0.0,0.0,0.0
4,A15_FULL_FASER_FLEX,1.5196153704046416,1.0483126098297717,1606.4802182963435,0.7783206722984017,1.6542238088841534,0.7142857142857143,0.9285714285714286,2861.879295283726,3769.222468471907,1232.0943901933945,987.1393154761905,1062.702277777778,0.0,0.0,0.0
4,A13_FASER_WITHOUT_JOINT_DEPENDENCE,1.4653836383912284,0.9719202171058039,1457.9463855280349,0.8063630587086108,1.5446835529902132,0.42857142857142855,0.9285714285714286,2759.7451144776746,3723.612663858495,1025.798115196207,915.204728832831,1014.8931803717663,0.0,0.0,0.0
5,A8_FASER_WITHOUT_FACTORIZATION,7.402658037299976,0.8294850149233353,1973.3766953627662,1.3939131089760988,8.402658037299977,0.4838709677419355,1.0,20723.469346634218,21816.46669644369,20723.469346634218,1161.0564201156808,1121.646414245517,0.0,0.0,0.0
5,A9_FASER_WITHOUT_RETRIEVAL,1.1465089203657384,0.8982793575527123,1855.0798555264435,0.5711485283241889,1.4515856918656125,0.1935483870967742,0.8709677419354839,3209.609622263207,3584.5048707866154,1264.1975619569464,1257.350038132226,757.1528968171413,0.0,0.0,0.0
5,A10_FASER_WITHOUT_GP,0.9284064906078419,0.8020826073477179,1665.1111166493954,0.6995621677640801,1.0332904464492267,0.4838709677419355,0.8064516129032258,2599.039878971004,3265.6432711905973,93.19538239509842,1122.7004032258064,1043.335976702509,0.0,0.0,0.0
5,A11_FASER_FIXED_50_50,1.0155976732854985,0.8448058006730045,1709.480177738436,0.6380279800770416,1.2259161057515886,0.45161290322580644,0.8064516129032258,2843.128393179374,3333.020392862929,632.4438423150011,1182.5014086758592,822.1052143536184,0.0,0.0,0.0
5,A12_FASER_WITHOUT_RELIABILITY_GATE,0.9284064906078419,0.8020826073477179,1665.1111166493954,0.6995621677640801,1.0332904464492267,0.4838709677419355,0.8064516129032258,2599.039878971004,3265.6432711905973,93.19538239509842,1122.7004032258064,1043.335976702509,0.0,0.0,0.0
5,A15_FULL_FASER_FLEX,0.9284064906078419,0.8020826073477179,1665.1111166493954,0.6995621677640801,1.0332904464492267,0.4838709677419355,0.8064516129032258,2599.039878971004,3265.6432711905973,93.19538239509842,1122.7004032258064,1043.335976702509,0.0,0.0,0.0
5,A13_FASER_WITHOUT_JOINT_DEPENDENCE,1.0175767963912317,0.9086422992514855,1870.52296396043,0.6603598068949761,1.1368665555403996,0.1935483870967742,0.7741935483870968,2848.6688756396225,3340.645274836463,383.15289643656297,1271.8553755092457,835.377857442933,0.0,0.0,0.0
1,A14_FASER_WITHOUT_SHAPE_RETRIEVAL,0.8844830791990718,0.9674625603795803,4077.0142035579292,0.9364917191430524,0.24761824862114662,0.16666666666666666,0.8,4324.825349417226,12097.060539791171,-3678.8942008350505,2365.2835787037034,3146.3494879629634,0.0,0.0,0.0
2,A14_FASER_WITHOUT_SHAPE_RETRIEVAL,1.63125419021178,0.9663641724779187,2093.514757540185,0.6652147026783928,1.6424527527619697,0.41935483870967744,0.8064516129032258,4434.862161512546,5823.081490034883,1746.6250329838138,1313.6186648529954,1439.8761793169451,0.0,0.0,0.0
3,A14_FASER_WITHOUT_SHAPE_RETRIEVAL,0.9627331450789772,0.8899475889787115,2820.2966555447533,0.7391359558488072,1.013705713698929,0.1935483870967742,0.8709677419354839,4041.8288552523863,5883.629409383368,57.540502675447996,1868.1271457114774,1420.3834296542389,0.0,0.0,0.0
4,A14_FASER_WITHOUT_SHAPE_RETRIEVAL,1.5196153704046416,1.0483126098297717,1606.4802182963435,0.7783206722984017,1.6542238088841534,0.7142857142857143,0.9285714285714286,2861.879295283726,3769.222468471907,1232.0943901933945,987.1393154761905,1062.702277777778,0.0,0.0,0.0
5,A14_FASER_WITHOUT_SHAPE_RETRIEVAL,0.9284064906078419,0.8020826073477179,1665.1111166493954,0.6995621677640801,1.0332904464492267,0.4838709677419355,0.8064516129032258,2599.039878971004,3265.6432711905973,93.19538239509842,1122.7004032258064,1043.335976702509,0.0,0.0,0.0
