time_utc,P_consumption_W,Q_raw_var,S_sum_VA,PF_magnitude,Q_abs_over_P_abs
2024-05-17 17:56:07.048000+00:00,36540.634999999995,12080.4644,38499.71,0.9491145517719483,0.33060357051813694
2024-05-17 18:06:07.053000+00:00,36560.7667,12070.418099999999,38516.869,0.9492144000593611,0.3301467444335624
2024-05-17 18:16:07.031000+00:00,36384.387,11739.5779,38246.263,0.9513187471413874,0.32265427200958474
2024-05-17 18:26:07.005000+00:00,36330.305,11744.7048,38196.382,0.9511451896150793,0.3232757005480686
2024-05-17 18:36:06.989000+00:00,36235.3667,11752.0584,38108.221000000005,0.950854323532972,0.3243256373613572
2024-05-17 18:46:06.972000+00:00,36042.037000000004,11552.247800000001,37863.516,0.9518935589605572,0.32052150104612565
2024-05-17 18:56:06.941000+00:00,36032.0257,11523.1803,37845.308,0.9520869984728358,0.31980384327934136
2024-05-17 19:06:06.936000+00:00,35996.058000000005,11518.8477,37809.817,0.9520294160640873,0.3200030319986705
2024-05-17 19:16:06.931000+00:00,36148.2406,11489.9362,37944.739,0.9526548752911437,0.3178560286555136
2024-05-17 19:26:06.931000+00:00,36321.935,11781.759999999998,38200.093,0.9508336799075331,0.3243703839016286
2024-05-17 19:36:06.906000+00:00,36240.233,11665.700799999999,38085.8155,0.9515414734916205,0.32189916659752155
2024-05-17 19:46:06.887000+00:00,36330.914,11732.0218,38192.765,0.9512512121078429,0.32292118497211497
2024-05-17 19:56:06.866000+00:00,36426.4063,11878.0537,38329.438,0.9503506495451355,0.32608359996248104
2024-05-17 20:06:06.862000+00:00,36637.921,12211.703300000001,38634.405,0.9483236767849796,0.3333077578282895
2024-05-17 20:16:06.837000+00:00,36696.7384,12266.106899999999,38707.059,0.9480632046986572,0.3342560520310437
2024-05-17 20:26:06.835000+00:00,36839.359,12430.040500000001,38894.007,0.9471731467524033,0.33741196474129753
2024-05-17 20:36:06.857000+00:00,36429.819,12126.3554,38410.371,0.9484370510245789,0.3328689445314016
2024-05-17 20:46:06.838000+00:00,36407.077399999995,11935.611099999998,38328.896,0.9498597976837109,0.32783766103675216
2024-05-17 20:56:06.837000+00:00,36307.2793,11931.3248,38232.359,0.9496478964324436,0.3286207347406502
2024-05-17 21:06:06.822000+00:00,36418.599,12086.5321,38386.888999999996,0.948724940955752,0.3318780082671494
2024-05-17 21:16:06.806000+00:00,36487.5745,12089.1677,38452.89,0.948890304473864,0.33132286444526476
2024-05-17 21:26:06.813000+00:00,36456.092000000004,12044.5717,38408.728,0.9491616592978555,0.330385706180465
2024-05-17 21:36:06.800000+00:00,36491.30499999999,12019.898000000001,38434.334,0.9494454879847792,0.32939074116423084
2024-05-17 21:46:06.771000+00:00,36527.1025,12092.0955,38491.2245,0.9489722131339314,0.33104447581080376
2024-05-17 21:56:06.743000+00:00,36646.1244,12209.1802,38641.127,0.9483710037753299,0.333164294994316
2024-05-17 22:06:07.742000+00:00,36409.7043,12081.9699,38375.392,0.9487773909905597,0.331833782566589
2024-05-17 22:16:08.728000+00:00,35949.275,11839.4717,37863.078,0.9494546375759519,0.3293382606464247
2024-05-17 22:26:08.709000+00:00,36024.0806,11587.3953,37855.485,0.9516211613719914,0.3216569335568275
2024-05-17 22:36:08.702000+00:00,36064.877,11675.086800000001,37923.113,0.9509999086836569,0.32372457002972727
2024-05-17 22:46:08.684000+00:00,36135.8635,11645.210500000001,37981.466,0.9514078129580359,0.3222618576694591
2024-05-17 22:56:07.633000+00:00,35940.8885,11474.908,37743.5005,0.952240465878357,0.319271684115433
2024-05-17 23:06:08.625000+00:00,35919.415,11616.3783,37766.309,0.9510967831142831,0.32340109937759287
2024-05-17 23:16:08.623000+00:00,36002.112,11644.9077,37854.3505,0.9510693361387881,0.32345068255995646
2024-05-17 23:26:08.617000+00:00,35998.73,11614.2651,37841.261,0.9513089429022993,0.32262985666438787
2024-05-17 23:36:08.601000+00:00,36009.9367,11660.682,37866.392,0.9509735361108604,0.32381845314379576
2024-05-17 23:46:08.594000+00:00,36188.11,11733.308700000001,38058.388,0.9508576663835578,0.3242310443955211
2024-05-17 23:56:08.574000+00:00,36188.598,11676.8795,38041.178,0.9513006668720931,0.32266736335019114
2024-05-18 00:06:08.569000+00:00,36163.064,11730.2484,38033.403,0.9508237798232254,0.3243709769725265
2024-05-18 00:16:07.536000+00:00,36351.2796,11624.6394,38179.955,0.9521037832548519,0.31978625038552977
2024-05-18 00:26:07.526000+00:00,36388.847,11753.5584,38255.763999999996,0.9511990663681428,0.3229989232689895
2024-05-18 00:36:07.515000+00:00,36321.8937,11920.9451,38243.888,0.9497437525180494,0.3282027418080352
2024-05-18 00:46:07.490000+00:00,36295.913,11876.6119,38205.255999999994,0.9500240752214828,0.32721623230692665
2024-05-18 00:56:07.479000+00:00,36315.5584,11867.7915,38221.292,0.9501394772316959,0.326796338067598
2024-05-18 01:06:07.457000+00:00,36189.197,11820.640000000001,38086.431,0.9501860912092289,0.3266344926083881
2024-05-18 01:16:07.455000+00:00,36341.918,11831.7847,38234.826,0.9504925692613325,0.32556852668040254
2024-05-18 01:26:07.464000+00:00,36561.708,11884.724600000001,38459.546,0.9506536556619778,0.32505933803749
2024-05-18 01:36:07.456000+00:00,36568.8524,11921.9653,38478.565,0.9503694433511229,0.3260142038255485
