target_day,policy,issue_time_utc,runtime_model,future_workload,H24,service_level,historical_cap_quantile,cap_rule,A0_reserve_interface_version,A1_reserve_interface_version,snapshot_path,snapshot_hash,snapshot_status,snapshot_shared_by_all_policies,production_q_seconds,PF,Q_control,mode,scientific_persistence_schema,DA_slots,Actual_slots,H4_windows,complete_scientific_persistence,result_path,log_path,status
2025-05-06,B3,2025-05-05T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-06\V41_ML_SNAPSHOT_2025-05-06.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-06\B3,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-06\B3,PASS
2025-05-07,B0,2025-05-06T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-07\V41_ML_SNAPSHOT_2025-05-07.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-07\B0,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-07\B0,PASS
2025-05-07,B1,2025-05-06T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-07\V41_ML_SNAPSHOT_2025-05-07.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-07\B1,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-07\B1,PASS
2025-05-07,B2,2025-05-06T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-07\V41_ML_SNAPSHOT_2025-05-07.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-07\B2,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-07\B2,PASS
2025-05-07,B3,2025-05-06T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-07\V41_ML_SNAPSHOT_2025-05-07.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-07\B3,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-07\B3,PASS
2025-05-08,B0,2025-05-07T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-08\V41_ML_SNAPSHOT_2025-05-08.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-08\B0,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-08\B0,PASS
2025-05-08,B1,2025-05-07T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-08\V41_ML_SNAPSHOT_2025-05-08.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-08\B1,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-08\B1,PASS
2025-05-08,B2,2025-05-07T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-08\V41_ML_SNAPSHOT_2025-05-08.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-08\B2,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-08\B2,PASS
2025-05-08,B3,2025-05-07T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-08\V41_ML_SNAPSHOT_2025-05-08.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-08\B3,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-08\B3,PASS
2025-05-09,B0,2025-05-08T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-09\V41_ML_SNAPSHOT_2025-05-09.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-09\B0,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-09\B0,PASS
2025-05-09,B1,2025-05-08T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-09\V41_ML_SNAPSHOT_2025-05-09.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-09\B1,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-09\B1,PASS
2025-05-09,B2,2025-05-08T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-09\V41_ML_SNAPSHOT_2025-05-09.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-09\B2,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-09\B2,PASS
2025-05-09,B3,2025-05-08T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-09\V41_ML_SNAPSHOT_2025-05-09.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-09\B3,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-09\B3,PASS
2025-05-10,B0,2025-05-09T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-10\V41_ML_SNAPSHOT_2025-05-10.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-10\B0,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-10\B0,PASS
2025-05-10,B1,2025-05-09T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-10\V41_ML_SNAPSHOT_2025-05-10.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-10\B1,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-10\B1,PASS
2025-05-10,B2,2025-05-09T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-10\V41_ML_SNAPSHOT_2025-05-10.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-10\B2,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-10\B2,PASS
2025-05-10,B3,2025-05-09T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-10\V41_ML_SNAPSHOT_2025-05-10.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-10\B3,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-10\B3,PASS
2025-05-11,B0,2025-05-10T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-11\V41_ML_SNAPSHOT_2025-05-11.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-11\B0,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-11\B0,PASS
2025-05-11,B1,2025-05-10T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-11\V41_ML_SNAPSHOT_2025-05-11.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-11\B1,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-11\B1,PASS
2025-05-11,B2,2025-05-10T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-11\V41_ML_SNAPSHOT_2025-05-11.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-11\B2,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-11\B2,PASS
2025-05-11,B3,2025-05-10T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-11\V41_ML_SNAPSHOT_2025-05-11.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-11\B3,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-11\B3,PASS
2025-05-12,B0,2025-05-11T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-12\V41_ML_SNAPSHOT_2025-05-12.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-12\B0,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-12\B0,PASS
2025-05-12,B1,2025-05-11T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-12\V41_ML_SNAPSHOT_2025-05-12.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-12\B1,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-12\B1,PASS
2025-05-12,B2,2025-05-11T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-12\V41_ML_SNAPSHOT_2025-05-12.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-12\B2,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-12\B2,PASS
2025-05-12,B3,2025-05-11T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-12\V41_ML_SNAPSHOT_2025-05-12.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-12\B3,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-12\B3,PASS
2025-05-13,B0,2025-05-12T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-13\V41_ML_SNAPSHOT_2025-05-13.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-13\B0,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-13\B0,PASS
2025-05-13,B1,2025-05-12T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-13\V41_ML_SNAPSHOT_2025-05-13.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-13\B1,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-13\B1,PASS
2025-05-13,B2,2025-05-12T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-13\V41_ML_SNAPSHOT_2025-05-13.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-13\B2,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-13\B2,PASS
2025-05-13,B3,2025-05-12T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-13\V41_ML_SNAPSHOT_2025-05-13.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-13\B3,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-13\B3,PASS
2025-05-14,B0,2025-05-13T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-14\V41_ML_SNAPSHOT_2025-05-14.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-14\B0,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-14\B0,PASS
2025-05-14,B1,2025-05-13T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-14\V41_ML_SNAPSHOT_2025-05-14.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-14\B1,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-14\B1,PASS
2025-05-14,B2,2025-05-13T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-14\V41_ML_SNAPSHOT_2025-05-14.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-14\B2,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-14\B2,PASS
2025-05-14,B3,2025-05-13T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-14\V41_ML_SNAPSHOT_2025-05-14.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-14\B3,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-14\B3,PASS
2025-05-15,B0,2025-05-14T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-15\V41_ML_SNAPSHOT_2025-05-15.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-15\B0,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-15\B0,PASS
2025-05-15,B1,2025-05-14T08:00:00+00:00,ROLLING_Q90_TRACK_P_L2,H4_R85_B2,OFF,0.85,0.99,"min(raw,historical,physical)",V41,V41,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\inputs\2025-05-15\V41_ML_SNAPSHOT_2025-05-15.json,,CAUSAL_GENERATION_BEFORE_SOLVE,True,5576.44921875,0.95,NO,both,V41_COMPLETE_SCIENTIFIC_PERSISTENCE_V1,96,96,81,True,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\frozen_artifacts\v41r1_migration\2025-05-15\B1,C:\codex_mobileess_workspace\MobileESS_v41r1_premay_voltage_security_margin\logs\v41_may_campaign\2025-05-15\B1,PASS
