day,critical_line,critical_phase,slot,rank,component,sequential_contribution_pu,cumulative_loading_pu,attribution_order
2025-04-04,line.sw2,A,63,1,OTHER_MODELED_BASE,0.2845450988265265,0.2845450988265265,0
2025-04-04,line.sw2,A,63,1,BACKGROUND_DEMAND,0.18722076866704118,0.4717658674935677,1
2025-04-04,line.sw2,A,63,1,PV,-0.02633276749857416,0.44543309999499353,2
2025-04-04,line.sw2,A,63,1,AIDC_REFERENCE_B2,0.047355366042752534,0.49278846603774606,3
2025-04-04,line.sw2,A,63,1,MESS_B3,0.06594515576187698,0.558733621799623,4
2025-04-04,line.sw2,A,63,1,B3_MINUS_B2_AIDC_INCREMENT,-0.0016383945896377705,0.5570952272099853,5
2025-04-04,line.sw2,A,27,2,OTHER_MODELED_BASE,0.28812818167216003,0.28812818167216003,0
2025-04-04,line.sw2,A,27,2,BACKGROUND_DEMAND,0.280655225971406,0.568783407643566,1
2025-04-04,line.sw2,A,27,2,PV,-0.0003102180967645696,0.5684731895468015,2
2025-04-04,line.sw2,A,27,2,AIDC_REFERENCE_B2,0.04658307607634815,0.6150562656231496,3
2025-04-04,line.sw2,A,27,2,MESS_B3,-0.06133881147371012,0.5537174541494395,4
2025-04-04,line.sw2,A,27,2,B3_MINUS_B2_AIDC_INCREMENT,-0.0013007315011347442,0.5524167226483048,5
2025-04-04,line.sw2,A,25,3,OTHER_MODELED_BASE,0.28812818167216003,0.28812818167216003,0
2025-04-04,line.sw2,A,25,3,BACKGROUND_DEMAND,0.24925747884101346,0.5373856605131735,1
2025-04-04,line.sw2,A,25,3,PV,0.0,0.5373856605131735,2
2025-04-04,line.sw2,A,25,3,AIDC_REFERENCE_B2,0.04561730815319398,0.5830029686663675,3
2025-04-04,line.sw2,A,25,3,MESS_B3,-0.03451894648247911,0.5484840221838884,4
2025-04-04,line.sw2,A,25,3,B3_MINUS_B2_AIDC_INCREMENT,-0.0019421634854053238,0.546541858698483,5
2025-04-04,line.sw2,A,26,4,OTHER_MODELED_BASE,0.28812818167216003,0.28812818167216003,0
2025-04-04,line.sw2,A,26,4,BACKGROUND_DEMAND,0.27097327834779905,0.5591014600199591,1
2025-04-04,line.sw2,A,26,4,PV,-0.0003099998406286275,0.5587914601793305,2
2025-04-04,line.sw2,A,26,4,AIDC_REFERENCE_B2,0.04548892838012186,0.6042803885594523,3
2025-04-04,line.sw2,A,26,4,MESS_B3,-0.057907880464104444,0.5463725080953479,4
2025-04-04,line.sw2,A,26,4,B3_MINUS_B2_AIDC_INCREMENT,-0.0008833445845203292,0.5454891635108275,5
2025-04-04,line.sw2,A,71,5,OTHER_MODELED_BASE,0.28459323702867345,0.28459323702867345,0
2025-04-04,line.sw2,A,71,5,BACKGROUND_DEMAND,0.2494990090734388,0.5340922461021123,1
2025-04-04,line.sw2,A,71,5,PV,-0.0016785249771685828,0.5324137211249437,2
2025-04-04,line.sw2,A,71,5,AIDC_REFERENCE_B2,0.04483970927966574,0.5772534304046094,3
2025-04-04,line.sw2,A,71,5,MESS_B3,-0.036799455579071494,0.5404539748255379,4
2025-04-04,line.sw2,A,71,5,B3_MINUS_B2_AIDC_INCREMENT,-3.4171421147255465e-05,0.5404198034043907,5
2025-04-04,line.sw2,A,73,6,OTHER_MODELED_BASE,0.28459323702867345,0.28459323702867345,0
2025-04-04,line.sw2,A,73,6,BACKGROUND_DEMAND,0.2593941945124375,0.543987431541111,1
2025-04-04,line.sw2,A,73,6,PV,-4.10059998123824e-05,0.5439464255412986,2
2025-04-04,line.sw2,A,73,6,AIDC_REFERENCE_B2,0.044566814083516704,0.5885132396248153,3
2025-04-04,line.sw2,A,73,6,MESS_B3,-0.048061835866223035,0.5404514037585922,4
2025-04-04,line.sw2,A,73,6,B3_MINUS_B2_AIDC_INCREMENT,0.0,0.5404514037585922,5
2025-04-04,line.sw2,A,38,7,OTHER_MODELED_BASE,0.2880795211524731,0.2880795211524731,0
2025-04-04,line.sw2,A,38,7,BACKGROUND_DEMAND,0.18462682651829437,0.47270634767076747,1
2025-04-04,line.sw2,A,38,7,PV,-0.042085073367009895,0.4306212743037576,2
2025-04-04,line.sw2,A,38,7,AIDC_REFERENCE_B2,0.04659948133103081,0.4772207556347884,3
2025-04-04,line.sw2,A,38,7,MESS_B3,0.059986710439351776,0.5372074660741402,4
2025-04-04,line.sw2,A,38,7,B3_MINUS_B2_AIDC_INCREMENT,-0.0006008394354536373,0.5366066266386865,5
2025-04-04,line.sw2,A,76,8,OTHER_MODELED_BASE,0.28459323702867345,0.28459323702867345,0
2025-04-04,line.sw2,A,76,8,BACKGROUND_DEMAND,0.247863919536093,0.5324571565647664,1
2025-04-04,line.sw2,A,76,8,PV,0.0,0.5324571565647664,2
2025-04-04,line.sw2,A,76,8,AIDC_REFERENCE_B2,0.04448461657156133,0.5769417731363278,3
2025-04-04,line.sw2,A,76,8,MESS_B3,-0.04148890769388469,0.5354528654424431,4
2025-04-04,line.sw2,A,76,8,B3_MINUS_B2_AIDC_INCREMENT,-2.062967312599362e-05,0.5354322357693171,5
2025-04-04,line.sw2,A,28,9,OTHER_MODELED_BASE,0.28812818167216003,0.28812818167216003,0
2025-04-04,line.sw2,A,28,9,BACKGROUND_DEMAND,0.26528282079506793,0.553411002467228,1
2025-04-04,line.sw2,A,28,9,PV,-0.004269429579688899,0.5491415728875391,2
2025-04-04,line.sw2,A,28,9,AIDC_REFERENCE_B2,0.05008874935052943,0.5992303222380685,3
2025-04-04,line.sw2,A,28,9,MESS_B3,-0.06033897844260416,0.5388913437954643,4
2025-04-04,line.sw2,A,28,9,B3_MINUS_B2_AIDC_INCREMENT,-0.003696075802563259,0.5351952679929011,5
2025-04-04,line.sw2,A,70,10,OTHER_MODELED_BASE,0.28459323702867345,0.28459323702867345,0
2025-04-04,line.sw2,A,70,10,BACKGROUND_DEMAND,0.23986029726412206,0.5244535342927955,1
2025-04-04,line.sw2,A,70,10,PV,-0.0016786058527441527,0.5227749284400514,2
2025-04-04,line.sw2,A,70,10,AIDC_REFERENCE_B2,0.045279374585947774,0.5680543030259991,3
2025-04-04,line.sw2,A,70,10,MESS_B3,-0.0330282064313171,0.535026096594682,4
2025-04-04,line.sw2,A,70,10,B3_MINUS_B2_AIDC_INCREMENT,0.0,0.535026096594682,5
