day,cohort_id,aidc_id,rack_id,slot,critical_slot,planned_nodeh,source_only_executable_nodeh,executed_nodeh,source_unavailable_nodeh,rack_capacity_miss_nodeh,other_explicit_miss_nodeh,primary_reason
2025-04-04,N01_R01,AIDC10,AIDC10_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC10,AIDC10_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC10,AIDC10_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC10,AIDC10_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC11,AIDC11_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC11,AIDC11_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC11,AIDC11_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC11,AIDC11_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC12,AIDC12_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC12,AIDC12_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC12,AIDC12_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC12,AIDC12_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC01,AIDC01_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC01,AIDC01_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC01,AIDC01_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC01,AIDC01_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC02,AIDC02_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC02,AIDC02_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC02,AIDC02_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC02,AIDC02_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC03,AIDC03_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC03,AIDC03_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC03,AIDC03_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC03,AIDC03_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC04,AIDC04_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC04,AIDC04_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC04,AIDC04_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC04,AIDC04_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC05,AIDC05_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC05,AIDC05_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC05,AIDC05_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC05,AIDC05_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC06,AIDC06_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC06,AIDC06_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC06,AIDC06_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC06,AIDC06_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC07,AIDC07_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC07,AIDC07_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC07,AIDC07_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC07,AIDC07_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC08,AIDC08_LP01,0,False,0.6811058177928825,0.6811058177928825,0.06270702762718583,0.04519999077018629,0.5731987993955103,0.0,RACK_CAPACITY
2025-04-04,N01_R02,AIDC08,AIDC08_LP02,0,False,0.7176278776946192,0.7176278776946192,0.06606948579364413,0.047623691650933546,0.6039347002500416,0.0,RACK_CAPACITY
2025-04-04,N01_R02,AIDC08,AIDC08_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC08,AIDC08_LP04,0,False,1.0679621392854077,1.0679621392854077,0.09832353449860431,0.07087280357556398,0.8987658012112394,0.0,RACK_CAPACITY
2025-04-04,N01_R02,AIDC09,AIDC09_LP01,0,False,1.5292753267425097,1.5292753267425097,0.140795024295002,0.1014867717292862,1.2869935307182214,0.0,RACK_CAPACITY
2025-04-04,N01_R02,AIDC09,AIDC09_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC09,AIDC09_LP03,0,False,1.81550231374181,1.81550231374181,0.16714694071170966,0.12048155467280931,1.527873818357291,0.0,RACK_CAPACITY
2025-04-04,N01_R02,AIDC09,AIDC09_LP04,0,False,2.3978772561313866,2.3978772561313866,0.22076416236479046,0.1591295023677757,2.01798359139882,0.0,RACK_CAPACITY
2025-04-04,N01_R02,AIDC10,AIDC10_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC10,AIDC10_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC10,AIDC10_LP03,0,False,0.22884482946325338,0.22884482946325338,0.021068942106518024,0.015186750589009578,0.19258913676772577,0.0,RACK_CAPACITY
2025-04-04,N01_R02,AIDC10,AIDC10_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC11,AIDC11_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC11,AIDC11_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC11,AIDC11_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC11,AIDC11_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC12,AIDC12_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC12,AIDC12_LP02,0,False,0.19065645625810917,0.19065645625810917,0.026178475503142007,0.012022020951935216,0.15245595980303195,0.0,RACK_CAPACITY
2025-04-04,N01_R02,AIDC12,AIDC12_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC12,AIDC12_LP04,0,False,0.42315480990553883,0.42315480990553883,0.03895838159378656,0.02808167688843101,0.3561147514233213,0.0,RACK_CAPACITY
2025-04-04,N02_R00,AIDC01,AIDC01_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC01,AIDC01_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC01,AIDC01_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC01,AIDC01_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC02,AIDC02_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC02,AIDC02_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC02,AIDC02_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC02,AIDC02_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC03,AIDC03_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC03,AIDC03_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC03,AIDC03_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC03,AIDC03_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC04,AIDC04_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC04,AIDC04_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC04,AIDC04_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC04,AIDC04_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC05,AIDC05_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC05,AIDC05_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC05,AIDC05_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC05,AIDC05_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC06,AIDC06_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC06,AIDC06_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC06,AIDC06_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC06,AIDC06_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC07,AIDC07_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC07,AIDC07_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC07,AIDC07_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC07,AIDC07_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC08,AIDC08_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC08,AIDC08_LP02,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC08,AIDC08_LP03,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC08,AIDC08_LP04,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC09,AIDC09_LP01,0,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
