split,model,policy,cadence,variant,seed,stratum,value,N_hours,actual_GPUh,Q50_coverage,Q90_coverage,calibration_error,Q90_pinball,Q50_pinball,Q50_MAE,Q50_RMSE,requirement_ratio,excess_reserve_proxy,Q90_sum_GPUh,positive_coverage,burst_coverage
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,8,88,45891.03916666664,0.5340909090909091,0.9090909090909091,0.009090909090909038,289.83216928304995,243.10623819149268,486.21247638298536,1525.2819677959724,1.6273556940518934,1.1203981449325104,74681.04389383341,0.8933333333333333,0.2
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,9,88,87882.50722222216,0.4318181818181818,0.8863636363636364,0.013636363636363669,735.7618950237935,477.662351262815,955.32470252563,3484.313121865471,0.9071085100107696,0.6531432163294517,79718.97018236064,0.8717948717948718,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,10,88,24617.18805555555,0.4659090909090909,0.9204545454545454,0.020454545454545392,159.86990799618317,130.9117562176281,261.8235124352562,683.3844381122789,2.4950246551800475,1.9170152404489362,61420.491139814876,0.9078947368421053,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,11,88,20082.640555555554,0.4318181818181818,0.9431818181818182,0.04318181818181821,131.43791537103536,109.37372935163549,218.74745870327098,812.3052593066391,1.974765224294428,1.4532357005006504,39658.50018111604,0.9333333333333333,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,12,88,21038.46277777778,0.4431818181818182,0.8977272727272727,0.002272727272727315,135.13704518313025,115.48459473928479,230.96918947856958,721.1919864865838,2.0766246875042005,1.5342154932789822,43688.991191471534,0.8767123287671232,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,13,88,34391.95583333332,0.38636363636363635,0.9318181818181818,0.031818181818181746,296.21976925269337,192.93844485718256,385.8768897143651,2279.124667551033,1.2803742491463854,1.010285567262292,44034.574626779795,0.9166666666666666,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,14,88,31460.753888888896,0.4090909090909091,0.9204545454545454,0.020454545454545392,258.86265019210157,176.31649496634898,352.63298993269797,1729.1465920121082,1.2510517159493764,0.9500205222812744,39359.03013775547,0.9014084507042254,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,15,88,24440.290555555483,0.4659090909090909,0.9318181818181818,0.031818181818181746,192.61703979898212,137.34674738232306,274.6934947646461,954.3754902625703,2.6196383921392123,2.1512137505784663,64024.72345437054,0.9117647058823529,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,16,88,7836.948333333334,0.5909090909090909,0.9318181818181818,0.031818181818181746,70.26680286771095,44.63260332401659,89.26520664803319,440.27106698714954,2.860842821335227,2.4637746701436463,22420.27738059174,0.9032258064516129,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,17,88,32252.37722222244,0.5227272727272727,0.8863636363636364,0.013636363636363669,309.7122545056044,183.45961062982576,366.9192212596515,1947.942721545952,0.9347208371841688,0.7862927701813397,30146.969038335374,0.8305084745762712,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,18,88,14381.472222222226,0.5,0.8636363636363636,0.036363636363636376,128.01346073514216,81.66826970523202,163.33653941046404,575.5246888219002,1.1357092147860957,0.9054506253568827,16333.17052496805,0.7818181818181819,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,19,88,6640.932777777766,0.6136363636363636,0.9545454545454546,0.054545454545454564,72.59650723789225,38.00351903708508,76.00703807417015,438.4122891204809,2.312175680150168,2.1429453586123364,15355.00326228985,0.9047619047619048,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,20,88,1647.5894444444439,0.7045454545454546,0.9318181818181818,0.031818181818181746,19.342714882420207,9.801641223237503,19.603282446475006,60.78733634421494,7.493533858814497,6.877301263669197,12346.267287369807,0.8235294117647058,
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,21,88,1938.1527777777783,0.45454545454545453,0.9545454545454546,0.054545454545454564,16.310971259964333,9.801673480514504,19.603346961029008,58.357158222645545,6.544558811666284,5.730687206070854,12684.354840161044,0.9493670886075949,
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,22,88,3076.1311111111113,0.6022727272727273,0.9431818181818182,0.04318181818181821,28.028609832745076,17.60283802268008,35.20567604536016,109.39482384671857,4.836814809682356,4.254957950679162,14878.676514746865,0.8837209302325582,
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,hour,23,88,8598.41333333333,0.5454545454545454,0.8636363636363636,0.036363636363636376,56.18042071848781,48.49135214596842,96.98270429193684,215.49301138556626,2.7436481837873594,2.144258867465623,23591.021125453008,0.7735849056603774,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,lead_band,6-11,528,245125.64361111115,0.4071969696969697,0.9185606060606061,0.018560606060606055,263.56344579049687,210.23679878464418,420.47359756928836,1536.9813149035324,2.544340661982958,1.9576215738151137,623683.1423344931,0.9079229122055674,0.2962962962962963
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,lead_band,12-17,528,239461.85111111103,0.4621212121212121,0.9261363636363636,0.026136363636363624,279.90271194697334,212.02805936780192,424.05611873560383,1680.1159515032198,2.031146082526862,1.5452013124853887,486382.0007989639,0.9146608315098468,0.25
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,lead_band,18-23,528,151420.78861111123,0.4696969696969697,0.9166666666666666,0.016666666666666607,210.46926030003712,141.69641598316363,283.39283196632726,1505.746055589661,1.6092543703171789,1.282229281168506,243674.56582930445,0.891358024691358,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,lead_band,24-29,528,36282.69166666665,0.5700757575757576,0.9185606060606061,0.018560606060606055,53.412114111108636,34.22821560245292,68.45643120490584,313.2994111898731,2.6235234813749897,2.2384452260682197,95188.49355498861,0.8594771241830066,0.0
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,target_regime,positive_body,1503,213713.54499999998,0.3532934131736527,0.9567531603459747,0.05675316034597466,68.56301042912723,59.787371592199605,119.57474318439921,199.12585940893428,5.299078397819336,4.3513590158395425,1132484.8296308906,0.9567531603459747,
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,target_regime,burst,132,458577.43000000005,0.0,0.21212121212121213,0.6878787878787879,2309.6963458879177,1697.9144818626478,3395.8289637252956,5454.279788107662,0.28991750959920026,0.02576423020820392,132949.6264640016,0.21212121212121213,0.21212121212121213
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,20260924,target_regime,zero,477,0.0,1.0,1.0,0.09999999999999998,38.4682906546872,3.8971058128963647,7.794211625792729,20.13869237771246,,,183493.74642285798,,
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,20260924,hour,0,88,24447.014166666664,0.42045454545454547,0.8181818181818182,0.08181818181818179,101.61760495166521,129.02032718709626,258.0406543741925,420.4308558205019,1.668246839522458,0.9672070802559994,40783.65411930242,0.7866666666666666,0.0
