split,model,policy,cadence,variant,effect,metric,delta,CI95_low,CI95_high,block_days,draws,N_days
EXPOSED_EVALUATION,BURST_EXPERT,weighted,1,raw,vs_PR63_current,requirement_ratio,-2.0283385384005403,-2.6363976448009985,-1.6463179340388876,7,2000,88
EXPOSED_EVALUATION,BURST_EXPERT,weighted,1,raw,architecture_vs_mono_raw,Q90_pinball,5.968023161145965,2.2186180726072586,9.750304187246174,1,2000,88
EXPOSED_EVALUATION,BURST_EXPERT,weighted,1,raw,architecture_vs_mono_raw,Q90_coverage,-0.013731060606060774,-0.023674242424242216,-0.0037878787878792286,1,2000,88
EXPOSED_EVALUATION,BURST_EXPERT,weighted,1,raw,architecture_vs_mono_raw,requirement_ratio,0.04434211053749215,-0.045175149751802195,0.1351523563341793,1,2000,88
EXPOSED_EVALUATION,BURST_EXPERT,weighted,1,raw,architecture_vs_mono_raw,Q90_pinball,5.968023161145965,2.1539346236166863,9.597557025912767,7,2000,88
EXPOSED_EVALUATION,BURST_EXPERT,weighted,1,raw,architecture_vs_mono_raw,Q90_coverage,-0.013731060606060774,-0.0241477272727273,-0.003787878787878782,7,2000,88
EXPOSED_EVALUATION,BURST_EXPERT,weighted,1,raw,architecture_vs_mono_raw,requirement_ratio,0.04434211053749215,-0.05389432940703878,0.17697428885920174,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,vs_PR63_current,Q90_pinball,-16.724029637710288,-23.700393628196814,-9.21613657092961,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,vs_PR63_current,Q90_coverage,-0.007260101010100994,-0.015471117424242628,0.0011087436868692352,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,vs_PR63_current,requirement_ratio,-0.7581289511512886,-1.026690528500735,-0.5584371409571638,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,vs_PR63_current,Q90_pinball,-16.724029637710288,-24.216819749578136,-7.789960801656468,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,vs_PR63_current,Q90_coverage,-0.007260101010100994,-0.016414141414140892,0.0006313131313133741,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,vs_PR63_current,requirement_ratio,-0.7581289511512886,-1.1194729681882674,-0.5230079084751901,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,calibration_vs_same_raw,Q90_pinball,2.198301870242773,-0.6482711665933885,4.673612668809413,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.026199494949494806,0.021464646464646405,0.03125000000000033,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,calibration_vs_same_raw,requirement_ratio,0.4698985878479769,0.3900616861662029,0.5775293041983345,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,calibration_vs_same_raw,Q90_pinball,2.198301870242773,-0.31782693024924524,4.998958128003784,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.026199494949494806,0.021780303030302647,0.030776515151514697,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,causal_calibrated,calibration_vs_same_raw,requirement_ratio,0.4698985878479769,0.36446645570277203,0.6413882924728846,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,vs_PR63_current,Q90_pinball,-18.92233150795306,-27.417098077500075,-9.822876905409554,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,vs_PR63_current,Q90_coverage,-0.0334595959595958,-0.04371843434343403,-0.023512468434343143,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,vs_PR63_current,requirement_ratio,-1.2280275389992654,-1.5957786120301267,-0.9628960134808854,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,vs_PR63_current,Q90_pinball,-18.92233150795306,-28.017626502351664,-8.471425457897102,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,vs_PR63_current,Q90_coverage,-0.0334595959595958,-0.045138888888888506,-0.02319681186868679,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,vs_PR63_current,requirement_ratio,-1.2280275389992654,-1.743181290761685,-0.9142336152472834,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,architecture_vs_mono_raw,Q90_pinball,3.7992674048837216,-1.6131864479164029,9.45999081614225,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,architecture_vs_mono_raw,Q90_coverage,0.03282828282828276,0.020675505050505298,0.04577414772727278,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,architecture_vs_mono_raw,requirement_ratio,0.844653109938767,0.6812876173748093,1.0454565870740822,1,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,architecture_vs_mono_raw,Q90_pinball,3.7992674048837216,-0.7545265849156066,8.602492427828661,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,architecture_vs_mono_raw,Q90_coverage,0.03282828282828276,0.019886363636363532,0.04672111742424272,7,2000,88
EXPOSED_EVALUATION,DEEPAR,weighted,1,raw,architecture_vs_mono_raw,requirement_ratio,0.844653109938767,0.6433123860744825,1.1073144679624987,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,vs_PR63_current,Q90_pinball,-22.467021259540587,-28.58982220145579,-15.283544322176851,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,vs_PR63_current,Q90_coverage,-0.0033143939393938116,-0.010890151515150945,0.00426136363636376,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,vs_PR63_current,requirement_ratio,-1.1269826500962161,-1.4155779903483852,-0.9204388927938052,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,vs_PR63_current,Q90_pinball,-22.467021259540587,-28.657879290436984,-14.082874881510314,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,vs_PR63_current,Q90_coverage,-0.0033143939393938116,-0.010416666666666855,0.0037878787878793422,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,vs_PR63_current,requirement_ratio,-1.1269826500962161,-1.4903743905600333,-0.8920809195648346,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,calibration_vs_same_raw,Q90_pinball,2.0611140442661338,-2.8554932545506637,6.925409084927459,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.046875,0.03551136363636364,0.0601325757575758,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,calibration_vs_same_raw,requirement_ratio,0.8157949594058245,0.6773005436491443,1.0031614138165876,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,calibration_vs_same_raw,Q90_pinball,2.0611140442661338,-2.4678861030749424,7.117797627659157,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.046875,0.034090909090909394,0.061079545454545636,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,causal_calibrated,calibration_vs_same_raw,requirement_ratio,0.8157949594058245,0.6405221660384888,1.1031376708605498,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,vs_PR63_current,Q90_pinball,-24.52813530380672,-34.50292567822815,-13.87477757803597,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,vs_PR63_current,Q90_coverage,-0.05018939393939381,-0.0672348484848484,-0.03598484848484873,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,vs_PR63_current,requirement_ratio,-1.9427776095020404,-2.414171127661481,-1.6086846047802756,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,vs_PR63_current,Q90_pinball,-24.52813530380672,-33.896359980019064,-13.932092493947728,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,vs_PR63_current,Q90_coverage,-0.05018939393939381,-0.06629971590909133,-0.033617424242424525,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,vs_PR63_current,requirement_ratio,-1.9427776095020404,-2.565594245091042,-1.5494960538145865,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,architecture_vs_mono_raw,Q90_pinball,-1.8065363909699386,-4.080053666149542,0.28928355443569714,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,architecture_vs_mono_raw,Q90_coverage,0.01609848484848475,0.0075757575757576774,0.0250946969696968,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,architecture_vs_mono_raw,requirement_ratio,0.1299030394359918,0.07935205667990307,0.19090876876056792,1,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,architecture_vs_mono_raw,Q90_pinball,-1.8065363909699386,-4.049073991258327,0.2560529168027968,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,architecture_vs_mono_raw,Q90_coverage,0.01609848484848475,0.008996212121212151,0.023200757575758013,7,2000,88
EXPOSED_EVALUATION,HURDLE,weighted,1,raw,architecture_vs_mono_raw,requirement_ratio,0.1299030394359918,0.06949560930964928,0.19972109121177006,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,vs_PR63_current,Q90_pinball,-24.668169050250583,-30.5497445693676,-17.55655552682106,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,vs_PR63_current,Q90_coverage,-0.0033143939393938116,-0.009943181818181993,0.0033143939393938116,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,vs_PR63_current,requirement_ratio,-1.1617605833334013,-1.4498797018772918,-0.9501861455572109,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,vs_PR63_current,Q90_pinball,-24.668169050250583,-31.410424987911636,-15.848702229368442,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,vs_PR63_current,Q90_coverage,-0.0033143939393938116,-0.009943181818181998,0.0037878787878788955,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,vs_PR63_current,requirement_ratio,-1.1617605833334013,-1.5891975438341035,-0.8926413321997497,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,calibration_vs_same_raw,Q90_pinball,1.139439547415094,-5.002328203193105,6.84588303964679,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.06534090909090917,0.04971590909090873,0.08334517045454563,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,calibration_vs_same_raw,requirement_ratio,0.9596409725231413,0.7974342117835327,1.1735741630811871,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,calibration_vs_same_raw,Q90_pinball,1.139439547415094,-3.6206901658494957,5.741456906400945,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.06534090909090917,0.04687499999999989,0.08950047348484882,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,causal_calibrated,calibration_vs_same_raw,requirement_ratio,0.9596409725231413,0.7683816160833405,1.2800968101480596,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,vs_PR63_current,Q90_pinball,-25.807608597665677,-36.448680904876944,-14.508259338409644,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,vs_PR63_current,Q90_coverage,-0.06865530303030298,-0.08948863636363635,-0.05160984848484806,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,vs_PR63_current,requirement_ratio,-2.1214015558565427,-2.627652658298675,-1.7503636769683415,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,vs_PR63_current,Q90_pinball,-25.807608597665677,-35.38673996868364,-14.613603055077245,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,vs_PR63_current,Q90_coverage,-0.06865530303030298,-0.09469696969696918,-0.047821969696969155,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,vs_PR63_current,requirement_ratio,-2.1214015558565427,-2.855592325423786,-1.6652618475646734,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,temporal_vs_fixed_raw,Q90_pinball,-10.665810144296387,-15.03445805711128,-6.735900011733329,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,temporal_vs_fixed_raw,Q90_coverage,0.05018939393939381,0.027462121212121434,0.07102272727272707,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,temporal_vs_fixed_raw,requirement_ratio,0.30653481297378754,0.22493867773664888,0.402857420584282,1,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,temporal_vs_fixed_raw,Q90_pinball,-10.665810144296387,-15.27558538126328,-6.605505231160001,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,temporal_vs_fixed_raw,Q90_coverage,0.05018939393939381,0.023188920454545344,0.07623106060606089,7,2000,88
EXPOSED_EVALUATION,LGBM,expanding,1,raw,temporal_vs_fixed_raw,requirement_ratio,0.30653481297378754,0.20721655903110472,0.40846156152826557,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,vs_PR63_current,Q90_pinball,-25.01673002183105,-31.289015252738555,-17.77656071653724,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,vs_PR63_current,Q90_coverage,-0.01089015151515127,-0.016571969696969616,-0.005208333333333259,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,vs_PR63_current,requirement_ratio,-1.2865856354294314,-1.568789271052297,-1.0707889194670415,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,vs_PR63_current,Q90_pinball,-25.01673002183105,-32.07266181799971,-16.304020035489067,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,vs_PR63_current,Q90_coverage,-0.01089015151515127,-0.017045454545454256,-0.005681818181818341,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,vs_PR63_current,requirement_ratio,-1.2865856354294314,-1.6445383935604843,-1.0492645443340518,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,calibration_vs_same_raw,Q90_pinball,-9.874931568461761,-17.305394285400023,-2.6284681803944485,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.10795454545454553,0.0913825757575758,0.12548532196969647,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,calibration_vs_same_raw,requirement_ratio,1.141350733400899,0.9472221383997229,1.4038151412600444,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,calibration_vs_same_raw,Q90_pinball,-9.874931568461761,-17.108021582833942,-2.097582550003517,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.10795454545454553,0.09231770833333298,0.12500000000000033,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,causal_calibrated,calibration_vs_same_raw,requirement_ratio,1.141350733400899,0.9015350619451954,1.5231237374150595,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,vs_PR63_current,Q90_pinball,-15.14179845336929,-27.03256754088468,-2.702914771998697,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,vs_PR63_current,Q90_coverage,-0.1188446969696968,-0.1377840909090906,-0.10085227272727293,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,vs_PR63_current,requirement_ratio,-2.42793636883033,-2.971326212102855,-2.0225813964531834,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,vs_PR63_current,Q90_pinball,-15.14179845336929,-26.459827237123278,-2.4613053219788856,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,vs_PR63_current,Q90_coverage,-0.1188446969696968,-0.13778409090909016,-0.10037878787878796,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,vs_PR63_current,requirement_ratio,-2.42793636883033,-3.1537043758604324,-1.9606872840825462,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,temporal_vs_fixed_raw,Q90_pinball,0.0,0.0,0.0,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,temporal_vs_fixed_raw,Q90_coverage,0.0,0.0,0.0,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,temporal_vs_fixed_raw,requirement_ratio,0.0,0.0,0.0,1,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,temporal_vs_fixed_raw,Q90_pinball,0.0,0.0,0.0,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,temporal_vs_fixed_raw,Q90_coverage,0.0,0.0,0.0,7,2000,88
EXPOSED_EVALUATION,LGBM,fixed,28,raw,temporal_vs_fixed_raw,requirement_ratio,0.0,0.0,0.0,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,vs_PR63_current,Q90_pinball,-23.92967978767311,-29.798684552598424,-17.1680837738432,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,vs_PR63_current,Q90_coverage,-0.006628787878787845,-0.014204545454545081,0.0004734848484847537,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,vs_PR63_current,requirement_ratio,-1.12680405621916,-1.4038447541594954,-0.9219080712945076,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,vs_PR63_current,Q90_pinball,-23.92967978767311,-30.34423815464987,-15.765191291146584,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,vs_PR63_current,Q90_coverage,-0.006628787878787845,-0.016098484848484862,0.00047348484848508675,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,vs_PR63_current,requirement_ratio,-1.12680405621916,-1.4976940972367532,-0.8767852893001303,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,calibration_vs_same_raw,Q90_pinball,1.3627609314177391,-4.7303191120663435,6.96151102004589,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.05729166666666652,0.04640151515151525,0.06865530303030233,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,calibration_vs_same_raw,requirement_ratio,0.9879873021995991,0.8197028186261108,1.212506639853684,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,calibration_vs_same_raw,Q90_pinball,1.3627609314177391,-4.708100742125028,7.431996592673155,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.05729166666666652,0.0464015151515158,0.0681818181818179,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,causal_calibrated,calibration_vs_same_raw,requirement_ratio,0.9879873021995991,0.7809715053029004,1.327737948764632,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,vs_PR63_current,Q90_pinball,-25.29244071909085,-35.73239036511799,-14.19129470642104,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,vs_PR63_current,Q90_coverage,-0.06392045454545436,-0.07717803030303017,-0.050189393939394145,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,vs_PR63_current,requirement_ratio,-2.114791358418759,-2.6171742671221536,-1.7514676317183848,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,vs_PR63_current,Q90_pinball,-25.29244071909085,-35.68897056526565,-13.91411102874934,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,vs_PR63_current,Q90_coverage,-0.06392045454545436,-0.07717803030303083,-0.050189393939394145,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,vs_PR63_current,requirement_ratio,-2.114791358418759,-2.8248127255798208,-1.6686628955074065,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,temporal_vs_fixed_raw,Q90_pinball,-10.150642265721558,-14.591588577654663,-5.707166171904733,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,temporal_vs_fixed_raw,Q90_coverage,0.05492424242424243,0.03597301136363607,0.07339015151515182,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,temporal_vs_fixed_raw,requirement_ratio,0.3131450104115713,0.21584547157792436,0.4215164438579652,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,temporal_vs_fixed_raw,Q90_pinball,-10.150642265721558,-14.324190589003129,-6.025558538532217,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,temporal_vs_fixed_raw,Q90_coverage,0.05492424242424243,0.037878787878787845,0.0714962121212126,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling180,1,raw,temporal_vs_fixed_raw,requirement_ratio,0.3131450104115713,0.19936734658083732,0.4302266406843842,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,vs_PR63_current,Q90_pinball,-21.17986434703144,-27.601520812993396,-14.042772684359877,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,vs_PR63_current,Q90_coverage,-0.012784090909090717,-0.02035984848484851,-0.005208333333333254,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,vs_PR63_current,requirement_ratio,-1.1875359206116634,-1.4713250521174033,-0.9819145695878247,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,vs_PR63_current,Q90_pinball,-21.17986434703144,-27.97365530049065,-12.807984351712687,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,vs_PR63_current,Q90_coverage,-0.012784090909090717,-0.02083333333333326,-0.0061553030303025365,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,vs_PR63_current,requirement_ratio,-1.1875359206116634,-1.5197181124395003,-0.970502349865809,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,calibration_vs_same_raw,Q90_pinball,-1.0935935387695395,-7.7204841205951125,4.989883619236268,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.06676136363636387,0.055397727272727626,0.07907196969696961,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,calibration_vs_same_raw,requirement_ratio,0.997987245832909,0.8276750073562031,1.2248201639103236,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,calibration_vs_same_raw,Q90_pinball,-1.0935935387695395,-7.735645577414426,5.7924102145390854,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,calibration_vs_same_raw,Q90_coverage,0.06676136363636387,0.05397727272727282,0.0809659090909095,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,causal_calibrated,calibration_vs_same_raw,requirement_ratio,0.997987245832909,0.7894081945658861,1.3346783740689845,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,raw,vs_PR63_current,Q90_pinball,-20.0862708082619,-31.21195071830256,-8.44216928135183,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,raw,vs_PR63_current,Q90_coverage,-0.07954545454545459,-0.09327651515151536,-0.06581439393939359,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,raw,vs_PR63_current,requirement_ratio,-2.1855231664445727,-2.690765642114808,-1.8203005166957924,1,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,raw,vs_PR63_current,Q90_pinball,-20.0862708082619,-30.759092027733676,-8.483154493246015,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,raw,vs_PR63_current,Q90_coverage,-0.07954545454545459,-0.09660274621212149,-0.06392045454545424,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,raw,vs_PR63_current,requirement_ratio,-2.1855231664445727,-2.834961157182382,-1.7662650863892686,7,2000,88
EXPOSED_EVALUATION,LGBM,rolling90,1,raw,temporal_vs_fixed_raw,Q90_pinball,-4.944472354892611,-8.735986259922301,-1.0288079805197887,1,2000,88
