case,mess_id,candidate_id,origin,destination,departure_slot,connection_ready_slot,travel_slots,q50_eta_seconds,safe_eta_seconds,safe_energy_kwh,route_link_ids,is_stay,objective,rho,binding_asset,binding_slot,Vmin_pu,Vmax_pu,post_arrival_sum_abs_p_kw_slots,post_arrival_sum_abs_q_kvar_slots,terminal_energy_kwh,exact_optimality_certificate,runtime_seconds
B2,MESS01,MESS01:MOVE:STA01:IDC01:14,STA01,IDC01,14,16.0,1,520.4389038085938,617.9802932739259,4.3311175768131385,RL_43_14_01>RL_14_01_01,False,0.5667744819145796,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1979.2630928489443,54657.658939762405,760.0,True,16.94968059984967
B2,MESS01,MESS01:MOVE:STA01:IDC01:15,STA01,IDC01,15,17.0,1,514.5736541748047,612.1150436401368,4.350406696066457,RL_43_14_01>RL_14_01_01,False,0.566774482107526,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1979.344310193169,53971.10924348012,760.0,True,16.81864419998601
B2,MESS01,MESS01:MOVE:STA01:IDC01:16,STA01,IDC01,16,18.0,1,538.8426513671875,636.3840408325196,4.27627214784648,RL_43_14_01>RL_14_01_01,False,0.5667744813662358,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1972.3046950229475,53284.55954719786,760.0,True,17.50534259993583
B2,MESS01,MESS01:MOVE:STA01:IDC01:17,STA01,IDC01,17,19.0,1,522.7002563476562,620.2416458129884,4.323924022703489,RL_43_14_01>RL_14_01_01,False,0.5667744818428097,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1972.5053344960293,52598.0098509156,760.0,True,17.680394700029865
B2,MESS01,MESS01:MOVE:STA01:IDC01:18,STA01,IDC01,18,20.0,1,527.0762786865234,624.6176681518556,4.310375752185693,RL_43_14_01>RL_14_01_01,False,0.5667744817073822,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1972.4482891464795,51900.69710880245,760.0,True,21.58550629997626
B2,MESS01,MESS01:MOVE:STA01:IDC01:19,STA01,IDC01,19,21.0,1,540.9075469970703,638.4489364624025,4.270621242194539,RL_43_14_01>RL_14_01_01,False,0.5667744813098923,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1972.2809017359907,51214.21674665578,760.0,True,21.261258600046855
B2,MESS01,MESS01:MOVE:STA01:IDC01:20,STA01,IDC01,20,22.0,1,632.5504913330078,730.09188079834,4.098792489916055,RL_43_14_01>RL_14_01_01,False,0.5667744795916599,0.5667744385026035,line.sw1::A,68,0.95,1.0482357625920984,511.42546466340536,49707.03911440042,760.0,True,21.588413999881595
B2,MESS01,MESS01:MOVE:STA01:IDC01:21,STA01,IDC01,21,23.0,1,645.2120361328125,742.7534255981446,4.084606834027648,RL_43_14_01>RL_14_01_01,False,0.5667744794498586,0.5667744385026032,line.sw1::A,74,0.95,1.0499517814435082,308.6149743090607,9828.781638702796,760.0,True,21.79354490013793
B2,MESS01,MESS01:MOVE:STA01:IDC01:22,STA01,IDC01,22,24.0,1,664.6068878173828,762.148277282715,4.117560840300061,RL_43_14_01>RL_14_01_02,False,0.5667744797794538,0.5667744385026035,line.sw1::A,68,0.95,1.0482357625920984,1397.851821986325,48730.97219405064,760.0,True,21.65383359999396
B2,MESS01,MESS01:MOVE:STA01:IDC01:23,STA01,IDC01,23,25.0,1,684.3435516357422,781.8849411010743,4.1017516621600825,RL_43_14_01>RL_14_01_02,False,0.5667744796214172,0.5667744385026035,line.sw1::A,68,0.95,1.0482357625920984,511.4142198088777,47763.06867080965,760.0,True,20.91933999978937
B2,MESS01,MESS01:MOVE:STA01:IDC01:24,STA01,IDC01,24,26.0,1,655.4285888671875,844.2651062011721,4.146392919141387,RL_43_14_01>RL_14_01_02,False,0.566774480067885,0.5667744385026035,line.sw1::A,68,0.95,1.0482357625920984,1246.635625739343,47385.20408925045,760.0,True,21.134617500007156
B2,MESS01,MESS01:MOVE:STA01:IDC01:25,STA01,IDC01,25,27.0,1,651.5424957275391,840.3790130615237,4.097992181654443,RL_43_14_01>RL_14_01_01,False,0.5667744795839329,0.5667744385026035,line.sw1::A,29,0.95,1.0482357625920984,1200.5252195249138,46662.323478132086,760.0,True,21.49903139984235
B2,MESS01,MESS01:MOVE:STA01:IDC01:26,STA01,IDC01,26,28.0,1,649.4778594970703,838.3143768310549,4.100397020399426,RL_43_14_01>RL_14_01_01,False,0.5667744796080364,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1257.848580138566,46140.473089335865,760.0,True,21.353257599985227
B2,MESS01,MESS01:MOVE:STA01:IDC01:27,STA01,IDC01,27,29.0,1,642.8211212158203,831.6576385498049,4.108486277402731,RL_43_14_01>RL_14_01_01,False,0.5667744796889842,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1257.882640168053,45453.90928492747,760.0,True,21.383348000003025
B2,MESS01,MESS01:MOVE:STA01:IDC01:28,STA01,IDC01,28,30.0,1,647.2266540527344,836.063171386719,4.103074854605233,RL_43_14_01>RL_14_01_01,False,0.5667744796349252,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1469.6067168611023,45224.62873719743,760.0,True,21.963666500058025
B2,MESS01,MESS01:MOVE:STA01:IDC01:29,STA01,IDC01,29,31.0,1,625.0292053222656,813.8657226562502,4.132764714515138,RL_43_14_01>RL_14_01_01,False,0.566774479931879,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1469.6067168611023,44538.07904091517,760.0,True,21.86902650003321
B2,MESS01,MESS01:MOVE:STA01:IDC01:30,STA01,IDC01,30,32.0,1,658.63037109375,847.4668884277346,4.1427149096597455,RL_43_14_01>RL_14_01_02,False,0.5667744800314362,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1466.4153678950631,43851.52934463292,760.0,True,21.88432019995525
B2,MESS01,MESS01:MOVE:STA01:IDC01:31,STA01,IDC01,31,33.0,1,632.7951202392578,821.6316375732424,4.121674982515708,RL_43_14_01>RL_14_01_01,False,0.5667744798210921,0.5667744385026035,line.sw1::A,33,0.95,1.0482357625920984,1689.9178612830067,42818.73876733759,760.0,True,21.7961550001055
B2,MESS01,MESS01:MOVE:STA01:IDC01:32,STA01,IDC01,32,34.0,1,646.4416351318359,835.2781524658205,4.15734293866778,RL_43_14_01>RL_14_01_02,False,0.5667744801778268,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1372.2570999646086,42460.865243567954,760.0,True,18.5971476000268
B2,MESS01,MESS01:MOVE:STA01:IDC01:33,STA01,IDC01,33,35.0,1,684.6437683105469,873.4802856445315,4.116858629701732,RL_43_14_01>RL_14_01_02,False,0.566774479773039,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1533.357936850887,41613.21471039941,760.0,True,18.512599600013345
B2,MESS01,MESS01:MOVE:STA01:IDC01:34,STA01,IDC01,34,36.0,1,642.3986968994141,831.2352142333987,4.109017227792746,RL_43_14_01>RL_14_01_01,False,0.5667744796946801,0.5667744385026036,line.sw1::A,68,0.95,1.048235022245768,1533.357936850887,40926.66501411716,760.0,True,18.452753900084645
B2,MESS01,MESS01:MOVE:STA01:IDC01:35,STA01,IDC01,35,37.0,1,670.4559173583984,859.292434692383,4.130098402991392,RL_43_14_01>RL_14_01_02,False,0.5667744799055471,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1781.9467761984783,40401.21615472118,760.0,True,17.885014500003308
B2,MESS01,MESS01:MOVE:STA01:IDC01:36,STA01,IDC01,36,38.0,1,652.4025268554688,841.2390441894534,4.097004703398761,RL_43_14_01>RL_14_01_01,False,0.5667744795746653,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1285.6069674306289,39819.1874261094,760.0,True,17.74376320000738
B2,MESS01,MESS01:MOVE:STA01:IDC01:37,STA01,IDC01,37,39.0,1,628.6970977783203,817.5336151123049,4.127429029480362,RL_43_14_01>RL_14_01_01,False,0.5667744798789638,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1236.4174103243824,39100.21626757181,760.0,True,17.913590100128204
B2,MESS01,MESS01:MOVE:STA01:IDC01:38,STA01,IDC01,38,40.0,1,623.8021850585938,812.6387023925784,4.134589503152075,RL_43_14_01>RL_14_01_01,False,0.5667744799506237,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1210.1783426251286,38413.66657128955,760.0,True,17.783922899980098
B2,MESS01,MESS01:MOVE:STA01:IDC01:39,STA01,IDC01,39,41.0,1,663.4101867675781,852.2467041015627,4.137434894375913,RL_43_14_01>RL_14_01_02,False,0.5667744799791328,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1210.1903232197556,37727.11687500728,760.0,True,17.903552300063893
B2,MESS01,MESS01:MOVE:STA01:IDC01:40,STA01,IDC01,40,42.0,1,637.5646209716797,826.4011383056643,4.115246529286446,RL_43_14_01>RL_14_01_01,False,0.5667744797573043,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1000.3601358786696,36887.706593394265,760.0,True,18.28856989997439
B2,MESS01,MESS01:MOVE:STA01:IDC01:41,STA01,IDC01,41,43.0,1,638.7653045654297,827.6018218994143,4.167458066582387,RL_43_14_01>RL_14_01_02,False,0.5667744802794749,0.5667744385026036,line.sw1::A,68,0.95,1.0482357625920984,1236.4174103243824,36354.01748244275,760.0,True,17.987069899914786
B2,MESS01,MESS01:MOVE:STA01:IDC01:42,STA01,IDC01,42,44.0,1,637.4491577148438,826.2856750488284,4.16926548399337,RL_43_14_01>RL_14_01_02,False,0.5667744802976042,0.5667744385026035,line.sw1::A,68,0.95,1.048235022245768,1079.4021036166694,35637.319074914085,760.0,True,18.615284099942077
B2,MESS01,MESS01:MOVE:STA01:IDC01:43,STA01,IDC01,43,45.0,1,637.3386383056641,826.1751556396487,4.16941825936296,RL_43_14_01>RL_14_01_02,False,0.5667744802991872,0.5667744385026036,line.sw1::A,68,0.95,1.05,1393.047613084757,35013.33955213357,760.0,True,22.619965099962428
B2,MESS01,MESS01:MOVE:STA01:IDC01:44,STA01,IDC01,44,46.0,1,615.548583984375,804.3851013183596,4.147398655086776,RL_43_14_01>RL_14_01_01,False,0.5667744800790464,0.5667744385026035,line.sw1::A,68,0.95,1.048229911390419,961.363483969865,34294.108650174145,760.0,True,18.35037519992329
B2,MESS01,MESS01:MOVE:STA01:IDC01:45,STA01,IDC01,45,47.0,1,637.3785095214844,826.215026855469,4.115492039798688,RL_43_14_01>RL_14_01_01,False,0.5667744797600355,0.5667744385026035,line.sw1::A,68,0.95,1.0482199150567135,903.5120828271384,33517.20118980962,760.0,True,17.790517000015825
