case,mess_id,candidate_id,origin,destination,departure_slot,connection_ready_slot,travel_slots,q50_eta_seconds,safe_eta_seconds,safe_energy_kwh,route_link_ids,is_stay,objective,rho,binding_asset,binding_slot,Vmin_pu,Vmax_pu,post_arrival_sum_abs_p_kw_slots,post_arrival_sum_abs_q_kvar_slots,terminal_energy_kwh,exact_optimality_certificate,runtime_seconds,solve_id,selected_K,cheap_rank_move,fallback_level
B2,MESS03,MESS03:MOVE:STA08:STA10:51,STA08,STA10,51,54,3,1630.0321960449219,1818.342668914795,17.74215138845286,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.4950371069404859,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.3742007999680936,B2/MESS03,FULL,765.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:25,STA08,STA10,25,28,2,1610.1890411376953,1799.02555847168,17.750676854904487,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.49503710702436593,0.4950369294163008,line.sw2::A,89,0.9499999999999897,1.050000000000014,74.73969201990722,51.334385317312986,760.0,True,1.332442400045693,B2/MESS03,FULL,766.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:69,STA08,STA10,69,72,3,1745.6267395019531,1933.9372123718263,17.76320051073129,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710715206756,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.3945510000921786,B2/MESS03,FULL,767.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:72,STA08,STA10,72,75,3,1722.3678894042969,1892.3956176757815,17.775021734703454,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371072703165,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.3974568999838084,B2/MESS03,FULL,768.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:56,STA08,STA10,56,59,3,1614.2980041503906,1802.6084770202638,17.775874292397802,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.49503710727796013,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.3451427998952568,B2/MESS03,FULL,769.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:73,STA08,STA10,73,76,3,1721.8669128417969,1891.8946411132815,17.775783688606708,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.495037107278008,0.4950369294163727,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,1.9692061871842686e-08,760.0,True,1.4956699998583645,B2/MESS03,FULL,770.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:65,STA08,STA10,65,68,3,1735.0071105957031,1923.3175834655763,17.779062956848897,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710731032907,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.3422962001059204,B2/MESS03,FULL,771.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:31,STA08,STA10,31,34,3,1700.7727355957031,1889.6092529296877,17.80648453405932,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710758272457,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,74.97467172114044,0.0,760.0,True,1.3561474999878556,B2/MESS03,FULL,772.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:71,STA08,STA10,71,74,3,1714.1235961914062,1902.4340690612794,17.811866954623895,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371076387135,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.3341445999685675,B2/MESS03,FULL,773.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:68,STA08,STA10,68,71,3,1713.7618103027344,1902.0722831726075,17.812454515184935,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371076445524,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.453425400191918,B2/MESS03,FULL,774.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:63,STA08,STA10,63,66,3,1713.0746154785156,1901.3850883483888,17.813572442185805,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371076554782,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.4100626001600176,B2/MESS03,FULL,775.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:62,STA08,STA10,62,65,3,1710.1915283203125,1898.5020011901856,17.81828900458679,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710770258863,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.3488539999816567,B2/MESS03,FULL,776.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:32,STA08,STA10,32,35,3,1689.590087890625,1878.4266052246096,17.82494836655303,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710776741805,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,75.05241417374548,0.0,760.0,True,1.4927620999515057,B2/MESS03,FULL,777.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:35,STA08,STA10,35,38,3,1688.6417236328125,1877.478240966797,17.826544458442058,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710778352916,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.4077014001086354,B2/MESS03,FULL,778.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:26,STA08,STA10,26,29,3,1684.1691589355469,1873.0056762695315,17.83413625353903,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371078590151,0.4950369294163008,line.sw2::A,89,0.9499999999999897,1.050000000000014,75.09110001415793,51.57574720800244,760.0,True,1.481526300078258,B2/MESS03,FULL,779.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:34,STA08,STA10,34,37,3,1682.4257507324219,1871.2622680664065,17.837124505096185,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371078892744,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.409789799945429,B2/MESS03,FULL,780.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:67,STA08,STA10,67,70,3,1696.0208435058594,1884.3313163757325,17.84209844441464,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371079409181,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.3664877000264823,B2/MESS03,FULL,781.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:64,STA08,STA10,64,67,3,1695.70751953125,1884.0179924011231,17.842636783401275,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710794601213,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.4503910997882485,B2/MESS03,FULL,782.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:28,STA08,STA10,28,31,3,1668.4081115722656,1857.2446289062502,17.861752337667433,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371081352652,0.4950369294163208,line.sw2::A,89,0.9499999999999897,1.050000000000014,75.20737826346769,51.655612031820326,760.0,True,1.3688807000871748,B2/MESS03,FULL,783.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:36,STA08,STA10,36,39,3,1667.4647521972656,1856.3012695312502,17.863448644735104,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710815261565,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,75.21452060828156,0.0,760.0,True,1.4178498000837862,B2/MESS03,FULL,784.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:81,STA08,STA10,81,84,3,1661.1817321777344,1831.209460449219,17.87766054448248,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710829716335,0.4950369294164245,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,1.6892463722175035e-08,760.0,True,1.4231694999616593,B2/MESS03,FULL,785.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:79,STA08,STA10,79,82,3,1659.8770751953125,1829.9048034667971,17.880069998283414,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371083211997,0.49503692941637506,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,1.6500300064712905e-08,760.0,True,1.4000969000626355,B2/MESS03,FULL,786.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:70,STA08,STA10,70,73,3,1673.5498352050781,1861.8603080749513,17.882058388642633,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371083407015,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.4315927000716329,B2/MESS03,FULL,787.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:33,STA08,STA10,33,36,3,1656.4356079101562,1845.2721252441409,17.88365240104226,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371083544982,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,75.2995890558561,0.0,760.0,True,1.4050664000678807,B2/MESS03,FULL,788.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:29,STA08,STA10,29,32,3,1654.3434143066406,1843.1799316406252,17.887562964547914,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710839342663,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,75.3160545869141,1.7760026870346713e-09,760.0,True,1.3639212001580745,B2/MESS03,FULL,789.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:76,STA08,STA10,76,79,3,1638.9568786621094,1808.984606933594,17.920049866527652,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371087209611,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,1.0435984454383387e-09,2.667247852093042e-08,760.0,True,1.4139455000404269,B2/MESS03,FULL,790.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:60,STA08,STA10,60,63,3,1653.2188720703125,1841.5293449401856,17.92065078998188,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710872609513,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.4317435999400914,B2/MESS03,FULL,791.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:24,STA08,STA10,24,27,3,1636.6863403320312,1825.5228576660159,17.9215847469626,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710873338963,0.4950369294163008,line.sw2::A,89,0.9499999999999897,1.050000000000014,75.45930419699417,51.82864543224065,760.0,True,1.4102243999950588,B2/MESS03,FULL,792.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:53,STA08,STA10,53,56,3,1645.3349914550781,1833.6454643249513,17.936264522403476,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371088816027,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.4431021001655608,B2/MESS03,FULL,793.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:61,STA08,STA10,61,64,3,1642.4788818359375,1830.7893547058106,17.942012765392846,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710893977104,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.4201650000177324,B2/MESS03,FULL,794.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA05:15,STA08,STA05,15,18,2,1106.12353515625,1203.664924621582,17.946226916867065,RL_47_25_01>RL_25_16_01>RL_16_37_01,False,0.49503710897919356,0.49503692941640215,line.sw2::A,89,0.9499999999999897,1.050000000000014,75.56306070694176,2.1622679773856002e-08,760.0,True,1.3719400998670608,B2/MESS03,FULL,795.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:55,STA08,STA10,55,58,3,1636.5000610351562,1824.8105339050294,17.954206141358092,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710906107123,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.0500000000000211,0.0,0.0,760.0,True,1.4965468000154942,B2/MESS03,FULL,796.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:49,STA08,STA10,49,52,3,1625.5350952148438,1813.845568084717,17.977140469138394,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710929026634,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.1641124000307173,B2/MESS03,FULL,797.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:50,STA08,STA10,50,53,3,1624.9881286621094,1813.2986015319825,17.978304182128277,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710930195866,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,0.9949062999803573,B2/MESS03,FULL,798.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:52,STA08,STA10,52,55,3,1622.7865905761719,1811.097063446045,17.983007314976565,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371093489754,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.4676264999434352,B2/MESS03,FULL,799.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:93,STA08,STA10,93,96,2,1513.9655838012695,1683.9933120727542,17.992744097104797,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.4950371094488234,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,1.1270454998593777,B2/MESS03,FULL,800.0,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:59,STA08,STA10,59,62,3,1616.9964294433594,1805.3069023132325,17.99552381746488,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710947455637,0.4950369294162294,line.sw2::A,60,0.9499999999999897,1.0500000000000758,1147.6170094966494,2454.7142744136045,760.0,True,6.084299399983138,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:86,STA08,STA10,86,89,2,1508.014778137207,1678.0425064086917,18.00983490109447,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.4950371096193889,0.4950369294163182,line.sw2::A,0,0.9499999999999897,1.050000000000014,1.5594552682148511e-09,0.0,760.0,True,5.916384099982679,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:27,STA08,STA10,27,30,2,1594.0640258789062,1782.9005432128909,18.0116009769285,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503710963369635,0.49503692941624683,line.sw2::A,86,0.9499999999999897,1.050000000000014,1890.4791926453356,5964.072375854628,760.0,True,5.038570299977437,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:90,STA08,STA10,90,93,2,1500.4927978515625,1670.5205261230471,18.031861950155783,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.4950371098398182,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,3.2719383962923204e-10,0.0,760.0,True,5.697337799938396,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:85,STA08,STA10,85,88,2,1498.0034255981445,1668.0311538696292,18.039257394047677,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.4950371099133329,0.49503692941624683,line.sw2::A,86,0.9499999999999897,1.050000000000073,2.615837514053701e-09,0.0,760.0,True,5.473742299946025,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:91,STA08,STA10,91,94,2,1489.6754302978516,1659.7031585693362,18.064386705211778,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.49503711016505275,0.49503692941621497,line.sw2::A,93,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,5.4903784999623895,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:19,STA08,STA10,19,22,2,1415.3460845947266,1512.8874740600586,18.16690597387066,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.4950371111864314,0.49503692941627714,line.sw2::A,89,0.9526301944410998,1.050000000000014,76.49223567945539,607.6175945262781,760.0,True,5.5314084000419825,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:14,STA08,STA10,14,17,2,1407.1200637817383,1504.6614532470703,18.19560967961139,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.49503711147319246,0.49503692941627714,line.sw2::A,89,0.9513794306517656,1.050000000000014,0.0,607.6175945271707,760.0,True,5.689124699914828,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:58,STA08,STA10,58,61,2,1533.6323852539062,1721.9428581237794,18.201291038019438,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.495037111532193,0.4950369294162294,line.sw2::A,60,0.9499999999999931,1.0500000000000667,1154.4967998541724,2433.8724583896537,760.0,True,6.002025299938396,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:84,STA08,STA10,84,87,2,1519.6707153320312,1689.698443603516,18.202549948531857,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371115461223,0.49503692941624683,line.sw2::A,86,0.9499999999999897,1.0500000000001102,5.128785728666036e-09,0.0,760.0,True,5.7216466998215765,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:18,STA08,STA10,18,21,2,1396.244384765625,1493.785774230957,18.23464114450663,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.49503711186352023,0.49503692941627714,line.sw2::A,89,0.9526301944410998,1.050000000000014,76.77743639792281,1797.7309062390189,760.0,True,5.62661930010654,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:89,STA08,STA10,89,92,2,1500.5493469238281,1670.5770751953128,18.257706774624904,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371120983035,0.49503692941632965,line.l10::A,69,0.9499999999999897,1.05,1.4462138738257722e-09,0.0,760.0,True,6.147533799987286,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:87,STA08,STA10,87,90,2,1495.35205078125,1665.3797790527346,18.273231353729606,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503711225309827,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000112,3.463767316174737e-09,0.0,760.0,True,5.714049799833447,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:16,STA08,STA10,16,19,2,1384.4586563110352,1482.0000457763672,18.27837049312664,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.495037112300911,0.49503692941627714,line.sw2::A,89,0.9524102041476536,1.050000000000014,76.96155997105961,607.6175945261703,760.0,True,5.598698900081217,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:15,STA08,STA10,15,18,2,1383.8745422363281,1481.4159317016602,18.280577311930532,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.4950371123227163,0.49503692941627714,line.sw2::A,89,0.9513794306517656,1.050000000000014,76.97085183970749,1797.7309062400195,760.0,True,5.579099300084636,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:88,STA08,STA10,88,91,2,1488.4093627929688,1658.4370910644534,18.294334212113316,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503711246445975,0.4950369294163067,line.sw2::A,92,0.9499999999999897,1.050000000000014,1.7768512798134183e-09,3.3375867011834296e-09,760.0,True,5.891402400098741,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:92,STA08,STA10,92,95,2,1487.6707458496094,1657.698474121094,18.2966040313965,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503711248727866,0.49503692941621497,line.sw2::A,93,0.9499999999999897,1.050000000000014,0.0,0.0,760.0,True,6.0766813000664115,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:02,STA08,STA10,2,5,2,1375.0029067993164,1472.5442962646484,18.31456559050857,RL_47_20_01>RL_20_04_01>RL_04_39_02>RL_39_24_01,False,0.49503711266208916,0.49503692941627714,line.sw2::A,89,0.9504907160244886,1.050000000000014,77.11396038108863,607.6175945265347,760.0,True,5.491945399902761,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:82,STA08,STA10,82,85,2,1472.798583984375,1642.8263122558596,18.34334787944843,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503711295395997,0.4950369294160408,line.sw2::A,83,0.9499999999999897,1.0500000000001244,7.1782821967503445e-09,0.0,760.0,True,5.400934499921277,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:83,STA08,STA10,83,86,2,1452.10107421875,1622.1288024902346,18.411802405231576,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.49503711363869235,0.49503692941613786,line.sw2::A,95,0.9499999999999897,1.0500000000000642,2.934421260712622e-09,0.0,760.0,True,5.744349800050259,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:17,STA08,STA10,17,20,2,1402.5721435546875,1500.1135330200195,18.438091758132856,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371138979711,0.49503692941627714,line.sw2::A,89,0.9524102041476536,1.050000000000014,77.63407056055928,1797.730906239019,760.0,True,5.477778099942952,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:00,STA08,STA10,0,3,2,1362.51806640625,1460.059455871582,18.59047594256569,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371154210823,0.49503692941627714,line.sw2::A,89,0.9504907160244886,1.050000000000014,78.27568817922408,607.6175945261868,760.0,True,5.446897600078955,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA10:01,STA08,STA10,1,4,2,1356.7293701171875,1454.2707595825195,18.6140176369178,RL_47_20_01>RL_20_39_01>RL_39_24_01,False,0.4950371156563467,0.49503692941627714,line.sw2::A,89,0.9499999999999998,1.050000000000014,78.37481110281165,2687.367847324682,760.0,True,5.570219000102952,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA11:22,STA08,STA11,22,25,2,1310.013931274414,1407.555320739746,18.618715884288992,RL_47_20_01>RL_20_04_01>RL_04_30_02>RL_30_44_01,False,0.4950371157044574,0.49503692941613786,line.sw2::A,95,0.9499999999999897,1.050000000000073,2285.2705583790344,6521.434405401027,760.0,True,6.273665799992159,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA11:23,STA08,STA11,23,26,2,1308.1334838867188,1405.6748733520508,18.62358860788905,RL_47_20_01>RL_20_04_01>RL_04_30_02>RL_30_44_01,False,0.49503711575328185,0.495036929416172,line.sw2::A,18,0.9499999999999897,1.050000000000014,2258.256187094884,7246.374092140566,760.0,True,6.343737700022757,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA11:35,STA08,STA11,35,38,2,1344.9298858642578,1533.7664031982424,18.626244134709037,RL_47_20_01>RL_20_04_01>RL_04_30_02>RL_30_44_01,False,0.495037115780526,0.49503692941619293,line.sw2::A,63,0.9499999999999897,1.050000000000014,2524.985733988525,6735.05609285289,760.0,True,6.831095899920911,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA11:20,STA08,STA11,20,23,2,1295.1031646728516,1392.6445541381836,18.658241460112727,RL_47_20_01>RL_20_04_01>RL_04_30_02>RL_30_44_01,False,0.4950371160996259,0.4950369294161589,line.l116::A,21,0.9499999999999897,1.0500000000000278,2285.4369818573123,6520.943224170686,760.0,True,6.564885900123045,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA05:00,STA08,STA05,0,2,2,992.0184936523438,1089.5598831176758,18.662170829420532,RL_47_25_01>RL_25_16_01>RL_16_37_01,False,0.49503711613782303,0.49503692941627714,line.sw2::A,89,0.9499999999999897,1.050000000000014,78.577561387034,4681.368527761289,760.0,True,4.5748851001262665,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA11:29,STA08,STA11,29,32,2,1295.7038192749023,1484.540336608887,18.68308172637395,RL_47_20_01>RL_20_04_01>RL_04_30_01>RL_30_44_01,False,0.49503711634861436,0.49503692941624683,line.sw2::A,86,0.9499999999999897,1.050000000000014,2573.076626549966,7334.09791888801,760.0,True,6.61640390008688,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
B2,MESS03,MESS03:MOVE:STA08:STA11:36,STA08,STA11,36,39,2,1322.518814086914,1511.3553314208987,18.685268611539378,RL_47_20_01>RL_20_04_01>RL_04_30_02>RL_30_44_01,False,0.4950371163708154,0.4950369294161932,line.sw2::A,63,0.9499999999999897,1.050000000000014,2573.085834482596,7491.907031624625,760.0,True,6.346487900009379,B2/MESS03,FULL,,FULL_CASCADE_FINAL_REGRESSION
