solve_id,static_candidate_count,cheap_screen_evaluations,cheap_screen_wallclock_seconds,restricted_unique_candidate_solve_count,restricted_candidate_state_solve_count_actual,restricted_exact_solve_wallclock_seconds,restricted_wallclock_resume_authority,full_MILP_wallclock_seconds,fallback_level,total_MESS_search_wallclock_seconds
B2/MESS01,2160,2160,14.964438299881294,801,801,308.0097837001085,IN_PROCESS_PERF_COUNTER,63.64270019996911,K800_EXPLICIT_APR01_CERTIFICATION_FAILURE,386.61692219995894
B2/MESS02,2157,2157,7.657552500022575,801,801,315.9288740158081,IN_PROCESS_PERF_COUNTER,59.64091039984487,K800_EXPLICIT_APR01_CERTIFICATION_FAILURE,67.29933899990283
B2/MESS03,2161,2161,10.426260799868032,2161,2161,1170.270935535431,SUM_OF_TOPK_AND_OBSERVED_FALLBACK_CHECKPOINT_SPANS,72.06728280009702,FULL_CASCADE_FINAL_REGRESSION,891.271373800002
B2/MESS04,2160,2160,7.848889400018379,2160,4320,2240.003992319107,SUM_OF_TOPK_AND_OBSERVED_FALLBACK_CHECKPOINT_SPANS,49.368130600079894,FULL_CASCADE_FINAL_REGRESSION,883.5824465001933
B3/MESS01,2160,2160,14.570811599958688,801,801,311.39257789985277,IN_PROCESS_PERF_COUNTER,62.95089500001632,K800_EXPLICIT_APR01_CERTIFICATION_FAILURE,388.9142844998278
B3/MESS02,2157,2157,7.825895399786532,801,801,308.5653507709503,IN_PROCESS_PERF_COUNTER,59.382076000096276,K800_EXPLICIT_APR01_CERTIFICATION_FAILURE,67.2093801998999
B3/MESS03,2161,2161,6.543213999830186,801,801,386.093978199875,IN_PROCESS_PERF_COUNTER,65.89563499996439,K800_EXPLICIT_APR01_CERTIFICATION_FAILURE,458.53282719966955
B3/MESS04,2160,2160,6.806812899885699,801,801,724.1361714999657,IN_PROCESS_PERF_COUNTER,125.34642579988576,K800_EXPLICIT_APR01_CERTIFICATION_FAILURE,856.2894101997372
