day,policy,job_uid,requested_GPU,migration_executed,interruption_seconds,interruption_GPUh,WAN_queue_seconds,restart_GPU_queue_seconds,migration_clock_shift_seconds,remaining_GPU_hours_at_H,source
2025-05-06,B1,8750087,4.0,True,2700.0,3.0,900.0,0.0,0.0,78.58111111111111,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8752790,4.0,True,4500.0,5.0,2700.0,0.0,0.0,304.1177777777778,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8788747,4.0,True,5400.0,6.0,3600.0,0.0,0.0,487.11,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8788957,4.0,True,1800.0,2.0,0.0,0.0,0.0,155.02,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8789580,1.0,True,55800.0,15.5,54000.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8790707,4.0,True,54900.0,61.0,53100.0,0.0,0.0,86.59,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8797102,4.0,True,4500.0,5.0,2700.0,0.0,0.0,158.00555555555556,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8798318,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8798323,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8798325,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8798625,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8798626,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8798699,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8798701,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8798703,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B1,8798705,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B1/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8683269,4.0,True,2700.0,3.0,900.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8750087,4.0,True,2700.0,3.0,900.0,0.0,0.0,78.58111111111111,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8752790,4.0,True,4500.0,5.0,2700.0,0.0,0.0,304.1177777777778,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8788747,4.0,True,5400.0,6.0,3600.0,0.0,0.0,487.11,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8788957,4.0,True,1800.0,2.0,0.0,0.0,0.0,155.02,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8789580,1.0,True,55800.0,15.5,54000.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8790707,4.0,True,54900.0,61.0,53100.0,0.0,0.0,86.59,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8797102,4.0,True,4500.0,5.0,2700.0,0.0,0.0,158.00555555555556,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8798318,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8798323,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8798325,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8798625,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8798626,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8798699,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8798701,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8798703,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8798705,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-06,B3,8798989,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-06/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8789583,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8812259,1.0,True,2700.0,0.75,900.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8815881,1.0,True,4500.0,1.25,2700.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8815892,1.0,True,5400.0,1.5,3600.0,0.0,-900.0,0.09277777777777778,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8815893,1.0,True,6300.0,1.75,4500.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8815940,1.0,True,7200.0,2.0,5400.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8815944,1.0,True,8100.0,2.25,6300.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8816389,1.0,True,1800.0,0.5,0.0,0.0,0.0,17.190277777777776,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8816404,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8816507,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8816622,1.0,True,1800.0,0.5,0.0,0.0,0.0,25.72388888888889,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B1,8818579,2.0,True,82800.0,46.0,81000.0,0.0,0.0,18.080555555555556,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B1/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8789583,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8812259,1.0,True,2700.0,0.75,900.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8815881,1.0,True,4500.0,1.25,2700.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8815892,1.0,True,5400.0,1.5,3600.0,0.0,-900.0,0.09277777777777778,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8815893,1.0,True,6300.0,1.75,4500.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8815940,1.0,True,7200.0,2.0,5400.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8815944,1.0,True,8100.0,2.25,6300.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8816389,1.0,True,1800.0,0.5,0.0,0.0,0.0,17.190277777777776,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8816404,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8816507,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8816622,1.0,True,1800.0,0.5,0.0,0.0,0.0,25.72388888888889,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-07,B3,8818579,2.0,True,82800.0,46.0,81000.0,0.0,0.0,18.080555555555556,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-07/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8813248,1.0,True,2700.0,0.75,900.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8815580,1.0,True,4500.0,1.25,2700.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8815900,1.0,True,5400.0,1.5,3600.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8816184,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8816879,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8816882,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8816885,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8816889,1.0,True,1800.0,0.5,0.0,0.0,-2700.0,11.171388888888888,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8816899,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8816902,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8817006,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8821762,8.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B1,8821771,8.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B1/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8813248,1.0,True,2700.0,0.75,900.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8815580,1.0,True,4500.0,1.25,2700.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8815900,1.0,True,5400.0,1.5,3600.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8816184,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8816198,1.0,True,6300.0,1.75,4500.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8816327,1.0,True,7200.0,2.0,5400.0,0.0,-900.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8816879,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8816882,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8816885,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8816889,1.0,True,1800.0,0.5,0.0,0.0,-2700.0,11.171388888888888,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8816899,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8816902,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8817006,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8821762,8.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-08,B3,8821771,8.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-08/B3/ACTUAL_JOB_REPLAY.json
2025-05-09,B1,8788747,4.0,True,2700.0,3.0,900.0,0.0,0.0,196.11,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B1/ACTUAL_JOB_REPLAY.json
2025-05-09,B1,8789580,1.0,True,4500.0,1.25,2700.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B1/ACTUAL_JOB_REPLAY.json
2025-05-09,B1,8815973,1.0,True,4500.0,1.25,2700.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B1/ACTUAL_JOB_REPLAY.json
2025-05-09,B1,8816537,1.0,True,5400.0,1.5,3600.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B1/ACTUAL_JOB_REPLAY.json
2025-05-09,B1,8817217,1.0,True,7200.0,2.0,5400.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B1/ACTUAL_JOB_REPLAY.json
2025-05-09,B1,8819262,1.0,True,1800.0,0.5,0.0,0.0,0.0,14.374444444444444,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B1/ACTUAL_JOB_REPLAY.json
2025-05-09,B1,8821924,8.0,True,27000.0,60.0,25200.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B1/ACTUAL_JOB_REPLAY.json
2025-05-09,B1,8859329,4.0,True,27900.0,31.0,26100.0,0.0,0.0,542.7911111111111,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B1/ACTUAL_JOB_REPLAY.json
2025-05-09,B3,8788747,4.0,True,2700.0,3.0,900.0,0.0,0.0,196.11,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B3/ACTUAL_JOB_REPLAY.json
2025-05-09,B3,8789580,1.0,True,4500.0,1.25,2700.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B3/ACTUAL_JOB_REPLAY.json
2025-05-09,B3,8815973,1.0,True,4500.0,1.25,2700.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B3/ACTUAL_JOB_REPLAY.json
2025-05-09,B3,8816537,1.0,True,5400.0,1.5,3600.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B3/ACTUAL_JOB_REPLAY.json
2025-05-09,B3,8817217,1.0,True,7200.0,2.0,5400.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B3/ACTUAL_JOB_REPLAY.json
2025-05-09,B3,8819262,1.0,True,1800.0,0.5,0.0,0.0,0.0,14.374444444444444,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B3/ACTUAL_JOB_REPLAY.json
2025-05-09,B3,8821924,8.0,True,27000.0,60.0,25200.0,0.0,0.0,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B3/ACTUAL_JOB_REPLAY.json
2025-05-09,B3,8859329,4.0,True,27900.0,31.0,26100.0,0.0,0.0,542.7911111111111,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-09/B3/ACTUAL_JOB_REPLAY.json
2025-05-10,B1,8788747,4.0,True,2700.0,3.0,900.0,0.0,0.0,100.11,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B1/ACTUAL_JOB_REPLAY.json
2025-05-10,B1,8818140,8.0,True,4500.0,10.0,2700.0,0.0,0.0,39.16222222222222,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B1/ACTUAL_JOB_REPLAY.json
2025-05-10,B1,8859542,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B1/ACTUAL_JOB_REPLAY.json
2025-05-10,B1,8859696,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B1/ACTUAL_JOB_REPLAY.json
2025-05-10,B1,8859697,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B1/ACTUAL_JOB_REPLAY.json
2025-05-10,B1,8859698,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B1/ACTUAL_JOB_REPLAY.json
2025-05-10,B1,8864115,4.0,True,50236.0,55.81777777777778,48436.0,0.0,-2864.0,544.87,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B1/ACTUAL_JOB_REPLAY.json
2025-05-10,B3,8788747,4.0,True,2700.0,3.0,900.0,0.0,0.0,100.11,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B3/ACTUAL_JOB_REPLAY.json
2025-05-10,B3,8818140,8.0,True,4500.0,10.0,2700.0,0.0,0.0,39.16222222222222,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B3/ACTUAL_JOB_REPLAY.json
2025-05-10,B3,8859542,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B3/ACTUAL_JOB_REPLAY.json
2025-05-10,B3,8859696,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B3/ACTUAL_JOB_REPLAY.json
2025-05-10,B3,8859697,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B3/ACTUAL_JOB_REPLAY.json
2025-05-10,B3,8859698,1.0,False,0.0,0.0,0.0,0.0,NOT_AVAILABLE,0.0,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-10/B3/ACTUAL_JOB_REPLAY.json
