day,policy,cc4_miss_windows,cc4_mean_positive_part_GPUh,cc4_max_miss_GPUh,planned_xi_positive_windows,mean_planned_xi_GPUh,max_planned_xi_GPUh,realized_H_exceeds_A_windows,incoming_jobs,incoming_replay_ID_overlap,jobs,delayed_jobs,delayed_fraction,total_delay_seconds,mean_delay_seconds,P95_delay_seconds,max_delay_seconds,GPU_weighted_delay_GPU_seconds,GPU_weighted_mean_delay_seconds,remaining_GPUh,unfinished_selected_jobs,delayed_jobs_waiting_during_any_miss_window,contention_added_completion_lateness_seconds,planned_migration_extra_postH_GPUh,planned_migration_extra_postH_jobs,unselected_jobs,unselected_backlog_GPUh,score_headroom_max_difference_from_final_DA,joint_source,replay_source,h4_score_source,planning_source,contributors_source
2025-05-29,B1,20,388.3090460449276,2157.788509426113,69,1218.015831253602,2556.75,41,441.0,0.0,115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3743.2327777777778,49,0,0.0,2652.0,19,2,8.01388888888889,0.0,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-29/B1/dayahead/FROZEN_JOINT_DECISION.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-29/B1/ACTUAL_JOB_REPLAY.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-29/B1/H4_SCORE.json,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-29/B1/dayahead/PLANNING_RESULT.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-29/workload/REALIZED_WORKLOAD_CONTRIBUTORS.parquet
2025-05-29,B2,20,388.3090460449276,2157.788509426113,69,1635.1639794017506,2576.75,44,441.0,0.0,115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.232777777778,49,0,0.0,0.0,0,2,8.01388888888889,0.0,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-29/B2/dayahead/FROZEN_JOINT_DECISION.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-29/B2/ACTUAL_JOB_REPLAY.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-29/B2/H4_SCORE.json,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-29/B2/dayahead/PLANNING_RESULT.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-29/workload/REALIZED_WORKLOAD_CONTRIBUTORS.parquet
2025-05-29,B3,20,388.3090460449276,2157.788509426113,69,1218.015831253602,2556.75,41,441.0,0.0,115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3743.2327777777778,49,0,0.0,2652.0,19,2,8.01388888888889,0.0,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-29/B3/dayahead/FROZEN_JOINT_DECISION.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-29/B3/ACTUAL_JOB_REPLAY.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-29/B3/H4_SCORE.json,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-29/B3/dayahead/PLANNING_RESULT.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-29/workload/REALIZED_WORKLOAD_CONTRIBUTORS.parquet
2025-05-30,B0,0,0.0,0.0,60,617.5207958531702,1015.0,7,440.0,0.0,139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147.4036111111113,99,0,0.0,0.0,0,5,49.16583333333333,0.0,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-30/B0/dayahead/FROZEN_JOINT_DECISION.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/B0/ACTUAL_JOB_REPLAY.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/B0/H4_SCORE.json,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-30/B0/dayahead/PLANNING_RESULT.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/workload/REALIZED_WORKLOAD_CONTRIBUTORS.parquet
2025-05-30,B1,0,0.0,0.0,60,609.9405489395899,978.25,7,440.0,0.0,139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2219.4036111111113,99,0,0.0,90.0,10,5,49.16583333333333,0.0,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-30/B1/dayahead/FROZEN_JOINT_DECISION.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/B1/ACTUAL_JOB_REPLAY.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/B1/H4_SCORE.json,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-30/B1/dayahead/PLANNING_RESULT.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/workload/REALIZED_WORKLOAD_CONTRIBUTORS.parquet
2025-05-30,B2,0,0.0,0.0,60,617.5207958531702,1015.0,7,440.0,0.0,139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147.4036111111113,99,0,0.0,0.0,0,5,49.16583333333333,0.0,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-30/B2/dayahead/FROZEN_JOINT_DECISION.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/B2/ACTUAL_JOB_REPLAY.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/B2/H4_SCORE.json,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-30/B2/dayahead/PLANNING_RESULT.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/workload/REALIZED_WORKLOAD_CONTRIBUTORS.parquet
2025-05-30,B3,0,0.0,0.0,60,609.7800551124294,978.25,7,440.0,0.0,139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2221.4036111111113,99,0,0.0,90.0,11,5,49.16583333333333,0.0,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-30/B3/dayahead/FROZEN_JOINT_DECISION.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/B3/ACTUAL_JOB_REPLAY.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/B3/H4_SCORE.json,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-30/B3/dayahead/PLANNING_RESULT.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-30/workload/REALIZED_WORKLOAD_CONTRIBUTORS.parquet
2025-05-31,B0,25,2611.2374267503014,12302.016620539745,34,313.7481350733425,1123.7477276773088,27,2978.0,0.0,150,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203.2636111111112,20,0,0.0,0.0,0,3,23.92361111111111,0.0,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-31/B0/dayahead/FROZEN_JOINT_DECISION.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-31/B0/ACTUAL_JOB_REPLAY.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-31/B0/H4_SCORE.json,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-31/B0/dayahead/PLANNING_RESULT.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-31/workload/REALIZED_WORKLOAD_CONTRIBUTORS.parquet
2025-05-31,B1,25,2611.2374267503014,12302.016620539745,34,297.2789992708733,965.9977276773088,28,2978.0,0.0,150,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.9675,22,0,0.0,162.5,10,3,23.92361111111111,0.0,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-31/B1/dayahead/FROZEN_JOINT_DECISION.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-31/B1/ACTUAL_JOB_REPLAY.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-31/B1/H4_SCORE.json,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-31/B1/dayahead/PLANNING_RESULT.json,frozen_artifacts/v41r4_actual_eta95_qsafe_robust_v2_perf1/common_inputs/2025-05-31/workload/REALIZED_WORKLOAD_CONTRIBUTORS.parquet
2025-05-31,B2,25,2611.2374267503014,12302.016620539745,34,313.7481350733425,1123.7477276773088,27,2978.0,0.0,150,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203.2636111111112,20,0,0.0,0.0,0,3,23.92361111111111,0.0,frozen_artifacts/v41r4_restoration_revision_v1/2025-05-31/B2/dayahead/FROZEN_JOINT_DECISION.json,frozen_artifacts/v41r4_selective_actual_revision_v1/common_inputs/2025-05-31/B2/ACTUAL_JOB_REPLAY.json,frozen_artifacts/v41r4_selective_actual_revision_v1/common_inputs/2025-05-31/B2/H4_SCORE.json,frozen_artifacts/v41r4_restoration_revision_v1/2025-05-31/B2/dayahead/PLANNING_RESULT.json,frozen_artifacts/v41r4_selective_actual_revision_v1/common_inputs/2025-05-31/workload/REALIZED_WORKLOAD_CONTRIBUTORS.parquet
2025-05-31,B3,25,2611.2374267503014,12302.016620539745,34,291.4302338387746,937.0,28,2978.0,0.0,150,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.1108333333332,21,0,0.0,209.0,13,3,23.92361111111111,0.0,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-31/B3/dayahead/FROZEN_JOINT_DECISION.json,frozen_artifacts/v41r4_selective_actual_revision_v1/common_inputs/2025-05-31/B3/ACTUAL_JOB_REPLAY.json,frozen_artifacts/v41r4_selective_actual_revision_v1/common_inputs/2025-05-31/B3/H4_SCORE.json,frozen_artifacts/v41r4_may/loop_wall_v4/2025-05-31/B3/dayahead/PLANNING_RESULT.json,frozen_artifacts/v41r4_selective_actual_revision_v1/common_inputs/2025-05-31/workload/REALIZED_WORKLOAD_CONTRIBUTORS.parquet
