role,model,reference,metric,delta,CI95_low,CI95_high,N_days,draws,block_observed_days
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,Q90_pinball,-1.4986129121846261,-4.8269351182590725,1.6414474416121265,88,2000,1
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,coverage,0.03977272727272729,0.03172348484848486,0.04876893939393945,88,2000,1
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,positive_coverage,0.05137614678899083,0.041484697952924796,0.06257761948272322,88,2000,1
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,burst_coverage,0.06818181818181818,0.02238391376451078,0.12502185314685302,88,2000,1
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,requirement_ratio,0.5571266819991516,0.456835845173746,0.6851760774743278,88,2000,1
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,detector_recall,0.7121212121212122,0.635036496350365,0.7823274704618689,88,2000,1
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,precision,-0.04428817144126869,-0.09423191159428301,-0.00021624269705499167,88,2000,1
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,false_positive_rate,0.5934343434343434,0.5527488067432991,0.6357808690428717,88,2000,1
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,pinball_minus_2pct_margin,-5.5595121904244325,-9.652942591369703,-1.8738457958384351,88,2000,1
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,PR_AUC,-0.011057575866118496,-0.02455331010776242,0.0020967002855121044,88,2000,1
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,Q90_pinball,-1.4986129121846261,-4.610306091891021,1.785401977657314,88,2000,7
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,coverage,0.03977272727272729,0.030303030303030276,0.04971590909090906,88,2000,7
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,positive_coverage,0.05137614678899083,0.037519484651691186,0.0673202843549762,88,2000,7
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,burst_coverage,0.06818181818181818,0.022388059701492536,0.12415948275862058,88,2000,7
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,requirement_ratio,0.5571266819991516,0.44632059407418956,0.7238591656438936,88,2000,7
EXPOSED_EVALUATION,C1,C0 forecast / D0 old detector,detector_recall,0.7121212121212122,0.6583279914529915,0.7657997038134022,88,2000,7
