role,family,detector,threshold,tail_quantile,hard_feasible,normalized_deficit,N_hours,coverage,positive_coverage,burst_coverage,Q90_pinball,requirement_ratio,actual_GPUh,predicted_GPUh,N_burst,detector_recall,precision,false_positive_rate,PR_AUC,gated_fraction,gated_hours
CALIBRATION,C2,D2_EXTENDED_BALANCED,0.02,0.75,False,1.7435353706741357,624,0.8573717948717948,0.8223552894211577,0.07894736842105263,291.56954372264056,1.4359370902635697,248575.1924999999,356938.3386301566,38,0.10526315789473684,0.09523809523809523,0.06484641638225255,0.10711396046266523,0.0673076923076923,42
DEVELOPMENT,C2,D2_EXTENDED_BALANCED,0.02,0.9,False,1.9190639929249909,1392,0.819683908045977,0.7332624867162593,0.07228915662650602,168.05443812427896,1.627775291020328,329015.0525,535562.572833256,83,0.07228915662650602,0.13636363636363635,0.029029793735676088,0.10842641495754664,0.031609195402298854,44
CALIBRATION,C2,D2_EXTENDED_BALANCED,0.02,0.9,False,1.7670440774069422,624,0.8573717948717948,0.8223552894211577,0.07894736842105263,298.30257196642407,1.688410425212006,248575.1924999999,419696.9464660811,38,0.10526315789473684,0.09523809523809523,0.06484641638225255,0.10711396046266523,0.0673076923076923,42
DEVELOPMENT,C2,D2_EXTENDED_BALANCED,0.05,0.5,False,2.0444380510100664,1392,0.8153735632183908,0.7268862911795961,0.024096385542168676,159.68263212819625,1.1275111542113796,329015.0525,370968.1415971927,83,0.03614457831325301,0.3,0.0053475935828877,0.10842641495754664,0.007183908045977011,10
CALIBRATION,C2,D2_EXTENDED_BALANCED,0.05,0.5,False,1.8617810817992497,624,0.8541666666666666,0.8183632734530938,0.05263157894736842,281.8043626553605,1.0436186637729838,248575.1924999999,259417.7102439621,38,0.05263157894736842,0.16666666666666666,0.017064846416382253,0.10711396046266523,0.019230769230769232,12
DEVELOPMENT,C2,D2_EXTENDED_BALANCED,0.05,0.75,False,2.0444380510100664,1392,0.8153735632183908,0.7268862911795961,0.024096385542168676,159.74159953677866,1.15641704357699,329015.0525,380478.61430437816,83,0.03614457831325301,0.3,0.0053475935828877,0.10842641495754664,0.007183908045977011,10
CALIBRATION,C2,D2_EXTENDED_BALANCED,0.05,0.75,False,1.8617810817992497,624,0.8541666666666666,0.8183632734530938,0.05263157894736842,284.15142621985507,1.1025371604063363,248575.1924999999,274063.3868864083,38,0.05263157894736842,0.16666666666666666,0.017064846416382253,0.10711396046266523,0.019230769230769232,12
DEVELOPMENT,C2,D2_EXTENDED_BALANCED,0.05,0.9,False,2.0231074953059722,1392,0.8160919540229885,0.7279489904357067,0.03614457831325301,160.7802033408832,1.2097918730163901,329015.0525,398039.73661456094,83,0.03614457831325301,0.3,0.0053475935828877,0.10842641495754664,0.007183908045977011,10
CALIBRATION,C2,D2_EXTENDED_BALANCED,0.05,0.9,False,1.863295135753356,624,0.8541666666666666,0.8183632734530938,0.05263157894736842,286.83936077218925,1.1700125646809008,248575.1924999999,290836.0984929735,38,0.05263157894736842,0.16666666666666666,0.017064846416382253,0.10711396046266523,0.019230769230769232,12
DEVELOPMENT,C2,D2_EXTENDED_BALANCED,0.1,0.5,False,2.127259804988536,1392,0.8139367816091954,0.7247608926673751,0.0,160.45254496455397,1.1073319105220603,329015.0525,364328.866675341,83,0.012048192771084338,0.3333333333333333,0.0015278838808250573,0.10842641495754664,0.0021551724137931034,3
CALIBRATION,C2,D2_EXTENDED_BALANCED,0.1,0.5,False,1.9980565185418637,624,0.8509615384615384,0.8143712574850299,0.02631578947368421,281.53070906435835,1.0132463780536294,248575.1924999999,251867.9134746086,38,0.0,0.0,0.008532423208191127,0.10711396046266523,0.008012820512820512,5
DEVELOPMENT,C2,D2_EXTENDED_BALANCED,0.1,0.75,False,2.127259804988536,1392,0.8139367816091954,0.7247608926673751,0.0,160.0228831149554,1.115564826957717,329015.0525,367037.6201086467,83,0.012048192771084338,0.3333333333333333,0.0015278838808250573,0.10842641495754664,0.0021551724137931034,3
CALIBRATION,C2,D2_EXTENDED_BALANCED,0.1,0.75,False,1.9980565185418637,624,0.8509615384615384,0.8143712574850299,0.02631578947368421,283.0502634994509,1.0513918566092877,248575.1924999999,261349.93314958597,38,0.0,0.0,0.008532423208191127,0.10711396046266523,0.008012820512820512,5
DEVELOPMENT,C2,D2_EXTENDED_BALANCED,0.1,0.9,False,2.1059292492844417,1392,0.8146551724137931,0.7258235919234857,0.012048192771084338,160.22062926283084,1.133364571045334,329015.0525,372894.00384412054,83,0.012048192771084338,0.3333333333333333,0.0015278838808250573,0.10842641495754664,0.0021551724137931034,3
CALIBRATION,C2,D2_EXTENDED_BALANCED,0.1,0.9,False,1.9980565185418637,624,0.8509615384615384,0.8143712574850299,0.02631578947368421,283.82009377800296,1.0707169585627523,248575.1924999999,266153.67408775055,38,0.0,0.0,0.008532423208191127,0.10711396046266523,0.008012820512820512,5
