stage,meaning,jobs,GPU_hours,H100_equivalent_node_hours,retained_job_fraction_of_previous,retained_GPU_hour_fraction_of_previous,retained_node_hour_fraction_of_previous,job_fraction_of_F0,GPU_hour_fraction_of_F0,node_hour_fraction_of_F0,reason_for_exclusion_at_transition,authority_source
F0,ALL EXECUTED H100 with a positive observed interval overlapping training,276218,1660799.8058333332,415199.9514583333,,,,1.0,1.0,1.0,starting population,NLR Kestrel training-only source + V17_REVEALED_LATENCY_DEFERRABILITY_CONTRACT
F1,valid submission-to-start latency available,276218,1660799.8058333332,415199.9514583333,1.0,1.0,1.0,1.0,1.0,1.0,missing/invalid submit-to-start interval,NLR Kestrel training-only source + V17_REVEALED_LATENCY_DEFERRABILITY_CONTRACT
F2,revealed-latency candidate with queue_wait > 10 minutes,114304,968937.4177777779,242234.35444444447,0.4138180712335909,0.5834161434596253,0.5834161434596253,0.4138180712335909,0.5834161434596253,0.5834161434596253,queue_wait <= 10 minutes,NLR Kestrel training-only source + V17_REVEALED_LATENCY_DEFERRABILITY_CONTRACT
F3,COMPLETED revealed-latency semantic training population,85671,610761.1522222222,152690.28805555555,0.749501329787234,0.6303411768563756,0.6303411768563756,0.3101571946795647,0.3677512184653483,0.3677512184653483,non-COMPLETED terminal state,NLR Kestrel training-only source + V17_REVEALED_LATENCY_DEFERRABILITY_CONTRACT
F4,full-node compatible,15381,97578.3488888889,24394.587222222224,0.1795356655110831,0.15976515293065913,0.15976515293065913,0.055684278359846205,0.0587538296585526,0.0587538296585526,partial-node allocation (gpus_requested != 4 * occupied nodes),NLR Kestrel training-only source + V17_REVEALED_LATENCY_DEFERRABILITY_CONTRACT
F5,"authorized kappa node class {1,2,4,8,16}",15003,73532.97555555556,18383.24388888889,0.9754242246928028,0.7535788050614234,0.7535788050614234,0.0543157940467312,0.044275640746874484,0.044275640746874484,occupied node count outside authorized kappa classes,NLR Kestrel training-only source + V17_REVEALED_LATENCY_DEFERRABILITY_CONTRACT
F6,no-sharing / power-model-compatible,15003,73532.97555555556,18383.24388888889,1.0,1.0,1.0,0.0543157940467312,0.044275640746874484,0.044275640746874484,sharing/co-residency evidence,NLR Kestrel training-only source + V17_REVEALED_LATENCY_DEFERRABILITY_CONTRACT
F7,V17 modelable flexible cohort,15003,73532.97555555556,18383.24388888889,1.0,1.0,1.0,0.0543157940467312,0.044275640746874484,0.044275640746874484,identity stage; no additional filtering,NLR Kestrel training-only source + V17_REVEALED_LATENCY_DEFERRABILITY_CONTRACT
F8,C1-C5 x N01/N02/N04/N08/N16 forecast target population,15003,73532.97555555556,18383.24388888889,1.0,1.0,1.0,0.0543157940467312,0.044275640746874484,0.044275640746874484,deterministic C1-C5 and node-class labeling; no additional filtering,NLR Kestrel training-only source + V17_REVEALED_LATENCY_DEFERRABILITY_CONTRACT
