policy,planning_rho_max,dayahead_ac_rho_max,realized_ac_rho_max,min_voltage_pu,max_voltage_pu,voltage_feasible,thermal_feasible,overall_ac_feasible,accepted_schedule,source_file,voltage_and_feasibility_scope,realized_ac_feasible,active_mess_count,realized_acceptance_status,operating_440kwh_floor_feasible,planning_reduction_vs_B0_pct,planning_rank,dayahead_ac_reduction_vs_B0_pct,dayahead_ac_rank,realized_ac_reduction_vs_B0_pct,realized_ac_rank
B0,0.8543958835735742,0.8543958835735742,0.8537462147791017,0.9594083741320593,1.0413575213446487,true,true,true,true,independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/B1/POLICY_FEASIBLE_SEED_AUDIT.json;independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/B0/DA_INDEPENDENT_CLEAN_96/AC_VALIDATION.json;independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/actual/B0/FINAL_ACTUAL/AC_SUMMARY.json,DAY_AHEAD_AC,true,0,PASS,NA,0.0,4,0.0,4,0.0,4
B1,0.8519624588247912,0.8515378524262852,0.8525983586534733,0.9611313048995707,1.0413882871496547,true,true,true,true,independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/B1/ACCEPTED_AIDC_DEADLINE.json;independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/B1/DA_INDEPENDENT_CLEAN_96/AC_VALIDATION.json;independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/actual/B1/FINAL_ACTUAL/AC_SUMMARY.json,DAY_AHEAD_AC,true,0,PASS,NA,0.2848123212631916,3,0.3345090024702682,3,0.13444933702287576,3
B2,0.8362691225333346,0.8390624843633067,0.8445239895097632,0.9609414418704365,1.0499998739786442,true,true,true,true,independent_screening/IEEE8500_MAY01_MESS6_B2B3_20260913/B2/FINAL_AUTHORITY.json;independent_screening/IEEE8500_MAY01_MESS6_B2B3_20260913/B2/independent_clean_exact/AC_VALIDATION.json;independent_screening/IEEE8500_QSAFE_V2_LEGACY_SHELL_20260913/B2/FINAL_ACTUAL/AC_SUMMARY.json,DAY_AHEAD_AC,true,6,PASS,NA,2.1215880587372515,2,1.7946480671389087,1,1.0802068705774277,2
B3,0.831435696166192,0.8410257507323974,0.8420708410184574,0.957273193434412,1.0428313990841842,true,true,true,true,independent_screening/IEEE8500_MAY01_MESS6_B2B3_20260913/B3/FINAL_AUTHORITY.json;independent_screening/IEEE8500_MAY01_MESS6_B2B3_20260913/B3/independent_clean_exact/AC_VALIDATION.json;independent_screening/IEEE8500_MAY01_MESS6_B2B3_20260913/actual_B3_energy_exception_20260914/B3/FINAL_ACTUAL/AC_SUMMARY.json,DAY_AHEAD_AC,true,6,PASS_WITH_USER_ACCEPTED_E_MIN_EXCEPTION,false,2.6873007991739812,1,1.5648639112416198,2,1.3675461815857304,1
