policy,validation_scope,converged,overall_ac_feasible,voltage_feasible,thermal_feasible,min_voltage_pu,max_voltage_pu,min_voltage_time,max_voltage_time,max_line_loading,max_loading_element,max_loading_phase,max_loading_time,voltage_violation_count,thermal_violation_count,source_file,controls_settled,max_transformer_phase_current_pu,max_transformer_winding_kva_pu,numerical_tolerance_pu,violation_count_unit,min_voltage_bus,min_voltage_phase,max_voltage_bus,max_voltage_phase
B0,DAY_AHEAD_AC,true,true,true,true,0.9594083741320593,1.0413575213446487,2025-05-01T18:45:00,2025-05-01T03:45:00,0.8543958835735742,Line.tpx21459660c0,node1,2025-05-01T18:45:00,0,0,independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/B0/DA_INDEPENDENT_CLEAN_96/AC_VALIDATION.json,true,0.250922176089328,0.25499763177703166,1e-09,Violating slots,NA,NA,NA,NA
B0,REALIZED_OPERATION_AC,true,true,true,true,0.9626792629967292,1.0413284136477519,2025-05-01T18:15:00,2025-05-01T09:00:00,0.8537462147791017,Line.tpx21459660c0,node1,2025-05-01T18:15:00,0,0,independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/actual/B0/FINAL_ACTUAL/AC_SUMMARY.json;independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/actual/B0/FINAL_ACTUAL/SLOT_EXTREMA.json,true,0.24366562758884577,0.24787833285400918,1e-09,Stored category occurrences,sx2802481a,1,regxfmr_hvmv_sub_lsb,3
B1,DAY_AHEAD_AC,true,true,true,true,0.9611313048995707,1.0413882871496547,2025-05-01T18:45:00,2025-05-01T02:30:00,0.8515378524262852,Line.tpx21459660c0,node1,2025-05-01T18:45:00,0,0,independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/B1/DA_INDEPENDENT_CLEAN_96/AC_VALIDATION.json,true,0.249355553620329,0.25359212096221195,1e-09,Violating slots,NA,NA,NA,NA
B1,REALIZED_OPERATION_AC,true,true,true,true,0.9646257780583761,1.0414612159043926,2025-05-01T18:15:00,2025-05-01T09:30:00,0.8525983586534733,Line.tpx21459660c0,node1,2025-05-01T18:15:00,0,0,independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/actual/B1/FINAL_ACTUAL/AC_SUMMARY.json;independent_screening/IEEE8500_MAY01_AIDC2X_HOST_REMAP_FULL4H_20260913/actual/B1/FINAL_ACTUAL/SLOT_EXTREMA.json,true,0.24230655350874417,0.24681245982160868,1e-09,Stored category occurrences,sx2802481a,1,regxfmr_hvmv_sub_lsb,2
B2,DAY_AHEAD_AC,true,true,true,true,0.9609414418704365,1.0499998739786442,2025-05-01T21:30:00,2025-05-01T21:30:00,0.8390624843633067,Line.tpx21459660c0,node1,2025-05-01T18:45:00,0,0,independent_screening/IEEE8500_MAY01_MESS6_B2B3_20260913/B2/independent_clean_exact/AC_VALIDATION.json,true,0.6492339323478757,0.6446800626407513,1e-09,Violating slots,NA,NA,NA,NA
B2,REALIZED_OPERATION_AC,true,true,true,true,0.9618769775532582,1.0500000000064464,2025-05-01T21:30:00,2025-05-01T11:00:00,0.8445239895097632,Line.tpx21459660c0,node1,2025-05-01T18:15:00,0,0,independent_screening/IEEE8500_QSAFE_V2_LEGACY_SHELL_20260913/B2/FINAL_ACTUAL/AC_SUMMARY.json;independent_screening/IEEE8500_QSAFE_V2_LEGACY_SHELL_20260913/B2/FINAL_ACTUAL/SLOT_EXTREMA.json,true,0.6462409466250681,0.6446629669795694,1e-09,Stored category occurrences,pcc8500_mess_sta06_lv,2,pcc8500_mess_aidc02_lv,3
B3,DAY_AHEAD_AC,true,true,true,true,0.957273193434412,1.0428313990841842,2025-05-01T21:00:00,2025-05-01T12:15:00,0.8410257507323974,Line.tpx21459660c0,node1,2025-05-01T18:00:00,0,0,independent_screening/IEEE8500_MAY01_MESS6_B2B3_20260913/B3/independent_clean_exact/AC_VALIDATION.json,true,0.694732707107521,0.6983050331097661,1e-09,Violating slots,NA,NA,NA,NA
B3,REALIZED_OPERATION_AC,true,true,true,true,0.9568121823981609,1.0461236005571513,2025-05-01T17:15:00,2025-05-01T04:00:00,0.8420708410184574,Line.tpx21459660c0,node1,2025-05-01T18:30:00,0,0,independent_screening/IEEE8500_MAY01_MESS6_B2B3_20260913/actual_B3_energy_exception_20260914/B3/FINAL_ACTUAL/AC_SUMMARY.json;independent_screening/IEEE8500_MAY01_MESS6_B2B3_20260913/actual_B3_energy_exception_20260914/B3/FINAL_ACTUAL/SLOT_EXTREMA.json,true,0.6909034259117954,0.6983287810162305,1e-09,Stored category occurrences,pcc8500_mess_aidc09_lv,1,pcc8500_mess_sta10_lv,3
