critical_time_B0,B0_rho_max_at_time,B3_rho_max_at_same_time,reduction_pct_at_same_time,validation_scope,interval_index
2025-05-01T18:15:00,0.8537462147791017,0.838356609744188,1.8025971616044725,REALIZED_OPERATION_AC,73
