job_uid,qos,state_at_issue,V39H_temporal_eligible,requested_GPU,RSP_start,RSP_end,repair_start,repair_end,cross_boundary,baseline_terminal_site,repair_terminal_site,terminal_timing_equal,terminal_site_equal,post_H_occupied_slots
9062386,standby,PENDING,True,32,455,540,455,540,False,UNASSIGNED,UNASSIGNED,True,True,85
9062387,standby,PENDING,True,32,456,541,456,541,False,UNASSIGNED,UNASSIGNED,True,True,85
9062388,standby,PENDING,True,32,461,546,461,546,False,UNASSIGNED,UNASSIGNED,True,True,85
9062389,standby,PENDING,True,32,462,547,462,547,False,UNASSIGNED,UNASSIGNED,True,True,85
9062390,standby,PENDING,True,32,464,549,464,549,False,UNASSIGNED,UNASSIGNED,True,True,85
9062391,standby,PENDING,True,32,497,582,497,582,False,UNASSIGNED,UNASSIGNED,True,True,85
9062392,standby,PENDING,True,32,503,588,503,588,False,UNASSIGNED,UNASSIGNED,True,True,85
9062393,standby,PENDING,True,32,503,588,503,588,False,UNASSIGNED,UNASSIGNED,True,True,85
9062394,standby,PENDING,True,32,520,605,520,605,False,UNASSIGNED,UNASSIGNED,True,True,85
9062395,standby,PENDING,True,32,526,611,526,611,False,UNASSIGNED,UNASSIGNED,True,True,85
9062396,standby,PENDING,True,32,526,611,526,611,False,UNASSIGNED,UNASSIGNED,True,True,85
9062397,standby,PENDING,True,32,527,612,527,612,False,UNASSIGNED,UNASSIGNED,True,True,85
9062398,standby,PENDING,True,32,527,612,527,612,False,UNASSIGNED,UNASSIGNED,True,True,85
9062399,standby,PENDING,True,32,530,615,530,615,False,UNASSIGNED,UNASSIGNED,True,True,85
9062401,standby,PENDING,True,32,530,615,530,615,False,UNASSIGNED,UNASSIGNED,True,True,85
9062402,standby,PENDING,True,32,531,616,531,616,False,UNASSIGNED,UNASSIGNED,True,True,85
9062403,standby,PENDING,True,32,533,618,533,618,False,UNASSIGNED,UNASSIGNED,True,True,85
9062404,standby,PENDING,True,32,537,622,537,622,False,UNASSIGNED,UNASSIGNED,True,True,85
9062405,standby,PENDING,True,32,538,623,538,623,False,UNASSIGNED,UNASSIGNED,True,True,85
9062406,standby,PENDING,True,32,540,625,540,625,False,UNASSIGNED,UNASSIGNED,True,True,85
9062407,standby,PENDING,True,32,541,626,541,626,False,UNASSIGNED,UNASSIGNED,True,True,85
9062408,standby,PENDING,True,32,546,631,546,631,False,UNASSIGNED,UNASSIGNED,True,True,85
9062409,standby,PENDING,True,32,547,632,547,632,False,UNASSIGNED,UNASSIGNED,True,True,85
9062411,standby,PENDING,True,32,549,634,549,634,False,UNASSIGNED,UNASSIGNED,True,True,85
9062413,standby,PENDING,True,32,582,667,582,667,False,UNASSIGNED,UNASSIGNED,True,True,85
9062414,standby,PENDING,True,32,588,673,588,673,False,UNASSIGNED,UNASSIGNED,True,True,85
9062416,standby,PENDING,True,32,588,673,588,673,False,UNASSIGNED,UNASSIGNED,True,True,85
9062418,standby,PENDING,True,32,605,690,605,690,False,UNASSIGNED,UNASSIGNED,True,True,85
9062420,standby,PENDING,True,32,611,696,611,696,False,UNASSIGNED,UNASSIGNED,True,True,85
9062422,standby,PENDING,True,32,611,696,611,696,False,UNASSIGNED,UNASSIGNED,True,True,85
9062423,standby,PENDING,True,32,612,697,612,697,False,UNASSIGNED,UNASSIGNED,True,True,85
9062425,standby,PENDING,True,32,612,697,612,697,False,UNASSIGNED,UNASSIGNED,True,True,85
9062427,standby,PENDING,True,32,615,700,615,700,False,UNASSIGNED,UNASSIGNED,True,True,85
9062428,standby,PENDING,True,32,615,700,615,700,False,UNASSIGNED,UNASSIGNED,True,True,85
9062431,standby,PENDING,True,32,616,701,616,701,False,UNASSIGNED,UNASSIGNED,True,True,85
9062433,standby,PENDING,True,32,618,703,618,703,False,UNASSIGNED,UNASSIGNED,True,True,85
9062435,standby,PENDING,True,32,622,707,622,707,False,UNASSIGNED,UNASSIGNED,True,True,85
9062437,standby,PENDING,True,32,623,708,623,708,False,UNASSIGNED,UNASSIGNED,True,True,85
9062439,standby,PENDING,True,32,625,710,625,710,False,UNASSIGNED,UNASSIGNED,True,True,85
9062441,standby,PENDING,True,32,626,711,626,711,False,UNASSIGNED,UNASSIGNED,True,True,85
9062442,standby,PENDING,True,32,631,716,631,716,False,UNASSIGNED,UNASSIGNED,True,True,85
9062445,standby,PENDING,True,32,632,717,632,717,False,UNASSIGNED,UNASSIGNED,True,True,85
9062447,standby,PENDING,True,32,634,719,634,719,False,UNASSIGNED,UNASSIGNED,True,True,85
9062448,standby,PENDING,True,32,667,752,667,752,False,UNASSIGNED,UNASSIGNED,True,True,85
9062449,standby,PENDING,True,32,673,758,673,758,False,UNASSIGNED,UNASSIGNED,True,True,85
9062450,standby,PENDING,True,32,673,758,673,758,False,UNASSIGNED,UNASSIGNED,True,True,85
9062453,standby,PENDING,True,32,690,775,690,775,False,UNASSIGNED,UNASSIGNED,True,True,85
9062455,standby,PENDING,True,32,696,781,696,781,False,UNASSIGNED,UNASSIGNED,True,True,85
9062457,standby,PENDING,True,32,696,781,696,781,False,UNASSIGNED,UNASSIGNED,True,True,85
9062462,standby,PENDING,True,32,697,782,697,782,False,UNASSIGNED,UNASSIGNED,True,True,85
9062466,standby,PENDING,True,32,697,782,697,782,False,UNASSIGNED,UNASSIGNED,True,True,85
9062469,standby,PENDING,True,32,700,785,700,785,False,UNASSIGNED,UNASSIGNED,True,True,85
9062473,standby,PENDING,True,32,700,785,700,785,False,UNASSIGNED,UNASSIGNED,True,True,85
9062476,standby,PENDING,True,32,701,786,701,786,False,UNASSIGNED,UNASSIGNED,True,True,85
9062479,standby,PENDING,True,32,703,788,703,788,False,UNASSIGNED,UNASSIGNED,True,True,85
9062481,standby,PENDING,True,32,707,792,707,792,False,UNASSIGNED,UNASSIGNED,True,True,85
9062482,standby,PENDING,True,32,708,793,708,793,False,UNASSIGNED,UNASSIGNED,True,True,85
9062485,standby,PENDING,True,32,710,795,710,795,False,UNASSIGNED,UNASSIGNED,True,True,85
9062487,standby,PENDING,True,32,711,796,711,796,False,UNASSIGNED,UNASSIGNED,True,True,85
9062488,standby,PENDING,True,32,716,801,716,801,False,UNASSIGNED,UNASSIGNED,True,True,85
9062492,standby,PENDING,True,32,717,802,717,802,False,UNASSIGNED,UNASSIGNED,True,True,85
9062493,standby,PENDING,True,32,719,804,719,804,False,UNASSIGNED,UNASSIGNED,True,True,85
9062494,standby,PENDING,True,32,752,837,752,837,False,UNASSIGNED,UNASSIGNED,True,True,85
9062495,standby,PENDING,True,32,758,843,758,843,False,UNASSIGNED,UNASSIGNED,True,True,85
9062496,standby,PENDING,True,32,758,843,758,843,False,UNASSIGNED,UNASSIGNED,True,True,85
9062497,standby,PENDING,True,32,775,860,775,860,False,UNASSIGNED,UNASSIGNED,True,True,85
9062498,standby,PENDING,True,32,781,866,781,866,False,UNASSIGNED,UNASSIGNED,True,True,85
9062499,standby,PENDING,True,32,781,866,781,866,False,UNASSIGNED,UNASSIGNED,True,True,85
9062500,standby,PENDING,True,32,782,867,782,867,False,UNASSIGNED,UNASSIGNED,True,True,85
9062501,standby,PENDING,True,32,782,867,782,867,False,UNASSIGNED,UNASSIGNED,True,True,85
9062502,standby,PENDING,True,32,785,870,785,870,False,UNASSIGNED,UNASSIGNED,True,True,85
9062503,standby,PENDING,True,32,785,870,785,870,False,UNASSIGNED,UNASSIGNED,True,True,85
9062504,standby,PENDING,True,32,786,871,786,871,False,UNASSIGNED,UNASSIGNED,True,True,85
9062505,standby,PENDING,True,32,788,873,788,873,False,UNASSIGNED,UNASSIGNED,True,True,85
9062506,standby,PENDING,True,32,792,877,792,877,False,UNASSIGNED,UNASSIGNED,True,True,85
9062507,standby,PENDING,True,32,793,878,793,878,False,UNASSIGNED,UNASSIGNED,True,True,85
9062734,normal,RUNNING,False,2,0,1,0,1,False,UNASSIGNED,UNASSIGNED,True,True,0
9062736,normal,RUNNING,False,2,0,1,0,1,False,UNASSIGNED,UNASSIGNED,True,True,0
9063031,standby,RUNNING,False,4,0,118,0,118,False,UNASSIGNED,UNASSIGNED,True,True,0
9063110,normal,RUNNING,False,1,0,285,0,285,True,AIDC08,AIDC08,True,True,165
9063116,normal,RUNNING,False,4,0,8,0,8,False,UNASSIGNED,UNASSIGNED,True,True,0
9063281,normal,RUNNING,False,4,0,110,0,110,False,UNASSIGNED,UNASSIGNED,True,True,0
9065735,normal,RUNNING,False,4,0,34,0,34,False,UNASSIGNED,UNASSIGNED,True,True,0
9068005,normal,RUNNING,False,1,0,53,0,53,False,UNASSIGNED,UNASSIGNED,True,True,0
9068008,normal,RUNNING,False,1,0,53,0,53,False,UNASSIGNED,UNASSIGNED,True,True,0
9068239,normal,RUNNING,False,2,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
9068355,standby,PENDING,True,4,328,516,328,516,False,UNASSIGNED,UNASSIGNED,True,True,188
9073966,standby,PENDING,True,4,328,516,328,516,False,UNASSIGNED,UNASSIGNED,True,True,188
9074019,normal,RUNNING,False,4,0,65,0,65,False,UNASSIGNED,UNASSIGNED,True,True,0
9074133,standby,PENDING,True,4,516,704,516,704,False,UNASSIGNED,UNASSIGNED,True,True,188
9074135,normal,RUNNING,False,1,0,65,0,65,False,UNASSIGNED,UNASSIGNED,True,True,0
9074160,standby,RUNNING,False,4,0,119,0,119,False,UNASSIGNED,UNASSIGNED,True,True,0
9076480,normal,RUNNING,False,2,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
9076481,normal,RUNNING,False,2,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
9076482,normal,RUNNING,False,2,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
9076483,normal,RUNNING,False,2,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
9076484,normal,RUNNING,False,2,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
9076485,normal,RUNNING,False,2,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
9076486,normal,RUNNING,False,2,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
9076518,normal,RUNNING,False,2,0,58,0,58,False,UNASSIGNED,UNASSIGNED,True,True,0
9076576,normal,RUNNING,False,1,0,95,0,95,False,UNASSIGNED,UNASSIGNED,True,True,0
9076578,normal,RUNNING,False,1,0,96,0,96,False,UNASSIGNED,UNASSIGNED,True,True,0
9076579,normal,RUNNING,False,1,0,96,0,96,False,UNASSIGNED,UNASSIGNED,True,True,0
9076903,normal,RUNNING,False,1,0,127,0,127,True,AIDC08,AIDC08,True,True,7
9078563,normal,RUNNING,False,4,0,327,0,327,True,AIDC05,AIDC05,True,True,207
9078564,normal,RUNNING,False,4,0,327,0,327,True,AIDC05,AIDC05,True,True,207
9078565,normal,RUNNING,False,4,0,328,0,328,True,AIDC05,AIDC05,True,True,208
9078566,normal,RUNNING,False,4,0,328,0,328,True,AIDC08,AIDC08,True,True,208
9078722,normal,RUNNING,False,1,0,329,0,329,True,AIDC08,AIDC08,True,True,209
9078738,normal,RUNNING,False,1,0,329,0,329,True,AIDC08,AIDC08,True,True,209
9078752,normal,RUNNING,False,1,0,329,0,329,True,AIDC08,AIDC08,True,True,209
9079015,normal,RUNNING,False,1,0,330,0,330,True,AIDC08,AIDC08,True,True,210
9079539,normal,RUNNING,False,4,0,619,0,619,True,AIDC08,AIDC08,True,True,499
9079757,standby,RUNNING,False,4,0,162,0,162,True,AIDC08,AIDC08,True,True,42
9079963,normal,RUNNING,False,4,0,153,0,153,True,AIDC08,AIDC08,True,True,33
9083057,normal,RUNNING,False,1,0,71,0,71,False,UNASSIGNED,UNASSIGNED,True,True,0
9083512,normal,PENDING,False,3,0,16,0,16,False,UNASSIGNED,UNASSIGNED,True,True,0
9083516,normal,PENDING,False,3,8,24,8,24,False,UNASSIGNED,UNASSIGNED,True,True,0
9083933,normal,RUNNING,False,1,0,66,0,66,False,UNASSIGNED,UNASSIGNED,True,True,0
9083937,normal,RUNNING,False,1,0,67,0,67,False,UNASSIGNED,UNASSIGNED,True,True,0
9084039,normal,RUNNING,False,8,0,4,0,4,False,UNASSIGNED,UNASSIGNED,True,True,0
9084040,normal,RUNNING,False,8,0,4,0,4,False,UNASSIGNED,UNASSIGNED,True,True,0
9084041,normal,RUNNING,False,8,0,4,0,4,False,UNASSIGNED,UNASSIGNED,True,True,0
9084042,normal,RUNNING,False,8,0,4,0,4,False,UNASSIGNED,UNASSIGNED,True,True,0
9084043,normal,PENDING,False,8,18,22,18,22,False,UNASSIGNED,UNASSIGNED,True,True,0
9084044,normal,PENDING,False,8,21,25,21,25,False,UNASSIGNED,UNASSIGNED,True,True,0
9084045,normal,PENDING,False,8,22,26,22,26,False,UNASSIGNED,UNASSIGNED,True,True,0
9084046,normal,PENDING,False,8,24,28,24,28,False,UNASSIGNED,UNASSIGNED,True,True,0
9084047,normal,PENDING,False,8,25,29,25,29,False,UNASSIGNED,UNASSIGNED,True,True,0
9084048,normal,PENDING,False,8,26,30,26,30,False,UNASSIGNED,UNASSIGNED,True,True,0
9084049,normal,PENDING,False,8,28,32,28,32,False,UNASSIGNED,UNASSIGNED,True,True,0
9084050,normal,PENDING,False,8,29,33,29,33,False,UNASSIGNED,UNASSIGNED,True,True,0
9084051,normal,PENDING,False,8,30,34,30,34,False,UNASSIGNED,UNASSIGNED,True,True,0
9084052,normal,PENDING,False,8,56,60,56,60,False,UNASSIGNED,UNASSIGNED,True,True,0
9084053,normal,PENDING,False,8,56,60,56,60,False,UNASSIGNED,UNASSIGNED,True,True,0
9084054,normal,PENDING,False,8,56,60,56,60,False,UNASSIGNED,UNASSIGNED,True,True,0
9084055,normal,PENDING,False,8,62,66,62,66,False,UNASSIGNED,UNASSIGNED,True,True,0
9084056,normal,PENDING,False,8,66,70,66,70,False,UNASSIGNED,UNASSIGNED,True,True,0
9084057,normal,PENDING,False,8,70,74,70,74,False,UNASSIGNED,UNASSIGNED,True,True,0
9084058,normal,PENDING,False,8,71,75,71,75,False,UNASSIGNED,UNASSIGNED,True,True,0
9084059,normal,PENDING,False,8,74,78,74,78,False,UNASSIGNED,UNASSIGNED,True,True,0
9084060,normal,PENDING,False,8,75,79,75,79,False,UNASSIGNED,UNASSIGNED,True,True,0
9084061,normal,PENDING,False,8,78,82,78,82,False,UNASSIGNED,UNASSIGNED,True,True,0
9084062,normal,PENDING,False,8,79,83,79,83,False,UNASSIGNED,UNASSIGNED,True,True,0
9084063,normal,PENDING,False,8,82,86,82,86,False,UNASSIGNED,UNASSIGNED,True,True,0
9084064,normal,PENDING,False,8,83,87,83,87,False,UNASSIGNED,UNASSIGNED,True,True,0
9084065,normal,PENDING,False,8,86,90,86,90,False,UNASSIGNED,UNASSIGNED,True,True,0
9084066,normal,PENDING,False,8,87,91,87,91,False,UNASSIGNED,UNASSIGNED,True,True,0
9084067,normal,PENDING,False,8,90,94,90,94,False,UNASSIGNED,UNASSIGNED,True,True,0
9084068,normal,PENDING,False,8,91,95,91,95,False,UNASSIGNED,UNASSIGNED,True,True,0
9084069,normal,PENDING,False,8,94,98,94,98,False,UNASSIGNED,UNASSIGNED,True,True,0
9084070,normal,PENDING,False,8,95,99,95,99,False,UNASSIGNED,UNASSIGNED,True,True,0
9084071,normal,PENDING,False,8,98,102,98,102,False,UNASSIGNED,UNASSIGNED,True,True,0
9084072,normal,PENDING,False,8,99,103,99,103,False,UNASSIGNED,UNASSIGNED,True,True,0
9084073,normal,PENDING,False,8,102,106,102,106,False,UNASSIGNED,UNASSIGNED,True,True,0
9084074,normal,PENDING,False,8,103,107,103,107,False,UNASSIGNED,UNASSIGNED,True,True,0
9084075,normal,PENDING,False,8,106,110,106,110,False,UNASSIGNED,UNASSIGNED,True,True,0
9084076,normal,PENDING,False,8,107,111,107,111,False,UNASSIGNED,UNASSIGNED,True,True,0
9084077,normal,PENDING,False,8,110,114,110,114,False,UNASSIGNED,UNASSIGNED,True,True,0
9084078,normal,PENDING,False,8,110,114,110,114,False,UNASSIGNED,UNASSIGNED,True,True,0
9084079,normal,PENDING,False,8,111,115,111,115,False,UNASSIGNED,UNASSIGNED,True,True,0
9084080,normal,PENDING,False,8,114,118,114,118,False,UNASSIGNED,UNASSIGNED,True,True,0
9084081,normal,PENDING,False,8,114,118,114,118,False,UNASSIGNED,UNASSIGNED,True,True,0
9084082,normal,PENDING,False,8,115,119,115,119,False,UNASSIGNED,UNASSIGNED,True,True,0
9084083,normal,PENDING,False,8,162,166,162,166,False,UNASSIGNED,UNASSIGNED,True,True,4
9084084,normal,PENDING,False,8,166,170,166,170,False,UNASSIGNED,UNASSIGNED,True,True,4
9084085,normal,PENDING,False,8,170,174,170,174,False,UNASSIGNED,UNASSIGNED,True,True,4
9084086,normal,PENDING,False,8,174,178,174,178,False,UNASSIGNED,UNASSIGNED,True,True,4
9084087,normal,PENDING,False,8,178,182,178,182,False,UNASSIGNED,UNASSIGNED,True,True,4
9084088,normal,PENDING,False,8,182,186,182,186,False,UNASSIGNED,UNASSIGNED,True,True,4
9084089,normal,PENDING,False,8,186,190,186,190,False,UNASSIGNED,UNASSIGNED,True,True,4
9084100,high,PENDING,False,2,0,10,0,10,False,UNASSIGNED,UNASSIGNED,True,True,0
9084134,normal,RUNNING,False,1,0,951,0,951,True,AIDC08,AIDC08,True,True,831
9084180,normal,RUNNING,False,1,0,574,0,574,True,AIDC08,AIDC08,True,True,454
9084191,normal,RUNNING,False,1,0,192,0,192,True,AIDC08,AIDC08,True,True,72
