model,mode,horizon_hours,role,metric,difference_to_LGBM,CI95_low,CI95_high,N_paired_days,block_length_days,bootstrap_draws,seed_aggregation
TRIVIAL_CAP,fixed,1,EXPOSED_EVALUATION,burst_mean_miss_GPUh,168.44328935124224,40.02160608298117,292.1361645570681,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,1,EXPOSED_EVALUATION,calibrated_coverage,0.005376344086021509,-0.010874877810361679,0.021749755620723368,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,1,MAY_HISTORICAL,calibrated_Q90_pinball,13.743041555989034,3.092424048581703,24.592325936044418,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,1,MAY_HISTORICAL,raw_Q90_pinball,-9.186930063071747,-28.56198776148532,7.582603374613796,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,1,MAY_HISTORICAL,mean_forecast_requirement,-244.24684561561398,-401.44150909396456,-103.26642867261604,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,1,MAY_HISTORICAL,burst_mean_miss_GPUh,467.4532056767457,240.76224674762574,805.1309099343555,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,1,MAY_HISTORICAL,calibrated_coverage,-0.004509191814082527,-0.026716961498439096,0.01284252514741591,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,2,EXPOSED_EVALUATION,calibrated_Q90_pinball,12.299759457395396,-8.448675542742764,33.08766960160067,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,2,EXPOSED_EVALUATION,raw_Q90_pinball,17.58845220104212,1.454603885153888,34.78712982184725,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,2,EXPOSED_EVALUATION,mean_forecast_requirement,-275.29263850865374,-605.7439244835081,87.70733133587261,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,2,EXPOSED_EVALUATION,burst_mean_miss_GPUh,493.7574304678194,136.54641021389494,813.8889059808135,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,2,EXPOSED_EVALUATION,calibrated_coverage,-0.004724208375893782,-0.018386108273748734,0.01251596016343205,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,2,MAY_HISTORICAL,calibrated_Q90_pinball,24.684656997616656,-2.5099313422229335,52.40000749766334,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,2,MAY_HISTORICAL,raw_Q90_pinball,-19.82770557153037,-69.8750983750544,23.22932165681443,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,2,MAY_HISTORICAL,mean_forecast_requirement,-460.8295339932068,-740.3750178870816,-163.0459516828794,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,2,MAY_HISTORICAL,burst_mean_miss_GPUh,624.1906490941287,368.3650816144812,891.5344986120415,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,2,MAY_HISTORICAL,calibrated_coverage,-0.020659659296846725,-0.04240666908300114,0.004711852120333416,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,4,EXPOSED_EVALUATION,calibrated_Q90_pinball,53.639561421632145,9.389283326029492,96.36542662295626,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,4,EXPOSED_EVALUATION,raw_Q90_pinball,-42.87176548788845,-102.65023874383125,15.405688134028791,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,4,EXPOSED_EVALUATION,mean_forecast_requirement,-203.03958395231638,-694.7120582765872,311.7131071041549,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,4,EXPOSED_EVALUATION,burst_mean_miss_GPUh,605.8052483877552,228.49873823048188,970.8242103914353,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,4,EXPOSED_EVALUATION,calibrated_coverage,-0.0074354657687991065,-0.02202581369248036,0.005471380471380455,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,4,MAY_HISTORICAL,calibrated_Q90_pinball,40.541707023437965,-17.89716760939328,90.41516376557246,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,4,MAY_HISTORICAL,raw_Q90_pinball,-214.1377832860107,-381.61118795903025,-47.920243396645304,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,4,MAY_HISTORICAL,mean_forecast_requirement,325.947436186216,-205.84537061086306,780.8787255447702,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,4,MAY_HISTORICAL,burst_mean_miss_GPUh,109.9276197040883,-381.2980036967987,725.2034509256366,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,4,MAY_HISTORICAL,calibrated_coverage,0.0011947431302269994,-0.03226802070888092,0.03864994026284346,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,8,EXPOSED_EVALUATION,calibrated_Q90_pinball,96.43879295912207,-0.41533737978640806,200.1239175575988,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,8,EXPOSED_EVALUATION,raw_Q90_pinball,-236.45328531584767,-445.59366283968006,-33.00836450175992,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,8,EXPOSED_EVALUATION,mean_forecast_requirement,-591.9472664627926,-1709.1888950772602,628.1020314575528,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,8,EXPOSED_EVALUATION,burst_mean_miss_GPUh,808.9596333758473,-34.34596943846571,1644.1424705314753,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,8,EXPOSED_EVALUATION,calibrated_coverage,-0.017832167832167834,-0.04807692307692309,0.020109265734265726,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,8,MAY_HISTORICAL,calibrated_Q90_pinball,148.3396313122872,-47.70965045333147,338.3961226745781,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,8,MAY_HISTORICAL,raw_Q90_pinball,-382.78994187704257,-759.0220843508688,-34.13872769666413,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,8,MAY_HISTORICAL,mean_forecast_requirement,-1716.8356351885077,-2850.3162770543254,-867.1127269352762,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,8,MAY_HISTORICAL,burst_mean_miss_GPUh,1335.8241877364703,504.6181458155638,2681.4420351487597,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_CAP,fixed,8,MAY_HISTORICAL,calibrated_coverage,-0.008436724565756825,-0.04866004962779156,0.033263027295285345,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,1,EXPOSED_EVALUATION,calibrated_Q90_pinball,1330.8163405768498,1278.287134742082,1387.0462283100678,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,1,EXPOSED_EVALUATION,raw_Q90_pinball,1325.1420634363371,1270.555535135629,1385.7407941898716,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,1,EXPOSED_EVALUATION,mean_forecast_requirement,14852.874058846011,14737.67583450346,14972.088780219114,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,1,EXPOSED_EVALUATION,burst_mean_miss_GPUh,-2325.467798280433,-2838.786909917794,-1793.4549417739001,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,1,EXPOSED_EVALUATION,calibrated_coverage,0.07196969696969698,0.057792644183773216,0.08749694525904202,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,1,MAY_HISTORICAL,calibrated_Q90_pinball,1275.3684455236928,1214.3646560320963,1342.6678985521,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,1,MAY_HISTORICAL,raw_Q90_pinball,1252.4384739046313,1178.7902958168984,1335.6471159488176,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,1,MAY_HISTORICAL,mean_forecast_requirement,14555.430654384389,14407.209257893195,14701.341473162827,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,1,MAY_HISTORICAL,burst_mean_miss_GPUh,-1719.207813520376,-2804.3628739493893,-1025.9668841467756,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,1,MAY_HISTORICAL,calibrated_coverage,0.09330558446063131,0.06278182448838017,0.1249132847728061,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,2,EXPOSED_EVALUATION,calibrated_Q90_pinball,1766.1213385772462,1651.0608912450275,1869.4649563040489,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,2,EXPOSED_EVALUATION,raw_Q90_pinball,1771.4100313208917,1642.9390159008547,1888.043172670203,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,2,EXPOSED_EVALUATION,mean_forecast_requirement,20274.20402815802,19952.634906643732,20628.049143062177,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,2,EXPOSED_EVALUATION,burst_mean_miss_GPUh,-3101.353288688849,-3780.689404248814,-2382.235298963997,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,2,EXPOSED_EVALUATION,calibrated_coverage,0.06805413687436158,0.050944841675178744,0.08631256384065372,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,2,MAY_HISTORICAL,calibrated_Q90_pinball,1657.6826949743395,1522.5407515372042,1812.0187864169513,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,2,MAY_HISTORICAL,raw_Q90_pinball,1613.0547543777259,1438.970366295028,1816.6156488339548,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,2,MAY_HISTORICAL,mean_forecast_requirement,20029.7410394835,19726.97052423176,20314.77891087333,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,2,MAY_HISTORICAL,burst_mean_miss_GPUh,-2345.615995144844,-4144.524507222632,-1115.0342979960062,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,2,MAY_HISTORICAL,calibrated_coverage,0.09242479159115617,0.04819681043856466,0.14389271475172163,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,4,EXPOSED_EVALUATION,calibrated_Q90_pinball,1499.952354990031,1310.3999614224747,1684.8391363660678,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,4,EXPOSED_EVALUATION,raw_Q90_pinball,1403.4410280805107,1158.1202006893684,1630.9467494997318,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,4,EXPOSED_EVALUATION,mean_forecast_requirement,19108.63236049213,18619.925785904,19631.116081947068,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,4,EXPOSED_EVALUATION,burst_mean_miss_GPUh,-3571.966330018337,-4931.304547492425,-2634.958919053064,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,4,EXPOSED_EVALUATION,calibrated_coverage,0.082351290684624,0.06130751964085297,0.10706018518518516,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,4,MAY_HISTORICAL,calibrated_Q90_pinball,1268.9957929232553,1016.156159013518,1551.2721033789644,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,4,MAY_HISTORICAL,raw_Q90_pinball,1001.5867373675569,639.9340179853075,1414.3522849068106,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,4,MAY_HISTORICAL,mean_forecast_requirement,19163.86301862349,18643.62043682824,19650.80698796534,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,4,MAY_HISTORICAL,burst_mean_miss_GPUh,-3217.402336287447,-4985.089290623681,-1713.9516742404594,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,4,MAY_HISTORICAL,calibrated_coverage,0.11190760653126244,0.04460374352847471,0.1947431302270012,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,8,EXPOSED_EVALUATION,calibrated_Q90_pinball,1055.1202186098585,693.1811855932185,1370.7816162380961,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,8,EXPOSED_EVALUATION,raw_Q90_pinball,722.2281403348882,185.60079399307529,1218.5823050399395,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,8,EXPOSED_EVALUATION,mean_forecast_requirement,16062.95106687055,14923.758952360895,17183.419764328122,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,8,EXPOSED_EVALUATION,burst_mean_miss_GPUh,-3381.7883432764243,-4964.836472942457,-2000.41640145594,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,8,EXPOSED_EVALUATION,calibrated_coverage,0.07709790209790209,0.04475087412587413,0.11626311188811188,88,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,8,MAY_HISTORICAL,calibrated_Q90_pinball,810.9354128810763,516.9838210035192,1112.1374295754395,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,8,MAY_HISTORICAL,raw_Q90_pinball,267.6355912081511,-283.2667676510191,954.4538727656025,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,8,MAY_HISTORICAL,mean_forecast_requirement,14463.272223234435,13383.998680846536,15328.281918185785,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,8,MAY_HISTORICAL,burst_mean_miss_GPUh,-2801.9679799442188,-4680.399657712225,-1306.6312701102504,31,7,1000,mean per-seed daily metric before resampling
TRIVIAL_TRAIN_MAX,fixed,8,MAY_HISTORICAL,calibrated_coverage,0.08387096774193549,0.019764267990074448,0.1503970223325062,31,7,1000,mean per-seed daily metric before resampling
