model,seed,training_mode,horizon_hours,role,N_days,N_windows,N_positive,N_zero,Q50_MAE,Q50_WAPE,unrepaired_raw_Q90_pinball,unrepaired_raw_coverage,raw_crossing_fraction,raw_Q90_pinball,calibrated_Q90_pinball,raw_coverage,calibrated_coverage,positive_coverage,zero_coverage,burst_threshold,N_burst,burst_coverage,burst_mean_miss_GPUh,burst_P90_miss_GPUh,mean_underprediction_GPUh,P90_underprediction_GPUh,mean_overprediction_GPUh,P90_overprediction_GPUh,mean_forecast_requirement,mean_raw_requirement,actionable_coverage,cap_activation,physical_cap_activation,historical_cap_activation,physical_oracle_coverage,log_space_Q90_pinball,actual_secured_reserve,calibration_days_min
F1_LGBM,20260926,fixed,4,EXPOSED_EVALUATION,88,7128,6403,725,1121.3828740199285,0.8482353956851473,711.1535529090195,0.7645903479236813,0.010381593714927048,710.5766620265784,614.0653351170577,0.7654320987654321,0.9151234567901234,0.9055130407621428,1.0,3005.643902777775,677,0.24224519940915806,4274.102495944793,14907.185884236007,413.9632253742455,0.0,2414.9843228023688,4903.2636145411825,3323.0395839523167,1161.4659142135845,0.8937991021324355,0.5258136924803591,0.5258136924803591,0.0028058361391694723,0.9076879910213244,0.3149725602447446,NOT_RUN,84
F1_LGBM,20260926,fixed,4,MAY_HISTORICAL,31,2511,2463,48,1745.413991289246,0.8684152257982591,1285.283028619462,0.599362803663879,0.030266825965750695,1283.5941391756526,1016.1850836199538,0.6017522899243329,0.8757467144563919,0.8733252131546894,1.0,3005.643902777775,359,0.27298050139275765,6110.70156801062,16383.012118890678,890.3926052707894,826.1733585654692,2148.317388762434,4369.040074161276,3267.8089258209516,992.3167587459734,0.8391079251294306,0.5093588211867782,0.5093588211867782,0.0,0.8594185583432895,0.28327113963609585,NOT_RUN,226
F2_TFT,20260924,fixed,4,DEVELOPMENT,58,4698,3950,748,907.7197097319857,0.9031906931961273,436.90651253682495,0.8637718177948063,0.0,436.90651253682495,434.6184924828574,0.8637718177948063,0.8750532141336739,0.8513924050632912,1.0,3005.643902777775,427,0.15456674473067916,3000.36906939834,7166.1556238929115,304.568356815061,327.18218383789116,1605.0697134930253,3228.7349154477415,2305.5158199247358,2141.2708232517493,0.8631332481907195,0.42507449978714346,0.42507449978714346,0.0,0.9114516815666242,0.35563160735502825,NOT_RUN,0
F2_TFT,20260924,fixed,4,EXPOSED_EVALUATION,88,7128,6403,725,1188.481985407691,0.8989904434183883,632.2114193113033,0.8862233445566778,0.0,632.2114193113033,629.4823016890474,0.8862233445566778,0.896324354657688,0.8845853506168984,1.0,3005.643902777775,677,0.11816838995568685,4960.6264958373995,16174.822780507906,484.5815943626577,99.42646321864858,1933.5886676265543,3359.021167346166,2771.02555978809,2473.314600609502,0.8867845117845118,0.593013468013468,0.593013468013468,0.0,0.9076879910213244,0.32104984002262776,NOT_RUN,84
F2_TFT,20260924,fixed,4,MAY_HISTORICAL,31,2511,2463,48,1833.6116645918394,0.9122971946367111,1035.8891182960344,0.8554360812425329,0.0,1035.8891182960344,1004.4064957673053,0.8554360812425329,0.8976503385105535,0.8956557044254974,1.0,3005.643902777775,359,0.3203342618384401,5735.027114943826,16985.52836038499,823.6691605683618,17.803482877247006,2631.0425125577963,4186.794808986048,3817.2574943187424,2842.8293160970634,0.8542413381123058,0.8052568697729988,0.8052568697729988,0.0,0.8594185583432895,0.28128586025453345,NOT_RUN,226
F2_TFT,20260925,fixed,4,DEVELOPMENT,58,4698,3950,748,913.3943328291559,0.9088370030799054,449.95003453640584,0.8216262239250745,0.0,449.95003453640584,431.6460853245613,0.8216262239250745,0.8544061302681992,0.8268354430379747,1.0,3005.643902777775,427,0.20374707259953162,3043.478798924145,7525.524618387349,321.784762190727,488.5676065523923,1420.3979935290693,3326.6857493391494,2103.6276945851146,1620.8111555766125,0.8380161770966369,0.2696892294593444,0.2696892294593444,0.0,0.9114516815666242,0.3597267259384868,NOT_RUN,0
F2_TFT,20260925,fixed,4,EXPOSED_EVALUATION,88,7128,6403,725,1195.9098027805708,0.9046089861608645,650.1812552836593,0.8604096520763187,0.0,650.1812552836593,630.2748831866996,0.8604096520763187,0.8980078563411896,0.8864594721224426,1.0,3005.643902777775,677,0.172821270310192,4802.629457778995,15924.480824677245,476.62989275325833,65.42260923562962,2013.079797087672,4289.6546632301315,2858.4683908586067,1883.425859830195,0.8831369248035915,0.4158249158249158,0.4158249158249158,0.0,0.9076879910213244,0.3229660052266483,NOT_RUN,84
F2_TFT,20260925,fixed,4,MAY_HISTORICAL,31,2511,2463,48,1834.1716320893695,0.9125758014905775,1018.151678477201,0.8474711270410196,0.0,1018.151678477201,968.6592755650516,0.8474711270410196,0.9111907606531262,0.9094600081201787,1.0,3005.643902777775,359,0.4568245125348189,5291.846244978853,15454.117061158411,762.9725087313454,0.0,2819.8401770684072,5121.922323569749,4066.7518106663697,2404.810174441442,0.8482676224611708,0.6618876941457587,0.6618876941457587,0.0,0.8594185583432895,0.2710473739183322,NOT_RUN,226
F2_TFT,20260926,fixed,4,DEVELOPMENT,58,4698,3950,748,908.4517808546716,0.9039191116910422,444.45473542810976,0.8731375053214133,0.0,444.45473542810976,443.57641031499963,0.8731375053214133,0.8765432098765432,0.8531645569620253,1.0,3005.643902777775,427,0.12412177985948478,3001.6848731520204,7308.993877046882,300.5384488306076,303.2863313259561,1730.918063674528,3270.2349208625174,2435.394078090692,2326.91056914023,0.8673903788846318,0.46253724989357176,0.46253724989357176,0.0,0.9114516815666242,0.3602147464175726,NOT_RUN,0
F2_TFT,20260926,fixed,4,EXPOSED_EVALUATION,88,7128,6403,725,1191.091482285613,0.9009643166316009,635.9365949203282,0.8921156004489338,0.0,635.9365949203282,636.3995001688762,0.8921156004489338,0.8996913580246914,0.8883335936279869,1.0,3005.643902777775,677,0.1019202363367799,5020.372391770883,16008.304515817594,483.9003962839783,3.278456042675445,2008.8914351329577,3312.269277580011,2847.0095253731724,2687.1419165426096,0.8919753086419753,0.6185465768799102,0.6185465768799102,0.0,0.9076879910213244,0.3239318167504781,NOT_RUN,84
F2_TFT,20260926,fixed,4,MAY_HISTORICAL,31,2511,2463,48,1832.4069357924639,0.9116977925249161,1046.8064410380466,0.8622062923138192,0.0,1046.8064410380466,1028.3091696313854,0.8622062923138192,0.8920748705694942,0.8899715793747462,1.0,3005.643902777775,359,0.27298050139275765,5879.0255982538565,17194.0992982605,844.1913709237658,158.4052886996642,2685.369357999962,4094.571116002899,3851.062129405504,3061.5674318399433,0.8554360812425329,0.8578255675029869,0.8578255675029869,0.0,0.8594185583432895,0.29002529708127717,NOT_RUN,226
F3_DEEPAR,20260924,fixed,4,DEVELOPMENT,58,4698,3950,748,916.3672670918069,0.9117951040539419,463.3828876479425,0.7926777352064709,0.0,463.3828876479425,480.3863764333241,0.7926777352064709,0.8695189442315879,0.8448101265822785,1.0,3005.643902777775,427,0.4215456674473068,2569.8064819450715,7235.2078197287365,278.75289250221465,283.8674561379831,2295.0877318133093,5921.8893095687035,3021.3493025578664,1629.0600170510634,0.8333333333333334,0.34674329501915707,0.34674329501915707,0.1209025117071094,0.9114516815666242,0.3669189142375544,NOT_RUN,0
F3_DEEPAR,20260924,fixed,4,EXPOSED_EVALUATION,88,7128,6403,725,1182.0820914028334,0.8941494415185708,660.6442645978556,0.8313692480359147,0.0,660.6442645978556,699.3362379828808,0.8313692480359147,0.9113355780022446,0.9012962673746682,1.0,3005.643902777775,677,0.3988183161004431,4126.213672324682,14514.332915215338,410.8415706307571,0.0,3295.788244151994,8268.886803780451,4206.965160045431,2061.8891334522987,0.8754208754208754,0.4689955106621773,0.4689955106621773,0.08375420875420875,0.9076879910213244,0.33107427267451817,NOT_RUN,84
F3_DEEPAR,20260924,fixed,4,MAY_HISTORICAL,31,2511,2463,48,1783.0208863292507,0.8871262023406291,1035.6299273132227,0.8578255675029869,0.0,1035.6299273132227,1100.1372432453377,0.8578255675029869,0.9235364396654719,0.9220462850182704,1.0,3005.643902777775,359,0.5793871866295265,4619.093993931114,12153.122880345869,669.8651255741185,0.0,4972.586302286313,11378.646175707017,6312.605319041501,3419.27556377063,0.8430904022301872,0.65073675826364,0.65073675826364,0.14774990043807248,0.8594185583432895,0.2876838218849844,NOT_RUN,226
F3_DEEPAR,20260925,fixed,4,DEVELOPMENT,58,4698,3950,748,904.1796086219157,0.8996682552218185,476.74844379556373,0.7703277990634313,0.0,476.74844379556373,446.3847273847582,0.7703277990634313,0.8507875691783737,0.8225316455696202,1.0,3005.643902777775,427,0.3255269320843091,2694.36373337097,7255.5194629911475,301.6954746408071,559.3029888382899,1748.5880020803186,4141.8083532428545,2451.9069906862833,1383.7878035394726,0.8222647935291614,0.24584929757343552,0.24584929757343552,0.06896551724137931,0.9114516815666242,0.36873834131964456,NOT_RUN,0
F3_DEEPAR,20260925,fixed,4,EXPOSED_EVALUATION,88,7128,6403,725,1172.903461937943,0.8872065511138967,708.6270268108004,0.7805836139169473,0.0,708.6270268108004,688.645904963592,0.7805836139169473,0.8956228956228957,0.8838044666562549,1.0,3005.643902777775,677,0.2717872968980798,4744.641896747302,16273.310305412024,475.59774805583174,71.31733158340569,2606.079317133436,6056.270545144011,3452.5000556017967,1555.8734687479791,0.8710718294051627,0.44107744107744107,0.44107744107744107,0.02511223344556678,0.9076879910213244,0.34199449986490604,NOT_RUN,84
F3_DEEPAR,20260925,fixed,4,MAY_HISTORICAL,31,2511,2463,48,1760.9091423145726,0.876124700538116,1107.4521864722203,0.8044603743528475,0.0,1107.4521864722203,1111.6128082801727,0.8044603743528475,0.9147749900438072,0.9131140885099472,1.0,3005.643902777775,359,0.4986072423398329,5066.877158618347,15421.803021289203,732.99128179092,0.0,4519.2065466834465,9924.652744751704,5796.099407221835,2380.0114669161744,0.8458781362007168,0.7045001991238551,0.7045001991238551,0.1003584229390681,0.8594185583432895,0.30021036786457994,NOT_RUN,226
F3_DEEPAR,20260926,fixed,4,DEVELOPMENT,58,4698,3950,748,897.6012524145742,0.8931227213534902,471.97969218377347,0.8048105576841209,0.0,471.97969218377347,447.18695723554225,0.8048105576841209,0.8465304384844615,0.8174683544303798,1.0,3005.643902777775,427,0.20374707259953162,2994.553442068313,7221.018160932979,331.1020808094685,704.0232220052077,1491.9508450702067,3595.6044111284923,2165.8632275075097,1574.9896379635659,0.8299276287782035,0.2443593018305662,0.2443593018305662,0.032779906343124735,0.9114516815666242,0.38397453394132325,NOT_RUN,0
F3_DEEPAR,20260926,fixed,4,EXPOSED_EVALUATION,88,7128,6403,725,1171.827232836955,0.886392470893417,681.7907138994271,0.8007856341189674,0.0,681.7907138994271,658.8932733409056,0.8007856341189674,0.8966049382716049,0.8848977042011557,1.0,3005.643902777775,677,0.2968980797636632,4447.844538912397,15867.14970094978,445.9504633543391,56.80823805304154,2575.378563220004,6035.987600068256,3451.4465863898577,1685.3677102114616,0.8706509539842873,0.4595959595959596,0.4595959595959596,0.01936026936026936,0.9076879910213244,0.3302446516509452,NOT_RUN,84
F3_DEEPAR,20260926,fixed,4,MAY_HISTORICAL,31,2511,2463,48,1799.2963479038376,0.8952239136623,1075.9638392324243,0.8343289526085225,0.0,1075.9638392324243,1105.0563204202276,0.8343289526085225,0.9283154121863799,0.9269183922046285,1.0,3005.643902777775,359,0.5515320334261838,4867.871538276179,14410.362553835595,701.2649683977638,0.0,4739.178488622403,9466.061991355555,6047.797662553946,2808.0863525013865,0.8518518518518519,0.8044603743528475,0.8044603743528475,0.07447232178414974,0.8594185583432895,0.29540298225731965,NOT_RUN,226
SEASONAL,0,fixed,4,DEVELOPMENT,58,4698,3950,748,910.4296393855541,0.9058871018078141,493.912172499527,0.7916134525329928,0.0,493.912172499527,453.9833110850427,0.7916134525329928,0.8639846743295019,0.8382278481012658,1.0,3005.643902777775,427,0.1920374707259953,2679.325634518505,6295.363019249936,279.39526222644116,387.11514048822505,2025.2757508124575,4605.257825984048,2750.894951832788,1452.3300088394585,0.8471690080885483,0.36866751809280546,0.36866751809280546,0.04789272030651341,0.9114516815666242,0.3650387790591691,NOT_RUN,0
SEASONAL,0,fixed,4,EXPOSED_EVALUATION,88,7128,6403,725,1186.35330354081,0.8973802678508155,695.6334373713996,0.7863355780022446,0.0,695.6334373713996,645.2814650505277,0.7863355780022446,0.8943602693602694,0.8823988755270967,1.0,3005.643902777775,677,0.21861152141802068,4862.755109091201,15780.211912269871,481.6828103093681,67.05434363477964,2117.669357720963,4494.081443616229,2958.005033935788,1453.3006975620397,0.875561167227834,0.42059483726150393,0.42059483726150393,0.0021043771043771043,0.9076879910213244,0.3290720212219347,NOT_RUN,84
SEASONAL,0,fixed,4,MAY_HISTORICAL,31,2511,2463,48,1826.4038363423165,0.908711003722657,1181.8432891787252,0.7100756670649144,0.0,1181.8432891787252,1050.472053093441,0.7100756670649144,0.8861011549183592,0.8838814453917986,1.0,3005.643902777775,359,0.3871866295264624,6011.154138139209,17010.943868846625,872.7201196572939,294.7314119714142,2650.239454018764,5780.661346722016,3787.403476690777,1475.4263997964508,0.8327359617682198,0.5607327757865392,0.5607327757865392,0.0015929908403026682,0.8594185583432895,0.28796556693582603,NOT_RUN,226
TRIVIAL_CAP,0,fixed,4,DEVELOPMENT,58,4698,3950,748,2615.844410269145,2.6027928014274253,461.92799043328137,0.9114516815666242,0.0,461.92799043328137,461.92799043328137,0.9114516815666242,0.9114516815666242,0.8946835443037975,1.0,3005.643902777775,427,0.02576112412177986,2755.3102901379134,7507.637888888895,250.42943675795848,0.0,2365.414973511187,3120.0,3120.0,3120.0,0.9114516815666242,0.0,0.0,0.0,0.9114516815666242,0.3625547692728859,NOT_RUN,0
TRIVIAL_CAP,0,fixed,4,EXPOSED_EVALUATION,88,7128,6403,725,2773.795003858026,2.0981514495692077,667.7048965386899,0.9076879910213244,0.0,667.7048965386899,667.7048965386899,0.9076879910213244,0.9076879910213244,0.8972356707793222,1.0,3005.643902777775,677,0.028064992614475627,5137.074268422788,16391.620222222216,487.9067451911093,0.0,2285.888258666916,3120.0,3120.0,3120.0,0.9076879910213244,0.0,0.0,0.0,0.9076879910213244,0.3400336990105641,NOT_RUN,84
TRIVIAL_CAP,0,fixed,4,MAY_HISTORICAL,31,2511,2463,48,3027.005397915838,1.5060596450140464,1069.4563558896418,0.8594185583432895,0.0,1069.4563558896418,1056.726790643392,0.8594185583432895,0.8769414575866189,0.8745432399512789,1.0,3005.643902777775,359,0.1392757660167131,6283.3723034664245,17854.243222222318,898.3395686756061,671.9994444444401,2482.211788353467,3558.5988888888905,3593.7563620071683,3120.0,0.8594185583432895,1.0,1.0,0.0,0.8594185583432895,0.2977771403429091,NOT_RUN,226
TRIVIAL_TRAIN_MAX,0,fixed,4,DEVELOPMENT,58,4698,3950,748,21426.65748119767,21.31975037650434,2142.665748119767,1.0,0.0,2142.665748119767,2142.6657481197667,1.0,1.0,1.0,1.0,3005.643902777775,427,1.0,0.0,0.0,0.0,0.0,21426.657481197668,22431.671944444442,22431.671944444442,22431.671944444446,0.9114516815666242,1.0,1.0,1.0,0.9114516815666242,0.510553451199379,NOT_RUN,0
TRIVIAL_TRAIN_MAX,0,fixed,4,EXPOSED_EVALUATION,88,7128,6403,725,21115.758146550383,15.972362233804482,2114.017690107089,0.9974747474747475,0.0,2114.017690107089,2114.0176901070886,0.9974747474747475,0.9974747474747475,0.9971888177416836,1.0,3005.643902777775,677,0.9734121122599705,32.137533645165966,0.0,3.052344315064164,0.0,21112.705802235312,22431.671944444442,22431.671944444435,22431.671944444442,0.9076879910213244,1.0,1.0,1.0,0.9076879910213244,0.46510248821448635,NOT_RUN,84
TRIVIAL_TRAIN_MAX,0,fixed,4,MAY_HISTORICAL,31,2511,2463,48,20907.791994778534,10.402486170445599,2285.1808765432093,0.9876543209876543,0.0,2285.1808765432093,2285.1808765432093,0.9876543209876543,0.9876543209876543,0.9874137231019082,1.0,3005.643902777775,359,0.9136490250696379,1699.6609021974623,0.0,243.00209633169612,0.0,20664.78989844683,22389.943055555552,22431.671944444442,22431.67194444445,0.8594185583432895,1.0,1.0,1.0,0.8594185583432895,0.39472594187666354,NOT_RUN,226
F1_LGBM,20260924,expanding,4,DEVELOPMENT,58,4698,3950,748,888.5992582344727,0.8841656421180135,553.8314237811428,0.73009791400596,0.013409961685823755,553.9184522225524,479.3356004345234,0.73009791400596,0.8463175819497658,0.8172151898734177,1.0,3005.643902777775,427,0.24121779859484777,3104.120215566393,7744.616892834651,342.4416726727858,639.960614737783,1711.3809502901631,4415.665768827045,2373.953740864149,944.3470591707476,0.8265219242230737,0.2552149851000426,0.2552149851000426,0.05065985525755641,0.9114516815666242,0.40534489194893325,NOT_RUN,0
F1_LGBM,20260924,expanding,4,EXPOSED_EVALUATION,88,7128,6403,725,1096.2586393601637,0.8292309453572093,673.0973743133892,0.8263187429854096,0.0009820426487093155,673.0714981050772,671.6581345063265,0.8264590347923682,0.9207351290684624,0.9117601124472904,1.0,3005.643902777775,677,0.45937961595273263,3759.715778764846,14547.205217869123,370.4587986212371,0.0,3382.452157472133,6805.735807679899,4334.011845375088,1536.856811878645,0.879769921436588,0.6360830527497194,0.6360830527497194,0.04250841750841751,0.9076879910213244,0.33965420681178576,NOT_RUN,84
F1_LGBM,20260924,expanding,4,MAY_HISTORICAL,31,2511,2463,48,1631.2844377693914,0.8116310803262785,989.3024468082971,0.8446833930704899,0.0,989.3024468082971,1024.9180884856198,0.8446833930704899,0.9629629629629629,0.9622411693057247,1.0,3005.643902777775,359,0.7437325905292479,3828.226971320109,10108.867516480379,547.3850872535012,0.0,5322.715099574689,9538.95403503273,6785.2141546504945,2807.653307095905,0.8590203106332138,0.8498606133014736,0.8498606133014736,0.09000398247710076,0.8594185583432895,0.2854935667538715,NOT_RUN,226
F1_LGBM,20260925,expanding,4,DEVELOPMENT,58,4698,3950,748,888.5992582344727,0.8841656421180135,553.8314237811428,0.73009791400596,0.013409961685823755,553.9184522225524,479.3356004345234,0.73009791400596,0.8463175819497658,0.8172151898734177,1.0,3005.643902777775,427,0.24121779859484777,3104.120215566393,7744.616892834651,342.4416726727858,639.960614737783,1711.3809502901631,4415.665768827045,2373.953740864149,944.3470591707476,0.8265219242230737,0.2552149851000426,0.2552149851000426,0.05065985525755641,0.9114516815666242,0.40534489194893325,NOT_RUN,0
F1_LGBM,20260925,expanding,4,EXPOSED_EVALUATION,88,7128,6403,725,1096.2586393601637,0.8292309453572093,673.0973743133892,0.8263187429854096,0.0009820426487093155,673.0714981050772,671.6581345063265,0.8264590347923682,0.9207351290684624,0.9117601124472904,1.0,3005.643902777775,677,0.45937961595273263,3759.715778764846,14547.205217869123,370.4587986212371,0.0,3382.452157472133,6805.735807679899,4334.011845375088,1536.856811878645,0.879769921436588,0.6360830527497194,0.6360830527497194,0.04250841750841751,0.9076879910213244,0.33965420681178576,NOT_RUN,84
F1_LGBM,20260925,expanding,4,MAY_HISTORICAL,31,2511,2463,48,1631.2844377693914,0.8116310803262785,989.3024468082971,0.8446833930704899,0.0,989.3024468082971,1024.9180884856198,0.8446833930704899,0.9629629629629629,0.9622411693057247,1.0,3005.643902777775,359,0.7437325905292479,3828.226971320109,10108.867516480379,547.3850872535012,0.0,5322.715099574689,9538.95403503273,6785.2141546504945,2807.653307095905,0.8590203106332138,0.8498606133014736,0.8498606133014736,0.09000398247710076,0.8594185583432895,0.2854935667538715,NOT_RUN,226
F1_LGBM,20260926,expanding,4,DEVELOPMENT,58,4698,3950,748,888.5992582344727,0.8841656421180135,553.8314237811428,0.73009791400596,0.013409961685823755,553.9184522225524,479.3356004345234,0.73009791400596,0.8463175819497658,0.8172151898734177,1.0,3005.643902777775,427,0.24121779859484777,3104.120215566393,7744.616892834651,342.4416726727858,639.960614737783,1711.3809502901631,4415.665768827045,2373.953740864149,944.3470591707476,0.8265219242230737,0.2552149851000426,0.2552149851000426,0.05065985525755641,0.9114516815666242,0.40534489194893325,NOT_RUN,0
F1_LGBM,20260926,expanding,4,EXPOSED_EVALUATION,88,7128,6403,725,1096.2586393601637,0.8292309453572093,673.0973743133892,0.8263187429854096,0.0009820426487093155,673.0714981050772,671.6581345063265,0.8264590347923682,0.9207351290684624,0.9117601124472904,1.0,3005.643902777775,677,0.45937961595273263,3759.715778764846,14547.205217869123,370.4587986212371,0.0,3382.452157472133,6805.735807679899,4334.011845375088,1536.856811878645,0.879769921436588,0.6360830527497194,0.6360830527497194,0.04250841750841751,0.9076879910213244,0.33965420681178576,NOT_RUN,84
F1_LGBM,20260926,expanding,4,MAY_HISTORICAL,31,2511,2463,48,1631.2844377693914,0.8116310803262785,989.3024468082971,0.8446833930704899,0.0,989.3024468082971,1024.9180884856198,0.8446833930704899,0.9629629629629629,0.9622411693057247,1.0,3005.643902777775,359,0.7437325905292479,3828.226971320109,10108.867516480379,547.3850872535012,0.0,5322.715099574689,9538.95403503273,6785.2141546504945,2807.653307095905,0.8590203106332138,0.8498606133014736,0.8498606133014736,0.09000398247710076,0.8594185583432895,0.2854935667538715,NOT_RUN,226
F3_DEEPAR,20260924,expanding,4,DEVELOPMENT,58,4698,3950,748,910.5714482594065,0.906028203134251,465.4513314407584,0.7935291613452533,0.0,465.4513314407584,487.79731602826087,0.7935291613452533,0.8720732226479353,0.8478481012658228,1.0,3005.643902777775,427,0.4262295081967213,2524.113904026434,7322.582690391064,271.8191858525822,259.8883783570518,2431.600487609369,6224.925289640697,3164.7957650035587,1646.075831748212,0.8352490421455939,0.36888037462750106,0.36888037462750106,0.13750532141336738,0.9114516815666242,0.3656596777917173,NOT_RUN,0
