model,seed,training_mode,horizon_hours,role,axis,value,N_days,N_windows,N_positive,N_zero,Q50_MAE,Q50_WAPE,unrepaired_raw_Q90_pinball,unrepaired_raw_coverage,raw_crossing_fraction,raw_Q90_pinball,calibrated_Q90_pinball,raw_coverage,calibrated_coverage,positive_coverage,zero_coverage,burst_threshold,N_burst,burst_coverage,burst_mean_miss_GPUh,burst_P90_miss_GPUh,mean_underprediction_GPUh,P90_underprediction_GPUh,mean_overprediction_GPUh,P90_overprediction_GPUh,mean_forecast_requirement,mean_raw_requirement,actionable_coverage,cap_activation,physical_cap_activation,historical_cap_activation,physical_oracle_coverage,log_space_Q90_pinball,actual_secured_reserve,calibration_days_min
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,8.5,58,58,50,8,1600.2085572583694,0.8616125851544414,1058.9577731388579,0.6206896551724138,0.0,1058.9577731388579,789.0920684014538,0.6206896551724138,0.7241379310344828,0.68,1.0,3005.643902777775,12,0.08333333333333333,3431.4063249224305,8963.411870411133,733.8073479352747,1621.5768255791334,1286.654552597067,3085.76434527963,2410.072348339953,1273.9675891349743,0.7068965517241379,0.22413793103448276,0.22413793103448276,0.017241379310344827,0.7931034482758621,0.42587995525652006,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,8.75,58,58,51,7,1730.8360543988297,0.8685636064241892,1157.7233667211199,0.5689655172413793,0.0,1157.7233667211199,883.0035596219369,0.5689655172413793,0.7068965517241379,0.6666666666666666,1.0,3005.643902777775,13,0.15384615384615385,3693.352248679066,8870.795285772727,843.5507017482805,2418.835455477257,1238.079280484844,2873.7399161235217,2387.285403449208,1262.8519696192498,0.6724137931034483,0.22413793103448276,0.22413793103448276,0.017241379310344827,0.7758620689655172,0.44773215120506604,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,9.0,58,58,51,7,1671.2748736691187,0.8606130690235432,1125.5859359886165,0.5862068965517241,0.0,1125.5859359886165,862.237001246029,0.5862068965517241,0.7068965517241379,0.6666666666666666,1.0,3005.643902777775,12,0.08333333333333333,3735.0021475643684,9022.499677121992,824.5239086448071,1944.926523876347,1201.6548346570241,2592.528462146468,2319.089436548616,1227.13230774904,0.6896551724137931,0.20689655172413793,0.20689655172413793,0.017241379310344827,0.7931034482758621,0.44714896645055086,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,9.25,58,58,51,7,1665.0875842751818,0.8683957866837503,1130.890681841418,0.603448275862069,0.0,1130.890681841418,889.0527748191482,0.603448275862069,0.7241379310344828,0.6862745098039216,1.0,3005.643902777775,12,0.16666666666666666,3797.960158806856,9060.260607293952,851.1712653630977,1826.3506084099668,1229.9863599236028,2633.9476941166727,2296.2444623765973,1219.0991788928268,0.6896551724137931,0.20689655172413793,0.20689655172413793,0.017241379310344827,0.7931034482758621,0.46378286116996315,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,9.5,58,58,51,7,1615.8198219899741,0.8625544916542209,1128.079786615813,0.6379310344827587,0.0,1128.079786615813,895.4596597670215,0.6379310344827587,0.7068965517241379,0.6666666666666666,1.0,3005.643902777775,11,0.09090909090909091,4132.554822767362,8990.169005968186,855.971390559274,1836.0113680451263,1250.854082636749,3103.7731545095703,2268.1786259855207,1198.6830805128625,0.6896551724137931,0.20689655172413793,0.20689655172413793,0.017241379310344827,0.8103448275862069,0.4593500654204751,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,9.75,58,58,51,7,1660.647027536255,0.8581208764821101,1199.8588605527118,0.6379310344827587,0.0,1199.8588605527118,993.1707417747897,0.6379310344827587,0.7068965517241379,0.6666666666666666,1.0,3005.643902777775,13,0.07692307692307693,4005.0173692984754,8948.204239849072,956.4980872431814,2600.7790263447787,1323.224632559265,3286.849106209467,2301.93995527777,1213.4791755038143,0.7068965517241379,0.1896551724137931,0.1896551724137931,0.017241379310344827,0.7931034482758621,0.49308227433308993,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,10.0,58,58,51,7,1506.908399033512,0.8516050043834611,1049.2251404518336,0.6206896551724138,0.0,1049.2251404518336,829.8071967112375,0.6206896551724138,0.7068965517241379,0.6666666666666666,1.0,3005.643902777775,12,0.08333333333333333,3452.659457213426,8868.042434346802,773.5597488107945,2097.285159617243,1336.0342278152248,3319.544196367105,2331.9666629124763,1227.1530839509173,0.7068965517241379,0.2413793103448276,0.2413793103448276,0.017241379310344827,0.8103448275862069,0.4268784846099543,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,10.25,58,58,51,7,1425.3549489412364,0.8494588740871801,978.6396618688361,0.6379310344827587,0.0,978.6396618688361,795.4592450955889,0.6379310344827587,0.7413793103448276,0.7058823529411765,1.0,3005.643902777775,10,0.1,3784.1823112359066,9088.05352073277,726.9649646635776,1809.729243503895,1411.9077689836915,3505.2596552168834,2362.899197998275,1241.5237965853332,0.7413793103448276,0.2413793103448276,0.2413793103448276,0.017241379310344827,0.8448275862068966,0.436620303129644,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,10.5,58,58,51,7,1361.619724064827,0.8344032226877028,935.1564183014465,0.6551724137931034,0.0,935.1564183014465,786.9943904809774,0.6551724137931034,0.7586206896551724,0.7254901960784313,1.0,3005.643902777775,10,0.1,3708.772637978949,9247.10214179258,709.3309278104616,1796.0147204491404,1485.965554515621,3353.0061858381346,2408.4832186591825,1262.062325862385,0.7586206896551724,0.22413793103448276,0.22413793103448276,0.034482758620689655,0.8448275862068966,0.4323966128260881,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,10.75,58,58,50,8,1477.437073670562,0.8401681349688653,1045.6120433334138,0.6551724137931034,0.0,1045.6120433334138,905.2054753958159,0.6551724137931034,0.7586206896551724,0.72,1.0,3005.643902777775,10,0.0,4486.81578110818,9185.640171565694,838.7627636055588,2105.17188634448,1503.1898815081297,3222.622245796138,2422.928794147782,1269.7042377580199,0.7586206896551724,0.20689655172413793,0.20689655172413793,0.034482758620689655,0.8275862068965517,0.49215027564141656,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,11.0,58,58,50,8,1481.7813246026878,0.8361502893900103,1064.74137744317,0.6379310344827587,0.0,1064.74137744317,915.6574724527019,0.6379310344827587,0.7413793103448276,0.7,1.0,3005.643902777775,10,0.0,4576.104315662483,9336.877142429823,850.9186968075658,2113.8836682903366,1498.306453258926,3302.263444387311,2419.534873309598,1270.4352043370848,0.7413793103448276,0.22413793103448276,0.22413793103448276,0.034482758620689655,0.8275862068965517,0.47849650781037056,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,11.25,58,58,51,7,1308.5934273034973,0.8192202489420974,905.2222145531457,0.6724137931034483,0.0,905.2222145531457,797.7465747197307,0.6724137931034483,0.7586206896551724,0.7254901960784313,1.0,3005.643902777775,8,0.0,4764.682919565097,8892.411057471381,712.1060828771272,1817.3774528295316,1568.5110013031617,3405.776670387914,2453.769520916456,1285.220762015051,0.7586206896551724,0.2413793103448276,0.2413793103448276,0.034482758620689655,0.8620689655172413,0.45043820955174907,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,11.5,58,58,51,7,1283.9001370518495,0.824726285022103,859.4748791085046,0.6724137931034483,0.0,859.4748791085046,775.2470450937025,0.6724137931034483,0.7758620689655172,0.7450980392156863,1.0,3005.643902777775,8,0.0,4570.351546035632,8845.095173735579,686.3600969500546,1603.85048320173,1575.2295783865343,3481.539280850523,2445.628566685522,1287.447830362855,0.7758620689655172,0.22413793103448276,0.22413793103448276,0.034482758620689655,0.8620689655172413,0.4514722532020492,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,11.75,58,58,51,7,1285.3370833344145,0.823318836264073,834.1388485908964,0.6551724137931034,0.0,834.1388485908964,748.3158096984503,0.6551724137931034,0.7931034482758621,0.7647058823529411,1.0,3005.643902777775,7,0.14285714285714285,4890.69829403318,9198.325580014125,658.2500413627527,1228.642682703902,1558.9077247197283,3579.0385634243826,2461.8233299087,1290.4180376801264,0.7758620689655172,0.2413793103448276,0.2413793103448276,0.034482758620689655,0.8793103448275862,0.44971422987516296,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,12.0,58,58,51,7,1356.122197669127,0.8604179936257639,917.7665517627539,0.6896551724137931,0.0,917.7665517627539,825.6051314854561,0.6896551724137931,0.8103448275862069,0.7843137254901961,1.0,3005.643902777775,8,0.125,5055.934956174271,8839.00992513328,740.021019715108,1947.8714158795506,1595.862137418589,3624.335002040863,2431.961338009994,1273.801872879739,0.7931034482758621,0.2413793103448276,0.2413793103448276,0.034482758620689655,0.8620689655172413,0.47154697040018123,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,12.25,58,58,51,7,1170.2728329994977,0.8351281336394366,772.0167088951299,0.7068965517241379,0.0,772.0167088951299,724.9106141925679,0.7068965517241379,0.8103448275862069,0.7843137254901961,1.0,3005.643902777775,6,0.0,5587.996669216535,9704.875622786063,624.9817918221881,1120.3649459167884,1624.2700155259838,3350.506043975064,2400.597538837895,1258.1663759693697,0.8103448275862069,0.22413793103448276,0.22413793103448276,0.017241379310344827,0.896551724137931,0.4610540992692093,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,12.5,58,58,51,7,1213.554635788558,0.8516950182525765,825.3873890081204,0.7241379310344828,0.0,825.3873890081204,768.1713227205671,0.7241379310344828,0.8275862068965517,0.803921568627451,1.0,3005.643902777775,6,0.0,6036.44550334747,10326.651596645468,672.8222613545438,1231.4974054525273,1626.312875014778,3613.459101166044,2378.360560978242,1244.5328660216276,0.8275862068965517,0.2413793103448276,0.2413793103448276,0.017241379310344827,0.896551724137931,0.46794391383931305,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,12.75,58,58,51,7,1061.344472768017,0.8395068470072126,689.238840779258,0.7413793103448276,0.0,689.238840779258,655.4745234993071,0.7413793103448276,0.8275862068965517,0.803921568627451,1.0,3005.643902777775,7,0.14285714285714285,4097.946968855412,8350.945004427209,543.8560588672152,1246.914309308745,1660.0407051881346,3494.3217915268383,2380.43219421364,1244.554103226556,0.8275862068965517,0.2413793103448276,0.2413793103448276,0.017241379310344827,0.896551724137931,0.4514003847852549,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,13.0,58,58,51,7,1034.1392016529796,0.8546315988545059,691.738883068774,0.7413793103448276,0.0,691.738883068774,659.4001764055686,0.7413793103448276,0.8275862068965517,0.803921568627451,1.0,3005.643902777775,7,0.14285714285714285,4105.46406411957,8328.88715980093,540.5072604048736,1198.0674963103675,1729.4364204118249,3609.950425026482,2398.9700747579086,1247.3605763386802,0.8103448275862069,0.25862068965517243,0.25862068965517243,0.017241379310344827,0.8793103448275862,0.456670141599119,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,13.25,58,58,51,7,1027.6336237806095,0.8715613893462326,683.9600917610027,0.7413793103448276,0.0,683.9600917610027,645.767168129966,0.7413793103448276,0.8275862068965517,0.803921568627451,1.0,3005.643902777775,7,0.14285714285714285,4068.747245813581,8296.5878754283,527.6131544921842,1111.4984213903947,1709.1532908700012,3838.4523039564324,2360.6121287149813,1234.9688753487358,0.8103448275862069,0.2413793103448276,0.2413793103448276,0.017241379310344827,0.8793103448275862,0.4507986443627866,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,13.5,58,58,51,7,1022.7330453026894,0.8779356449630179,674.6894428270023,0.7413793103448276,0.0,674.6894428270023,641.2619201918924,0.7413793103448276,0.8275862068965517,0.803921568627451,1.0,3005.643902777775,7,0.14285714285714285,4010.880145133189,8293.282997117818,521.1813982034741,1201.1271184425352,1721.9866180876566,3718.1346113684044,2365.734621225178,1237.541225677319,0.8103448275862069,0.27586206896551724,0.27586206896551724,0.017241379310344827,0.8793103448275862,0.448281883219105,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,13.75,58,58,51,7,916.7174378641886,0.868928611462897,575.3284893571982,0.7758620689655172,0.0,575.3284893571982,579.5836062230146,0.7758620689655172,0.8620689655172413,0.8431372549019608,1.0,3005.643902777775,5,0.0,4846.656228668641,8521.918202103314,455.54323607926005,846.3632797140169,1695.9469375168067,3635.4451414197556,2295.40111523065,1203.9427217401503,0.8620689655172413,0.2413793103448276,0.2413793103448276,0.017241379310344827,0.9137931034482759,0.4274144513454292,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,14.0,58,58,50,8,867.6825205777606,0.8585397384714576,530.4460906531015,0.7586206896551724,0.0,530.4460906531015,526.0365151860732,0.7586206896551724,0.8620689655172413,0.84,1.0,3005.643902777775,3,0.0,6962.849582666342,8816.145748133766,405.7133980570485,321.22151690152816,1608.944569347295,3414.748327794179,2213.880395428178,1161.5032397406192,0.8620689655172413,0.22413793103448276,0.22413793103448276,0.0,0.9482758620689655,0.4075733417167509,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,14.25,58,58,50,8,851.5291130292678,0.8598013948429452,514.7586417966045,0.7413793103448276,0.0,514.7586417966045,518.2111748871444,0.7413793103448276,0.8793103448275862,0.86,1.0,3005.643902777775,3,0.0,6908.446968614228,8784.359753542956,400.05696848893285,309.27596974966207,1581.5990324710485,3281.610764074192,2171.920909767556,1141.3358906007084,0.8793103448275862,0.22413793103448276,0.22413793103448276,0.0,0.9482758620689655,0.39970042961340546,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,14.5,58,58,50,8,829.790426559106,0.885651712165114,511.88280820392134,0.7413793103448276,0.0,511.88280820392134,525.4111634285229,0.7413793103448276,0.8793103448275862,0.86,1.0,3005.643902777775,3,0.0,6984.524082874657,8930.513860653436,405.8567694838975,315.7311748252215,1601.4007089301508,3272.945652163063,2132.470290020966,1127.3102337778716,0.8793103448275862,0.20689655172413793,0.20689655172413793,0.0,0.9482758620689655,0.42115338274623615,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,14.75,58,58,50,8,693.6906772010907,0.8802301725097116,386.66568077393737,0.7413793103448276,0.017241379310344827,386.4676657281101,410.67153290858863,0.7413793103448276,0.8793103448275862,0.86,1.0,3005.643902777775,2,0.0,6830.892280863884,8785.20491685925,286.3386170761826,113.66113835174146,1529.6677754002442,3083.9381684418513,2031.4078891669733,1072.8547378645173,0.8793103448275862,0.1896551724137931,0.1896551724137931,0.0,0.9655172413793104,0.3430660189076302,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,15.0,58,58,50,8,789.085053502349,0.9038302715554773,465.6028071023593,0.7586206896551724,0.017241379310344827,465.3536441271978,486.919919251653,0.7586206896551724,0.896551724137931,0.88,1.0,3005.643902777775,3,0.0,6521.114576225688,8347.892647083987,379.9575426837206,124.92140623161589,1449.5813083630458,2832.261222944855,1942.669378706145,1019.447192474271,0.896551724137931,0.13793103448275862,0.13793103448275862,0.0,0.9482758620689655,0.3919327546617038,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,15.25,58,58,50,8,755.6303164840056,0.8997884695843267,465.91192952292334,0.7931034482758621,0.017241379310344827,465.67737760271547,481.66322129248886,0.7931034482758621,0.896551724137931,0.88,1.0,3005.643902777775,4,0.0,4880.611223490916,7556.689272915348,371.03098806656584,95.22851326748807,1477.353320325796,3211.045009076397,1946.1089510331763,1021.8466847576491,0.896551724137931,0.1724137931034483,0.1724137931034483,0.0,0.9310344827586207,0.40053687470158705,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,15.5,58,58,50,8,738.2962802528398,0.9025859627805238,456.97931519684107,0.8103448275862069,0.017241379310344827,456.74890335791076,481.53452873042824,0.8103448275862069,0.8793103448275862,0.86,1.0,3005.643902777775,4,0.0,4841.433868404845,7486.14915245667,368.5696493757898,230.23153737828792,1498.218442922174,3168.246726240624,1947.6277015923615,1020.7546131345646,0.8793103448275862,0.1724137931034483,0.1724137931034483,0.0,0.9310344827586207,0.4008269623373201,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,15.75,58,58,50,8,744.4714395518611,0.9428548052576452,459.8821709038321,0.8275862068965517,0.05172413793103448,459.81762663623954,485.72187246249007,0.8275862068965517,0.9137931034482759,0.9,1.0,3005.643902777775,4,0.0,5074.034563089166,7486.334522969102,373.1510495898589,0.0,1498.85927831617,3104.103429255555,1915.3011070788014,1003.8023359505888,0.9137931034482759,0.15517241379310345,0.15517241379310345,0.0,0.9310344827586207,0.41624341907850726,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,16.0,58,58,50,8,670.7337829323973,0.9377421546148337,373.147715781676,0.8103448275862069,0.05172413793103448,373.0210593960102,400.5884883147203,0.8103448275862069,0.896551724137931,0.88,1.0,3005.643902777775,4,0.0,3546.7975934352476,5518.63870803285,279.77283695672685,208.25343176348738,1487.9293505366616,3269.429763550021,1923.4211304381722,1008.4720603284453,0.896551724137931,0.15517241379310345,0.15517241379310345,0.0,0.9310344827586207,0.4104361857977722,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,16.25,58,58,49,9,572.4207878043507,0.911374228435663,306.7073495995744,0.8448275862068966,0.05172413793103448,306.55168529206617,334.7390548363464,0.8448275862068966,0.896551724137931,0.8775510204081632,1.0,3005.643902777775,3,0.0,3337.7431836241517,5343.535284020773,209.52660991051982,101.57221982741429,1461.6510591687863,3143.430983524373,1880.2097845073085,989.6781461489011,0.896551724137931,0.1724137931034483,0.1724137931034483,0.0,0.9482758620689655,0.39434044305956434,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,16.5,58,58,49,9,545.0068197988523,0.924098836654227,273.6537569835596,0.8448275862068966,0.06896551724137931,273.4731942543445,307.9541412881079,0.8448275862068966,0.896551724137931,0.8775510204081632,1.0,3005.643902777775,2,0.0,3983.192133862336,5718.521568075297,178.43859467604918,11.144689191216344,1473.5940607966363,3136.06449488663,1884.9266011780587,990.734776127238,0.896551724137931,0.1724137931034483,0.1724137931034483,0.0,0.9655172413793104,0.3840432720861588,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,16.75,58,58,48,10,536.9461527053454,0.9404525710801016,260.91084845324906,0.8620689655172413,0.05172413793103448,260.7274361111968,305.59958085777106,0.8620689655172413,0.9137931034482759,0.8958333333333334,1.0,3005.643902777775,2,0.0,4161.1634460769465,5752.7338399514965,174.4991287076975,0.0,1485.503650208433,3235.0512235504675,1881.9489467880921,989.1458633408499,0.9137931034482759,0.15517241379310345,0.15517241379310345,0.0,0.9655172413793104,0.38815979140073276,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,17.0,58,58,49,9,638.8967044015469,0.9516817121546385,312.22065438813974,0.8275862068965517,0.05172413793103448,312.11983591820723,322.10098181544794,0.8275862068965517,0.896551724137931,0.8775510204081632,1.0,3005.643902777775,3,0.0,3228.132227176473,5404.40326892079,200.01163637435823,127.11952779214586,1420.9050907852559,3223.8814269921236,1892.2278892767986,994.6530151934292,0.896551724137931,0.15517241379310345,0.15517241379310345,0.0,0.9482758620689655,0.3905186977577567,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,17.25,58,58,49,9,693.2396783603964,0.9407502121383696,354.64416815404826,0.7931034482758621,0.034482758620689655,354.7006591277501,337.35662803286306,0.7931034482758621,0.8793103448275862,0.8571428571428571,1.0,3005.643902777775,4,0.25,2657.8413866270516,5340.095873637214,225.19188511125844,179.03037539986076,1346.8393143273036,3059.299675226469,1858.548329599187,973.2151817065335,0.8793103448275862,0.15517241379310345,0.15517241379310345,0.0,0.9482758620689655,0.38632573766893225,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,17.5,58,58,49,9,758.0435205544645,0.9352001458686058,383.4134756550965,0.8103448275862069,0.034482758620689655,383.4818377961946,377.4406991184718,0.8103448275862069,0.8793103448275862,0.8571428571428571,1.0,3005.643902777775,4,0.25,3381.973096604222,5548.414568304364,271.541690627807,166.58202138031086,1330.5317755344554,3029.0634890197443,1869.5583080867248,977.3021403399074,0.8793103448275862,0.15517241379310345,0.15517241379310345,0.017241379310344827,0.9482758620689655,0.3864262891243383,NOT_RUN,0
F0_FROZEN,20260907,fixed,4,DEVELOPMENT,lead_hours,17.75,58,58,49,9,757.9621020981755,0.9385903378565449,383.3331266318686,0.7758620689655172,0.034482758620689655,383.39105927081204,374.548530391934,0.7758620689655172,0.8793103448275862,0.8571428571428571,1.0,3005.643902777775,4,0.25,3388.4453442584654,5645.955612175592,270.3268608421286,137.39983047024765,1312.543556340183,3102.844403449006,1849.770397605334,966.5267116144607,0.8793103448275862,0.15517241379310345,0.15517241379310345,0.017241379310344827,0.9482758620689655,0.38272910335337457,NOT_RUN,0
