N,coverage,GPU_coverage,underprediction_rate,positive_residual_mean_sec,positive_residual_P95_sec,positive_residual_max_sec,MAE_sec,WAPE,log_MAE,completion_slot_MAE,positive_error_sec,GPU_underprediction_sec,overreservation_GPU_hours,overreservation_P95_sec,track,role,u_hours,body,group,Q50_MAE_sec,Q50_WAPE,Q50_pinball,raw_Q90_MAE_sec,overconservative_warning,coverage_gate,GPU_gate,coverage_min,coverage_max
285,0.9087719298245615,0.9112627986348123,0.0912280701754386,429.70080523574563,4263.804980468753,9735.60498046875,8103.3793639065925,2.041213026420302,2.1544392213632095,9.028070175438597,122464.7294921875,244929.458984375,1261.6469124348957,11095.39501953125,PW,CALIBRATION,6,B0,2025-04-04,4281.654545512953,1.0785338610531674,2140.8272727564763,8103.3793639065925,False,PASS,PASS,0.88,1.0
228,0.9605263157894737,0.9631901840490797,0.039473684210526314,190.37914396587172,0.0,8165.60498046875,9668.122628195244,3.9421005499663178,2.6955974165919874,10.649122807017545,43406.44482421875,86812.8896484375,1136.5613270399306,11095.39501953125,PW,CALIBRATION,6,B0,2025-04-05,5062.339577658135,2.064128931815963,2531.1697888290673,9668.122628195244,False,PASS,PASS,0.88,1.0
867,1.0,1.0,0.0,0.0,0.0,0.0,6298.273814094658,3.874549010339552,2.228869236944462,6.567474048442906,0.0,0.0,3383.9012708452015,21378.38671875,PW,CALIBRATION,6,B0,2025-04-06,4314.428101175522,2.6541340727647724,2157.214050587761,6298.273814094658,True,PASS,PASS,0.88,1.0
174,1.0,1.0,0.0,0.0,0.0,0.0,9225.828610475035,6.147113791605677,3.058601832847451,10.195402298850574,0.0,0.0,2336.895654568142,11095.39501953125,PW,CALIBRATION,6,B0,2025-04-07,3842.393225658899,2.5601633617388297,1921.1966128294496,9225.828610475035,True,PASS,PASS,0.88,1.0
816,0.9877450980392157,0.9877450980392157,0.012254901960784314,83.18244965871175,0.0,8031.515283584595,6822.427474657695,3.407755867404569,2.2446929190123144,7.042892156862745,67876.87892150879,67876.87892150879,1527.562205666436,21380.38671875,PW,CALIBRATION,6,B0,GPU_1,5237.861789460276,2.6162761439370255,2618.930894730138,6822.427474657695,True,PASS,PASS,0.88,1.0
1290,0.9178294573643411,0.9177555726364335,0.08217054263565891,385.9182620972626,4068.60498046875,10130.60498046875,8727.00065293423,2.4598742212069684,2.3125803942477363,9.707751937984495,497834.55810546875,1006273.1865234375,6298.61711968316,11095.39501953125,PW,CALIBRATION,6,B0,GPU_2_4,4536.059401117369,1.2785762291561762,2268.0297005586845,8727.00065293423,False,PASS,PASS,0.88,1.0
28,1.0,1.0,0.0,0.0,0.0,0.0,3633.630608694894,3.8280403733710977,2.2466296921728484,3.642857142857143,0.0,0.0,3167.518024359809,6743.9582733154275,PW,CALIBRATION,6,B0,GPU_5_PLUS,807.7464019230434,0.8509631745746563,403.8732009615217,3633.630608694894,True,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT,0.88,1.0
2134,0.9765698219306467,0.9857752489331437,0.023430178069353328,56.51453511019349,0.0,5786.822734849002,13745.888472263643,4.70331300136682,2.89477942393379,15.047797563261481,120602.01792515292,241204.03585030584,28281.131337433075,16949.60811784215,PW,CALIBRATION,6,B1,OVERALL,9282.208011580022,3.176013664765768,4641.104005790011,13745.888472263643,True,FAIL,PASS,0.9,0.95
181,0.8784530386740331,0.8918918918918919,0.12154696132596685,362.3486197054035,3465.822734849002,5786.822734849002,9535.478482306093,1.4194648270060948,1.2870496481543128,10.767955801104973,65585.10016667804,131170.20033335607,1101.639993595605,14122.177265150998,PW,CALIBRATION,6,B1,2025-04-02,6454.2255729560575,0.9607851565471441,3227.1127864780287,9535.478482306093,False,FAIL,PASS,0.88,1.0
399,0.9699248120300752,0.9676113360323887,0.03007518796992481,61.12737317415847,0.0,4679.568491374102,13034.841223143336,3.1333866206103687,2.7295162570098936,14.105263157894736,24389.82189648923,48779.64379297846,2619.759359282619,20358.20989543162,PW,CALIBRATION,6,B1,2025-04-03,9170.226758571529,2.2043894007895006,4585.1133792857645,13034.841223143336,False,PASS,PASS,0.88,1.0
285,0.9578947368421052,0.9590443686006825,0.042105263157894736,85.57832244382186,0.0,4679.568491374102,12296.219522396328,3.0973748528464338,2.4695600497958834,13.228070175438596,24389.82189648923,48779.64379297846,2008.1289259673017,16151.431508625898,PW,CALIBRATION,6,B1,2025-04-04,7776.944009952645,1.958985098187939,3888.4720049763223,12296.219522396328,False,PASS,PASS,0.88,1.0
228,0.9824561403508771,0.983640081799591,0.017543859649122806,27.356464760949166,0.0,3109.5684913741025,13959.913610609052,5.692044385264172,3.124573801565495,14.969298245614034,6237.27396549641,12474.54793099282,1878.5251213982747,17222.55811784215,PW,CALIBRATION,6,B1,2025-04-05,9002.581427744879,3.670731388318605,4501.2907138724395,13959.913610609052,True,PASS,PASS,0.88,1.0
867,1.0,1.0,0.0,0.0,0.0,0.0,15186.670803591815,9.342480506441332,3.2659914546931175,16.870818915801614,0.0,0.0,12057.130172877964,16932.55811784215,PW,CALIBRATION,6,B1,2025-04-06,10502.660203331005,6.4609880259069286,5251.330101665502,15186.670803591815,True,PASS,PASS,0.88,1.0
174,1.0,1.0,0.0,0.0,0.0,0.0,14671.128118753435,9.775283912689062,3.4918637105984933,15.660919540229886,0.0,0.0,8615.947764311313,16151.431508625898,PW,CALIBRATION,6,B1,2025-04-07,9231.451647622756,6.1508603872407,4615.725823811378,14671.128118753435,True,PASS,PASS,0.88,1.0
816,1.0,1.0,0.0,0.0,0.0,0.0,15357.74754991465,7.671089874937168,3.2988324303725105,17.15563725490196,0.0,0.0,3481.0894446473208,19438.750428381754,PW,CALIBRATION,6,B1,GPU_1,11158.614032326197,5.573651399302042,5579.3070161630985,15357.74754991465,True,PASS,PASS,0.88,1.0
1290,0.9612403100775194,0.9615680245964643,0.03875968992248062,93.48993637608753,0.0,5786.822734849002,12686.134820882236,3.5758328953661733,2.6227632493997035,13.672093023255814,120602.0179251529,241204.0358503058,9103.106622208925,16151.431508625898,PW,CALIBRATION,6,B1,GPU_2_4,8131.757498838767,2.292093405284026,4065.8787494193834,12686.134820882236,False,PASS,PASS,0.88,1.0
28,1.0,1.0,0.0,0.0,0.0,0.0,15596.07429079192,16.430509449250273,3.651694134468628,17.0,0.0,0.0,15696.935270576832,17245.790009685334,PW,CALIBRATION,6,B1,GPU_5_PLUS,7601.274029699299,8.007964212189794,3800.6370148496494,15596.07429079192,True,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT,0.88,1.0
2134,0.9775070290534208,0.9863442389758179,0.022492970946579195,55.355494376757264,0.0,5791.259765625,13437.849111026095,4.597913809778391,2.8743264312805397,14.994845360824742,118128.625,236257.25,29724.10327419705,16329.0078125,PW,CALIBRATION,6,B2,OVERALL,8967.83185741135,3.068446266979532,4483.915928705675,13437.849111026095,True,FAIL,PASS,0.9,0.95
181,0.8784530386740331,0.8918918918918919,0.12154696132596685,362.8879273135359,3470.259765625,5791.259765625,9506.525536300069,1.4151548504726659,1.2853641760778318,10.740331491712707,65682.71484375,131365.4296875,1092.4997102864584,14117.740234375,PW,CALIBRATION,6,B2,2025-04-02,7438.144495505654,1.1072527203696068,3719.072247752827,9506.525536300069,False,FAIL,PASS,0.88,1.0
399,0.9724310776942355,0.970310391363023,0.02756892230576441,58.391364152568926,0.0,4582.650390625,13063.029463306704,3.1401626643744946,2.731607775484036,14.68671679197995,23298.154296875,46596.30859375,2648.1724131944443,20158.28515625,PW,CALIBRATION,6,B2,2025-04-03,9679.8520654664,2.3268959270150473,4839.9260327332,13063.029463306704,False,PASS,PASS,0.88,1.0
285,0.9614035087719298,0.962457337883959,0.03859649122807018,81.7479098135965,0.0,4582.650390625,12374.132490405702,3.117000858008696,2.4743170708434463,14.035087719298245,23298.154296875,46596.30859375,2024.5773893229166,16248.349609375,PW,CALIBRATION,6,B2,2025-04-04,8572.420984100878,2.1593629762225155,4286.210492050439,12374.132490405702,False,PASS,PASS,0.88,1.0
228,0.9824561403508771,0.983640081799591,0.017543859649122806,25.65614720394737,0.0,3012.650390625,13989.228335731908,5.703997232623793,3.126600325128781,15.732456140350877,5849.6015625,11699.203125,1903.0364615885417,16593.0078125,PW,CALIBRATION,6,B2,2025-04-05,9295.514858312774,3.790172678231244,4647.757429156387,13989.228335731908,True,PASS,PASS,0.88,1.0
867,1.0,1.0,0.0,0.0,0.0,0.0,14352.630350255911,8.829398555983087,3.2107955606238665,15.80161476355248,0.0,0.0,12667.290946723091,16313.7078125,PW,CALIBRATION,6,B2,2025-04-06,8820.184703505713,5.425968911910902,4410.092351752856,14352.630350255911,True,PASS,PASS,0.88,1.0
174,1.0,1.0,0.0,0.0,0.0,0.0,14848.493051813937,9.893461094619964,3.5025585958840066,16.71264367816092,0.0,0.0,9388.526353081597,16552.731347656245,PW,CALIBRATION,6,B2,2025-04-07,9880.290516118894,6.583177800175716,4940.145258059447,14848.493051813937,True,PASS,PASS,0.88,1.0
816,1.0,1.0,0.0,0.0,0.0,0.0,14388.84856818704,7.187131459524297,3.2354975536357897,15.757352941176471,0.0,0.0,3261.4723421223957,19231.21875,PW,CALIBRATION,6,B2,GPU_1,9119.356227500766,4.555056071560124,4559.678113750383,14388.84856818704,True,PASS,PASS,0.88,1.0
1290,0.9627906976744186,0.9631053036126057,0.037209302325581395,91.57257751937985,0.0,5791.259765625,12758.73855226502,3.5962976637665167,2.6272153448342084,14.432558139534883,118128.625,236257.25,9156.167848307292,16248.349609375,PW,CALIBRATION,6,B2,GPU_2_4,8975.852156386265,2.530017838996711,4487.9260781931325,12758.73855226502,False,PASS,PASS,0.88,1.0
28,1.0,1.0,0.0,0.0,0.0,0.0,17010.60138811384,17.920717844352,3.7335287767763483,18.678571428571427,0.0,0.0,17306.46308376736,18363.3728515625,PW,CALIBRATION,6,B2,GPU_5_PLUS,4182.472154889788,4.406246532354356,2091.236077444894,17010.60138811384,True,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT,0.88,1.0
2134,0.9892221180880975,0.993456614509246,0.01077788191190253,13.002343017806936,0.0,2681.0,15668.407685098407,5.361124944723451,3.0061644927575357,17.182755388940954,27747.0,55494.0,32641.157222222224,18545.0,PW,CALIBRATION,6,B3,OVERALL,8990.244611059044,3.0761150470544134,4495.122305529522,15668.407685098407,True,FAIL,PASS,0.9,0.95
181,0.9337016574585635,0.941031941031941,0.06629834254143646,69.7182320441989,360.0,2681.0,11986.779005524862,1.784368893392198,1.4312936874723674,13.154696132596685,12619.0,25238.0,1404.8875,17228.0,PW,CALIBRATION,6,B3,2025-04-02,6803.50276243094,1.0127790534716785,3401.75138121547,11986.779005524862,False,PASS,PASS,0.88,1.0
399,0.9874686716791979,0.9865047233468286,0.012531328320802004,18.06015037593985,0.0,2286.0,14441.135338345865,3.4714393126059595,2.813611892082068,15.81704260651629,7206.0,14412.0,2993.7880555555557,18555.0,PW,CALIBRATION,6,B3,2025-04-03,8015.974937343359,1.9269240177029752,4007.9874686716794,14441.135338345865,True,PASS,PASS,0.88,1.0
285,0.9824561403508771,0.9829351535836177,0.017543859649122806,25.28421052631579,0.0,2286.0,14645.684210526315,3.689196821331127,2.6054082066146007,16.07017543859649,7206.0,14412.0,2395.572222222222,18545.0,PW,CALIBRATION,6,B3,2025-04-04,8286.663157894736,2.0873815754933855,4143.331578947368,14645.684210526315,True,PASS,PASS,0.88,1.0
228,0.9956140350877193,0.9959100204498977,0.0043859649122807015,3.1403508771929824,0.0,716.0,16118.75,6.572292851816151,3.248874963448323,17.635964912280702,716.0,1432.0,2165.8683333333333,18545.0,PW,CALIBRATION,6,B3,2025-04-05,9361.021929824561,3.816882668636228,4680.5109649122805,16118.75,True,PASS,PASS,0.88,1.0
867,1.0,1.0,0.0,0.0,0.0,0.0,16939.449826989618,10.420748684501813,3.366296219461729,18.602076124567475,0.0,0.0,13744.109444444444,18546.0,PW,CALIBRATION,6,B3,2025-04-06,9834.44982698962,6.049920814672275,4917.22491349481,16939.449826989618,True,PASS,PASS,0.88,1.0
174,1.0,1.0,0.0,0.0,0.0,0.0,17064.16091954023,11.369747191226363,3.6298624847508076,18.660919540229884,0.0,0.0,9936.931666666667,18545.0,PW,CALIBRATION,6,B3,2025-04-07,9959.16091954023,6.6357286728496705,4979.580459770115,17064.16091954023,True,PASS,PASS,0.88,1.0
816,1.0,1.0,0.0,0.0,0.0,0.0,16562.970588235294,8.273090540480982,3.3688162818360716,18.182598039215687,0.0,0.0,3754.2733333333335,18553.0,PW,CALIBRATION,6,B3,GPU_1,9505.862745098038,4.748113433917545,4752.931372549019,16562.970588235294,True,PASS,PASS,0.88,1.0
1290,0.982170542635659,0.9823212913143735,0.017829457364341085,21.509302325581395,0.0,2681.0,15060.275968992248,4.245030577364622,2.760240751830294,16.50077519379845,27747.0,55494.0,10863.487222222222,18545.0,PW,CALIBRATION,6,B3,GPU_2_4,8631.082170542635,2.432837738507377,4315.541085271318,15060.275968992248,True,PASS,PASS,0.88,1.0
28,1.0,1.0,0.0,0.0,0.0,0.0,17615.785714285714,18.558281285273534,3.767513275188153,19.464285714285715,0.0,0.0,18023.396666666667,18543.0,PW,CALIBRATION,6,B3,GPU_5_PLUS,10510.785714285714,11.073143201143804,5255.392857142857,17615.785714285714,True,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT,0.88,1.0
2856,0.9859943977591037,0.9490047393364929,0.014005602240896359,79.57232878455261,0.0,15901.722925186157,34005.85034152774,7.348771384386836,4.143712502861455,37.523809523809526,227258.57100868225,1430008.5924301147,44762.31314141167,42503.87109375,PW,DEVELOPMENT,8,B0,OVERALL,28622.543941209715,6.1854219127304155,14311.271970604857,34005.85034152774,True,FAIL,PASS,0.9,0.95
646,1.0,1.0,0.0,0.0,0.0,0.0,40173.41264149574,5.367381434363959,2.3183618454577912,44.356037151702786,0.0,0.0,13138.965167100694,106627.65234375,PW,DEVELOPMENT,8,B0,2025-03-22,34601.976108988005,4.6230079036863385,17300.988054494002,40173.41264149574,True,PASS,PASS,0.88,1.0
287,0.926829268292683,0.9095801937567277,0.07317073170731707,584.1411490091464,4929.195703124977,13177.595703125,29305.4158659081,3.710806542827858,2.132144931217222,32.271777003484324,167648.509765625,670594.0390625,5205.674396701389,41479.23046875,PW,DEVELOPMENT,8,B0,2025-03-23,24866.920687264268,3.148780839982195,12433.460343632134,29305.4158659081,False,PASS,PASS,0.88,1.0
723,0.9986168741355463,0.9809782608695652,0.0013831258644536654,21.99408426720077,0.0,15901.722925186157,39566.43446938131,14.981226483987724,3.4049594879560288,43.71092669432918,15901.722925186157,445248.2419052124,15883.6835546875,41481.23046875,PW,DEVELOPMENT,8,B0,2025-03-24,34005.367997925314,12.875613546692,17002.683998962657,39566.43446938131,True,PASS,PASS,0.88,1.0
214,1.0,1.0,0.0,0.0,0.0,0.0,26857.852402161214,1.716045002016082,1.2563874938686332,30.126168224299064,0.0,0.0,1596.5501150173611,41653.57109375,PW,DEVELOPMENT,8,B0,2025-03-25,21281.403183411214,1.3597455605141107,10640.701591705607,26857.852402161214,True,PASS,PASS,0.88,1.0
109,1.0,1.0,0.0,0.0,0.0,0.0,9731.39669491829,220.9377712447602,5.963529821825301,10.128440366972477,0.0,0.0,294.64506659613716,55192.51796875,PW,DEVELOPMENT,8,B0,2025-03-26,4154.947476168291,94.33227971304807,2077.4737380841457,9731.39669491829,True,PASS,PASS,0.88,1.0
134,0.9477611940298507,0.6651982378854625,0.05223880597014925,99.07542669951026,8.04999999999987,5535.483154296875,9743.292504154035,11.091770345144727,5.246839459037017,10.291044776119403,13276.107177734375,145439.9169921875,408.28113321940106,55059.76796875,PW,DEVELOPMENT,8,B0,2025-03-27,4724.19976761092,5.3780320014600695,2362.09988380546,9743.292504154035,False,PASS,FAIL,0.88,1.0
146,0.9315068493150684,0.6762295081967213,0.0684931506849315,166.45121660624466,638.468017578125,5535.483154296875,10442.371783948924,9.457085933692756,5.02451021641294,11.102739726027398,24301.87762451172,156465.68743896484,488.8839739312066,54819.91796875,PW,DEVELOPMENT,8,B0,2025-03-28,5620.545940242401,5.0902215560686965,2810.2729701212006,10442.371783948924,False,PASS,FAIL,0.88,1.0
537,0.9981378026070763,0.996937212863706,0.00186219739292365,11.415928334497206,0.0,6130.353515625,41896.6414724453,280.93271487423516,8.88968711292185,46.32960893854749,6130.353515625,12260.70703125,6424.629512803819,42503.87109375,PW,DEVELOPMENT,8,B0,2025-03-29,36362.64882212378,243.82521592658387,18181.32441106189,41896.6414724453,True,PASS,PASS,0.88,1.0
60,1.0,1.0,0.0,0.0,0.0,0.0,33575.1822265625,4.097632627909212,2.229353632365045,36.983333333333334,0.0,0.0,1321.0002213541666,41615.93046875,PW,DEVELOPMENT,8,B0,2025-03-30,28048.78633626302,3.423171951507606,14024.39316813151,33575.1822265625,True,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT,0.88,1.0
1143,0.9973753280839895,0.9973753280839895,0.0026246719160104987,9.646343348011674,0.0,3681.5901489257812,32083.88540080714,9.053330196336974,6.260279481619932,35.41294838145232,11025.770446777344,11025.770446777344,10183.570900743272,55503.217968749996,PW,DEVELOPMENT,8,B0,GPU_1,26568.56193041864,7.497033510531642,13284.28096520932,32083.88540080714,True,PASS,PASS,0.88,1.0
1691,0.9834417504435246,0.9688914027149321,0.01655824955647546,109.36832027784965,0.0,13177.595703125,35669.2173971924,6.680111798268495,2.7457538559112966,39.3518628030751,184941.82958984375,727506.611328125,33777.87875108507,41480.23046875,PW,DEVELOPMENT,8,B0,GPU_2_4,30308.78199844315,5.676212347593711,15154.390999221576,35669.2173971924,True,PASS,PASS,0.88,1.0
22,0.5909090909090909,0.738255033557047,0.4090909090909091,1422.3168623664162,2718.0,15901.722925186157,6008.22471037778,0.9721116959125058,1.6306222879422747,6.681818181818182,31290.970972061157,691476.2106552124,800.8634895833334,19751.28398437499,PW,DEVELOPMENT,8,B0,GPU_5_PLUS,5725.856829957528,0.9264254687258914,2862.928414978764,6008.22471037778,False,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT,0.88,1.0
2856,0.9292717086834734,0.9012322274881517,0.07072829131652661,275.8417269322998,1363.891535439412,14165.236369696988,11748.4690864002,2.538881179720337,3.429087750527331,13.121848739495798,787803.9721186484,2028679.9182263478,16646.60370035482,15698.155455427317,PW,DEVELOPMENT,8,B1,OVERALL,9224.147898814792,1.9933674189403248,4612.073949407396,11748.4690864002,False,PASS,PASS,0.9,0.95
646,0.8746130030959752,0.8516228748068007,0.12538699690402477,553.5318965357042,4377.986369696988,14165.236369696988,7576.965417273389,1.0123228482582,1.2029700925971214,8.595975232198143,357581.6051620649,905552.3419168033,2494.7811455192395,13104.763630303012,PW,DEVELOPMENT,8,B1,2025-03-22,4442.159995116273,0.5934961836334963,2221.0799975581367,7576.965417273389,False,FAIL,FAIL,0.88,1.0
287,0.8850174216027874,0.8622174381054898,0.11498257839721254,518.2123632041357,3499.4363696969863,13591.236369696988,9715.012621137083,1.230166211021404,1.4915305798098455,10.857142857142858,148726.94823958696,528178.506790377,2938.683029737632,21996.31938076463,PW,DEVELOPMENT,8,B1,2025-03-23,5649.970697368626,0.7154291318203578,2824.985348684313,9715.012621137083,False,PASS,FAIL,0.88,1.0
723,0.9723374827109267,0.9551630434782609,0.027662517289073305,113.20991719657417,0.0,13591.236369696988,13545.603819141841,5.128836130886933,2.4427034714022415,15.593360995850622,81850.77013312312,213128.99073492622,5395.344883948016,15516.059743365773,PW,DEVELOPMENT,8,B1,2025-03-24,10694.939265888366,4.049475509317289,5347.469632944183,13545.603819141841,False,PASS,PASS,0.88,1.0
214,0.7616822429906542,0.7616822429906542,0.2383177570093458,770.2790124579484,5350.857032666684,8804.857032666685,5787.682300660427,0.36979588451778284,0.5670092014448406,6.649532710280374,164839.70866600095,164839.70866600095,298.25675102092515,19042.842967333316,PW,DEVELOPMENT,8,B1,2025-03-25,4742.080025740657,0.30298858618635216,2371.0400128703286,5787.682300660427,False,FAIL,FAIL,0.88,1.0
109,1.0,1.0,0.0,0.0,0.0,0.0,14779.450277501064,335.54677780621034,6.686955530673321,15.990825688073395,0.0,0.0,447.4889111798933,15017.246456798135,PW,DEVELOPMENT,8,B1,2025-03-26,12547.724904806217,284.87857001122217,6273.862452403108,14779.450277501064,True,PASS,PASS,0.88,1.0
134,0.9925373134328358,0.9823788546255506,0.007462686567164179,6.384659092657065,0.0,855.5443184160467,15166.68080190005,17.265759011244736,5.999450186965008,16.507462686567163,855.5443184160467,3422.177273664187,987.8785391386435,20541.034908466703,PW,DEVELOPMENT,8,B1,2025-03-27,11752.208925285795,13.378722068731333,5876.1044626428975,15166.68080190005,True,PASS,PASS,0.88,1.0
146,0.9931506849315068,0.9836065573770492,0.00684931506849315,5.859892591890731,0.0,855.5443184160467,15557.90765203895,14.089947442778016,5.729146534956917,16.97945205479452,855.5443184160467,3422.177273664187,1080.7440708523973,23437.85171755531,PW,DEVELOPMENT,8,B1,2025-03-28,11735.51248777083,10.62821285901422,5867.756243885415,15557.90765203895,True,PASS,PASS,0.88,1.0
537,0.9962756052141527,0.9234303215926493,0.0037243947858473,29.300972634509893,0.0,12605.311152365906,15766.828066233233,105.7225032349035,7.923130371977579,17.089385474860336,15734.622304731813,175417.5576182953,2704.2845128090266,15698.155455427317,PW,DEVELOPMENT,8,B1,2025-03-29,15077.101565651019,101.09762802965096,7538.5507828255095,15766.828066233233,True,PASS,PASS,0.88,1.0
60,0.7833333333333333,0.8045112781954887,0.21666666666666667,289.32048293847635,1743.8214597160438,3604.1714597160444,7618.789314766362,0.9298236855630309,1.2815199766250323,8.316666666666666,17359.22897630858,34718.45795261716,299.1418561490438,14839.828540283956,PW,DEVELOPMENT,8,B1,2025-03-30,5890.947711633896,0.7189518552605502,2945.473855816948,7618.789314766362,False,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT,0.88,1.0
1143,0.9413823272090989,0.9413823272090989,0.05861767279090114,159.6019273799152,598.7606689577729,8804.857032666685,13207.793838573181,3.726933857666125,5.8233406161865755,14.396325459317586,182425.00299524306,182425.00299524306,4142.800931803862,15698.155455427317,PW,DEVELOPMENT,8,B1,GPU_1,11869.861989779287,3.3494004431183346,5934.930994889643,13207.793838573181,False,PASS,PASS,0.88,1.0
1691,0.9225310467179184,0.9202488687782805,0.07746895328208162,349.68789819003626,1635.1118688062325,14165.236369696988,10713.226351360929,2.0063672535994623,1.8185193982693886,12.209343583678297,591322.2358393513,1209552.8333416544,10338.448320071375,15516.059743365773,PW,DEVELOPMENT,8,B1,GPU_2_4,7433.967885177989,1.3922294965079722,3716.9839425889945,10713.226351360929,False,PASS,PASS,0.88,1.0
22,0.8181818181818182,0.7114093959731543,0.18181818181818182,638.9424220024517,4436.3895712230715,4521.183172215555,15502.436050840772,2.508244968622425,2.8309085786938977,17.045454545454547,14056.733284053938,636702.0818894506,2165.354448479581,22717.66938076463,PW,DEVELOPMENT,8,B1,GPU_5_PLUS,9367.020493697242,1.5155541972401823,4683.510246848621,15502.436050840772,False,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT,0.88,1.0
2856,0.9292717086834734,0.907867298578199,0.07072829131652661,283.95639456954655,1593.3154296875,13725.375,11884.608527346485,2.5683013417767087,3.43588805047208,13.102941176470589,810979.462890625,1697403.38671875,17338.768745388454,16457.595703125,PW,DEVELOPMENT,8,B2,OVERALL,9102.549957831034,1.9670897208346385,4551.274978915517,11884.608527346485,False,PASS,PASS,0.9,0.95
646,0.8668730650154799,0.8516228748068007,0.13312693498452013,584.4214154411765,4395.375,13725.375,7884.251681017802,1.0533779261968172,1.2249200763145387,8.571207430340557,377536.234375,828550.1171875,2610.3228059895832,13544.625,PW,DEVELOPMENT,8,B2,2025-03-22,4470.1116478509575,0.5972306729905934,2235.0558239254788,7884.251681017802,False,FAIL,FAIL,0.88,1.0
287,0.9198606271777003,0.898815931108719,0.08013937282229965,448.68276350174216,3072.922656249999,13151.375,10329.555619827961,1.3079828914201996,1.5227122261126125,11.313588850174217,128771.953125,402954.21875,3218.864087999132,23534.456640625,PW,DEVELOPMENT,8,B2,2025-03-23,5556.951850705031,0.7036505941471517,2778.4759253525153,10329.555619827961,False,PASS,PASS,0.88,1.0
723,0.975103734439834,0.9578804347826086,0.024896265560165973,95.37639933437067,0.0,13151.375,14390.806864842669,5.448859363265858,2.493733734643415,16.450899031811893,68957.13671875,138943.5078125,5741.9979036458335,16456.595703125,PW,DEVELOPMENT,8,B2,2025-03-24,11679.562058318206,4.422287900742219,5839.781029159103,14390.806864842669,True,PASS,PASS,0.88,1.0
214,0.7102803738317757,0.7102803738317757,0.2897196261682243,994.7896831191589,6191.628906249999,9645.62890625,5395.931768399532,0.34476553090435125,0.5469115783619297,6.135514018691588,212884.9921875,212884.9921875,261.62344618055556,18202.07109375,PW,DEVELOPMENT,8,B2,2025-03-25,5426.833080826519,0.3467399271424436,2713.4165404132596,5395.931768399532,False,FAIL,FAIL,0.88,1.0
109,1.0,1.0,0.0,0.0,0.0,0.0,13970.224313718463,317.1744324505962,6.630238491358251,15.146788990825687,0.0,0.0,422.9873472764757,15507.219140624997,PW,DEVELOPMENT,8,B2,2025-03-26,10732.963643205276,243.67695003319622,5366.481821602638,13970.224313718463,True,PASS,PASS,0.88,1.0
134,0.9925373134328358,0.9823788546255506,0.007462686567164179,0.056684351679104475,0.0,7.595703125,14874.44867216651,16.933081770045728,5.969679649388449,16.20149253731343,7.595703125,30.3828125,1011.8774297417534,22431.007421874998,PW,DEVELOPMENT,8,B2,2025-03-27,10031.349226766557,11.419694300238033,5015.6746133832785,14874.44867216651,True,PASS,PASS,0.88,1.0
146,0.9931506849315068,0.9836065573770492,0.00684931506849315,0.05202536386986301,0.0,7.595703125,15247.887233786387,13.809178878195734,5.700446252810134,16.636986301369863,7.595703125,30.3828125,1108.0638245985242,23465.20556640625,PW,DEVELOPMENT,8,B2,2025-03-28,10191.448115100598,9.229838068150979,5095.724057550299,15247.887233786387,True,PASS,PASS,0.88,1.0
537,0.9962756052141527,0.9234303215926493,0.0037243947858473,26.070399790502794,0.0,12513.2421875,15076.036349220205,101.09048535345258,7.878638089278603,16.098696461824954,13999.8046875,96381.484375,2642.5676801215277,15006.759765625,PW,DEVELOPMENT,8,B2,2025-03-29,14085.490887235219,94.44850604289583,7042.745443617609,15076.036349220205,True,PASS,PASS,0.88,1.0
60,0.85,0.8646616541353384,0.15,146.90250651041666,926.2222656249995,2786.572265625,8123.275260416666,0.9913929142054562,1.3140675101519323,8.916666666666666,8814.150390625,17628.30078125,320.46421983506946,15585.06630859375,PW,DEVELOPMENT,8,B2,2025-03-30,5712.097694905599,0.697124373905343,2856.0488474527997,8123.275260416666,False,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT,0.88,1.0
1143,0.9230096237970253,0.9230096237970253,0.07699037620297462,243.9835821303587,2172.32890625,9645.62890625,12580.243495564031,3.549853669306412,5.782444442208947,13.587051618547681,278873.234375,278873.234375,3916.762522515191,15811.619140625,PW,DEVELOPMENT,8,B2,GPU_1,11008.404695445784,3.106317124554678,5504.202347722892,12580.243495564031,False,PASS,PASS,0.88,1.0
1691,0.934949733885275,0.9360859728506787,0.06505026611472502,310.1906243069929,919.375,13725.375,11355.355608506432,2.1266248745869274,1.8571412687040871,12.710230632761679,524532.345703125,1055775.49609375,11071.366010199652,16457.095703125,PW,DEVELOPMENT,8,B2,GPU_2_4,7858.913181514728,1.4718130224392476,3929.456590757364,11355.355608506432,False,PASS,PASS,0.88,1.0
