track,u_hours,body,classifier,role,N,tail_N,prevalence,ROC_AUC,PR_AUC,Brier,ECE,eta,selectivity_limit,recall,precision,specificity,FNR,FPR,GPU_recall,GPU_FNR,mass_capture,flagged_fraction
PW,24,B3,C0,CALIBRATION,2634,43,0.016324981017463932,0.5,0.016324981017463932,0.016718545920311047,0.025691825705225154,,0.6,,,,,,,,,
PW,24,B3,C1,CALIBRATION,2634,43,0.016324981017463932,0.1952106127651172,0.010313136030778068,0.03186830449119249,0.040103356169902335,,0.6,,,,,,,,,
PW,24,B3,C2,CALIBRATION,2634,43,0.016324981017463932,0.4779334548032994,0.016109067614874698,0.026589244876009624,0.05764214641199025,,0.6,,,,,,,,,
PW,24,B3,C3,CALIBRATION,2634,43,0.016324981017463932,0.5443844075646468,0.017904791331957014,0.016651748513398398,0.02138079060757803,,0.6,,,,,,,,,
PW,4,B0,C0,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5,0.4530040545521563,0.2480717374437037,0.016743844607507496,,0.6,,,,,,,,,
PW,4,B0,C1,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.32130191530378827,0.38542695005993094,0.33590559991043273,0.31134743169269946,,0.6,,,,,,,,,
PW,4,B0,C2,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5123275886647702,0.4957884681020139,0.26331794661631064,0.16647038436580364,,0.6,,,,,,,,,
PW,4,B0,C3,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.3513303827756444,0.3720116709712786,0.3270352886332555,0.22063349225272386,,0.6,,,,,,,,,
PW,4,B1,C0,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5,0.4530040545521563,0.2480717374437037,0.016743844607507496,,0.6,,,,,,,,,
PW,4,B1,C1,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.32130191530378827,0.38542695005993094,0.33590559991043273,0.31134743169269946,,0.6,,,,,,,,,
PW,4,B1,C2,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5123275886647702,0.4957884681020139,0.26331794661631064,0.16647038436580364,,0.6,,,,,,,,,
PW,4,B1,C3,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.3513303827756444,0.3720116709712786,0.3270352886332555,0.22063349225272386,,0.6,,,,,,,,,
PW,4,B2,C0,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5,0.4530040545521563,0.2480717374437037,0.016743844607507496,,0.6,,,,,,,,,
PW,4,B2,C1,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.32130191530378827,0.38542695005993094,0.33590559991043273,0.31134743169269946,,0.6,,,,,,,,,
PW,4,B2,C2,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5123275886647702,0.4957884681020139,0.26331794661631064,0.16647038436580364,,0.6,,,,,,,,,
PW,4,B2,C3,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.3513303827756444,0.3720116709712786,0.3270352886332555,0.22063349225272386,,0.6,,,,,,,,,
PW,4,B3,C0,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5,0.4530040545521563,0.2480717374437037,0.016743844607507496,,0.6,,,,,,,,,
PW,4,B3,C1,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.32130191530378827,0.38542695005993094,0.33590559991043273,0.31134743169269946,,0.6,,,,,,,,,
PW,4,B3,C2,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5123275886647702,0.4957884681020139,0.26331794661631064,0.16647038436580364,,0.6,,,,,,,,,
PW,4,B3,C3,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.3513303827756444,0.3720116709712786,0.3270352886332555,0.22063349225272386,,0.6,,,,,,,,,
PW,6,B0,C0,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.5,0.21747143383708073,0.1701776401460608,0.00017562498644876912,,0.6,,,,,,,,,
PW,6,B0,C1,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.6471243124136775,0.4815561693203091,0.16468018538361792,0.18666700100632574,,0.6,,,,,,,,,
PW,6,B0,C2,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.29495038201457807,0.17219671155172794,0.24957785739624921,0.29111059920907983,,0.6,,,,,,,,,
PW,6,B0,C3,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.4872122915286172,0.30952253638579225,0.19489437743074992,0.18801305839332585,,0.6,,,,,,,,,
PW,6,B1,C0,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.5,0.21747143383708073,0.1701776401460608,0.00017562498644876912,,0.6,,,,,,,,,
PW,6,B1,C1,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.6471243124136775,0.4815561693203091,0.16468018538361792,0.18666700100632574,,0.6,,,,,,,,,
PW,6,B1,C2,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.29495038201457807,0.17219671155172794,0.24957785739624921,0.29111059920907983,,0.6,,,,,,,,,
PW,6,B1,C3,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.4872122915286172,0.30952253638579225,0.19489437743074992,0.18801305839332585,,0.6,,,,,,,,,
PW,6,B2,C0,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.5,0.21747143383708073,0.1701776401460608,0.00017562498644876912,,0.6,,,,,,,,,
PW,6,B2,C1,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.6471243124136775,0.4815561693203091,0.16468018538361792,0.18666700100632574,,0.6,,,,,,,,,
PW,6,B2,C2,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.29495038201457807,0.17219671155172794,0.24957785739624921,0.29111059920907983,,0.6,,,,,,,,,
PW,6,B2,C3,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.4872122915286172,0.30952253638579225,0.19489437743074992,0.18801305839332585,,0.6,,,,,,,,,
PW,6,B3,C0,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.5,0.21747143383708073,0.1701776401460608,0.00017562498644876912,,0.6,,,,,,,,,
PW,6,B3,C1,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.6471243124136775,0.4815561693203091,0.16468018538361792,0.18666700100632574,,0.6,,,,,,,,,
PW,6,B3,C2,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.29495038201457807,0.17219671155172794,0.24957785739624921,0.29111059920907983,,0.6,,,,,,,,,
PW,6,B3,C3,EXPOSED_EVALUATION,2713,590,0.21747143383708073,0.4872122915286172,0.30952253638579225,0.19489437743074992,0.18801305839332585,,0.6,,,,,,,,,
PW,8,B0,C0,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.5,0.11389605602653889,0.10213780974326808,0.03484343977178041,,0.6,,,,,,,,,
PW,8,B0,C1,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.8001537351447695,0.6009806121471629,0.06798882310010451,0.07198811023246161,,0.6,,,,,,,,,
PW,8,B0,C2,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.7772018318982924,0.5388964541795009,0.08157543543069433,0.11372646672187627,,0.6,,,,,,,,,
PW,8,B0,C3,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.8415053928457964,0.6615706222394031,0.06782019804595216,0.060508055514266385,,0.6,,,,,,,,,
PW,8,B1,C0,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.5,0.11389605602653889,0.10213780974326808,0.03484343977178041,,0.6,,,,,,,,,
PW,8,B1,C1,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.8001537351447695,0.6009806121471629,0.06798882310010451,0.07198811023246161,,0.6,,,,,,,,,
PW,8,B1,C2,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.7772018318982924,0.5388964541795009,0.08157543543069433,0.11372646672187627,,0.6,,,,,,,,,
PW,8,B1,C3,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.8415053928457964,0.6615706222394031,0.06782019804595216,0.060508055514266385,,0.6,,,,,,,,,
PW,8,B2,C0,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.5,0.11389605602653889,0.10213780974326808,0.03484343977178041,,0.6,,,,,,,,,
PW,8,B2,C1,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.8001537351447695,0.6009806121471629,0.06798882310010451,0.07198811023246161,,0.6,,,,,,,,,
PW,8,B2,C2,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.7772018318982924,0.5388964541795009,0.08157543543069433,0.11372646672187627,,0.6,,,,,,,,,
PW,8,B2,C3,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.8415053928457964,0.6615706222394031,0.06782019804595216,0.060508055514266385,,0.6,,,,,,,,,
PW,8,B3,C0,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.5,0.11389605602653889,0.10213780974326808,0.03484343977178041,,0.6,,,,,,,,,
PW,8,B3,C1,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.8001537351447695,0.6009806121471629,0.06798882310010451,0.07198811023246161,,0.6,,,,,,,,,
PW,8,B3,C2,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.7772018318982924,0.5388964541795009,0.08157543543069433,0.11372646672187627,,0.6,,,,,,,,,
PW,8,B3,C3,EXPOSED_EVALUATION,2713,309,0.11389605602653889,0.8415053928457964,0.6615706222394031,0.06782019804595216,0.060508055514266385,,0.6,,,,,,,,,
PW,12,B0,C0,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.5,0.02285293033542204,0.02881227866789048,0.08050841420239306,,0.6,,,,,,,,,
PW,12,B0,C1,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.5725897713583431,0.0982106885420898,0.04803527760054245,0.05988089183861813,,0.6,,,,,,,,,
PW,12,B0,C2,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.7678052104501041,0.05427395737356858,0.07889550711233788,0.10516479789952339,,0.6,,,,,,,,,
PW,12,B0,C3,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.7668256652997651,0.05369252264471389,0.037797401304325316,0.0441804738503143,,0.6,,,,,,,,,
PW,12,B1,C0,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.5,0.02285293033542204,0.02881227866789048,0.08050841420239306,,0.6,,,,,,,,,
PW,12,B1,C1,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.5725897713583431,0.0982106885420898,0.04803527760054245,0.05988089183861813,,0.6,,,,,,,,,
PW,12,B1,C2,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.7678052104501041,0.05427395737356858,0.07889550711233788,0.10516479789952339,,0.6,,,,,,,,,
PW,12,B1,C3,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.7668256652997651,0.05369252264471389,0.037797401304325316,0.0441804738503143,,0.6,,,,,,,,,
PW,12,B2,C0,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.5,0.02285293033542204,0.02881227866789048,0.08050841420239306,,0.6,,,,,,,,,
PW,12,B2,C1,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.5725897713583431,0.0982106885420898,0.04803527760054245,0.05988089183861813,,0.6,,,,,,,,,
PW,12,B2,C2,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.7678052104501041,0.05427395737356858,0.07889550711233788,0.10516479789952339,,0.6,,,,,,,,,
PW,12,B2,C3,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.7668256652997651,0.05369252264471389,0.037797401304325316,0.0441804738503143,,0.6,,,,,,,,,
PW,12,B3,C0,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.5,0.02285293033542204,0.02881227866789048,0.08050841420239306,,0.6,,,,,,,,,
PW,12,B3,C1,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.5725897713583431,0.0982106885420898,0.04803527760054245,0.05988089183861813,,0.6,,,,,,,,,
PW,12,B3,C2,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.7678052104501041,0.05427395737356858,0.07889550711233788,0.10516479789952339,,0.6,,,,,,,,,
PW,12,B3,C3,EXPOSED_EVALUATION,2713,62,0.02285293033542204,0.7668256652997651,0.05369252264471389,0.037797401304325316,0.0441804738503143,,0.6,,,,,,,,,
PW,24,B0,C0,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.5,0.007003317360855142,0.008180215344089546,0.03501348936183395,,0.6,,,,,,,,,
PW,24,B0,C1,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.04796233345055289,0.006399352097639096,0.008675881481126968,0.023290216388855388,,0.6,,,,,,,,,
PW,24,B0,C2,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.10674793888954012,0.009115651197476244,0.0072788289227617925,0.0029361451559275337,,0.6,,,,,,,,,
PW,24,B0,C3,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.28266518188567186,0.009571788413098237,0.00778860561490505,0.02702961605312725,,0.6,,,,,,,,,
PW,24,B1,C0,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.5,0.007003317360855142,0.008180215344089546,0.03501348936183395,,0.6,,,,,,,,,
PW,24,B1,C1,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.04796233345055289,0.006399352097639096,0.008675881481126968,0.023290216388855388,,0.6,,,,,,,,,
PW,24,B1,C2,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.10674793888954012,0.009115651197476244,0.0072788289227617925,0.0029361451559275337,,0.6,,,,,,,,,
PW,24,B1,C3,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.28266518188567186,0.009571788413098237,0.00778860561490505,0.02702961605312725,,0.6,,,,,,,,,
PW,24,B2,C0,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.5,0.007003317360855142,0.008180215344089546,0.03501348936183395,,0.6,,,,,,,,,
PW,24,B2,C1,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.04796233345055289,0.006399352097639096,0.008675881481126968,0.023290216388855388,,0.6,,,,,,,,,
PW,24,B2,C2,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.10674793888954012,0.009115651197476244,0.0072788289227617925,0.0029361451559275337,,0.6,,,,,,,,,
PW,24,B2,C3,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.28266518188567186,0.009571788413098237,0.00778860561490505,0.02702961605312725,,0.6,,,,,,,,,
PW,24,B3,C0,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.5,0.007003317360855142,0.008180215344089546,0.03501348936183395,,0.6,,,,,,,,,
PW,24,B3,C1,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.04796233345055289,0.006399352097639096,0.008675881481126968,0.023290216388855388,,0.6,,,,,,,,,
PW,24,B3,C2,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.10674793888954012,0.009115651197476244,0.0072788289227617925,0.0029361451559275337,,0.6,,,,,,,,,
PW,24,B3,C3,EXPOSED_EVALUATION,2713,19,0.007003317360855142,0.28266518188567186,0.009571788413098237,0.00778860561490505,0.02702961605312725,,0.6,,,,,,,,,
