track,u_hours,body,classifier,role,N,tail_N,prevalence,ROC_AUC,PR_AUC,Brier,ECE,eta,selectivity_limit,recall,precision,specificity,FNR,FPR,GPU_recall,GPU_FNR,mass_capture,flagged_fraction
P,6,B2,C1,DEVELOPMENT,4346,1569,0.36102162908421537,0.9093660182786171,0.8586767736025716,0.13525100361624473,0.17773021885243548,,0.6,,,,,,,,,
P,6,B2,C2,DEVELOPMENT,4346,1569,0.36102162908421537,0.7602843901454931,0.6359993033821377,0.17496842477836633,0.26730723623886293,,0.6,,,,,,,,,
P,6,B2,C3,DEVELOPMENT,4346,1569,0.36102162908421537,0.7904781216369646,0.6558458195240277,0.17629523663321697,0.24059025636752848,,0.6,,,,,,,,,
P,6,B3,C0,DEVELOPMENT,4346,1569,0.36102162908421537,0.5,0.36102162908421537,0.25124127981503097,0.14337457026068587,,0.6,,,,,,,,,
P,6,B3,C1,DEVELOPMENT,4346,1569,0.36102162908421537,0.9093660182786171,0.8586767736025716,0.13525100361624473,0.17773021885243548,,0.6,,,,,,,,,
P,6,B3,C2,DEVELOPMENT,4346,1569,0.36102162908421537,0.7602843901454931,0.6359993033821377,0.17496842477836633,0.26730723623886293,,0.6,,,,,,,,,
P,6,B3,C3,DEVELOPMENT,4346,1569,0.36102162908421537,0.7904781216369646,0.6558458195240277,0.17629523663321697,0.24059025636752848,,0.6,,,,,,,,,
P,6,B0,C0,CALIBRATION,2634,500,0.18982536066818528,0.5,0.18982536066818528,0.15456574000362572,0.027821698155344216,,0.6,,,,,,,,,
P,6,B0,C1,CALIBRATION,2634,500,0.18982536066818528,0.7773139643861294,0.6435266757000991,0.10883262162429662,0.0639424053279134,,0.6,,,,,,,,,
P,6,B0,C2,CALIBRATION,2634,500,0.18982536066818528,0.761616213683224,0.44971482064309654,0.12328090181550054,0.0896023125301638,,0.6,,,,,,,,,
P,6,B0,C3,CALIBRATION,2634,500,0.18982536066818528,0.6552169634489222,0.28350265426295185,0.15082704507955608,0.1619320899946792,,0.6,,,,,,,,,
P,6,B1,C0,CALIBRATION,2634,500,0.18982536066818528,0.5,0.18982536066818528,0.15456574000362572,0.027821698155344216,,0.6,,,,,,,,,
P,6,B1,C1,CALIBRATION,2634,500,0.18982536066818528,0.7773139643861294,0.6435266757000991,0.10883262162429662,0.0639424053279134,,0.6,,,,,,,,,
P,6,B1,C2,CALIBRATION,2634,500,0.18982536066818528,0.761616213683224,0.44971482064309654,0.12328090181550054,0.0896023125301638,,0.6,,,,,,,,,
P,6,B1,C3,CALIBRATION,2634,500,0.18982536066818528,0.6552169634489222,0.28350265426295185,0.15082704507955608,0.1619320899946792,,0.6,,,,,,,,,
P,6,B2,C0,CALIBRATION,2634,500,0.18982536066818528,0.5,0.18982536066818528,0.15456574000362572,0.027821698155344216,,0.6,,,,,,,,,
P,6,B2,C1,CALIBRATION,2634,500,0.18982536066818528,0.7773139643861294,0.6435266757000991,0.10883262162429662,0.0639424053279134,,0.6,,,,,,,,,
P,6,B2,C2,CALIBRATION,2634,500,0.18982536066818528,0.761616213683224,0.44971482064309654,0.12328090181550054,0.0896023125301638,,0.6,,,,,,,,,
P,6,B2,C3,CALIBRATION,2634,500,0.18982536066818528,0.6552169634489222,0.28350265426295185,0.15082704507955608,0.1619320899946792,,0.6,,,,,,,,,
P,6,B3,C0,CALIBRATION,2634,500,0.18982536066818528,0.5,0.18982536066818528,0.15456574000362572,0.027821698155344216,,0.6,,,,,,,,,
P,6,B3,C1,CALIBRATION,2634,500,0.18982536066818528,0.7773139643861294,0.6435266757000991,0.10883262162429662,0.0639424053279134,,0.6,,,,,,,,,
P,6,B3,C2,CALIBRATION,2634,500,0.18982536066818528,0.761616213683224,0.44971482064309654,0.12328090181550054,0.0896023125301638,,0.6,,,,,,,,,
P,6,B3,C3,CALIBRATION,2634,500,0.18982536066818528,0.6552169634489222,0.28350265426295185,0.15082704507955608,0.1619320899946792,,0.6,,,,,,,,,
P,8,B0,C0,DEVELOPMENT,4346,1490,0.3428439944776806,0.5,0.3428439944776806,0.2629785463358349,0.19410449867936128,,0.6,,,,,,,,,
P,8,B0,C1,DEVELOPMENT,4346,1490,0.3428439944776806,0.9410176150997313,0.8769731277346369,0.13539180544669446,0.1911681098632275,,0.6,,,,,,,,,
P,8,B0,C2,DEVELOPMENT,4346,1490,0.3428439944776806,0.9580782480777545,0.9360053894864757,0.07946602805606981,0.1290781612419254,,0.6,,,,,,,,,
P,8,B0,C3,DEVELOPMENT,4346,1490,0.3428439944776806,0.9483745511627469,0.8939693944697116,0.12888215813291143,0.1346298189747185,,0.6,,,,,,,,,
P,8,B1,C0,DEVELOPMENT,4346,1490,0.3428439944776806,0.5,0.3428439944776806,0.2629785463358349,0.19410449867936128,,0.6,,,,,,,,,
P,8,B1,C1,DEVELOPMENT,4346,1490,0.3428439944776806,0.9410176150997313,0.8769731277346369,0.13539180544669446,0.1911681098632275,,0.6,,,,,,,,,
P,8,B1,C2,DEVELOPMENT,4346,1490,0.3428439944776806,0.9580782480777545,0.9360053894864757,0.07946602805606981,0.1290781612419254,,0.6,,,,,,,,,
P,8,B1,C3,DEVELOPMENT,4346,1490,0.3428439944776806,0.9483745511627469,0.8939693944697116,0.12888215813291143,0.1346298189747185,,0.6,,,,,,,,,
P,8,B2,C0,DEVELOPMENT,4346,1490,0.3428439944776806,0.5,0.3428439944776806,0.2629785463358349,0.19410449867936128,,0.6,,,,,,,,,
P,8,B2,C1,DEVELOPMENT,4346,1490,0.3428439944776806,0.9410176150997313,0.8769731277346369,0.13539180544669446,0.1911681098632275,,0.6,,,,,,,,,
P,8,B2,C2,DEVELOPMENT,4346,1490,0.3428439944776806,0.9580782480777545,0.9360053894864757,0.07946602805606981,0.1290781612419254,,0.6,,,,,,,,,
P,8,B2,C3,DEVELOPMENT,4346,1490,0.3428439944776806,0.9483745511627469,0.8939693944697116,0.12888215813291143,0.1346298189747185,,0.6,,,,,,,,,
P,8,B3,C0,DEVELOPMENT,4346,1490,0.3428439944776806,0.5,0.3428439944776806,0.2629785463358349,0.19410449867936128,,0.6,,,,,,,,,
P,8,B3,C1,DEVELOPMENT,4346,1490,0.3428439944776806,0.9410176150997313,0.8769731277346369,0.13539180544669446,0.1911681098632275,,0.6,,,,,,,,,
P,8,B3,C2,DEVELOPMENT,4346,1490,0.3428439944776806,0.9580782480777545,0.9360053894864757,0.07946602805606981,0.1290781612419254,,0.6,,,,,,,,,
P,8,B3,C3,DEVELOPMENT,4346,1490,0.3428439944776806,0.9483745511627469,0.8939693944697116,0.12888215813291143,0.1346298189747185,,0.6,,,,,,,,,
P,8,B0,C0,CALIBRATION,2634,466,0.17691723614274868,0.5,0.17691723614274868,0.14641151274927763,0.02817774034442938,,0.6,,,,,,,,,
P,8,B0,C1,CALIBRATION,2634,466,0.17691723614274868,0.8194564322252665,0.6654092543338824,0.10338663637396292,0.10735144890560962,,0.6,,,,,,,,,
P,8,B0,C2,CALIBRATION,2634,466,0.17691723614274868,0.8040781440539727,0.658482849002875,0.11978748320374431,0.14118619153442408,,0.6,,,,,,,,,
P,8,B0,C3,CALIBRATION,2634,466,0.17691723614274868,0.8188041429770521,0.6390439074871892,0.11273553123211788,0.11062983009220301,,0.6,,,,,,,,,
P,8,B1,C0,CALIBRATION,2634,466,0.17691723614274868,0.5,0.17691723614274868,0.14641151274927763,0.02817774034442938,,0.6,,,,,,,,,
P,8,B1,C1,CALIBRATION,2634,466,0.17691723614274868,0.8194564322252665,0.6654092543338824,0.10338663637396292,0.10735144890560962,,0.6,,,,,,,,,
P,8,B1,C2,CALIBRATION,2634,466,0.17691723614274868,0.8040781440539727,0.658482849002875,0.11978748320374431,0.14118619153442408,,0.6,,,,,,,,,
P,8,B1,C3,CALIBRATION,2634,466,0.17691723614274868,0.8188041429770521,0.6390439074871892,0.11273553123211788,0.11062983009220301,,0.6,,,,,,,,,
P,8,B2,C0,CALIBRATION,2634,466,0.17691723614274868,0.5,0.17691723614274868,0.14641151274927763,0.02817774034442938,,0.6,,,,,,,,,
P,8,B2,C1,CALIBRATION,2634,466,0.17691723614274868,0.8194564322252665,0.6654092543338824,0.10338663637396292,0.10735144890560962,,0.6,,,,,,,,,
P,8,B2,C2,CALIBRATION,2634,466,0.17691723614274868,0.8040781440539727,0.658482849002875,0.11978748320374431,0.14118619153442408,,0.6,,,,,,,,,
P,8,B2,C3,CALIBRATION,2634,466,0.17691723614274868,0.8188041429770521,0.6390439074871892,0.11273553123211788,0.11062983009220301,,0.6,,,,,,,,,
P,8,B3,C0,CALIBRATION,2634,466,0.17691723614274868,0.5,0.17691723614274868,0.14641151274927763,0.02817774034442938,,0.6,,,,,,,,,
P,8,B3,C1,CALIBRATION,2634,466,0.17691723614274868,0.8194564322252665,0.6654092543338824,0.10338663637396292,0.10735144890560962,,0.6,,,,,,,,,
P,8,B3,C2,CALIBRATION,2634,466,0.17691723614274868,0.8040781440539727,0.658482849002875,0.11978748320374431,0.14118619153442408,,0.6,,,,,,,,,
P,8,B3,C3,CALIBRATION,2634,466,0.17691723614274868,0.8188041429770521,0.6390439074871892,0.11273553123211788,0.11062983009220301,,0.6,,,,,,,,,
P,12,B0,C0,DEVELOPMENT,4346,1447,0.3329498389323516,0.5,0.3329498389323516,0.27480512044562283,0.2295884943945365,,0.6,,,,,,,,,
P,12,B0,C1,DEVELOPMENT,4346,1447,0.3329498389323516,0.9502116045544385,0.886973965478171,0.12049493943333944,0.1749661590772317,,0.6,,,,,,,,,
P,12,B0,C2,DEVELOPMENT,4346,1447,0.3329498389323516,0.9713308189822147,0.9512915232650723,0.060465693278186176,0.09282996323052967,,0.6,,,,,,,,,
P,12,B0,C3,DEVELOPMENT,4346,1447,0.3329498389323516,0.8654971938230017,0.7371765408365153,0.13790754516723583,0.20896489508372887,,0.6,,,,,,,,,
P,12,B1,C0,DEVELOPMENT,4346,1447,0.3329498389323516,0.5,0.3329498389323516,0.27480512044562283,0.2295884943945365,,0.6,,,,,,,,,
P,12,B1,C1,DEVELOPMENT,4346,1447,0.3329498389323516,0.9502116045544385,0.886973965478171,0.12049493943333944,0.1749661590772317,,0.6,,,,,,,,,
P,12,B1,C2,DEVELOPMENT,4346,1447,0.3329498389323516,0.9713308189822147,0.9512915232650723,0.060465693278186176,0.09282996323052967,,0.6,,,,,,,,,
P,12,B1,C3,DEVELOPMENT,4346,1447,0.3329498389323516,0.8654971938230017,0.7371765408365153,0.13790754516723583,0.20896489508372887,,0.6,,,,,,,,,
P,12,B2,C0,DEVELOPMENT,4346,1447,0.3329498389323516,0.5,0.3329498389323516,0.27480512044562283,0.2295884943945365,,0.6,,,,,,,,,
P,12,B2,C1,DEVELOPMENT,4346,1447,0.3329498389323516,0.9502116045544385,0.886973965478171,0.12049493943333944,0.1749661590772317,,0.6,,,,,,,,,
P,12,B2,C2,DEVELOPMENT,4346,1447,0.3329498389323516,0.9713308189822147,0.9512915232650723,0.060465693278186176,0.09282996323052967,,0.6,,,,,,,,,
P,12,B2,C3,DEVELOPMENT,4346,1447,0.3329498389323516,0.8654971938230017,0.7371765408365153,0.13790754516723583,0.20896489508372887,,0.6,,,,,,,,,
P,12,B3,C0,DEVELOPMENT,4346,1447,0.3329498389323516,0.5,0.3329498389323516,0.27480512044562283,0.2295884943945365,,0.6,,,,,,,,,
P,12,B3,C1,DEVELOPMENT,4346,1447,0.3329498389323516,0.9502116045544385,0.886973965478171,0.12049493943333944,0.1749661590772317,,0.6,,,,,,,,,
P,12,B3,C2,DEVELOPMENT,4346,1447,0.3329498389323516,0.9713308189822147,0.9512915232650723,0.060465693278186176,0.09282996323052967,,0.6,,,,,,,,,
P,12,B3,C3,DEVELOPMENT,4346,1447,0.3329498389323516,0.8654971938230017,0.7371765408365153,0.13790754516723583,0.20896489508372887,,0.6,,,,,,,,,
P,12,B0,C0,CALIBRATION,2634,282,0.1070615034168565,0.5,0.1070615034168565,0.09561302907870906,0.0037001588790413903,,0.6,,,,,,,,,
P,12,B0,C1,CALIBRATION,2634,282,0.1070615034168565,0.7882110290924881,0.3886005545321088,0.08934427010255071,0.10130091649155057,,0.6,,,,,,,,,
P,12,B0,C2,CALIBRATION,2634,282,0.1070615034168565,0.7814799235296954,0.3091508110488238,0.10415602183592716,0.11090545346489332,,0.6,,,,,,,,,
P,12,B0,C3,CALIBRATION,2634,282,0.1070615034168565,0.8170547474308871,0.31997487588778334,0.08298466214902395,0.047864871171013866,,0.6,,,,,,,,,
P,12,B1,C0,CALIBRATION,2634,282,0.1070615034168565,0.5,0.1070615034168565,0.09561302907870906,0.0037001588790413903,,0.6,,,,,,,,,
P,12,B1,C1,CALIBRATION,2634,282,0.1070615034168565,0.7882110290924881,0.3886005545321088,0.08934427010255071,0.10130091649155057,,0.6,,,,,,,,,
P,12,B1,C2,CALIBRATION,2634,282,0.1070615034168565,0.7814799235296954,0.3091508110488238,0.10415602183592716,0.11090545346489332,,0.6,,,,,,,,,
P,12,B1,C3,CALIBRATION,2634,282,0.1070615034168565,0.8170547474308871,0.31997487588778334,0.08298466214902395,0.047864871171013866,,0.6,,,,,,,,,
P,12,B2,C0,CALIBRATION,2634,282,0.1070615034168565,0.5,0.1070615034168565,0.09561302907870906,0.0037001588790413903,,0.6,,,,,,,,,
P,12,B2,C1,CALIBRATION,2634,282,0.1070615034168565,0.7882110290924881,0.3886005545321088,0.08934427010255071,0.10130091649155057,,0.6,,,,,,,,,
P,12,B2,C2,CALIBRATION,2634,282,0.1070615034168565,0.7814799235296954,0.3091508110488238,0.10415602183592716,0.11090545346489332,,0.6,,,,,,,,,
P,12,B2,C3,CALIBRATION,2634,282,0.1070615034168565,0.8170547474308871,0.31997487588778334,0.08298466214902395,0.047864871171013866,,0.6,,,,,,,,,
P,12,B3,C0,CALIBRATION,2634,282,0.1070615034168565,0.5,0.1070615034168565,0.09561302907870906,0.0037001588790413903,,0.6,,,,,,,,,
P,12,B3,C1,CALIBRATION,2634,282,0.1070615034168565,0.7882110290924881,0.3886005545321088,0.08934427010255071,0.10130091649155057,,0.6,,,,,,,,,
P,12,B3,C2,CALIBRATION,2634,282,0.1070615034168565,0.7814799235296954,0.3091508110488238,0.10415602183592716,0.11090545346489332,,0.6,,,,,,,,,
P,12,B3,C3,CALIBRATION,2634,282,0.1070615034168565,0.8170547474308871,0.31997487588778334,0.08298466214902395,0.047864871171013866,,0.6,,,,,,,,,
P,24,B0,C0,DEVELOPMENT,4346,117,0.026921306948918547,0.5,0.026921306948918547,0.026424424294500565,0.015095499773770532,,0.6,,,,,,,,,
P,24,B0,C1,DEVELOPMENT,4346,117,0.026921306948918547,0.47435998488256703,0.11578229842639143,0.028610123018879788,0.03189944020174084,,0.6,,,,,,,,,
P,24,B0,C2,DEVELOPMENT,4346,117,0.026921306948918547,0.5606101945662125,0.1121203240665785,0.02595493873516747,0.023832771096544084,,0.6,,,,,,,,,
P,24,B0,C3,DEVELOPMENT,4346,117,0.026921306948918547,0.7659405044129566,0.07626997560263643,0.025836796485334424,0.010415031362515245,,0.6,,,,,,,,,
P,24,B1,C0,DEVELOPMENT,4346,117,0.026921306948918547,0.5,0.026921306948918547,0.026424424294500565,0.015095499773770532,,0.6,,,,,,,,,
P,24,B1,C1,DEVELOPMENT,4346,117,0.026921306948918547,0.47435998488256703,0.11578229842639143,0.028610123018879788,0.03189944020174084,,0.6,,,,,,,,,
P,24,B1,C2,DEVELOPMENT,4346,117,0.026921306948918547,0.5606101945662125,0.1121203240665785,0.02595493873516747,0.023832771096544084,,0.6,,,,,,,,,
P,24,B1,C3,DEVELOPMENT,4346,117,0.026921306948918547,0.7659405044129566,0.07626997560263643,0.025836796485334424,0.010415031362515245,,0.6,,,,,,,,,
P,24,B2,C0,DEVELOPMENT,4346,117,0.026921306948918547,0.5,0.026921306948918547,0.026424424294500565,0.015095499773770532,,0.6,,,,,,,,,
P,24,B2,C1,DEVELOPMENT,4346,117,0.026921306948918547,0.47435998488256703,0.11578229842639143,0.028610123018879788,0.03189944020174084,,0.6,,,,,,,,,
P,24,B2,C2,DEVELOPMENT,4346,117,0.026921306948918547,0.5606101945662125,0.1121203240665785,0.02595493873516747,0.023832771096544084,,0.6,,,,,,,,,
P,24,B2,C3,DEVELOPMENT,4346,117,0.026921306948918547,0.7659405044129566,0.07626997560263643,0.025836796485334424,0.010415031362515245,,0.6,,,,,,,,,
P,24,B3,C0,DEVELOPMENT,4346,117,0.026921306948918547,0.5,0.026921306948918547,0.026424424294500565,0.015095499773770532,,0.6,,,,,,,,,
P,24,B3,C1,DEVELOPMENT,4346,117,0.026921306948918547,0.47435998488256703,0.11578229842639143,0.028610123018879788,0.03189944020174084,,0.6,,,,,,,,,
P,24,B3,C2,DEVELOPMENT,4346,117,0.026921306948918547,0.5606101945662125,0.1121203240665785,0.02595493873516747,0.023832771096544084,,0.6,,,,,,,,,
P,24,B3,C3,DEVELOPMENT,4346,117,0.026921306948918547,0.7659405044129566,0.07626997560263643,0.025836796485334424,0.010415031362515245,,0.6,,,,,,,,,
P,24,B0,C0,CALIBRATION,2634,43,0.016324981017463932,0.5,0.016324981017463932,0.016718545920311047,0.025691825705225154,,0.6,,,,,,,,,
P,24,B0,C1,CALIBRATION,2634,43,0.016324981017463932,0.19620241803021188,0.010661577218858619,0.03408009542330018,0.04063543571930676,,0.6,,,,,,,,,
P,24,B0,C2,CALIBRATION,2634,43,0.016324981017463932,0.4779334548032994,0.016109067614874698,0.026589244876009624,0.05764214641199025,,0.6,,,,,,,,,
P,24,B0,C3,CALIBRATION,2634,43,0.016324981017463932,0.5443844075646468,0.017904791331957014,0.016651748513398398,0.02138079060757803,,0.6,,,,,,,,,
P,24,B1,C0,CALIBRATION,2634,43,0.016324981017463932,0.5,0.016324981017463932,0.016718545920311047,0.025691825705225154,,0.6,,,,,,,,,
P,24,B1,C1,CALIBRATION,2634,43,0.016324981017463932,0.19620241803021188,0.010661577218858619,0.03408009542330018,0.04063543571930676,,0.6,,,,,,,,,
P,24,B1,C2,CALIBRATION,2634,43,0.016324981017463932,0.4779334548032994,0.016109067614874698,0.026589244876009624,0.05764214641199025,,0.6,,,,,,,,,
P,24,B1,C3,CALIBRATION,2634,43,0.016324981017463932,0.5443844075646468,0.017904791331957014,0.016651748513398398,0.02138079060757803,,0.6,,,,,,,,,
P,24,B2,C0,CALIBRATION,2634,43,0.016324981017463932,0.5,0.016324981017463932,0.016718545920311047,0.025691825705225154,,0.6,,,,,,,,,
P,24,B2,C1,CALIBRATION,2634,43,0.016324981017463932,0.19620241803021188,0.010661577218858619,0.03408009542330018,0.04063543571930676,,0.6,,,,,,,,,
P,24,B2,C2,CALIBRATION,2634,43,0.016324981017463932,0.4779334548032994,0.016109067614874698,0.026589244876009624,0.05764214641199025,,0.6,,,,,,,,,
P,24,B2,C3,CALIBRATION,2634,43,0.016324981017463932,0.5443844075646468,0.017904791331957014,0.016651748513398398,0.02138079060757803,,0.6,,,,,,,,,
P,24,B3,C0,CALIBRATION,2634,43,0.016324981017463932,0.5,0.016324981017463932,0.016718545920311047,0.025691825705225154,,0.6,,,,,,,,,
P,24,B3,C1,CALIBRATION,2634,43,0.016324981017463932,0.19620241803021188,0.010661577218858619,0.03408009542330018,0.04063543571930676,,0.6,,,,,,,,,
P,24,B3,C2,CALIBRATION,2634,43,0.016324981017463932,0.4779334548032994,0.016109067614874698,0.026589244876009624,0.05764214641199025,,0.6,,,,,,,,,
P,24,B3,C3,CALIBRATION,2634,43,0.016324981017463932,0.5443844075646468,0.017904791331957014,0.016651748513398398,0.02138079060757803,,0.6,,,,,,,,,
P,4,B0,C0,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5,0.4530040545521563,0.2480717374437037,0.016743844607507496,,0.6,,,,,,,,,
P,4,B0,C1,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.37960595141229814,0.47534916766886876,0.35644305003195187,0.39717580425298177,,0.6,,,,,,,,,
P,4,B0,C2,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5123275886647702,0.4957884681020139,0.26331794661631064,0.16647038436580364,,0.6,,,,,,,,,
P,4,B0,C3,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.3513303827756444,0.3720116709712786,0.3270352886332555,0.22063349225272386,,0.6,,,,,,,,,
P,4,B1,C0,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5,0.4530040545521563,0.2480717374437037,0.016743844607507496,,0.6,,,,,,,,,
P,4,B1,C1,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.37960595141229814,0.47534916766886876,0.35644305003195187,0.39717580425298177,,0.6,,,,,,,,,
P,4,B1,C2,EXPOSED_EVALUATION,2713,1229,0.4530040545521563,0.5123275886647702,0.4957884681020139,0.26331794661631064,0.16647038436580364,,0.6,,,,,,,,,
