date,window_start,Y_k_GPUh,C_phys_k_GPUh,exceedance_GPUh
2025-05-03,2025-05-03T14:15:00+10:00,4266.6449999999995,3120.0,1146.6449999999995
2025-05-03,2025-05-03T14:30:00+10:00,4266.6449999999995,3120.0,1146.6449999999995
2025-05-03,2025-05-03T14:45:00+10:00,4272.945,3120.0,1152.9449999999997
2025-05-04,2025-05-04T00:00:00+10:00,4298.875277777775,3120.0,1178.8752777777754
2025-05-04,2025-05-04T00:15:00+10:00,4323.706666666664,3120.0,1203.7066666666642
2025-05-04,2025-05-04T00:30:00+10:00,4329.008611111109,3120.0,1209.0086111111086
2025-05-04,2025-05-04T00:45:00+10:00,4329.615277777775,3120.0,1209.6152777777752
2025-05-04,2025-05-04T01:00:00+10:00,4340.3288888888865,3120.0,1220.3288888888865
2025-05-04,2025-05-04T01:15:00+10:00,4334.772499999998,3120.0,1214.7724999999982
2025-05-04,2025-05-04T01:30:00+10:00,4334.776388888888,3120.0,1214.7763888888876
2025-05-04,2025-05-04T01:45:00+10:00,4392.2297222222205,3120.0,1272.2297222222205
2025-05-04,2025-05-04T02:00:00+10:00,6498.106666666666,3120.0,3378.1066666666657
2025-05-04,2025-05-04T02:15:00+10:00,6794.521388888888,3120.0,3674.5213888888884
2025-05-04,2025-05-04T02:30:00+10:00,6795.522222222222,3120.0,3675.522222222222
2025-05-04,2025-05-04T02:45:00+10:00,6778.049999999999,3120.0,3658.0499999999993
2025-05-04,2025-05-04T03:00:00+10:00,6779.103333333333,3120.0,3659.1033333333326
2025-05-04,2025-05-04T05:15:00+10:00,3434.5397222222223,3120.0,314.5397222222223
2025-05-04,2025-05-04T05:30:00+10:00,3434.5450000000005,3120.0,314.5450000000005
2025-05-04,2025-05-04T05:45:00+10:00,3377.728611111111,3120.0,257.72861111111115
2025-05-05,2025-05-05T11:00:00+10:00,3340.0505555555555,3120.0,220.05055555555555
2025-05-05,2025-05-05T11:15:00+10:00,3309.833611111111,3120.0,189.83361111111117
2025-05-05,2025-05-05T11:30:00+10:00,6189.950277777778,3120.0,3069.950277777778
2025-05-05,2025-05-05T11:45:00+10:00,6203.661388888889,3120.0,3083.6613888888887
2025-05-05,2025-05-05T12:00:00+10:00,6203.661388888888,3120.0,3083.661388888888
2025-05-05,2025-05-05T12:15:00+10:00,6229.844722222222,3120.0,3109.844722222222
2025-05-05,2025-05-05T12:30:00+10:00,6229.910277777777,3120.0,3109.910277777777
2025-05-05,2025-05-05T12:45:00+10:00,6229.073333333334,3120.0,3109.0733333333337
2025-05-05,2025-05-05T13:00:00+10:00,6225.071666666666,3120.0,3105.071666666666
2025-05-05,2025-05-05T13:15:00+10:00,6104.875555555555,3120.0,2984.8755555555554
2025-05-05,2025-05-05T13:30:00+10:00,6107.392222222223,3120.0,2987.3922222222227
2025-05-05,2025-05-05T13:45:00+10:00,6042.153888888889,3120.0,2922.153888888889
2025-05-05,2025-05-05T14:00:00+10:00,5912.926111111111,3120.0,2792.926111111111
2025-05-05,2025-05-05T14:15:00+10:00,3613.3908333333334,3120.0,493.3908333333334
2025-05-05,2025-05-05T14:30:00+10:00,3613.390833333334,3120.0,493.39083333333383
2025-05-05,2025-05-05T14:45:00+10:00,3613.3908333333334,3120.0,493.3908333333334
2025-05-06,2025-05-06T00:00:00+10:00,21477.117500000095,3120.0,18357.117500000095
2025-05-06,2025-05-06T00:15:00+10:00,21617.55222222232,3120.0,18497.55222222232
2025-05-06,2025-05-06T00:30:00+10:00,21612.524166666764,3120.0,18492.524166666764
2025-05-06,2025-05-06T00:45:00+10:00,21512.816111111206,3120.0,18392.816111111206
2025-05-06,2025-05-06T01:00:00+10:00,21464.188611111207,3120.0,18344.188611111207
2025-05-06,2025-05-06T01:15:00+10:00,21383.648888888983,3120.0,18263.648888888983
2025-05-06,2025-05-06T01:30:00+10:00,21357.012777777876,3120.0,18237.012777777876
2025-05-06,2025-05-06T01:45:00+10:00,21341.504166666768,3120.0,18221.504166666768
2025-05-06,2025-05-06T02:00:00+10:00,20682.12111111121,3120.0,17562.12111111121
2025-05-06,2025-05-06T02:15:00+10:00,20661.91111111121,3120.0,17541.91111111121
2025-05-06,2025-05-06T02:30:00+10:00,20599.273888888987,3120.0,17479.273888888987
2025-05-06,2025-05-06T02:45:00+10:00,20568.21388888899,3120.0,17448.21388888899
2025-05-06,2025-05-06T03:00:00+10:00,20513.866666666767,3120.0,17393.866666666767
2025-05-06,2025-05-06T03:15:00+10:00,18739.895000000102,3120.0,15619.895000000102
2025-05-06,2025-05-06T05:15:00+10:00,3539.7383333333396,3120.0,419.7383333333396
2025-05-06,2025-05-06T05:30:00+10:00,4056.549722222228,3120.0,936.549722222228
2025-05-06,2025-05-06T05:45:00+10:00,4052.786388888894,3120.0,932.7863888888942
2025-05-06,2025-05-06T06:00:00+10:00,4360.763611111117,3120.0,1240.763611111117
2025-05-06,2025-05-06T06:15:00+10:00,4358.523055555561,3120.0,1238.5230555555609
2025-05-06,2025-05-06T06:30:00+10:00,4401.481666666672,3120.0,1281.481666666672
2025-05-06,2025-05-06T06:45:00+10:00,4432.148888888894,3120.0,1312.1488888888944
2025-05-06,2025-05-06T07:00:00+10:00,4813.108611111116,3120.0,1693.1086111111163
2025-05-06,2025-05-06T07:15:00+10:00,5002.3397222222275,3120.0,1882.3397222222275
2025-05-06,2025-05-06T07:30:00+10:00,4948.005555555561,3120.0,1828.005555555561
2025-05-06,2025-05-06T07:45:00+10:00,5042.83444444445,3120.0,1922.8344444444501
2025-05-06,2025-05-06T08:00:00+10:00,5133.89555555556,3120.0,2013.8955555555603
2025-05-06,2025-05-06T08:15:00+10:00,4961.833611111117,3120.0,1841.8336111111166
2025-05-06,2025-05-06T08:30:00+10:00,4924.224166666672,3120.0,1804.2241666666723
2025-05-06,2025-05-06T08:45:00+10:00,4924.180555555561,3120.0,1804.180555555561
2025-05-06,2025-05-06T09:00:00+10:00,4585.217500000005,3120.0,1465.2175000000052
2025-05-06,2025-05-06T10:15:00+10:00,6532.7458333333325,3120.0,3412.7458333333325
2025-05-06,2025-05-06T10:30:00+10:00,6489.93611111111,3120.0,3369.93611111111
2025-05-06,2025-05-06T10:45:00+10:00,6455.832222222221,3120.0,3335.8322222222214
2025-05-06,2025-05-06T11:00:00+10:00,6067.079999999999,3120.0,2947.079999999999
2025-05-06,2025-05-06T11:15:00+10:00,5875.079999999999,3120.0,2755.079999999999
2025-05-06,2025-05-06T11:30:00+10:00,6107.363333333332,3120.0,2987.363333333332
2025-05-06,2025-05-06T11:45:00+10:00,5755.205555555554,3120.0,2635.2055555555544
2025-05-06,2025-05-06T12:00:00+10:00,5659.188888888888,3120.0,2539.188888888888
2025-05-06,2025-05-06T12:15:00+10:00,5636.552222222221,3120.0,2516.5522222222207
2025-05-06,2025-05-06T12:30:00+10:00,5636.552222222221,3120.0,2516.5522222222207
2025-05-06,2025-05-06T12:45:00+10:00,5636.552222222221,3120.0,2516.5522222222207
2025-05-06,2025-05-06T13:00:00+10:00,5636.552222222221,3120.0,2516.5522222222207
2025-05-06,2025-05-06T13:15:00+10:00,5636.4733333333315,3120.0,2516.4733333333315
2025-05-06,2025-05-06T13:30:00+10:00,5636.369999999999,3120.0,2516.369999999999
2025-05-06,2025-05-06T13:45:00+10:00,5657.717777777777,3120.0,2537.717777777777
2025-05-06,2025-05-06T14:00:00+10:00,5605.939999999999,3120.0,2485.9399999999987
2025-05-08,2025-05-08T03:00:00+10:00,3966.466111111111,3120.0,846.4661111111109
2025-05-08,2025-05-08T03:15:00+10:00,3960.053888888889,3120.0,840.0538888888891
2025-05-08,2025-05-08T03:30:00+10:00,3966.2083333333335,3120.0,846.2083333333335
2025-05-08,2025-05-08T03:45:00+10:00,3920.469444444445,3120.0,800.4694444444449
2025-05-08,2025-05-08T04:00:00+10:00,3902.417222222222,3120.0,782.4172222222219
2025-05-08,2025-05-08T04:15:00+10:00,3844.0938888888895,3120.0,724.0938888888895
2025-05-08,2025-05-08T04:30:00+10:00,3823.5047222222224,3120.0,703.5047222222224
2025-05-08,2025-05-08T04:45:00+10:00,3291.1327777777783,3120.0,171.1327777777783
2025-05-08,2025-05-08T05:00:00+10:00,3286.2480555555558,3120.0,166.24805555555577
2025-05-08,2025-05-08T05:15:00+10:00,3933.6358333333337,3120.0,813.6358333333337
2025-05-08,2025-05-08T05:30:00+10:00,3932.1600000000008,3120.0,812.1600000000008
2025-05-08,2025-05-08T05:45:00+10:00,4878.538333333335,3120.0,1758.5383333333348
2025-05-08,2025-05-08T06:00:00+10:00,4880.227222222224,3120.0,1760.2272222222236
2025-05-08,2025-05-08T06:15:00+10:00,4701.681388888891,3120.0,1581.681388888891
2025-05-08,2025-05-08T06:30:00+10:00,5052.671111111113,3120.0,1932.6711111111126
2025-05-08,2025-05-08T06:45:00+10:00,5099.045277777779,3120.0,1979.0452777777791
2025-05-10,2025-05-10T07:15:00+10:00,13110.135277777781,3120.0,9990.135277777781
2025-05-10,2025-05-10T07:30:00+10:00,12845.81694444445,3120.0,9725.81694444445
2025-05-10,2025-05-10T07:45:00+10:00,12952.475833333338,3120.0,9832.475833333338
2025-05-10,2025-05-10T08:00:00+10:00,13430.486111111117,3120.0,10310.486111111117
2025-05-10,2025-05-10T08:15:00+10:00,13066.27694444445,3120.0,9946.27694444445
2025-05-10,2025-05-10T08:30:00+10:00,12732.847777777783,3120.0,9612.847777777783
2025-05-10,2025-05-10T08:45:00+10:00,12357.827500000003,3120.0,9237.827500000003
2025-05-10,2025-05-10T09:00:00+10:00,12341.377777777783,3120.0,9221.377777777783
2025-05-10,2025-05-10T09:15:00+10:00,12341.377777777783,3120.0,9221.377777777783
2025-05-10,2025-05-10T09:30:00+10:00,12341.377777777781,3120.0,9221.377777777781
2025-05-10,2025-05-10T09:45:00+10:00,12336.255277777782,3120.0,9216.255277777782
2025-05-10,2025-05-10T10:00:00+10:00,12336.255277777782,3120.0,9216.255277777782
2025-05-10,2025-05-10T10:15:00+10:00,12264.05416666667,3120.0,9144.05416666667
2025-05-10,2025-05-10T10:30:00+10:00,12263.845833333336,3120.0,9143.845833333336
2025-05-10,2025-05-10T10:45:00+10:00,12262.906388888894,3120.0,9142.906388888894
2025-05-10,2025-05-10T11:00:00+10:00,12454.926388888893,3120.0,9334.926388888893
2025-05-12,2025-05-12T00:00:00+10:00,4610.673333333334,3120.0,1490.673333333334
2025-05-12,2025-05-12T00:15:00+10:00,4608.259166666668,3120.0,1488.2591666666676
2025-05-12,2025-05-12T00:30:00+10:00,4312.220277777778,3120.0,1192.2202777777784
2025-05-12,2025-05-12T00:45:00+10:00,4312.229444444445,3120.0,1192.229444444445
2025-05-12,2025-05-12T01:00:00+10:00,4312.238888888889,3120.0,1192.238888888889
2025-05-12,2025-05-12T01:15:00+10:00,4312.2733333333335,3120.0,1192.2733333333335
2025-05-12,2025-05-12T01:30:00+10:00,4309.613611111111,3120.0,1189.613611111111
2025-05-12,2025-05-12T01:45:00+10:00,4179.8469444444445,3120.0,1059.8469444444445
2025-05-12,2025-05-12T02:00:00+10:00,4034.971111111111,3120.0,914.971111111111
2025-05-12,2025-05-12T02:15:00+10:00,4039.647222222222,3120.0,919.6472222222219
2025-05-12,2025-05-12T02:30:00+10:00,3973.1427777777776,3120.0,853.1427777777776
2025-05-12,2025-05-12T02:45:00+10:00,3973.16,3120.0,853.1599999999999
2025-05-12,2025-05-12T03:00:00+10:00,3607.9799999999996,3120.0,487.97999999999956
2025-05-12,2025-05-12T03:15:00+10:00,3123.0447222222224,3120.0,3.04472222222239
2025-05-13,2025-05-13T01:45:00+10:00,3296.0133333333283,3120.0,176.01333333332832
2025-05-13,2025-05-13T02:00:00+10:00,4349.486388888884,3120.0,1229.486388888884
2025-05-13,2025-05-13T02:15:00+10:00,4364.2341666666625,3120.0,1244.2341666666625
2025-05-13,2025-05-13T02:30:00+10:00,4289.838611111107,3120.0,1169.8386111111067
2025-05-13,2025-05-13T02:45:00+10:00,4418.71194444444,3120.0,1298.7119444444397
2025-05-13,2025-05-13T03:00:00+10:00,4232.451111111106,3120.0,1112.451111111106
2025-05-13,2025-05-13T03:15:00+10:00,4246.632499999996,3120.0,1126.632499999996
2025-05-13,2025-05-13T03:30:00+10:00,4245.783055555551,3120.0,1125.783055555551
2025-05-13,2025-05-13T03:45:00+10:00,4244.523333333329,3120.0,1124.523333333329
2025-05-13,2025-05-13T04:00:00+10:00,16297.787222222252,3120.0,13177.787222222252
2025-05-13,2025-05-13T04:15:00+10:00,16305.031944444474,3120.0,13185.031944444474
2025-05-13,2025-05-13T04:30:00+10:00,16225.746666666695,3120.0,13105.746666666695
2025-05-13,2025-05-13T04:45:00+10:00,16273.618333333363,3120.0,13153.618333333363
2025-05-13,2025-05-13T05:00:00+10:00,15954.564166666696,3120.0,12834.564166666696
2025-05-13,2025-05-13T05:15:00+10:00,16073.966666666696,3120.0,12953.966666666696
2025-05-13,2025-05-13T05:30:00+10:00,16037.395833333363,3120.0,12917.395833333363
2025-05-13,2025-05-13T05:45:00+10:00,14990.938333333368,3120.0,11870.938333333368
2025-05-13,2025-05-13T06:00:00+10:00,13931.550277777811,3120.0,10811.550277777811
2025-05-13,2025-05-13T06:15:00+10:00,13855.262500000033,3120.0,10735.262500000033
2025-05-13,2025-05-13T06:30:00+10:00,13878.982777777812,3120.0,10758.982777777812
2025-05-13,2025-05-13T06:45:00+10:00,13780.245277777813,3120.0,10660.245277777813
2025-05-13,2025-05-13T07:00:00+10:00,13734.443333333367,3120.0,10614.443333333367
2025-05-13,2025-05-13T07:15:00+10:00,13909.0491666667,3120.0,10789.0491666667
2025-05-13,2025-05-13T07:30:00+10:00,14201.76277777781,3120.0,11081.76277777781
2025-05-13,2025-05-13T07:45:00+10:00,14225.2191666667,3120.0,11105.2191666667
2025-05-14,2025-05-14T00:30:00+10:00,3441.925833333336,3120.0,321.92583333333596
2025-05-14,2025-05-14T00:45:00+10:00,3438.2119444444475,3120.0,318.21194444444745
2025-05-14,2025-05-14T01:00:00+10:00,3437.3897222222254,3120.0,317.3897222222254
2025-05-14,2025-05-14T01:15:00+10:00,3448.208333333336,3120.0,328.2083333333362
2025-05-14,2025-05-14T01:30:00+10:00,3346.508333333336,3120.0,226.50833333333594
2025-05-14,2025-05-14T01:45:00+10:00,3399.82166666667,3120.0,279.8216666666699
2025-05-14,2025-05-14T02:00:00+10:00,3309.536111111114,3120.0,189.53611111111422
2025-05-14,2025-05-14T02:15:00+10:00,3145.4638888888917,3120.0,25.463888888891688
2025-05-14,2025-05-14T10:00:00+10:00,5162.779444444444,3120.0,2042.7794444444444
2025-05-14,2025-05-14T10:15:00+10:00,5162.779444444444,3120.0,2042.7794444444444
2025-05-14,2025-05-14T10:30:00+10:00,5172.600277777778,3120.0,2052.6002777777776
2025-05-14,2025-05-14T10:45:00+10:00,5172.940277777778,3120.0,2052.9402777777777
2025-05-14,2025-05-14T11:00:00+10:00,5172.940277777778,3120.0,2052.9402777777777
2025-05-14,2025-05-14T11:15:00+10:00,5172.940277777778,3120.0,2052.9402777777777
2025-05-14,2025-05-14T11:30:00+10:00,5174.602222222222,3120.0,2054.602222222222
2025-05-14,2025-05-14T11:45:00+10:00,5181.571944444444,3120.0,2061.571944444444
2025-05-14,2025-05-14T12:00:00+10:00,5181.571944444444,3120.0,2061.571944444444
2025-05-14,2025-05-14T12:15:00+10:00,5283.6525,3120.0,2163.6525
2025-05-14,2025-05-14T12:30:00+10:00,5283.656944444444,3120.0,2163.656944444444
2025-05-14,2025-05-14T12:45:00+10:00,5283.676666666666,3120.0,2163.6766666666663
2025-05-14,2025-05-14T13:00:00+10:00,3367.117222222222,3120.0,247.11722222222215
2025-05-15,2025-05-15T06:15:00+10:00,3131.47361111111,3120.0,11.47361111111013
2025-05-15,2025-05-15T06:30:00+10:00,3357.1013888888883,3120.0,237.10138888888832
2025-05-17,2025-05-17T00:00:00+10:00,25491.665,3120.0,22371.665
2025-05-17,2025-05-17T00:15:00+10:00,25684.576944444445,3120.0,22564.576944444445
2025-05-17,2025-05-17T00:30:00+10:00,25689.09361111111,3120.0,22569.09361111111
2025-05-17,2025-05-17T00:45:00+10:00,25689.152222222223,3120.0,22569.152222222223
2025-05-17,2025-05-17T01:00:00+10:00,25677.052222222224,3120.0,22557.052222222224
2025-05-17,2025-05-17T01:15:00+10:00,25672.663055555553,3120.0,22552.663055555553
2025-05-17,2025-05-17T01:30:00+10:00,25187.41083333333,3120.0,22067.41083333333
2025-05-17,2025-05-17T01:45:00+10:00,25179.283333333336,3120.0,22059.283333333336
2025-05-17,2025-05-17T02:00:00+10:00,25207.883888888893,3120.0,22087.883888888893
2025-05-17,2025-05-17T02:15:00+10:00,25251.939444444444,3120.0,22131.939444444444
2025-05-17,2025-05-17T02:30:00+10:00,24862.401111111114,3120.0,21742.401111111114
2025-05-17,2025-05-17T02:45:00+10:00,24095.334722222226,3120.0,20975.334722222226
2025-05-17,2025-05-17T03:00:00+10:00,23134.29888888889,3120.0,20014.29888888889
2025-05-17,2025-05-17T03:15:00+10:00,23136.1425,3120.0,20016.1425
2025-05-17,2025-05-17T03:30:00+10:00,23135.00666666667,3120.0,20015.00666666667
2025-05-17,2025-05-17T04:15:00+10:00,3258.826666666667,3120.0,138.82666666666682
2025-05-17,2025-05-17T04:30:00+10:00,7452.818888888892,3120.0,4332.818888888892
2025-05-17,2025-05-17T04:45:00+10:00,7452.17166666667,3120.0,4332.17166666667
2025-05-17,2025-05-17T05:00:00+10:00,7440.26416666667,3120.0,4320.26416666667
2025-05-17,2025-05-17T05:15:00+10:00,7459.884444444448,3120.0,4339.884444444448
2025-05-17,2025-05-17T05:30:00+10:00,7396.5252777777805,3120.0,4276.5252777777805
2025-05-17,2025-05-17T05:45:00+10:00,7396.411111111114,3120.0,4276.411111111114
2025-05-17,2025-05-17T06:00:00+10:00,7476.42166666667,3120.0,4356.42166666667
2025-05-17,2025-05-17T06:15:00+10:00,7480.365555555559,3120.0,4360.365555555559
2025-05-17,2025-05-17T06:30:00+10:00,7474.594444444447,3120.0,4354.594444444447
2025-05-17,2025-05-17T06:45:00+10:00,7473.5941666666695,3120.0,4353.5941666666695
2025-05-17,2025-05-17T07:00:00+10:00,7281.588611111114,3120.0,4161.588611111114
2025-05-17,2025-05-17T07:15:00+10:00,7279.582777777781,3120.0,4159.582777777781
2025-05-17,2025-05-17T07:30:00+10:00,7279.58277777778,3120.0,4159.58277777778
2025-05-17,2025-05-17T07:45:00+10:00,7279.786944444448,3120.0,4159.786944444448
2025-05-17,2025-05-17T08:00:00+10:00,7250.653333333336,3120.0,4130.653333333336
2025-05-17,2025-05-17T08:15:00+10:00,4569.74416666667,3120.0,1449.74416666667
2025-05-20,2025-05-20T05:30:00+10:00,58441.310000000005,3120.0,55321.310000000005
2025-05-20,2025-05-20T05:45:00+10:00,58402.90222222222,3120.0,55282.90222222222
2025-05-20,2025-05-20T06:00:00+10:00,58378.73666666667,3120.0,55258.73666666667
2025-05-20,2025-05-20T06:15:00+10:00,58377.753333333334,3120.0,55257.753333333334
2025-05-20,2025-05-20T06:30:00+10:00,58351.00555555556,3120.0,55231.00555555556
2025-05-20,2025-05-20T06:45:00+10:00,58240.95,3120.0,55120.95
2025-05-20,2025-05-20T07:00:00+10:00,58238.88444444445,3120.0,55118.88444444445
2025-05-20,2025-05-20T07:15:00+10:00,58230.15222222223,3120.0,55110.15222222223
2025-05-20,2025-05-20T07:30:00+10:00,58230.15222222223,3120.0,55110.15222222223
2025-05-20,2025-05-20T07:45:00+10:00,58230.14861111111,3120.0,55110.14861111111
2025-05-20,2025-05-20T08:00:00+10:00,57942.83138888889,3120.0,54822.83138888889
2025-05-20,2025-05-20T08:15:00+10:00,57938.21361111111,3120.0,54818.21361111111
2025-05-20,2025-05-20T08:30:00+10:00,58199.704722222225,3120.0,55079.704722222225
2025-05-20,2025-05-20T08:45:00+10:00,58291.70972222222,3120.0,55171.70972222222
2025-05-20,2025-05-20T09:00:00+10:00,58485.72777777778,3120.0,55365.72777777778
2025-05-20,2025-05-20T09:15:00+10:00,58486.00722222222,3120.0,55366.00722222222
2025-05-22,2025-05-22T03:00:00+10:00,3140.5216666666665,3120.0,20.521666666666533
2025-05-22,2025-05-22T03:30:00+10:00,3255.8050000000003,3120.0,135.8050000000003
2025-05-23,2025-05-23T00:00:00+10:00,3611.513611111111,3120.0,491.513611111111
2025-05-23,2025-05-23T00:15:00+10:00,3613.1077777777778,3120.0,493.10777777777776
2025-05-23,2025-05-23T00:30:00+10:00,3472.495,3120.0,352.4949999999999
2025-05-23,2025-05-23T00:45:00+10:00,3472.6055555555554,3120.0,352.6055555555554
2025-05-23,2025-05-23T01:00:00+10:00,3197.7830555555556,3120.0,77.78305555555562
2025-05-24,2025-05-24T03:15:00+10:00,3445.2111111111108,3120.0,325.21111111111077
2025-05-24,2025-05-24T03:30:00+10:00,3370.2622222222217,3120.0,250.26222222222168
2025-05-24,2025-05-24T03:45:00+10:00,6056.253055555555,3120.0,2936.253055555555
2025-05-24,2025-05-24T04:00:00+10:00,7648.431388888888,3120.0,4528.431388888888
2025-05-24,2025-05-24T04:15:00+10:00,7652.811944444444,3120.0,4532.811944444444
2025-05-24,2025-05-24T04:30:00+10:00,7459.572777777777,3120.0,4339.572777777777
2025-05-24,2025-05-24T04:45:00+10:00,7417.407499999999,3120.0,4297.407499999999
2025-05-24,2025-05-24T05:00:00+10:00,7060.354444444445,3120.0,3940.354444444445
2025-05-24,2025-05-24T05:15:00+10:00,7058.618333333333,3120.0,3938.618333333333
2025-05-24,2025-05-24T05:30:00+10:00,7058.618333333333,3120.0,3938.618333333333
2025-05-24,2025-05-24T05:45:00+10:00,7056.776111111111,3120.0,3936.7761111111113
2025-05-24,2025-05-24T06:00:00+10:00,7056.546944444444,3120.0,3936.5469444444443
2025-05-24,2025-05-24T06:15:00+10:00,7050.705555555555,3120.0,3930.7055555555553
2025-05-24,2025-05-24T06:30:00+10:00,7050.599166666666,3120.0,3930.599166666666
2025-05-24,2025-05-24T06:45:00+10:00,7047.3711111111115,3120.0,3927.3711111111115
2025-05-24,2025-05-24T07:00:00+10:00,5023.567499999999,3120.0,1903.5674999999992
2025-05-24,2025-05-24T07:15:00+10:00,4351.581388888889,3120.0,1231.5813888888888
2025-05-24,2025-05-24T07:30:00+10:00,4422.926388888888,3120.0,1302.9263888888881
2025-05-28,2025-05-28T01:00:00+10:00,4425.450555555555,3120.0,1305.4505555555552
2025-05-28,2025-05-28T01:15:00+10:00,4420.4702777777775,3120.0,1300.4702777777775
2025-05-28,2025-05-28T01:30:00+10:00,3836.7813888888886,3120.0,716.7813888888886
2025-05-28,2025-05-28T01:45:00+10:00,3867.8344444444447,3120.0,747.8344444444447
2025-05-28,2025-05-28T02:00:00+10:00,3871.2463888888888,3120.0,751.2463888888888
2025-05-28,2025-05-28T02:15:00+10:00,3873.271388888889,3120.0,753.2713888888889
