target_day,jobs,daily_GPUh,direct_GPUh,absolute_error,atomic_max_error
2024-05-13,21827,3485.0791666666682,3485.0791666666664,1.8189894035458565e-12,7.105427357601002e-14
2024-05-14,13119,2854.512222222224,2854.5122222222217,2.2737367544323206e-12,6.394884621840902e-14
2024-05-15,16601,3172.116944444447,3172.1169444444445,2.7284841053187847e-12,7.815970093361102e-14
2024-05-16,13863,2883.6100000000006,2883.61,4.547473508864641e-13,7.105427357601002e-14
2024-05-17,5288,1915.4355555555558,1915.4355555555555,2.2737367544323206e-13,8.526512829121202e-14
2024-05-18,288,2245.445277777778,2245.445277777778,0.0,1.1368683772161603e-13
2024-05-19,189,2622.378055555555,2622.378055555556,9.094947017729282e-13,5.684341886080802e-14
2024-05-20,315,3474.9988888888856,3474.9988888888884,2.7284841053187847e-12,3.0127011996228248e-12
2024-05-21,568,8001.468611111107,8001.468611111112,5.4569682106375694e-12,5.002220859751105e-12
2024-05-22,441,6777.421666666667,6777.421666666667,0.0,5.684341886080802e-14
2024-05-23,191,8256.931666666665,8256.931666666665,0.0,2.2737367544323206e-13
2024-05-24,252,6848.539166666667,6848.539166666666,1.8189894035458565e-12,5.684341886080802e-14
2024-05-25,255,2060.735833333333,2060.735833333333,0.0,2.2737367544323206e-13
2024-05-26,289,5791.058055555556,5791.058055555555,9.094947017729282e-13,4.547473508864641e-13
2024-05-27,237,4861.537222222223,4861.537222222222,9.094947017729282e-13,2.2737367544323206e-13
2024-05-28,152,2003.0472222222222,2003.0472222222222,0.0,5.684341886080802e-14
2024-05-29,345,7336.716944444445,7336.716944444444,9.094947017729282e-13,5.684341886080801e-13
2024-05-30,114,636.4930555555555,636.4930555555557,1.1368683772161603e-13,1.4210854715202004e-14
2024-05-31,194,1115.036111111111,1115.036111111111,0.0,8.881784197001252e-16
2024-06-01,146,603.0775,603.0775,0.0,2.220446049250313e-16
2024-06-02,5,62.732777777777784,62.732777777777784,0.0,0.0
2024-06-03,23,413.9399999999998,413.94,1.7053025658242404e-13,2.842170943040401e-14
2024-06-04,144,481.3647222222222,481.36472222222227,5.684341886080802e-14,7.105427357601002e-15
2024-06-05,501,7266.423055555559,7266.423055555555,3.637978807091713e-12,4.547473508864641e-13
2024-06-06,613,16120.970277777773,16120.970277777778,5.4569682106375694e-12,4.547473508864641e-12
2024-06-07,241,12536.308611111112,12536.308611111112,0.0,4.547473508864641e-13
2024-06-08,495,8938.252499999999,8938.2525,1.8189894035458565e-12,6.821210263296962e-13
2024-06-09,131,3045.033611111112,3045.033611111111,9.094947017729282e-13,4.547473508864641e-13
2024-06-10,84,875.4872222222222,875.4872222222223,1.1368683772161603e-13,3.552713678800501e-15
2024-06-11,519,7568.522777777779,7568.522777777777,1.8189894035458565e-12,1.8189894035458565e-12
2024-06-12,598,6053.606666666665,6053.6066666666675,2.7284841053187847e-12,1.1368683772161603e-12
2024-06-13,1457,5213.42972222223,5213.429722222222,8.185452315956354e-12,7.958078640513122e-13
2024-06-14,535,6696.704722222221,6696.704722222221,0.0,4.547473508864641e-13
2024-06-15,344,5555.05638888889,5555.056388888889,9.094947017729282e-13,2.7284841053187847e-12
2024-06-16,290,6164.615833333335,6164.615833333333,1.8189894035458565e-12,1.3642420526593924e-12
2024-06-17,146,590.5563888888889,590.5563888888889,0.0,5.329070518200751e-15
2024-06-18,398,5521.129444444443,5521.129444444445,1.8189894035458565e-12,1.3642420526593924e-12
2024-06-19,1199,6261.17111111111,6261.171111111111,9.094947017729282e-13,2.5011104298755527e-12
2024-06-20,388,3445.161944444444,3445.1619444444445,4.547473508864641e-13,6.821210263296962e-13
2024-06-21,472,8459.664444444443,8459.664444444445,1.8189894035458565e-12,4.547473508864641e-13
2024-06-22,509,6985.036388888895,6985.036388888889,6.366462912410498e-12,6.821210263296962e-12
2024-06-23,162,1287.3075,1287.3075000000001,2.2737367544323206e-13,1.1368683772161603e-13
2024-06-24,213,2094.5041666666666,2094.504166666667,4.547473508864641e-13,1.7763568394002505e-15
2024-06-25,445,7762.372222222222,7762.372222222222,0.0,4.547473508864641e-13
2024-06-26,298,4416.967777777779,4416.967777777778,9.094947017729282e-13,9.094947017729282e-13
2024-06-27,169,3001.4511111111115,3001.4511111111115,0.0,2.2737367544323206e-13
2024-06-28,195,7224.967500000001,7224.967500000001,0.0,2.2737367544323206e-13
2024-06-29,178,448.64583333333337,448.64583333333337,0.0,2.842170943040401e-14
2024-06-30,60,2600.805555555556,2600.8055555555557,4.547473508864641e-13,0.0
2024-07-01,27,1621.0769444444445,1621.0769444444443,2.2737367544323206e-13,1.7763568394002505e-15
2024-07-02,311,1167.6766666666667,1167.6766666666667,0.0,1.4210854715202004e-14
2024-07-03,181,2863.6825000000003,2863.6825,4.547473508864641e-13,1.1368683772161603e-13
2024-07-04,225,3715.3122222222237,3715.3122222222223,1.3642420526593924e-12,1.8189894035458565e-12
2024-07-05,171,587.4919444444445,587.4919444444444,1.1368683772161603e-13,1.509903313490213e-14
2024-07-06,88,508.7602777777777,508.7602777777778,1.1368683772161603e-13,1.4210854715202004e-14
2024-07-07,24,740.32,740.3199999999999,1.1368683772161603e-13,0.0
2024-07-08,78,267.83666666666664,267.8366666666667,5.684341886080802e-14,8.881784197001252e-16
2024-07-09,961,6735.080000000001,6735.080000000001,0.0,5.684341886080802e-14
2024-07-10,264,1484.1455555555558,1484.1455555555556,2.2737367544323206e-13,2.842170943040401e-14
2024-07-11,474,5999.181666666667,5999.181666666666,9.094947017729282e-13,2.2737367544323206e-13
2024-07-12,1111,2847.4702777777784,2847.4702777777775,9.094947017729282e-13,3.410605131648481e-13
2024-07-13,467,7144.7441666666655,7144.744166666666,9.094947017729282e-13,4.547473508864641e-13
2024-07-14,1985,3505.702222222215,3505.702222222222,7.275957614183426e-12,2.0463630789890885e-12
2024-07-15,159,1647.316111111111,1647.3161111111115,4.547473508864641e-13,2.2737367544323206e-13
2024-07-16,3135,11038.476944444443,11038.476944444443,0.0,1.2050804798491299e-11
2024-07-17,246,1182.8755555555556,1182.8755555555554,2.2737367544323206e-13,5.684341886080802e-14
2024-07-18,3933,4477.131388888889,4477.131388888889,0.0,8.313350008393172e-13
2024-07-19,6332,3763.157222222223,3763.1572222222226,4.547473508864641e-13,1.5916157281026244e-12
2024-07-20,1736,3169.6977777777774,3169.697777777778,4.547473508864641e-13,9.549694368615746e-12
2024-07-21,134,139.7786111111111,139.7786111111111,0.0,8.881784197001252e-16
2024-07-22,181,1204.220277777778,1204.2202777777777,2.2737367544323206e-13,1.0658141036401503e-14
2024-07-23,2842,2305.8686111111156,2305.868611111111,4.547473508864641e-12,1.5631940186722204e-13
2024-07-24,2150,1961.4899999999993,1961.49,6.821210263296962e-13,2.2737367544323206e-13
2024-07-25,2175,4220.098055555551,4220.098055555555,4.547473508864641e-12,1.7763568394002505e-13
2024-07-26,466,8911.994444444443,8911.994444444445,1.8189894035458565e-12,4.547473508864641e-13
2024-07-27,452,7539.145277777778,7539.145277777777,9.094947017729282e-13,3.637978807091713e-12
2024-07-28,206,3036.895833333333,3036.895833333333,0.0,5.684341886080802e-14
2024-07-29,253,2175.702222222222,2175.702222222222,0.0,1.7053025658242404e-13
2024-07-30,2,26.68,26.68,0.0,0.0
2024-07-31,2430,994.3677777777789,994.3677777777777,1.1368683772161603e-12,3.836930773104541e-13
2024-08-01,1112,6147.7300000000005,6147.73,9.094947017729282e-13,4.547473508864641e-13
2024-08-02,494,4665.251944444444,4665.251944444444,0.0,4.547473508864641e-13
2024-08-03,320,3237.533055555555,3237.5330555555556,4.547473508864641e-13,2.2737367544323206e-13
2024-08-04,246,621.526111111111,621.526111111111,0.0,2.842170943040401e-14
2024-08-05,671,3230.788333333335,3230.7883333333334,1.3642420526593924e-12,2.3874235921539366e-12
2024-08-06,409,4036.1672222222232,4036.1672222222223,9.094947017729282e-13,4.547473508864641e-13
2024-08-07,623,12007.907222222217,12007.907222222222,5.4569682106375694e-12,1.7280399333685637e-11
2024-08-08,1220,32955.77722222221,32955.77722222223,1.4551915228366852e-11,1.8189894035458565e-12
2024-08-09,660,9880.646388888868,9880.646388888888,2.000888343900442e-11,5.4569682106375694e-12
2024-08-10,372,5169.268611111109,5169.268611111111,1.8189894035458565e-12,1.1368683772161603e-13
2024-08-11,242,3920.269444444444,3920.269444444444,0.0,1.1368683772161603e-13
2024-08-12,158,6424.100000000002,6424.1,1.8189894035458565e-12,2.8421709430404007e-13
2024-08-13,599,2156.916388888888,2156.916388888889,9.094947017729282e-13,4.618527782440651e-14
2024-08-14,332,1919.374166666667,1919.3741666666667,2.2737367544323206e-13,2.842170943040401e-14
2024-08-15,367,7609.958333333334,7609.958333333334,0.0,1.1368683772161603e-13
2024-08-16,1576,11287.301666666639,11287.301666666666,2.7284841053187847e-11,8.185452315956354e-12
2024-08-17,538,4323.495277777778,4323.495277777777,9.094947017729282e-13,1.1368683772161603e-13
2024-08-18,355,1969.657777777778,1969.6577777777777,2.2737367544323206e-13,5.684341886080802e-14
2024-08-19,242,2279.5563888888887,2279.556388888889,4.547473508864641e-13,5.684341886080802e-14
2024-08-20,460,5015.454722222223,5015.454722222223,0.0,1.1368683772161603e-13
2024-08-21,552,4754.806388888888,4754.806388888888,0.0,5.684341886080802e-14
2024-08-22,463,10315.547499999997,10315.5475,3.637978807091713e-12,4.547473508864641e-13
2024-08-23,373,1823.4836111111113,1823.4836111111113,0.0,2.2737367544323206e-13
2024-08-24,296,7626.759722222223,7626.759722222222,9.094947017729282e-13,9.094947017729282e-13
2024-08-25,272,1316.6788888888887,1316.678888888889,4.547473508864641e-13,1.4210854715202004e-14
2024-08-26,14,11.711388888888887,11.711388888888889,1.7763568394002505e-15,0.0
2024-08-27,648,11723.166111111112,11723.166111111112,0.0,3.410605131648481e-13
2024-08-28,2227,17396.814444444437,17396.814444444444,7.275957614183426e-12,5.684341886080801e-13
2024-08-29,683,4881.767777777778,4881.767777777777,9.094947017729282e-13,4.547473508864641e-13
2024-08-30,217,1738.858055555556,1738.858055555556,0.0,5.684341886080802e-14
2024-08-31,1095,4045.487500000001,4045.4874999999993,1.8189894035458565e-12,2.2737367544323206e-13
2024-09-01,124,1849.599444444444,1849.5994444444445,4.547473508864641e-13,1.1368683772161603e-13
2024-09-02,166,2177.7469444444446,2177.746944444444,4.547473508864641e-13,1.4210854715202004e-14
2024-09-03,371,3964.764722222222,3964.764722222222,0.0,9.094947017729282e-13
2024-09-04,405,2997.904166666667,2997.9041666666662,9.094947017729282e-13,1.7053025658242404e-13
2024-09-05,637,8134.963611111112,8134.96361111111,1.8189894035458565e-12,2.2737367544323206e-13
2024-09-06,361,6659.112777777778,6659.112777777778,0.0,5.684341886080802e-14
2024-09-07,338,2942.534722222222,2942.534722222222,0.0,5.684341886080802e-14
2024-09-08,12,432.49527777777786,432.49527777777786,0.0,0.0
2024-09-09,70,2655.6825,2655.6825000000003,4.547473508864641e-13,1.7763568394002505e-15
2024-09-10,193,7400.579722222222,7400.579722222223,9.094947017729282e-13,2.2737367544323206e-13
2024-09-11,250,4431.291944444444,4431.291944444445,9.094947017729282e-13,5.684341886080802e-14
2024-09-12,1643,3754.0238888888903,3754.0238888888885,1.8189894035458565e-12,2.1600499167107046e-12
2024-09-13,1646,3694.898888888888,3694.898888888889,9.094947017729282e-13,7.389644451905042e-13
2024-09-14,1386,12746.521944444445,12746.521944444445,0.0,9.094947017729282e-13
2024-09-15,187,1710.9872222222225,1710.9872222222223,2.2737367544323206e-13,2.842170943040401e-14
2024-09-16,396,4728.506111111112,4728.506111111112,0.0,3.637978807091713e-12
2024-09-17,416,2686.72,2686.7200000000003,4.547473508864641e-13,1.1368683772161603e-13
2024-09-18,1188,7142.771388888889,7142.7713888888875,1.8189894035458565e-12,3.410605131648481e-13
2024-09-19,866,11386.662500000004,11386.6625,3.637978807091713e-12,4.547473508864641e-13
2024-09-20,1455,12267.185555555563,12267.185555555556,7.275957614183426e-12,8.185452315956354e-12
2024-09-21,408,6397.741666666667,6397.741666666667,0.0,4.547473508864641e-13
2024-09-22,281,6187.382222222224,6187.3822222222225,1.8189894035458565e-12,2.2737367544323206e-12
2024-09-23,652,8152.179166666664,8152.179166666667,2.7284841053187847e-12,2.2737367544323206e-13
2024-09-24,1011,8054.9733333333315,8054.973333333333,1.8189894035458565e-12,8.526512829121202e-13
2024-09-25,666,9260.923055555564,9260.923055555557,7.275957614183426e-12,2.7284841053187847e-12
2024-09-26,1134,6893.828888888891,6893.828888888889,1.8189894035458565e-12,5.684341886080801e-13
2024-09-27,1158,11973.935555555563,11973.935555555556,7.275957614183426e-12,7.275957614183426e-12
2024-09-28,1722,14974.830277777777,14974.830277777777,0.0,5.4569682106375694e-12
2024-09-29,580,6113.262777777778,6113.262777777778,0.0,1.3642420526593924e-12
2024-09-30,755,4463.180833333334,4463.180833333334,0.0,4.547473508864641e-13
2024-10-01,1396,2357.969722222221,2357.9697222222226,1.3642420526593924e-12,1.0231815394945443e-12
2024-10-02,0,0.0,0.0,0.0,0.0
2024-10-03,0,0.0,0.0,0.0,0.0
2024-10-04,0,0.0,0.0,0.0,0.0
2024-10-05,0,0.0,0.0,0.0,0.0
2024-10-06,0,0.0,0.0,0.0,0.0
2024-10-07,0,0.0,0.0,0.0,0.0
2024-10-08,9,0.010555555555555556,0.010555555555555556,0.0,4.336808689942018e-19
2024-10-09,1264,9317.922222222222,9317.922222222223,1.8189894035458565e-12,4.547473508864641e-12
2024-10-10,955,6087.8725,6087.8725,0.0,1.1368683772161603e-13
2024-10-11,459,6396.188055555558,6396.188055555555,2.7284841053187847e-12,2.7284841053187847e-12
2024-10-12,791,15136.18805555556,15136.188055555554,5.4569682106375694e-12,3.637978807091713e-12
2024-10-13,2436,7293.7424999999985,7293.7425,1.8189894035458565e-12,7.275957614183426e-12
2024-10-14,111,1606.5436111111112,1606.5436111111114,2.2737367544323206e-13,9.947598300641403e-14
2024-10-15,7,29.50916666666667,29.50916666666667,0.0,0.0
2024-10-16,855,12226.387500000004,12226.3875,3.637978807091713e-12,5.4569682106375694e-12
2024-10-17,691,16919.642777777775,16919.642777777775,0.0,1.3642420526593924e-12
2024-10-18,555,6367.06611111111,6367.066111111111,9.094947017729282e-13,1.1368683772161603e-12
2024-10-19,257,2474.985833333333,2474.985833333333,0.0,2.2737367544323206e-13
2024-10-20,175,2081.314166666667,2081.3141666666666,4.547473508864641e-13,5.684341886080802e-14
2024-10-21,763,4221.375000000002,4221.375,1.8189894035458565e-12,6.821210263296962e-13
2024-10-22,664,7040.217222222223,7040.2172222222225,9.094947017729282e-13,1.3642420526593924e-12
2024-10-23,877,11747.873055555552,11747.873055555556,3.637978807091713e-12,2.7284841053187847e-12
2024-10-24,347,2131.527222222222,2131.527222222222,0.0,1.1368683772161603e-13
2024-10-25,1270,11865.526944444451,11865.526944444444,7.275957614183426e-12,1.8189894035458565e-12
2024-10-26,1197,12739.570833333326,12739.570833333333,7.275957614183426e-12,3.8198777474462986e-11
2024-10-27,225,1981.0413888888888,1981.0413888888888,0.0,2.2737367544323206e-13
2024-10-28,179,3676.586944444445,3676.586944444444,1.3642420526593924e-12,9.094947017729282e-13
2024-10-29,1213,2755.386944444444,2755.3869444444445,4.547473508864641e-13,2.5579538487363607e-13
2024-10-30,1309,12082.67527777779,12082.675277777777,1.2732925824820995e-11,1.4551915228366852e-11
2024-10-31,977,5336.988888888891,5336.988888888889,1.8189894035458565e-12,1.3642420526593924e-12
2024-11-01,651,5304.0088888888895,5304.008888888889,9.094947017729282e-13,6.821210263296962e-13
2024-11-02,2106,31638.605833333375,31638.60583333333,4.3655745685100555e-11,1.0913936421275139e-11
2024-11-03,178,1537.6258333333335,1537.6258333333333,2.2737367544323206e-13,5.684341886080802e-14
2024-11-04,453,674.6575,674.6574999999999,1.1368683772161603e-13,1.687538997430238e-14
2024-11-05,3687,66246.27305555546,66246.27305555556,1.0186340659856796e-10,2.9103830456733704e-11
2024-11-06,425,7740.250833333334,7740.2508333333335,9.094947017729282e-13,1.1368683772161603e-13
2024-11-07,151,3953.5358333333334,3953.535833333334,4.547473508864641e-13,2.842170943040401e-14
2024-11-08,200,3856.6783333333333,3856.6783333333333,0.0,5.684341886080802e-14
2024-11-09,250,15069.109999999997,15069.109999999999,1.8189894035458565e-12,5.684341886080802e-14
2024-11-10,146,2591.245277777778,2591.2452777777776,4.547473508864641e-13,7.105427357601002e-15
2024-11-11,146,3452.270833333333,3452.270833333334,9.094947017729282e-13,1.1368683772161603e-13
2024-11-12,1040,11181.69722222222,11181.697222222221,1.8189894035458565e-12,2.7284841053187847e-12
2024-11-13,427,3814.6330555555555,3814.633055555556,4.547473508864641e-13,4.547473508864641e-13
2024-11-14,491,8107.256666666667,8107.256666666666,9.094947017729282e-13,2.8421709430404007e-13
2024-11-15,159,2721.580277777777,2721.580277777778,9.094947017729282e-13,2.842170943040401e-14
2024-11-16,1148,5528.764722222222,5528.764722222223,9.094947017729282e-13,9.094947017729282e-13
2024-11-17,132,2907.423333333333,2907.423333333333,0.0,5.684341886080802e-14
2024-11-18,266,3830.5597222222223,3830.5597222222223,0.0,5.684341886080802e-14
2024-11-19,267,2685.8855555555556,2685.8855555555556,0.0,1.4210854715202004e-14
2024-11-20,458,4211.4,4211.4,0.0,2.2737367544323206e-13
2024-11-21,767,9678.66638888889,9678.666388888889,1.8189894035458565e-12,2.2737367544323206e-13
2024-11-22,372,6334.548888888888,6334.5488888888885,9.094947017729282e-13,5.684341886080802e-14
2024-11-23,1745,18726.251666666627,18726.251666666667,4.001776687800884e-11,8.071765478234738e-12
2024-11-24,121,2602.05,2602.05,0.0,5.684341886080802e-14
2024-11-25,446,6688.741666666667,6688.741666666666,9.094947017729282e-13,3.410605131648481e-13
2024-11-26,720,10037.823333333334,10037.823333333334,0.0,9.094947017729282e-13
2024-11-27,2303,17491.47111111111,17491.47111111111,0.0,1.4551915228366852e-11
2024-11-28,1766,8345.568611111112,8345.568611111112,0.0,1.1368683772161603e-13
2024-11-29,402,2934.8052777777766,2934.805277777778,1.3642420526593924e-12,1.1368683772161603e-13
2024-11-30,1078,5699.293055555549,5699.293055555556,7.275957614183426e-12,9.549694368615746e-12
2024-12-01,1084,17150.74527777772,17150.745277777776,5.4569682106375694e-11,7.639755494892597e-11
2024-12-02,575,3185.6419444444455,3185.6419444444446,9.094947017729282e-13,7.389644451905042e-13
2024-12-03,2419,28934.458055555493,28934.45805555556,6.548361852765083e-11,1.8189894035458565e-11
2024-12-04,402,6708.306111111109,6708.306111111111,1.8189894035458565e-12,5.002220859751105e-12
2024-12-05,1427,5842.867222222223,5842.867222222222,9.094947017729282e-13,3.410605131648481e-13
2024-12-06,427,2026.0122222222224,2026.0122222222221,2.2737367544323206e-13,5.684341886080802e-14
2024-12-07,598,4397.783888888889,4397.783888888889,0.0,6.821210263296962e-13
2024-12-08,250,2411.001111111111,2411.001111111111,0.0,5.684341886080802e-14
2024-12-09,185,1733.55,1733.5500000000002,2.2737367544323206e-13,5.684341886080802e-14
2024-12-10,4,164.60444444444445,164.60444444444445,0.0,2.842170943040401e-14
2024-12-11,0,0.0,0.0,0.0,0.0
2024-12-12,0,0.0,0.0,0.0,0.0
2024-12-13,509,40.80111111111102,40.80111111111111,9.237055564881302e-14,1.2789769243681803e-13
2024-12-14,1498,6433.959166666664,6433.959166666666,1.8189894035458565e-12,1.8189894035458565e-12
2024-12-15,226,2526.3483333333334,2526.3483333333334,0.0,1.1368683772161603e-13
2024-12-16,217,1498.9597222222228,1498.9597222222224,4.547473508864641e-13,3.979039320256561e-13
2024-12-17,2059,3586.266666666667,3586.2666666666673,4.547473508864641e-13,9.947598300641403e-14
2024-12-18,3136,12229.519444444464,12229.519444444444,2.000888343900442e-11,2.7284841053187847e-12
2024-12-19,213,3844.479166666667,3844.479166666667,0.0,2.842170943040401e-14
2024-12-20,771,12587.682222222305,12587.682222222222,8.36735125631094e-11,6.366462912410498e-11
2024-12-21,0,0.0,0.0,0.0,0.0
2024-12-22,0,0.0,0.0,0.0,0.0
2024-12-23,0,0.0,0.0,0.0,0.0
2024-12-24,120,40.468888888888884,40.46888888888889,7.105427357601002e-15,7.105427357601002e-15
2024-12-25,2826,4968.361111111111,4968.361111111112,9.094947017729282e-13,1.9895196601282805e-13
2024-12-26,12937,11556.678333333328,11556.678333333333,5.4569682106375694e-12,1.000444171950221e-11
2024-12-27,590,3270.3819444444453,3270.3819444444443,9.094947017729282e-13,2.5011104298755527e-12
2024-12-28,657,7729.894166666667,7729.894166666666,9.094947017729282e-13,2.2737367544323206e-13
2024-12-29,340,3571.1175,3571.1175,0.0,5.684341886080802e-14
2024-12-30,2086,29975.325277777807,29975.325277777778,2.9103830456733704e-11,4.001776687800884e-11
2024-12-31,2319,3232.5427777777777,3232.5427777777777,0.0,3.979039320256561e-13
2025-01-01,677,7383.8641666666645,7383.864166666667,2.7284841053187847e-12,2.2737367544323206e-13
2025-01-02,175,2201.822222222222,2201.822222222222,0.0,5.684341886080802e-14
2025-01-03,465,5843.453333333334,5843.453333333333,9.094947017729282e-13,2.2737367544323206e-13
2025-01-04,869,4602.049722222222,4602.049722222222,0.0,1.0231815394945443e-12
2025-01-05,403,3562.791388888889,3562.791388888889,0.0,1.1368683772161603e-13
2025-01-06,176,2458.0155555555557,2458.0155555555557,0.0,3.552713678800501e-15
2025-01-07,1609,27597.130277777767,27597.13027777778,1.0913936421275139e-11,6.366462912410498e-12
2025-01-08,2047,28118.044722222217,28118.04472222222,3.637978807091713e-12,1.4551915228366852e-11
2025-01-09,1834,7763.501944444443,7763.501944444444,9.094947017729282e-13,4.547473508864641e-12
2025-01-10,1114,7888.318611111111,7888.31861111111,9.094947017729282e-13,1.8189894035458565e-12
2025-01-11,2087,5204.61472222222,5204.614722222223,2.7284841053187847e-12,5.9117155615240335e-12
2025-01-12,1016,2085.681111111111,2085.6811111111115,4.547473508864641e-13,2.2737367544323206e-13
2025-01-13,1374,6164.007499999998,6164.0075,1.8189894035458565e-12,1.3642420526593924e-12
2025-01-14,4723,18418.748611111077,18418.74861111111,3.2741809263825417e-11,2.0554580260068178e-10
2025-01-15,1949,11458.840555555555,11458.840555555556,1.8189894035458565e-12,1.4779288903810084e-12
2025-01-16,634,3310.786111111111,3310.7861111111115,4.547473508864641e-13,2.842170943040401e-14
