split,model,seed,target_hour,variant,N_days,N_hours,actual_GPUh,Q50_coverage,Q90_coverage,calibration_error,Q90_pinball,Q50_pinball,Q50_MAE,Q50_RMSE,requirement_ratio,excess_reserve_proxy,Q90_sum_GPUh
EXPOSED_EVALUATION,DEEPAR,20260924,10,raw,88,88,24617.18805555555,0.32954545454545453,0.8863636363636364,0.013636363636363669,187.72500203526621,132.0102415337831,264.0204830675662,694.3015390360073,2.812513951098419,2.302330272651499,69236.18484306335
EXPOSED_EVALUATION,DEEPAR,20260924,11,raw,88,88,20082.640555555554,0.375,0.8863636363636364,0.013636363636363669,149.04471402902317,110.57412984445692,221.14825968891384,812.1743617578786,2.4978464757670573,2.001159950335734,50163.352935791016
EXPOSED_EVALUATION,DEEPAR,20260924,12,raw,88,88,21038.46277777778,0.3977272727272727,0.8409090909090909,0.05909090909090908,147.3662338528681,116.4301899083794,232.8603798167588,721.7102470955292,2.068395829994337,1.5779619566720522,43515.86867904663
EXPOSED_EVALUATION,DEEPAR,20260924,13,raw,88,88,34391.95583333332,0.3977272727272727,0.8863636363636364,0.013636363636363669,307.90126204540735,192.82620968702005,385.6524193740401,2281.4567870671563,1.2036824657038763,0.9711528402140198,41396.99419784546
EXPOSED_EVALUATION,DEEPAR,20260924,14,raw,88,88,31460.753888888896,0.38636363636363635,0.8977272727272727,0.002272727272727315,266.9707801183835,175.22535908846245,350.4507181769249,1729.9660402436298,1.1490872155551506,0.8809320121572222,36151.15008544922
EXPOSED_EVALUATION,DEEPAR,20260924,15,raw,88,88,24440.290555555483,0.42045454545454547,0.8522727272727273,0.04772727272727273,195.58986144385605,137.78980504614267,275.57961009228535,955.1035272453514,1.3242112032179374,0.9960332574171158,32364.106563568115
EXPOSED_EVALUATION,DEEPAR,20260924,16,raw,88,88,7836.948333333334,0.5454545454545454,0.9090909090909091,0.009090909090909038,74.91624875254583,44.869006592788445,89.73801318557689,440.7501262580122,3.0453702318042626,2.682057319057642,23866.409162521362
EXPOSED_EVALUATION,DEEPAR,20260924,17,raw,88,88,32252.37722222244,0.5113636363636364,0.875,0.025000000000000022,308.4705064731774,183.33970950165534,366.67941900331067,1948.2721725091192,0.6535157074031583,0.5298200674057076,21077.43511581421
EXPOSED_EVALUATION,DEEPAR,20260924,18,raw,88,88,14381.472222222226,0.5909090909090909,0.8409090909090909,0.05909090909090908,128.60239628878506,81.56655564951815,163.1331112990363,573.0594988589963,1.178062304585832,0.9471720934709474,16942.270309448242
EXPOSED_EVALUATION,DEEPAR,20260924,19,raw,88,88,6640.932777777766,0.6704545454545454,0.9659090909090909,0.06590909090909092,67.07830693780521,38.60470690289976,77.20941380579951,437.54018188800495,2.3803995458243916,2.131224334803191,15808.07336807251
EXPOSED_EVALUATION,DEEPAR,20260924,20,raw,88,88,1647.5894444444439,0.7159090909090909,0.9204545454545454,0.020454545454545392,20.34930794637853,10.637864058247265,21.27572811649453,60.94434092411621,7.580702742727452,7.009516768010981,12489.885820388794
EXPOSED_EVALUATION,DEEPAR,20260924,21,raw,88,88,1938.1527777777783,0.25,0.9545454545454546,0.054545454545454564,13.638888168816617,10.791064075604742,21.582128151209485,58.476992204800986,5.872306706457783,5.004336897296823,11381.427555084229
EXPOSED_EVALUATION,DEEPAR,20260924,22,raw,88,88,3076.1311111111113,0.625,0.8977272727272727,0.002272727272727315,28.64404678916931,17.989638706292165,35.97927741258433,109.48724074970495,3.501778066755392,3.0710309105947524,10771.928455352783
EXPOSED_EVALUATION,DEEPAR,20260924,23,raw,88,88,8598.41333333333,0.5113636363636364,0.7954545454545454,0.10454545454545461,66.60401765501616,48.855879231776385,97.71175846355277,216.55834443105397,1.2837094102290938,0.9369937149385085,11037.864109039307
EXPOSED_EVALUATION,DEEPAR,20260925,0,raw,88,88,24447.014166666664,0.38636363636363635,0.8295454545454546,0.07045454545454544,107.78525764496159,130.06081813900155,260.1216362780031,440.09589455888045,2.18044499281175,1.4503866340094191,53305.36962890625
EXPOSED_EVALUATION,DEEPAR,20260925,1,raw,88,88,49650.393611111125,0.22727272727272727,0.7727272727272727,0.12727272727272732,269.2009137362087,259.9578379718223,519.9156759436446,1128.5351911330936,1.1208814841340524,0.5859230961478618,55652.20687866211
EXPOSED_EVALUATION,DEEPAR,20260925,2,raw,88,88,53488.27000000008,0.2840909090909091,0.8295454545454546,0.07045454545454544,360.75716731913474,282.7117120980197,565.4234241960394,1788.1013347787339,1.1298418174174787,0.7103827342456382,60433.284187316895
EXPOSED_EVALUATION,DEEPAR,20260925,3,raw,88,88,67247.63805555552,0.29545454545454547,0.8295454545454546,0.07045454545454544,513.2724454365256,362.6746126929977,725.3492253859954,2967.399435854869,0.8990705731266504,0.5808298598586561,60460.37248802185
EXPOSED_EVALUATION,DEEPAR,20260925,4,raw,88,88,23495.575555555555,0.4318181818181818,0.875,0.025000000000000022,147.53636713108875,119.89629098917499,239.79258197834997,578.8566613261131,2.637015145772104,2.0258942767226817,61958.18859863281
EXPOSED_EVALUATION,DEEPAR,20260925,5,raw,88,88,26796.752222222218,0.3181818181818182,0.8409090909090909,0.05909090909090908,149.6948963401871,135.87291905426014,271.7458381085203,715.0430215755699,2.0568910295729586,1.4427969814451855,55117.999267578125
EXPOSED_EVALUATION,DEEPAR,20260925,6,raw,88,88,30397.644722222227,0.4090909090909091,0.8522727272727273,0.04772727272727273,193.44677899545616,158.04815502208893,316.09631004417787,854.253575873392,1.8334675387433481,1.3101416913294153,55733.09485244751
EXPOSED_EVALUATION,DEEPAR,20260925,7,raw,88,88,30590.83138888888,0.375,0.8522727272727273,0.04772727272727273,151.50769836450817,162.88610952113007,325.77221904226013,807.7343265372774,1.7658971465389754,1.1251464349701457,54020.2618598938
EXPOSED_EVALUATION,DEEPAR,20260925,8,raw,88,88,45891.03916666664,0.4431818181818182,0.8068181818181818,0.09318181818181825,340.6796798848814,250.5493945995069,501.0987891990138,1553.4725818557204,1.2158687270359498,0.8475643333145624,55797.479373931885
EXPOSED_EVALUATION,DEEPAR,20260925,9,raw,88,88,87882.50722222216,0.2840909090909091,0.7954545454545454,0.10454545454545461,767.9590782867966,486.94801257634373,973.8960251526875,3495.6708453470974,0.6005320209287082,0.4094646048051932,52776.25966644287
EXPOSED_EVALUATION,DEEPAR,20260925,10,raw,88,88,24617.18805555555,0.3409090909090909,0.9090909090909091,0.009090909090909038,167.7272301655008,132.7012827713938,265.4025655427876,694.8090059353115,1.9582256303822083,1.4619839870353029,48206.00859832764
EXPOSED_EVALUATION,DEEPAR,20260925,11,raw,88,88,20082.640555555554,0.4318181818181818,0.8977272727272727,0.002272727272727315,145.8753482947157,111.810771794709,223.621543589418,812.798820299062,2.0918317128396215,1.6218588393460969,42009.50439167023
EXPOSED_EVALUATION,DEEPAR,20260925,12,raw,88,88,21038.46277777778,0.4318181818181818,0.8295454545454546,0.07045454545454544,141.340943506289,117.85721477632119,235.71442955264237,721.573300860145,1.8351910023620888,1.3428749362986654,38609.597593307495
EXPOSED_EVALUATION,DEEPAR,20260925,13,raw,88,88,34391.95583333332,0.4090909090909091,0.8636363636363636,0.036363636363636376,290.67259383314297,192.40850025925263,384.81700051850527,2280.8515577571184,0.9392019771875785,0.6890367546518474,32300.992918014526
EXPOSED_EVALUATION,DEEPAR,20260925,14,raw,88,88,31460.753888888896,0.38636363636363635,0.8409090909090909,0.05909090909090908,272.71122266329184,175.495699020973,350.991398041946,1729.6407879109108,1.0042939774116506,0.7666748949962524,31595.845655441284
EXPOSED_EVALUATION,DEEPAR,20260925,15,raw,88,88,24440.290555555483,0.4318181818181818,0.7954545454545454,0.10454545454545461,190.63176252607792,136.83469183475452,273.66938366950905,954.3539957608784,1.0306586837475697,0.7139838001347194,25189.597694396973
EXPOSED_EVALUATION,DEEPAR,20260925,16,raw,88,88,7836.948333333334,0.5454545454545454,0.9318181818181818,0.031818181818181746,63.01123354630518,45.205321755158906,90.41064351031781,440.51594897099676,2.7780813030636202,2.307817527552867,21771.679637908936
EXPOSED_EVALUATION,DEEPAR,20260925,17,raw,88,88,32252.37722222244,0.5,0.8522727272727273,0.04772727272727273,315.326900156062,183.95435762748946,367.9087152549789,1949.1992953739918,0.5431568285910385,0.44920461669537337,17518.09892654419
EXPOSED_EVALUATION,DEEPAR,20260925,18,raw,88,88,14381.472222222226,0.5681818181818182,0.8409090909090909,0.05909090909090908,130.1987010256931,82.0112885540629,164.0225771081258,573.7394534440813,1.0605087126133237,0.8511416240148615,15251.676591873169
EXPOSED_EVALUATION,DEEPAR,20260925,19,raw,88,88,6640.932777777766,0.6477272727272727,0.9659090909090909,0.06590909090909092,64.59720511288101,38.920982459871354,77.84196491974271,436.67011595581084,2.5536574365584905,2.254278982663423,16958.667373657227
EXPOSED_EVALUATION,DEEPAR,20260925,20,raw,88,88,1647.5894444444439,0.7159090909090909,0.9318181818181818,0.031818181818181746,20.240721446952435,11.088377667448357,22.176755334896715,60.387660207970846,8.69387780758562,8.005574573306667,14323.941307067871
EXPOSED_EVALUATION,DEEPAR,20260925,21,raw,88,88,1938.1527777777783,0.3068181818181818,0.9659090909090909,0.06590909090909092,17.647498472001818,11.02713919244768,22.05427838489536,57.911433256539716,6.901541570724014,6.1126554474939985,13376.241966247559
EXPOSED_EVALUATION,DEEPAR,20260925,22,raw,88,88,3076.1311111111113,0.625,0.9090909090909091,0.009090909090909038,26.416360403253577,18.43709247891838,36.87418495783676,108.9781406840217,3.8013106359613653,3.2768819893037078,11693.32991027832
EXPOSED_EVALUATION,DEEPAR,20260925,23,raw,88,88,8598.41333333333,0.5340909090909091,0.8068181818181818,0.09318181818181825,55.673953148196375,48.39748300149658,96.79496600299316,215.0818999400115,1.587327491979016,1.0983868296593078,13648.497871398926
EXPOSED_EVALUATION,DEEPAR,20260926,0,raw,88,88,24447.014166666664,0.36363636363636365,0.7613636363636364,0.13863636363636367,113.49403269793774,130.64459727275437,261.28919454550874,444.92514640989566,1.4887494595355901,0.8484100839927674,36395.47912788391
EXPOSED_EVALUATION,DEEPAR,20260926,1,raw,88,88,49650.393611111125,0.17045454545454544,0.7272727272727273,0.17272727272727273,277.1817282332702,262.5369406171398,525.0738812342796,1133.4421892669047,0.9941216334359402,0.4859843686476146,49358.53039741516
EXPOSED_EVALUATION,DEEPAR,20260926,2,raw,88,88,53488.27000000008,0.2727272727272727,0.7954545454545454,0.10454545454545461,377.85959618148496,285.1557942582385,570.311588516477,1794.193165068806,0.9554345461848599,0.5815534572396445,51104.54097366333
EXPOSED_EVALUATION,DEEPAR,20260926,3,raw,88,88,67247.63805555552,0.2840909090909091,0.8636363636363636,0.036363636363636376,537.4536563260527,365.40420682384485,730.8084136476897,2970.462364462647,0.7653393971247436,0.49211524083722624,51467.26676750183
EXPOSED_EVALUATION,DEEPAR,20260926,4,raw,88,88,23495.575555555555,0.4318181818181818,0.8863636363636364,0.013636363636363669,129.63073963254635,122.15953776204225,244.3190755240845,580.6166800248484,2.5227573464904895,1.8559987706227141,59273.63584280014
EXPOSED_EVALUATION,DEEPAR,20260926,5,raw,88,88,26796.752222222218,0.32954545454545453,0.8863636363636364,0.013636363636363669,151.80673620574154,133.69586022497427,267.39172044994854,712.2000767322731,2.155535312932877,1.538512076479828,57761.34568691254
EXPOSED_EVALUATION,DEEPAR,20260926,6,raw,88,88,30397.644722222227,0.32954545454545453,0.8977272727272727,0.002272727272727315,184.7879530932879,158.64033924672188,317.28067849344376,857.9208322250136,1.7902140773528092,1.2461466116353277,54418.29150009155
EXPOSED_EVALUATION,DEEPAR,20260926,7,raw,88,88,30590.83138888888,0.375,0.8295454545454546,0.07045454545454544,160.07263308328558,162.58736422735024,325.17472845470047,811.9790125438379,1.9201887486934963,1.2886474441214206,58740.17024612427
EXPOSED_EVALUATION,DEEPAR,20260926,8,raw,88,88,45891.03916666664,0.4318181818181818,0.8636363636363636,0.036363636363636376,316.54824973134777,248.23352686505407,496.46705373010815,1552.0476444318228,1.2574143744819888,0.8386813308770967,57704.05230808258
EXPOSED_EVALUATION,DEEPAR,20260926,9,raw,88,88,87882.50722222216,0.32954545454545453,0.7727272727272727,0.12727272727272732,758.3740054258018,486.91718411496765,973.8343682299353,3497.192440579088,0.618797233710226,0.4163054088742069,54381.452360630035
EXPOSED_EVALUATION,DEEPAR,20260926,10,raw,88,88,24617.18805555555,0.38636363636363635,0.875,0.025000000000000022,177.78637580434722,133.4858914820338,266.9717829640676,694.1481772629769,2.1950195629514173,1.7110573374929088,54035.2093667984
EXPOSED_EVALUATION,DEEPAR,20260926,11,raw,88,88,20082.640555555554,0.42045454545454547,0.9090909090909091,0.009090909090909038,152.15788127015458,110.62012982021679,221.24025964043358,811.4206924049174,2.513241970521021,2.028657464135219,50472.53512310982
EXPOSED_EVALUATION,DEEPAR,20260926,12,raw,88,88,21038.46277777778,0.3977272727272727,0.8636363636363636,0.036363636363636376,143.71193891021457,116.61773319103726,233.23546638207452,719.2515064653682,2.361902832521736,1.8268330188438473,49690.80482673645
EXPOSED_EVALUATION,DEEPAR,20260926,13,raw,88,88,34391.95583333332,0.4090909090909091,0.9090909090909091,0.009090909090909038,311.7321527055247,191.91460459002164,383.8292091800433,2281.066068131283,1.3443210029396215,1.1075297687547674,46233.828558921814
EXPOSED_EVALUATION,DEEPAR,20260926,14,raw,88,88,31460.753888888896,0.38636363636363635,0.8636363636363636,0.036363636363636376,267.98630949884233,174.31854139810977,348.63708279621954,1727.8587357944962,1.3335917400136463,1.0498266577236994,41955.80152082443
EXPOSED_EVALUATION,DEEPAR,20260926,15,raw,88,88,24440.290555555483,0.3977272727272727,0.7840909090909091,0.11590909090909096,191.265794703702,138.58806485844298,277.17612971688595,954.4546025471541,1.3115644693648234,0.9690819109676843,32055.016713619232
EXPOSED_EVALUATION,DEEPAR,20260926,16,raw,88,88,7836.948333333334,0.5681818181818182,0.9204545454545454,0.020454545454545392,74.81677323113064,46.28781538297451,92.57563076594901,441.1268902307659,3.2499601913961755,2.865071285931906,25469.77010536194
EXPOSED_EVALUATION,DEEPAR,20260926,17,raw,88,88,32252.37722222244,0.48863636363636365,0.8409090909090909,0.05909090909090908,315.79304314624164,184.41868691716715,368.8373738343343,1949.2245427673397,0.679193156470436,0.5729091741011398,21905.59388923645
EXPOSED_EVALUATION,DEEPAR,20260926,18,raw,88,88,14381.472222222226,0.5340909090909091,0.8409090909090909,0.05909090909090908,133.438903452748,82.34106907601942,164.68213815203885,573.7863664491051,1.525267437097388,1.2892512232134583,21935.591278076172
EXPOSED_EVALUATION,DEEPAR,20260926,19,raw,88,88,6640.932777777766,0.6022727272727273,0.9545454545454546,0.054545454545454564,64.76379741953828,38.92884665646503,77.85769331293007,437.2785371175874,2.6916343895283834,2.380665780071543,17874.96304321289
EXPOSED_EVALUATION,DEEPAR,20260926,20,raw,88,88,1647.5894444444439,0.6931818181818182,0.9318181818181818,0.031818181818181746,23.787894700599427,10.911084738303291,21.822169476606582,61.762489766165366,8.624073454726167,8.132210018545594,14208.932392120361
EXPOSED_EVALUATION,DEEPAR,20260926,21,raw,88,88,1938.1527777777783,0.2840909090909091,0.9545454545454546,0.054545454545454564,16.703194256527265,11.091736091660254,22.183472183320507,58.61089410880272,6.40220520612838,5.6203774765419094,12408.451804161072
EXPOSED_EVALUATION,DEEPAR,20260926,22,raw,88,88,3076.1311111111113,0.5909090909090909,0.9090909090909091,0.009090909090909038,26.78778939467729,17.861998758228175,35.72399751645635,109.19740205129875,3.6005411023241867,3.1068150130973895,11075.736501693726
EXPOSED_EVALUATION,DEEPAR,20260926,23,raw,88,88,8598.41333333333,0.4659090909090909,0.8181818181818182,0.08181818181818179,60.66800755872624,48.57856829513013,97.15713659026027,216.93152680313815,1.165745073073607,0.7700740346040525,10023.55797958374
EXPOSED_EVALUATION,LGBM,20260924,0,raw,88,88,24447.014166666664,0.375,0.6704545454545454,0.2295454545454546,131.45439127140625,131.29751585503178,262.59503171006355,444.2366455290162,1.0806442294199976,0.5457658713699887,26418.52478575726
EXPOSED_EVALUATION,LGBM,20260924,1,raw,88,88,49650.393611111125,0.2159090909090909,0.5909090909090909,0.3090909090909091,335.84593149468077,262.81972761412385,525.6394552282477,1130.2473322878593,0.598559658400494,0.2339546024126072,29718.722639316744
EXPOSED_EVALUATION,LGBM,20260924,2,raw,88,88,53488.27000000008,0.26136363636363635,0.7272727272727273,0.17272727272727273,390.08800265104344,289.25915138580496,578.5183027716099,1799.3820344438518,0.7545261544578131,0.42085433007690964,40358.29867170127
EXPOSED_EVALUATION,LGBM,20260924,3,raw,88,88,67247.63805555552,0.26136363636363635,0.7613636363636364,0.13863636363636367,550.0095251317074,367.0151555787773,734.0303111575546,2972.969660776432,0.5439965110747506,0.30933720492340155,36582.48048023983
EXPOSED_EVALUATION,LGBM,20260924,4,raw,88,88,23495.575555555555,0.375,0.8068181818181818,0.09318181818181825,143.18932855441193,123.21613606395799,246.43227212791598,585.8043530820423,1.4876113362487313,0.9751495106784255,34952.28454813303
EXPOSED_EVALUATION,LGBM,20260924,5,raw,88,88,26796.752222222218,0.3181818181818182,0.7954545454545454,0.10454545454545461,137.13163636551434,137.6076008050063,275.2152016100126,713.5852699523489,1.3496946106724492,0.7650627091754929,36167.43205785831
EXPOSED_EVALUATION,LGBM,20260924,6,raw,88,88,30397.644722222227,0.32954545454545453,0.8409090909090909,0.05909090909090908,193.59711207253295,158.17316489529847,316.34632979059694,857.3703589872276,1.194113234166934,0.7351580256257566,36298.229850310214
EXPOSED_EVALUATION,LGBM,20260924,7,raw,88,88,30590.83138888888,0.36363636363636365,0.7840909090909091,0.11590909090909096,179.16175028226206,163.6915852200307,327.3831704400614,807.482334954329,1.2894824555958608,0.7759250415050014,39446.340378063374
EXPOSED_EVALUATION,LGBM,20260924,8,raw,88,88,45891.03916666664,0.4431818181818182,0.7727272727272727,0.12727272727272732,319.48675394295964,250.57347456903472,501.14694913806943,1547.0999817557256,0.8610477514899246,0.48758620381009576,39514.37608799437
EXPOSED_EVALUATION,LGBM,20260924,9,raw,88,88,87882.50722222216,0.2727272727272727,0.7840909090909091,0.11590909090909096,772.0817150509105,492.0161331028752,984.0322662057504,3499.1487534588714,0.44301215017443324,0.27182486956804475,38933.0184872368
EXPOSED_EVALUATION,LGBM,20260924,10,raw,88,88,24617.18805555555,0.2840909090909091,0.7840909090909091,0.11590909090909096,161.498543169055,135.16250415201404,270.3250083040281,695.4270067082385,1.1236452226107334,0.6885956953362438,27660.985752735007
EXPOSED_EVALUATION,LGBM,20260924,11,raw,88,88,20082.640555555554,0.32954545454545453,0.8181818181818182,0.08181818181818179,143.42828298735196,111.3554240932301,222.7108481864602,812.8599946856212,1.186462344402876,0.7963036272276112,23827.296795344715
EXPOSED_EVALUATION,LGBM,20260924,12,raw,88,88,21038.46277777778,0.375,0.7613636363636364,0.13863636363636367,145.7899759582613,117.44649377923139,234.89298755846278,723.1515431663239,1.0446286032554744,0.6499782572681125,21977.37998619229
EXPOSED_EVALUATION,LGBM,20260924,13,raw,88,88,34391.95583333332,0.3409090909090909,0.8181818181818182,0.08181818181818179,300.2880546565791,193.87240422849956,387.7448084569991,2282.458156971954,0.5971714587215123,0.4058127318307852,20537.894433277484
EXPOSED_EVALUATION,LGBM,20260924,14,raw,88,88,31460.753888888896,0.3977272727272727,0.8522727272727273,0.04772727272727273,264.1715551453563,176.87913601686452,353.75827203372904,1730.6928227761348,0.7116557703578917,0.4794138991841422,22389.227044837266
EXPOSED_EVALUATION,LGBM,20260924,15,raw,88,88,24440.290555555483,0.4090909090909091,0.7727272727272727,0.12727272727272732,192.83044710084522,137.07811972901172,274.15623945802344,955.6502772363568,0.8820379636476979,0.5881417617978865,21557.264112580222
EXPOSED_EVALUATION,LGBM,20260924,16,raw,88,88,7836.948333333334,0.5568181818181818,0.9204545454545454,0.020454545454545392,67.4937123280853,44.32714913000055,88.6542982600011,439.7109815772662,2.1996217684168067,1.8375370755453753,17238.322151957815
EXPOSED_EVALUATION,LGBM,20260924,17,raw,88,88,32252.37722222244,0.5113636363636364,0.8295454545454546,0.07045454545454544,312.6186514577603,183.2206723245345,366.441344649069,1948.9848279663825,0.4101374875384185,0.32209780450174613,13227.90896106363
EXPOSED_EVALUATION,LGBM,20260924,18,raw,88,88,14381.472222222226,0.5340909090909091,0.8181818181818182,0.08181818181818179,131.1957815016073,81.73777391578336,163.47554783156673,573.7573251741765,0.5416261531050551,0.3902484400455013,7789.381475709433
EXPOSED_EVALUATION,LGBM,20260924,19,raw,88,88,6640.932777777766,0.6590909090909091,0.9318181818181818,0.031818181818181746,64.2711335913109,38.26428393691038,76.52856787382076,438.36883924167773,1.100049001830477,0.941710568587328,7305.351473417728
EXPOSED_EVALUATION,LGBM,20260924,20,raw,88,88,1647.5894444444439,0.7386363636363636,0.9204545454545454,0.020454545454545392,15.161546930310637,10.21598981219984,20.43197962439968,60.129960690379406,4.249795217269874,3.734614601675855,7001.917741024326
EXPOSED_EVALUATION,LGBM,20260924,21,raw,88,88,1938.1527777777783,0.3977272727272727,0.9659090909090909,0.06590909090909092,14.277815978944732,10.026684964142165,20.05336992828433,57.814187093994164,4.969658215839166,4.220963170714749,9631.956875634838
EXPOSED_EVALUATION,LGBM,20260924,22,raw,88,88,3076.1311111111113,0.6590909090909091,0.8863636363636364,0.013636363636363669,24.996201645814153,18.07984842867927,36.15969685735854,108.62462326280227,2.390166303174221,1.9662250923947908,7352.464925923654
EXPOSED_EVALUATION,LGBM,20260924,23,raw,88,88,8598.41333333333,0.6022727272727273,0.7727272727272727,0.12727272727272732,64.92649564627577,48.653276490237545,97.30655298047509,214.98651445735567,0.9654841457654944,0.6334224679131161,8301.631752071968
EXPOSED_EVALUATION,LGBM,20260925,0,raw,88,88,24447.014166666664,0.375,0.6704545454545454,0.2295454545454546,131.45439127140625,131.29751585503178,262.59503171006355,444.2366455290162,1.0806442294199976,0.5457658713699887,26418.52478575726
EXPOSED_EVALUATION,LGBM,20260925,1,raw,88,88,49650.393611111125,0.2159090909090909,0.5909090909090909,0.3090909090909091,335.84593149468077,262.81972761412385,525.6394552282477,1130.2473322878593,0.598559658400494,0.2339546024126072,29718.722639316744
EXPOSED_EVALUATION,LGBM,20260925,2,raw,88,88,53488.27000000008,0.26136363636363635,0.7272727272727273,0.17272727272727273,390.08800265104344,289.25915138580496,578.5183027716099,1799.3820344438518,0.7545261544578131,0.42085433007690964,40358.29867170127
EXPOSED_EVALUATION,LGBM,20260925,3,raw,88,88,67247.63805555552,0.26136363636363635,0.7613636363636364,0.13863636363636367,550.0095251317074,367.0151555787773,734.0303111575546,2972.969660776432,0.5439965110747506,0.30933720492340155,36582.48048023983
EXPOSED_EVALUATION,LGBM,20260925,4,raw,88,88,23495.575555555555,0.375,0.8068181818181818,0.09318181818181825,143.18932855441193,123.21613606395799,246.43227212791598,585.8043530820423,1.4876113362487313,0.9751495106784255,34952.28454813303
EXPOSED_EVALUATION,LGBM,20260925,5,raw,88,88,26796.752222222218,0.3181818181818182,0.7954545454545454,0.10454545454545461,137.13163636551434,137.6076008050063,275.2152016100126,713.5852699523489,1.3496946106724492,0.7650627091754929,36167.43205785831
EXPOSED_EVALUATION,LGBM,20260925,6,raw,88,88,30397.644722222227,0.32954545454545453,0.8409090909090909,0.05909090909090908,193.59711207253295,158.17316489529847,316.34632979059694,857.3703589872276,1.194113234166934,0.7351580256257566,36298.229850310214
EXPOSED_EVALUATION,LGBM,20260925,7,raw,88,88,30590.83138888888,0.36363636363636365,0.7840909090909091,0.11590909090909096,179.16175028226206,163.6915852200307,327.3831704400614,807.482334954329,1.2894824555958608,0.7759250415050014,39446.340378063374
EXPOSED_EVALUATION,LGBM,20260925,8,raw,88,88,45891.03916666664,0.4431818181818182,0.7727272727272727,0.12727272727272732,319.48675394295964,250.57347456903472,501.14694913806943,1547.0999817557256,0.8610477514899246,0.48758620381009576,39514.37608799437
EXPOSED_EVALUATION,LGBM,20260925,9,raw,88,88,87882.50722222216,0.2727272727272727,0.7840909090909091,0.11590909090909096,772.0817150509105,492.0161331028752,984.0322662057504,3499.1487534588714,0.44301215017443324,0.27182486956804475,38933.0184872368
EXPOSED_EVALUATION,LGBM,20260925,10,raw,88,88,24617.18805555555,0.2840909090909091,0.7840909090909091,0.11590909090909096,161.498543169055,135.16250415201404,270.3250083040281,695.4270067082385,1.1236452226107334,0.6885956953362438,27660.985752735007
EXPOSED_EVALUATION,LGBM,20260925,11,raw,88,88,20082.640555555554,0.32954545454545453,0.8181818181818182,0.08181818181818179,143.42828298735196,111.3554240932301,222.7108481864602,812.8599946856212,1.186462344402876,0.7963036272276112,23827.296795344715
EXPOSED_EVALUATION,LGBM,20260925,12,raw,88,88,21038.46277777778,0.375,0.7613636363636364,0.13863636363636367,145.7899759582613,117.44649377923139,234.89298755846278,723.1515431663239,1.0446286032554744,0.6499782572681125,21977.37998619229
