split,model,seed,variant,regime,TRAIN_burst_threshold_GPUh,N_days,N_hours,actual_GPUh,Q50_coverage,Q90_coverage,calibration_error,Q90_pinball,Q50_pinball,Q50_MAE,Q50_RMSE,requirement_ratio,excess_reserve_proxy,Q90_sum_GPUh
EXPOSED_EVALUATION,LGBM,20260924,calibrated,positive,860.3532222222221,83,1635,672290.9750000001,0.2470948012232416,0.9051987767584098,0.00519877675840974,273.5791321404321,197.34514178521638,394.69028357043277,1569.9032120638908,2.84296156696585,2.3240051183467183,1911297.4037429995
EXPOSED_EVALUATION,LGBM,20260925,calibrated,positive,860.3532222222221,83,1635,672290.9750000001,0.2470948012232416,0.9051987767584098,0.00519877675840974,273.5791321404321,197.34514178521638,394.69028357043277,1569.9032120638908,2.84296156696585,2.3240051183467183,1911297.4037429995
EXPOSED_EVALUATION,LGBM,20260926,calibrated,positive,860.3532222222221,83,1635,672290.9750000001,0.2470948012232416,0.9051987767584098,0.00519877675840974,273.5791321404321,197.34514178521638,394.69028357043277,1569.9032120638908,2.84296156696585,2.3240051183467183,1911297.4037429995
EXPOSED_EVALUATION,SEASONAL,0,calibrated,positive,860.3532222222221,83,1635,672290.9750000001,0.21100917431192662,0.8941896024464832,0.005810397553516866,276.83548542983357,197.10070268433572,394.20140536867143,1569.449146661106,2.7871029907184988,2.281651794489399,1873744.1870555556
EXPOSED_EVALUATION,TFT,20260924,calibrated,positive,860.3532222222221,83,1635,672290.9750000001,0.3186544342507645,0.8923547400611621,0.007645259938837912,273.6257423898558,199.46267075478946,398.9253415095789,1572.4692151191755,2.7669622717708777,2.2557191079900583,1860203.7634770586
EXPOSED_EVALUATION,TFT,20260925,calibrated,positive,860.3532222222221,83,1635,672290.9750000001,0.3021406727828746,0.891131498470948,0.008868501529052053,273.8357634397942,199.28837136738943,398.57674273477886,1572.5717427292805,2.723853833006975,2.2174322806562072,1831222.3491497466
EXPOSED_EVALUATION,TFT,20260926,calibrated,positive,860.3532222222221,83,1635,672290.9750000001,0.309480122324159,0.8892966360856269,0.010703363914373099,274.61247032635987,198.83428498099494,397.6685699619899,1571.9959045869964,2.7527185298265953,2.2452994454812036,1850627.8243176886
MAY_HISTORICAL,DEEPAR,20260924,calibrated,positive,860.3532222222221,31,639,351588.466388889,0.29264475743348983,0.9154929577464789,0.015492957746478853,373.5276473964918,264.1309090686842,528.2618181373684,2810.3750729797257,3.012006593400611,2.4896796443896925,1058986.7789269427
MAY_HISTORICAL,DEEPAR,20260925,calibrated,positive,860.3532222222221,31,639,351588.466388889,0.325508607198748,0.8841940532081377,0.015805946791862313,359.02199655177384,263.3395648104734,526.6791296209468,2810.8722030728027,2.3345134381311774,1.853572280880407,820787.9994767931
MAY_HISTORICAL,DEEPAR,20260926,calibrated,positive,860.3532222222221,31,639,351588.466388889,0.28482003129890454,0.8904538341158059,0.009546165884194102,363.14130102978197,264.4832634196006,528.9665268392012,2812.238227564508,2.576031379829994,2.078425123261657,905702.9222040812
MAY_HISTORICAL,LGBM,20260924,calibrated,positive,860.3532222222221,31,639,351588.466388889,0.24413145539906103,0.8763693270735524,0.023630672926447605,355.5749274685173,265.15858412913303,530.3171682582661,2813.555199674966,2.3431428566085453,1.855073827471734,823822.0034850789
MAY_HISTORICAL,LGBM,20260925,calibrated,positive,860.3532222222221,31,639,351588.466388889,0.24413145539906103,0.8763693270735524,0.023630672926447605,355.5749274685173,265.15858412913303,530.3171682582661,2813.555199674966,2.3431428566085453,1.855073827471734,823822.0034850789
MAY_HISTORICAL,LGBM,20260926,calibrated,positive,860.3532222222221,31,639,351588.466388889,0.24413145539906103,0.8763693270735524,0.023630672926447605,355.5749274685173,265.15858412913303,530.3171682582661,2813.555199674966,2.3431428566085453,1.855073827471734,823822.0034850789
MAY_HISTORICAL,SEASONAL,0,calibrated,positive,860.3532222222221,31,639,351588.466388889,0.21752738654147105,0.8450704225352113,0.05492957746478877,365.3334071683187,265.9317874065381,531.8635748130762,2814.411023923326,2.112175167587167,1.664938610096724,742616.4279166667
MAY_HISTORICAL,TFT,20260924,calibrated,positive,860.3532222222221,31,639,351588.466388889,0.3270735524256651,0.8763693270735524,0.023630672926447605,355.86502205487506,268.93298905785707,537.8659781157141,2816.7743045028133,2.138120754344054,1.6710811724121584,751738.5969740804
MAY_HISTORICAL,TFT,20260925,calibrated,positive,860.3532222222221,31,639,351588.466388889,0.3208137715179969,0.8857589984350548,0.014241001564945233,354.53994549005506,268.48441998538635,536.9688399707727,2816.30813444886,2.2330308631937728,1.7540919890882256,785107.8965893555
MAY_HISTORICAL,TFT,20260926,calibrated,positive,860.3532222222221,31,639,351588.466388889,0.3317683881064163,0.8810641627543035,0.018935837245696474,352.673116691307,267.8928394121122,535.7856788242244,2815.7081123506614,2.327199879745906,1.8354512065597772,818216.63670027
