target_day,issue_time,label_matured_at,jobs,daily_GPUh,direct_GPUh,absolute_error,atomic_max_error,original_role,original_eligible,split,eligible,reason
2024-03-15,2024-03-14 08:00:00+00:00,2024-03-15 14:05:59+00:00,165,346.52277777777783,346.5227777777778,5.684341886080802e-14,3.552713678800501e-15,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-16,2024-03-15 08:00:00+00:00,2024-03-16 14:00:00+00:00,401,260.81888888888886,260.8188888888889,5.684341886080802e-14,3.552713678800501e-15,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-17,2024-03-16 08:00:00+00:00,2024-03-17 14:00:00+00:00,405,31.73222222222219,31.732222222222223,3.197442310920451e-14,5.329070518200751e-15,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-18,2024-03-17 08:00:00+00:00,2024-03-18 14:00:00+00:00,39,78.7166666666666,78.71666666666667,7.105427357601002e-14,3.552713678800501e-14,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-19,2024-03-18 08:00:00+00:00,2024-03-19 14:00:00+00:00,242,172.66972222222222,172.6697222222222,2.842170943040401e-14,7.993605777301127e-15,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-20,2024-03-19 08:00:00+00:00,2024-03-20 15:39:09+00:00,424,268.65638888888884,268.6563888888889,5.684341886080802e-14,5.329070518200751e-15,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-21,2024-03-20 08:00:00+00:00,2024-03-22 20:09:46+00:00,325,816.8919444444446,816.8919444444443,2.2737367544323206e-13,7.105427357601002e-14,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-22,2024-03-21 08:00:00+00:00,2024-03-22 15:44:27+00:00,716,909.8311111111109,909.8311111111111,2.2737367544323206e-13,2.842170943040401e-14,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-23,2024-03-22 08:00:00+00:00,2024-03-23 14:00:00+00:00,385,615.155,615.155,0.0,2.1316282072803006e-14,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-24,2024-03-23 08:00:00+00:00,2024-03-24 14:00:00+00:00,29,98.79999999999998,98.80000000000001,2.842170943040401e-14,3.552713678800501e-15,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-25,2024-03-24 08:00:00+00:00,2024-03-25 15:36:01+00:00,306,89.40083333333335,89.40083333333334,1.4210854715202004e-14,1.7763568394002505e-15,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-26,2024-03-25 08:00:00+00:00,2024-03-26 18:31:51+00:00,1052,788.703611111111,788.7036111111111,1.1368683772161603e-13,1.4210854715202004e-14,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-27,2024-03-26 08:00:00+00:00,2024-03-27 19:12:44+00:00,958,686.887777777778,686.8877777777777,2.2737367544323206e-13,1.1368683772161603e-13,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-28,2024-03-27 08:00:00+00:00,2024-03-28 15:43:05+00:00,476,360.8427777777779,360.8427777777778,5.684341886080802e-14,4.618527782440651e-14,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-29,2024-03-28 08:00:00+00:00,2024-03-29 14:34:14+00:00,254,1044.359722222222,1044.3597222222222,2.2737367544323206e-13,1.2789769243681803e-13,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-30,2024-03-29 08:00:00+00:00,2024-03-30 14:00:00+00:00,81,1368.1669444444442,1368.1669444444444,2.2737367544323206e-13,1.1368683772161603e-13,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-03-31,2024-03-30 08:00:00+00:00,2024-03-31 14:00:00+00:00,18,107.25777777777778,107.25777777777779,1.4210854715202004e-14,2.7755575615628914e-17,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-04-01,2024-03-31 08:00:00+00:00,2024-04-01 15:42:17+00:00,403,169.9877777777778,169.98777777777778,2.842170943040401e-14,6.039613253960852e-14,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-04-02,2024-04-01 08:00:00+00:00,2024-04-03 17:23:16+00:00,1161,1486.906388888889,1486.9063888888888,2.2737367544323206e-13,1.1368683772161603e-13,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-04-03,2024-04-02 08:00:00+00:00,2024-04-03 19:18:08+00:00,1984,1468.8899999999994,1468.8899999999999,4.547473508864641e-13,5.684341886080802e-14,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-04-04,2024-04-03 08:00:00+00:00,2024-04-04 14:09:34+00:00,2389,1512.1902777777777,1512.1902777777777,0.0,4.263256414560601e-14,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-04-05,2024-04-04 08:00:00+00:00,2024-04-05 16:58:48+00:00,5201,1830.0966666666686,1830.0966666666668,1.8189894035458565e-12,1.4210854715202004e-13,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-04-06,2024-04-05 08:00:00+00:00,2024-04-06 20:48:00+00:00,3230,1549.1258333333335,1549.1258333333335,0.0,1.1368683772161603e-13,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-04-07,2024-04-06 08:00:00+00:00,2024-04-09 01:19:34+00:00,867,501.8130555555555,501.8130555555556,1.1368683772161603e-13,3.552713678800501e-14,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-04-08,2024-04-07 08:00:00+00:00,2024-04-08 14:00:00+00:00,0,0.0,0.0,0.0,0.0,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-04-09,2024-04-08 08:00:00+00:00,2024-04-09 14:38:10+00:00,2975,1090.9044444444432,1090.9044444444444,1.1368683772161603e-12,3.552713678800501e-14,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-04-10,2024-04-09 08:00:00+00:00,2024-04-10 17:19:58+00:00,8344,927.1744444444464,927.1744444444445,1.9326762412674725e-12,1.0658141036401503e-13,TRAIN,True,TRAIN,True,eligible; issue-time features mature; labels before next-stage cutoff
