role,state,candidate,reference,metric,estimate,CI95_low,CI95_high,nonfinite_draws,N_days,N_pairs,block_days,draws
MAY_HISTORICAL,RUNNING,R3,R1,GPU_coverage,0.0036248909176344046,0.0001306831117031254,0.009827618052444406,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R1,long_under,-0.003521665901087101,-0.008018326957310036,-0.000267109577014287,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R1,missed_GPU_slots,-77.0,-201.05,0.0,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R1,overreserved_GPUh,292.8733612988144,66.6115679394563,585.7814595424422,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R1,reserved_GPUh,342.4361798776081,72.36241703911074,687.3920269473716,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R1,reserve_vs_requested,0.0006685131245738329,0.00014008037937562334,0.0013824539018743975,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R1,pinball_Q90,-1.9681711402117799,-9.508400842613991,3.0416267824679823,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R1,MAE_bound_seconds,68.24752729368629,15.57207106131209,138.09859742858407,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R1,overreserve_vs_requested,0.0014594952626647562,0.00033072438086256264,0.00303675910144,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R1,missed_slots_reduction,0.0018650389962698855,0.0,0.013521694335070342,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R1,coverage,0.003251802629718692,0.0,0.009228644493559856,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R1,GPU_coverage,0.0036248909176344046,0.0,0.010860897455020722,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R1,long_under,-0.003521665901087101,-0.009850517521370788,0.0,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R1,missed_GPU_slots,-77.0,-231.0,0.0,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R1,overreserved_GPUh,292.8733612988144,6.254757814633194,773.1949348564376,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R1,reserved_GPUh,342.4361798776081,6.856680114753544,906.3663593865427,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R1,reserve_vs_requested,0.0006685131245738329,1.3641769503203172e-05,0.0019467804692745226,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R1,pinball_Q90,-1.9681711402117799,-7.722229267391458,1.2236630647437312,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R1,MAE_bound_seconds,68.24752729368629,0.6938842082568953,186.72693603739634,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R1,overreserve_vs_requested,0.0014594952626647562,3.650167717011432e-05,0.004319897117162216,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R1,missed_slots_reduction,0.0018650389962698855,0.0,0.024311611757105934,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R2,coverage,-0.001837975399406222,-0.0040119524963506984,-0.00030580123961483684,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R2,GPU_coverage,-0.0011411693629589381,-0.002445748870227224,-0.00013845405792653476,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R2,long_under,0.0019905068136579496,0.0003331556647229686,0.004301674028533964,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R2,missed_GPU_slots,151.0,45.0,292.0,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R2,overreserved_GPUh,-796.0823694475112,-1270.6837664022823,-355.707188500291,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R2,reserved_GPUh,-877.857988483971,-1412.5964234541636,-390.6730470195095,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R2,reserve_vs_requested,-0.0017137779863778402,-0.0028682765286919707,-0.000738399390852529,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R2,pinball_Q90,-7.430391456357029,-17.849578591797354,3.5797507358776306,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R2,MAE_bound_seconds,-241.53577994978696,-365.5596554924665,-116.33308381374121,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R2,overreserve_vs_requested,-0.003967170116623064,-0.0067512277079018745,-0.0016974360867214767,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R2,missed_slots_reduction,-0.0036777241950411987,-0.024719440017777226,-0.0008318411681198405,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R2,coverage,-0.001837975399406222,-0.004773612640554398,0.0,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R2,GPU_coverage,-0.0011411693629589381,-0.003247747662675476,0.0,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R2,long_under,0.0019905068136579496,0.0,0.005100120977005098,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R2,missed_GPU_slots,151.0,0.0,337.0,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R2,overreserved_GPUh,-796.0823694475112,-1869.30435743939,8.975685698038433,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R2,reserved_GPUh,-877.857988483971,-2055.759730719264,7.635657974286005,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R2,reserve_vs_requested,-0.0017137779863778402,-0.00450183272249483,1.2937227345408131e-05,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R2,pinball_Q90,-7.430391456357029,-18.44686732466264,4.04358496438917,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R2,MAE_bound_seconds,-241.53577994978696,-485.97705414576905,-1.8051851733114785,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R2,overreserve_vs_requested,-0.003967170116623064,-0.01062481193295145,3.9197161491555294e-05,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R2,missed_slots_reduction,-0.0036777241950411987,-0.05264100206292719,0.0,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R1,R0,coverage,0.3246147320797398,0.26168773536223566,0.38714459503152454,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R1,R0,GPU_coverage,0.2830100020138283,0.22203405320630926,0.34374181841024776,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R1,R0,long_under,-0.3440514469453376,-0.41413844131381744,-0.2759853874554566,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R1,R0,missed_GPU_slots,-95616.0,-143677.45,-50474.22500000004,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R1,R0,overreserved_GPUh,134507.27578748838,97900.40234572109,170524.40330435324,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R1,R0,reserved_GPUh,201528.636582869,155515.01760640898,248523.79373191277,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R1,R0,reserve_vs_requested,0.3934296270367281,0.2905340971766064,0.5007192984803875,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R1,R0,pinball_Q90,-19138.79157841237,-30053.31516376679,-10683.174413473358,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R1,R0,MAE_bound_seconds,16186.251396149957,2018.1875505038445,30889.451102645664,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R1,R0,overreserve_vs_requested,0.6702990361950126,0.436768873405046,0.9634175606046895,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R1,R0,missed_slots_reduction,0.6984266117368629,0.38467668540636674,0.9340112143925491,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R1,R0,coverage,0.3246147320797398,0.28389243403508335,0.39319155970985703,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R1,R0,GPU_coverage,0.2830100020138283,0.22707795626763758,0.3307183057637061,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R1,R0,long_under,-0.3440514469453376,-0.4210464052191486,-0.2992558342589846,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R1,R0,missed_GPU_slots,-95616.0,-133265.15,-64601.85000000001,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R1,R0,overreserved_GPUh,134507.27578748838,75656.96042774052,179946.59536916722,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R1,R0,reserved_GPUh,201528.636582869,135208.4244365248,259836.4891003626,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R1,R0,reserve_vs_requested,0.3934296270367281,0.2485577654030936,0.5134175715233152,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R1,R0,pinball_Q90,-19138.79157841237,-43919.42204843216,-3255.6941554836744,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R1,R0,MAE_bound_seconds,16186.251396149957,-9362.611400421636,36650.78791061067,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R1,R0,overreserve_vs_requested,0.6702990361950126,0.31159125121379205,1.1345420389710974,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R1,R0,missed_slots_reduction,0.6984266117368629,0.539930918487749,0.9462064043254895,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R2,R0,coverage,0.3297045101088647,0.2666329294565174,0.3915877475451448,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R2,R0,GPU_coverage,0.28777606229442165,0.22641330072796734,0.3501895433987875,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R2,R0,long_under,-0.34956361966008265,-0.41939172272050845,-0.28297595258099695,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R2,R0,missed_GPU_slots,-95844.0,-143948.6,-50643.475000000035,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R2,R0,overreserved_GPUh,135596.2315182347,98979.43918242541,171501.35109494967,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R2,R0,reserved_GPUh,202748.93075123057,156721.4271127805,249763.6618742216,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R2,R0,reserve_vs_requested,0.3958119181476798,0.2923987896199786,0.5043087154660999,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R2,R0,pinball_Q90,-19133.329358096224,-30051.223732674338,-10662.919191510295,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R2,R0,MAE_bound_seconds,16496.03470339343,2244.97519568074,31213.10985960578,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R2,R0,overreserve_vs_requested,0.6757257015743005,0.44108500769191916,0.970727429113082,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R2,R0,missed_slots_reduction,0.7000920366393479,0.38679482298543627,0.9362833026836316,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R2,R0,coverage,0.3297045101088647,0.2860200006649412,0.39789625623569336,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R2,R0,GPU_coverage,0.28777606229442165,0.22869306032527706,0.3406753899813146,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R2,R0,long_under,-0.34956361966008265,-0.4270182996988422,-0.30236271378899393,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R2,R0,missed_GPU_slots,-95844.0,-133310.25,-64821.00000000001,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R2,R0,overreserved_GPUh,135596.2315182347,76122.12127584906,182004.19451380786,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R2,R0,reserved_GPUh,202748.93075123057,135864.67190666558,260417.46560173435,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R2,R0,reserve_vs_requested,0.3958119181476798,0.25000427871402625,0.5166776223765556,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R2,R0,pinball_Q90,-19133.329358096224,-43921.335057722885,-3245.4767668135364,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R2,R0,MAE_bound_seconds,16496.03470339343,-9307.933323381189,36974.483515114334,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R2,R0,overreserve_vs_requested,0.6757257015743005,0.31350014257618,1.1433535732433582,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R2,R0,missed_slots_reduction,0.7000920366393479,0.5400449333315118,0.9498993244511101,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R0,coverage,0.3278665347094585,0.2650077547975144,0.3896031458805653,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R0,GPU_coverage,0.2866348929314627,0.2255914966945113,0.3487084272398775,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R0,long_under,-0.3475731128464247,-0.41697244628900804,-0.28121665117269,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R0,missed_GPU_slots,-95693.0,-143746.8,-50551.275000000045,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R0,overreserved_GPUh,134800.1491487872,98297.9852704626,170732.04893029178,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R0,reserved_GPUh,201871.0727627466,155895.45960444768,248853.16348061356,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R0,reserve_vs_requested,0.39409814016130196,0.2910838985320525,0.5017197499375473,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R0,pinball_Q90,-19140.75974955258,-30052.63871094292,-10681.462858242756,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R0,MAE_bound_seconds,16254.498923443643,2085.3551391753276,30965.38711949361,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R0,overreserve_vs_requested,0.6717585314576774,0.4381602276168635,0.9653292060462124,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R0,missed_slots_reduction,0.6989890578662108,0.3855628659271169,0.9346897226540825,0,31,7073,1,2000
MAY_HISTORICAL,RUNNING,R3,R0,coverage,0.3278665347094585,0.28558951583486536,0.3972337052251279,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R0,GPU_coverage,0.2866348929314627,0.2276653923410873,0.3381094052160586,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R0,long_under,-0.3475731128464247,-0.4257915096532999,-0.3015827752976191,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R0,missed_GPU_slots,-95693.0,-133265.15,-64666.425,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R0,overreserved_GPUh,134800.1491487872,76005.4283970073,180726.05389542758,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R0,reserved_GPUh,201871.0727627466,135341.93712849292,260001.26574397922,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R0,reserve_vs_requested,0.39409814016130196,0.24919663828739286,0.5143867561704087,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R0,pinball_Q90,-19140.75974955258,-43921.55047790055,-3259.8085081506947,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R0,MAE_bound_seconds,16254.498923443643,-9360.847951034424,36686.91513572121,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R0,overreserve_vs_requested,0.6717585314576774,0.311863068971605,1.1367620389636781,0,31,7073,7,2000
MAY_HISTORICAL,RUNNING,R3,R0,missed_slots_reduction,0.6989890578662108,0.5400126571781949,0.9478691402737934,0,31,7073,7,2000
