candidate,N,coverage,GPU_coverage,under_sec,GPU_under_sec,over_sec,GPU_over_h,MAE,median_absolute_error,P90_absolute_error,P95_absolute_error,P99_absolute_error,WAPE,bias,safe_actual_ratio,completion_slot_MAE,completion_slot_signed_error,GPU_completion_slot_MAE,GPU_completion_slot_signed_error,EXTREME_CONSERVATISM_WARNING,ending_at_least_1_slots_early,GPU_ending_at_least_1_slots_early,ending_at_least_4_slots_early,GPU_ending_at_least_4_slots_early,ending_at_least_8_slots_early,GPU_ending_at_least_8_slots_early
R0_CURRENT_RSP,1190,0.8873949579831932,0.9192238267148014,1225517.8813476562,1941598.994140625,35468611.44433594,16140.942143012153,30835.402794692094,29944.23046875,57526.287109375095,109764.75234374999,114185.01234374991,1.5368480931358155,28775.70887646074,2.4341921722207114,34.122689075630255,31.83529411764706,29.883574007220215,27.934115523465703,False,0.10336134453781512,0.07536101083032491,0.07478991596638655,0.05595667870036101,0.04789915966386555,0.037454873646209384
R1_RECORDED_REQUESTED_WALLTIME,1190,0.9991596638655462,0.9981949458483754,15.0,60.0,178945691.0,81789.8475,150374.54285714286,158853.0,171943.1,172665.0,172778.22,7.494723872585548,150374.51764705882,8.494722616105461,166.54789915966387,166.54621848739495,147.09521660649818,147.09160649819495,True,0.0008403361344537816,0.0018050541516245488,0.0,0.0,0.0,0.0
R2_Q90,1190,0.1369747899159664,0.2915162454873646,20404725.48894546,27195131.37405067,630724.6383695487,664.7993897427859,17676.848846483204,10801.926516726075,41590.22644504684,78701.5738618,105196.11534353376,0.8810208066114229,-16616.807437458752,0.17181205660593918,19.639495798319327,-18.42436974789916,14.754963898916968,-12.408393501805055,False,0.8596638655462185,0.7048736462093863,0.7747899159663866,0.6119133574007221,0.6361344537815126,0.4684115523465704
R3_Q95,1190,0.14453781512605043,0.2996389891696751,17960082.56733667,24149612.800996844,819474.8255713372,838.2964735084912,15781.14066630925,8079.4114505763455,40211.54346971665,75530.86683345816,101826.35145057633,0.7865379966659722,-14403.872051903643,0.2821055899892155,17.40672268907563,-15.885714285714286,13.514891696750903,-10.556407942238268,False,0.8378151260504202,0.6805054151624549,0.7184873949579832,0.5577617328519856,0.5663865546218487,0.4201263537906137
R4_Q99,1190,0.1495798319327731,0.30685920577617326,17327874.40506116,23289910.169945996,871859.8583079211,1002.3414648438558,15293.894338965616,7533.190433323778,38847.295020561025,75163.79171126861,101826.35145057633,0.7622534561314671,-13828.583652733814,0.3107781805551314,16.81764705882353,-15.222689075630251,13.374097472924188,-9.81994584837545,False,0.8369747899159664,0.6787003610108303,0.7176470588235294,0.5573104693140795,0.5260504201680672,0.39575812274368233
R5_UARP_STYLE,1190,0.1899159663865546,0.3492779783393502,16082389.586672537,21429431.59261487,1110416.9305686494,1250.4267546680915,14447.736569110239,6897.971480011466,37380.35907925334,73970.67163300767,100710.2337406916,0.7200806340751864,-12581.489626978057,0.37293381666615766,16.141176470588235,-14.211764705882352,13.050992779783394,-8.756768953068592,False,0.8092436974789916,0.6502707581227437,0.6588235294117647,0.5036101083032491,0.47478991596638653,0.36236462093862815
