candidate,N,coverage,GPU_coverage,under_sec,GPU_under_sec,over_sec,GPU_over_h,MAE,median_absolute_error,P90_absolute_error,P95_absolute_error,P99_absolute_error,WAPE,bias,safe_actual_ratio,completion_slot_MAE,completion_slot_signed_error,GPU_completion_slot_MAE,GPU_completion_slot_signed_error,EXTREME_CONSERVATISM_WARNING,ending_at_least_1_slots_early,GPU_ending_at_least_1_slots_early,ending_at_least_4_slots_early,GPU_ending_at_least_4_slots_early,ending_at_least_8_slots_early,GPU_ending_at_least_8_slots_early
R0_CURRENT_RSP,2713,0.34316255068190193,0.38651846539978485,16565840.833374023,33086831.036499023,6115177.813501358,3410.337386142413,8360.124823765345,7040.82568359375,15221.519799804708,19733.919799804688,39299.69226562534,0.5724546691885691,-3852.068934711635,0.7362318273713604,9.410615554736454,-4.516402506450424,9.141627823592685,-4.434564359985658,False,0.6498341319572429,0.6066690570096809,0.5138223368964246,0.47615632843313016,0.36343531146332475,0.3006453926138401
R1_RECORDED_REQUESTED_WALLTIME,2713,0.9303354220420199,0.9288275367515239,3229.0,6881.0,102104692.0,52182.56805555556,37636.53556948028,28519.0,86386.0,136587.0,149720.0,2.577139812265007,37634.15517876889,3.576976816399999,41.38186509399189,41.24253593807593,36.972032986733595,36.82968806023664,False,0.06966457795798009,0.07117246324847616,0.0,0.0,0.0,0.0
R2_Q90,2713,0.23479542941393292,0.28612405880243813,34208381.80660933,67436163.6956354,2298303.209267414,1780.338706873917,13456.205313629465,11820.080847580715,27895.080847580717,34571.175343533774,48348.26146851052,0.9214058071776267,-11761.916180369302,0.19460965260750568,15.112421673424254,-13.308514559528197,14.854069558981713,-12.40946575833632,False,0.7615186140803538,0.7111868053065615,0.7239218577220788,0.6764073144496235,0.6959085882786583,0.6496952312656866
R3_Q95,2713,0.26612605971249537,0.3042309071351739,31555156.849120658,63374812.200187474,3650611.9338018894,2511.308354272341,12976.693248404921,10621.029344453025,26311.411450576346,31201.411450576346,46462.96783444827,0.8885714983058589,-10285.493886958631,0.29570680765887813,14.363435311463325,-11.366752672318466,14.348153460021512,-10.796701326640372,False,0.730925175082934,0.692900681247759,0.7121267969037965,0.6658300466116888,0.6826391448580906,0.6387594119756185
R4_Q99,2713,0.27202359012163657,0.3105055575475081,30823767.86983148,61771541.01187761,4769201.202870459,3381.167211792956,13119.413591117562,10294.029344453025,26311.411450576346,31201.411450576346,44914.65418778822,0.8983441904960272,-9603.59995096241,0.3423990970422555,14.458532989310726,-10.600073719130114,14.611330225887414,-9.831839368949444,False,0.7253962403243642,0.6790964503406238,0.7043862882417987,0.6595553961993547,0.6745300405455216,0.6324847615632844
R5_UARP_STYLE,2713,0.2830814596387763,0.32950878451057725,29106599.205520704,58538463.8329406,6130544.564669323,4287.39092088463,12988.257932248445,10366.233760193703,25201.64691881323,30222.293740691613,43348.329632877154,0.8893633832840706,-8468.873807906884,0.42009880757718815,14.499447106524142,-9.67674161444895,14.819290068124776,-8.865184653997849,False,0.7158127534095098,0.6694155611330226,0.7003317360855142,0.6556113302258875,0.6546258754146701,0.622266045177483
