config,Q50_pinball,Q90_pinball,Q95_pinball,Q99_pinball,raw_crossing_fraction,mean_normalized_pinball
L0,387.56859982224177,516.1326085528995,314.9062565570404,86.7146250629562,0.011235955056179775,0.5962883466933259
L1,387.5599755881783,515.6203376425898,313.70157255477335,86.1475789761966,0.011235955056179775,0.5952410452491156
L2,379.21617429769384,398.787859400069,331.8898584969146,120.5169664039192,0.07865168539325842,0.5620679081819611
