after,before,metric,speedup
38.29493071702018,112.88168094800494,7_issue_isolated_wall_s,2.947692523121205
1.6680725755745032,7.150164043964085,week_eta_isolated_h,4.286482583949614
2.22870696417225,not rerun,week_eta_4x4_h,conservative >=3x from isolated baseline and measured contention
