day,category,information_available_at_Dminus1_18AEST,forecast_issue_time,future_actual_used,namespace,status
2025-03-18,causal_rooftop_pv_forecast_vintage,True,2025-03-17T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-19,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-19,causal_grid_demand_forecast_vintage,True,2025-03-18T17:32:45+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-19,causal_rooftop_pv_forecast_vintage,True,2025-03-18T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-20,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-20,causal_grid_demand_forecast_vintage,True,2025-03-19T17:32:25+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-20,causal_rooftop_pv_forecast_vintage,True,2025-03-19T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-21,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-21,causal_grid_demand_forecast_vintage,True,2025-03-20T17:32:31+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-21,causal_rooftop_pv_forecast_vintage,True,2025-03-20T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-22,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-22,causal_grid_demand_forecast_vintage,True,2025-03-21T17:32:31+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-22,causal_rooftop_pv_forecast_vintage,True,2025-03-21T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-23,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-23,causal_grid_demand_forecast_vintage,True,2025-03-22T17:32:31+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-23,causal_rooftop_pv_forecast_vintage,True,2025-03-22T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-24,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-24,causal_grid_demand_forecast_vintage,True,2025-03-23T17:32:16+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-24,causal_rooftop_pv_forecast_vintage,True,2025-03-23T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-25,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-25,causal_grid_demand_forecast_vintage,True,2025-03-24T17:32:32+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-25,causal_rooftop_pv_forecast_vintage,True,2025-03-24T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-26,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-26,causal_grid_demand_forecast_vintage,True,2025-03-25T17:32:26+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-26,causal_rooftop_pv_forecast_vintage,True,2025-03-25T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-27,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-27,causal_grid_demand_forecast_vintage,True,2025-03-26T17:32:31+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-27,causal_rooftop_pv_forecast_vintage,True,2025-03-26T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-28,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-28,causal_grid_demand_forecast_vintage,True,2025-03-27T17:32:26+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-28,causal_rooftop_pv_forecast_vintage,True,2025-03-27T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-29,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-29,causal_grid_demand_forecast_vintage,True,2025-03-28T17:32:25+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-29,causal_rooftop_pv_forecast_vintage,True,2025-03-28T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-30,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-30,causal_grid_demand_forecast_vintage,True,2025-03-29T17:32:51+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-30,causal_rooftop_pv_forecast_vintage,True,2025-03-29T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-31,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-31,causal_grid_demand_forecast_vintage,True,2025-03-30T17:32:54+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-31,causal_rooftop_pv_forecast_vintage,True,2025-03-30T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
