day,category,information_available_at_Dminus1_18AEST,forecast_issue_time,future_actual_used,namespace,status
2025-03-08,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-08,causal_grid_demand_forecast_vintage,True,2025-03-07T17:32:33+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-08,causal_rooftop_pv_forecast_vintage,True,2025-03-07T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-09,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-09,causal_grid_demand_forecast_vintage,True,2025-03-08T17:32:50+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-09,causal_rooftop_pv_forecast_vintage,True,2025-03-08T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-10,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-10,causal_grid_demand_forecast_vintage,True,2025-03-09T17:32:23+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-10,causal_rooftop_pv_forecast_vintage,True,2025-03-09T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-11,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-11,causal_grid_demand_forecast_vintage,True,2025-03-10T17:32:21+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-11,causal_rooftop_pv_forecast_vintage,True,2025-03-10T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-12,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-12,causal_grid_demand_forecast_vintage,True,2025-03-11T17:32:22+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-12,causal_rooftop_pv_forecast_vintage,True,2025-03-11T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-13,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-13,causal_grid_demand_forecast_vintage,True,2025-03-12T17:32:19+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-13,causal_rooftop_pv_forecast_vintage,True,2025-03-12T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-14,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-14,causal_grid_demand_forecast_vintage,True,2025-03-13T17:32:25+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-14,causal_rooftop_pv_forecast_vintage,True,2025-03-13T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-15,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-15,causal_grid_demand_forecast_vintage,True,2025-03-14T17:32:35+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-15,causal_rooftop_pv_forecast_vintage,True,2025-03-14T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-16,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-16,causal_grid_demand_forecast_vintage,True,2025-03-15T17:32:58+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-16,causal_rooftop_pv_forecast_vintage,True,2025-03-15T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-17,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-17,causal_grid_demand_forecast_vintage,True,2025-03-16T17:33:23+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-17,causal_rooftop_pv_forecast_vintage,True,2025-03-16T18:00:00+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
2025-03-18,gfs_d1_weather,False,,False,GFS_D1_FORECAST,MISSING_RAW_SOURCE_NO_SUBSTITUTION
2025-03-18,causal_grid_demand_forecast_vintage,True,2025-03-17T17:32:41+10:00,False,AEMO_DA_FORECAST,CAUSAL_SOURCE_PRESENT
