role,arm,state,nominal_quantile,N,GPU_weight,coverage,GPU_coverage,long_N,long_under,missed_GPU_slots,overreserved_GPUh,reserved_GPUh,requested_reserved_GPUh,requested_overreserved_GPUh,reserve_vs_requested,overreserve_vs_requested,pinball_Q90,pinball_Q95,unscorable_N,query_N
CALIBRATION,R1,PENDING,0.9,2727,7865.0,0.7407407407407407,0.8870947234583598,667,0.4482758620689655,8846.0,29920.994303219046,51254.84550507284,174657.66666666666,149901.7236111111,0.2934588929490995,0.19960407113691936,5076.394709967087,4201.573833137289,0,2727
CALIBRATION,R1,RUNNING,0.9,1466,3092.0,0.742837653478854,0.8460543337645536,1273,0.23959151610369206,4243.0,91138.35332658599,181282.17057629573,129050.91583333333,38680.696388888886,1.4047337006923533,2.356171471431049,8272.28938146319,5727.90430160184,0,1466
CALIBRATION,R2,PENDING,0.95,2727,7865.0,0.7920792079207921,0.9118881118881119,667,0.3148425787106447,3256.0,42444.48856246442,65706.88961829997,174657.66666666666,149901.7236111111,0.37620386709792286,0.2831487693402234,4079.1404462422893,2729.6754118575236,0,2727
CALIBRATION,R2,RUNNING,0.95,1466,3092.0,0.9365620736698499,0.9495472186287193,1273,0.06284367635506677,1190.0,96545.91506997228,187647.13642798888,129050.91583333333,38680.696388888886,1.4540550542882733,2.49597148146757,7273.135773790898,4304.699304208756,0,1466
DEVELOPMENT,R1,PENDING,0.9,4362,7205.0,0.894314534617148,0.8945176960444136,1808,0.21460176991150443,12363.0,46349.069091597514,93738.76843420067,289727.5,238927.17472222223,0.32354114964648045,0.19398826920999312,3196.6784118801183,2318.636404285977,2,4364
DEVELOPMENT,R1,RUNNING,0.9,2522,4129.0,0.8191911181601903,0.8147251150399613,2335,0.19528907922912206,7518.0,63276.29420513928,131194.6133686731,133485.26277777777,62156.72027777778,0.9828396831122993,1.0180121139332663,6442.945930339915,4570.07052695626,0,2522
DEVELOPMENT,R2,PENDING,0.95,4362,7205.0,0.9621733149931224,0.9455933379597502,1808,0.09070796460176991,5457.0,74001.48608998927,123248.5714647872,289727.5,238927.17472222223,0.4253947984391789,0.3097240243853539,3747.579387322277,2120.068421366222,2,4364
DEVELOPMENT,R2,RUNNING,0.95,2522,4129.0,0.8703409992069786,0.861467667716154,2335,0.14004282655246253,4236.0,73004.55675073926,142653.6885611488,133485.26277777777,62156.72027777778,1.0686849289021092,1.174523952108197,6059.798002361406,3654.1910570212954,0,2522
