role,model,stratum,value,major,N,unresolved_N,Q90_coverage,GPU_coverage,pinball,MAE_seconds,long_under,missed_GPU_slots,overreserved_GPUh,requested_overreserved_GPUh,Q90_sum_GPUh
MAY_HISTORICAL,MOE_CURRENT_TEMPORAL_GPU_COHORT,elapsed,<1h,True,684,0,0.9488304093567251,0.9590570719602978,5686.731209626671,32055.158236274943,0.11627906976744186,1487.0,13236.353082911173,31441.35861111111,19838.132491209242
MAY_HISTORICAL,MOE_CURRENT_TEMPORAL_GPU_COHORT,elapsed,1-2h,True,732,0,0.8415300546448088,0.8709002093510119,12133.697404204822,34930.37994918406,0.1781874039938556,6820.0,12734.462343580459,30462.338055555556,24475.812772623696
MAY_HISTORICAL,MOE_CURRENT_TEMPORAL_GPU_COHORT,elapsed,2-4h,True,1204,0,0.7209302325581395,0.7697841726618705,14267.182418437971,31156.73993964211,0.2984014209591474,18070.0,13635.855961473253,44547.120833333334,30426.9788289388
MAY_HISTORICAL,MOE_CURRENT_TEMPORAL_GPU_COHORT,elapsed,4-8h,True,788,0,0.748730964467005,0.7872492836676218,15074.632423238223,33046.56075011897,0.2512690355329949,10834.0,9134.55537838406,27290.3425,21663.68522603353
MAY_HISTORICAL,MOE_CURRENT_TEMPORAL_GPU_COHORT,elapsed,>8h,True,3665,0,0.48731241473396997,0.4809280855199223,69602.44927791995,90138.30416834312,0.51268758526603,151420.0,40188.63529507107,66926.40555555555,172095.1938067966
MAY_HISTORICAL,MOE_POOLED,hardware,H100,True,47009,0,0.9113573996468761,0.9147019935779659,10961.568689116044,38423.90513772199,0.21522648623521512,339904.0,1181684.6195138227,2464545.273611111,1772583.4308049155
MAY_HISTORICAL,MOE_POOLED,hardware,OTHER,False,483,0,0.7701863354037267,0.7884615384615384,13437.174138500774,37257.610934050186,0.2775,4128.0,4287.399227455987,9454.868888888888,11564.204766464234
MAY_HISTORICAL,MOE_POOLED,standby_state,regular_PENDING,True,21671,0,0.9352591020257487,0.9539835164835165,6911.575235974531,36148.695954389135,0.7078708375378405,122083.0,491827.48501790734,987175.1327777777,615288.1768609275
MAY_HISTORICAL,MOE_POOLED,standby_state,regular_RUNNING,True,4973,0,0.5334807963000201,0.5754147812971342,56341.94031349427,76974.84629755195,0.5079921173636961,159972.0,59727.8332745107,148833.7488888889,193584.19372183058
MAY_HISTORICAL,MOE_POOLED,standby_state,standby_PENDING,True,18748,0,0.9846383614252187,0.9542462073672854,4002.0264349666622,32035.803761110088,0.025604551920341393,33009.0,607376.8628298675,1286157.4441666666,901657.7218764644
MAY_HISTORICAL,MOE_POOLED,standby_state,standby_RUNNING,True,2100,0,0.8728571428571429,0.7966892049428771,7992.06185475522,27372.968153206963,0.13594704684317718,28968.0,27039.837618993122,51833.816666666666,73617.54311215719
MAY_HISTORICAL,MOE_POOLED,wall_bucket,1-6h,True,17074,0,1.0,1.0,3418.3487638214565,34183.48763821457,0.0,0.0,320679.1161738756,59836.89666666667,329198.8236738756
MAY_HISTORICAL,MOE_POOLED,wall_bucket,24-72h,True,10206,0,0.6822457378012934,0.8560806150429824,18446.5075569658,41499.11547580187,0.407309721175584,288465.0,666552.921971842,2143206.205,1079795.5270004226
MAY_HISTORICAL,MOE_POOLED,wall_bucket,6-24h,True,18333,0,0.9844542628047783,0.9801261034047919,3154.108056584985,29089.902168394612,0.02698097131496734,7476.0,160680.01633397207,152752.7561111111,260763.09280173195
MAY_HISTORICAL,MOE_POOLED,wall_bucket,<=1h,True,138,0,1.0,1.0,3357.7905896808797,33577.90589680879,,0.0,11090.477347009446,581.4638888888888,11302.622624787226
MAY_HISTORICAL,MOE_POOLED,wall_bucket,>72h,True,1741,0,0.569213095921884,0.5979863358504135,124563.44433826707,160331.42719843303,0.6950880444856349,48091.0,26969.486914579604,117622.82083333333,103087.5694705624
MAY_HISTORICAL,MOE_POOLED,GPU_bucket,2-4,True,18213,0,0.9796299346620546,0.9682563868149728,4641.289537472097,35589.740208038864,0.24248366013071895,32277.0,378029.78251989576,131354.49972222222,529871.8761706119
MAY_HISTORICAL,MOE_POOLED,GPU_bucket,5-8,True,818,0,0.7224938875305623,0.7224938875305623,13045.79097424393,32499.274310650628,0.761744966442953,64280.0,36818.07980713739,214173.11555555556,67029.74320069207
MAY_HISTORICAL,MOE_POOLED,GPU_bucket,9-32,True,1320,0,0.9318181818181818,0.9311268414004209,8775.45220807538,51806.80668657765,0.1388888888888889,69888.0,550050.003295322,1693246.4077777779,764328.8951616414
MAY_HISTORICAL,MOE_POOLED,GPU_bucket,<=1,True,27108,0,0.8678987752692932,0.8678987752692932,15285.139939759878,39804.7338625412,0.2075340481019994,163907.0,193324.4720500623,403549.7027777778,364605.83783741156
MAY_HISTORICAL,MOE_POOLED,GPU_bucket,>32,False,33,0,0.7272727272727273,0.7602131438721137,19578.904574873955,62809.92524684559,0.3,13680.0,27749.68106886122,31676.416666666668,58311.28320102268
MAY_HISTORICAL,MOE_POOLED,elapsed,<1h,True,684,0,0.9488304093567251,0.9584367245657568,5767.396816989832,32115.902957224705,0.11627906976744186,1448.0,13260.258914608425,31441.35861111111,19833.94493810018
MAY_HISTORICAL,MOE_POOLED,elapsed,1-2h,True,732,0,0.8415300546448088,0.8750872295882763,12069.915003108455,34786.864293166196,0.1781874039938556,6771.0,11909.920674099392,30462.338055555556,23720.89597181532
MAY_HISTORICAL,MOE_POOLED,elapsed,2-4h,True,1204,0,0.7126245847176079,0.7657374100719424,14392.11531925645,30814.550893587133,0.30728241563055064,17752.0,12515.169053005642,44547.120833333334,29353.915460205077
MAY_HISTORICAL,MOE_POOLED,elapsed,4-8h,True,788,0,0.7461928934010152,0.7858166189111748,15357.530595405693,33221.92169406329,0.25380710659898476,10942.0,8886.783366156684,27290.3425,21283.554938964844
MAY_HISTORICAL,MOE_POOLED,elapsed,>8h,True,3665,0,0.4843110504774898,0.47643343051506315,69512.10939026796,89923.13448930977,0.5156889495225102,152027.0,40195.53888563368,66926.40555555555,173009.42552490236
MAY_HISTORICAL,MULTI_QUANTILE,hardware,H100,True,47009,0,0.8560701142334447,0.8783934612016415,5274.84459878483,26180.356955487634,0.2756572491090336,210136.0,1188559.985772122,2464545.273611111,1879575.078054124
MAY_HISTORICAL,MULTI_QUANTILE,hardware,OTHER,False,483,0,0.8281573498964804,0.8189102564102564,7283.003501815625,36834.41121652534,0.19,669.0,5731.609995282855,9454.868888888888,14014.086538591218
MAY_HISTORICAL,MULTI_QUANTILE,standby_state,regular_PENDING,True,21671,0,0.8825158045314014,0.8881198929275852,3692.464331759437,12101.40522665813,0.7270433905146317,121579.0,322527.94339748967,987175.1327777777,453001.507130614
MAY_HISTORICAL,MULTI_QUANTILE,standby_state,regular_RUNNING,True,4973,0,0.8137944902473356,0.8020361990950227,19595.397698306748,85687.41181884163,0.1990365666739654,36306.0,230327.30945468665,148833.7488888889,450479.4742210661
