day,case,slot,cohort,execution_class,destination_AIDC,destination_rack,executed_nodeh,destination_sensitivity_pu_per_kw,slot_sensitivity_abs_pu_per_kw,delta_PCC_kw,absolute_sensitivity_weighted_contribution_pu,destination_above_median_leverage,executed_in_top10_critical_slot
2025-04-04,B1,0,N01_R02,original-rack,AIDC05,AIDC05_LP03,0.0632068263195541,0.00031599259084358344,0.00031599259084358344,0.5788408711713735,0.00018290942656759923,True,False
2025-04-04,B1,0,N01_R02,original-rack,AIDC05,AIDC05_LP04,0.08348224627239986,0.00031599259084358344,0.00031599259084358344,0.7645208432923576,0.00024158292202587333,True,False
2025-04-04,B1,0,N01_R02,original-rack,AIDC06,AIDC06_LP01,0.06862278495050522,0.0002091266307844286,0.0002091266307844286,0.6284395995795741,0.00013142345611159175,False,False
2025-04-04,B1,0,N01_R02,original-rack,AIDC06,AIDC06_LP02,0.07230245615153508,0.0002091266307844286,0.0002091266307844286,0.6621376067039945,0.00013847060680567146,False,False
2025-04-04,B1,0,N01_R02,same-site reassigned,AIDC06,AIDC06_LP03,0.08146657614520303,0.0002091266307844286,0.0002091266307844286,0.7460615672875478,0.00015602134192459514,False,False
2025-04-04,B1,0,N01_R02,original-rack,AIDC06,AIDC06_LP04,0.10759933963998214,0.0002091266307844286,0.0002091266307844286,0.985382420243484,0.00020606970557972574,False,False
2025-04-04,B1,0,N01_R02,same-site reassigned,AIDC07,AIDC07_LP01,0.021296726363949914,0.0002084551972001969,0.0002084551972001969,0.19503297917986798,4.0655638135481275e-05,False,False
2025-04-04,B1,0,N01_R02,same-site reassigned,AIDC07,AIDC07_LP02,0.02243869328840742,0.0002084551972001969,0.0002084551972001969,0.20549098139089467,4.283566304870094e-05,False,False
2025-04-04,B1,0,N01_R02,original-rack,AIDC07,AIDC07_LP03,0.02528273052782165,0.0002084551972001969,0.0002084551972001969,0.2315363484685495,4.8264955179025e-05,False,False
2025-04-04,B1,0,N01_R02,same-site reassigned,AIDC07,AIDC07_LP04,0.03339289850895988,0.0002084551972001969,0.0002084551972001969,0.30580833731694246,6.374733726086757e-05,False,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC08,AIDC08_LP01,0.06270702762718583,0.00020859942053552682,0.00020859942053552682,0.574263772029611,0.00011979109007992273,False,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC08,AIDC08_LP02,0.06606948579364413,0.00020859942053552682,0.00020859942053552682,0.6050567785398571,0.00012621449339450676,False,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC08,AIDC08_LP03,0.07444359544303036,0.00020859942053552682,0.00020859942053552682,0.681745914935173,0.00014221180280793964,False,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC08,AIDC08_LP04,0.09832353449860431,0.00020859942053552682,0.00020859942053552682,0.9004356598776659,0.00018783035688000585,False,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC09,AIDC09_LP01,0.140795024295002,0.0003132198076757631,0.0003132198076757631,1.2893846956891253,0.00040386082640382013,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC09,AIDC09_LP02,0.14834469451780485,0.0003132198076757631,0.0003132198076757631,1.3585237103064725,0.00042551653526515736,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC09,AIDC09_LP03,0.16714694071170966,0.0003132198076757631,0.0003132198076757631,1.5307125259865204,0.0004794494829963794,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC09,AIDC09_LP04,0.22076416236479046,0.0003132198076757631,0.0003132198076757631,2.021732896706454,0.0006332467890781589,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC10,AIDC10_LP01,0.01774727196995826,0.0003144809171421459,0.0003144809171421459,0.16252748264988998,5.11117918045416e-05,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC10,AIDC10_LP02,0.018698911073672858,0.0003144809171421459,0.0003144809171421459,0.1712424844924123,5.385249357687352e-05,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC10,AIDC10_LP03,0.021068942106518024,0.0003144809171421459,0.0003144809171421459,0.19294695705712442,6.0678136015110725e-05,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC10,AIDC10_LP04,0.02782741542413325,0.0003144809171421459,0.0003144809171421459,0.2548402810974522,8.014240532428903e-05,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC11,AIDC11_LP01,0.011831514646638827,0.00031471157920834325,0.00031471157920834325,0.10835165509992653,3.409952048633562e-05,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC11,AIDC11_LP02,0.012465940715781915,0.00031471157920834325,0.00031471157920834325,0.11416165632827495,3.592799514811156e-05,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC11,AIDC11_LP03,0.01404596140434533,0.00031471157920834325,0.00031471157920834325,0.12863130470474946,4.0481761039261294e-05,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC11,AIDC11_LP04,0.018551610282755537,0.00031471157920834325,0.00031471157920834325,0.16989352073163513,5.34674582067183e-05,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC12,AIDC12_LP01,0.02484618075794154,0.0003155316699832711,0.0003155316699832711,0.22753847570984573,7.179559522617559e-05,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC12,AIDC12_LP02,0.026178475503142007,0.0003155316699832711,0.0003155316699832711,0.23973947828937728,7.564539794556537e-05,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC12,AIDC12_LP03,0.02949651894912525,0.0003155316699832711,0.0003155316699832711,0.27012573987997435,8.523322580979499e-05,True,False
2025-04-04,B1,0,N01_R02,cross-site reassigned,AIDC12,AIDC12_LP04,0.03895838159378748,0.0003155316699832711,0.0003155316699832711,0.3567763935364416,0.00011257425126316214,True,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC01,AIDC01_LP01,0.0313302834796923,0.00020560764273908072,0.00020560764273908072,0.28691914527941953,5.899276911761329e-05,False,False
2025-04-04,B1,1,N01_R02,original-rack,AIDC01,AIDC01_LP02,0.033010266912650854,0.00020560764273908072,0.00020560764273908072,0.302304241012131,6.215606238453118e-05,False,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC01,AIDC01_LP03,0.03719421947958057,0.00020560764273908072,0.00020560764273908072,0.34062039908874786,7.003415732548237e-05,False,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC01,AIDC01_LP04,0.04912534248762679,0.00020560764273908072,0.00020560764273908072,0.4498842561461261,9.249964141162978e-05,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC02,AIDC02_LP01,0.05569828174167524,0.0002100334744501442,0.0002100334744501442,0.5100784804967462,0.00010713355550098171,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC02,AIDC02_LP02,0.05868491895582373,0.0002100334744501442,0.0002100334744501442,0.5374297617993439,0.00011287824014362958,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC02,AIDC02_LP03,0.06612305685258779,0.0002100334744501442,0.0002100334744501442,0.605547376157775,0.00012718521935858588,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC02,AIDC02_LP04,0.0873339422002255,0.0002100334744501442,0.0002100334744501442,0.7997942331486695,0.00016798356163340373,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC03,AIDC03_LP01,0.057438853046102634,0.00020929160411586878,0.00020929160411586878,0.5260184330122699,0.00011009124163965364,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC03,AIDC03_LP02,0.060518822673193196,0.00020929160411586878,0.00020929160411586878,0.5542244418555732,0.00011599452247617496,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC03,AIDC03_LP03,0.0681894023792311,0.00020929160411586878,0.00020929160411586878,0.6244707316627048,0.00013069648115309775,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC03,AIDC03_LP04,0.09006312789398252,0.00020929160411586878,0.00020929160411586878,0.8247878029345651,0.00017262116233137818,False,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC04,AIDC04_LP01,0.02523828391419658,0.00020974359752623517,0.00020974359752623517,0.23112931147508803,4.847789328254671e-05,False,False
2025-04-04,B1,1,N01_R02,original-rack,AIDC04,AIDC04_LP02,0.026591603901857608,0.00020974359752623517,0.00020974359752623517,0.2435228608153275,5.107736090728744e-05,False,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC04,AIDC04_LP03,0.029962010136328765,0.00020974359752623517,0.00020974359752623517,0.27438865482149105,5.755126358264389e-05,False,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC04,AIDC04_LP04,0.03957319255947722,0.00020974359752623517,0.00020974359752623517,0.36240676189549126,7.601249800779406e-05,False,False
2025-04-04,B1,1,N01_R02,original-rack,AIDC05,AIDC05_LP01,0.03916285434961542,0.00031457330806602957,0.00031457330806602957,0.3586489315992748,0.00011282138084753104,True,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC05,AIDC05_LP02,0.04126283364081351,0.00031457330806602957,0.00031457330806602957,0.3778803012651632,0.00011887105642197024,True,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC05,AIDC05_LP03,0.04649277434947574,0.00031457330806602957,0.00031457330806602957,0.425775498860935,0.00013393760717014832,True,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC05,AIDC05_LP04,0.061406678109533486,0.00031457330806602957,0.00031457330806602957,0.5623553201826575,0.00017690197337838983,True,False
2025-04-04,B1,1,N01_R02,original-rack,AIDC06,AIDC06_LP01,0.05047656782839316,0.0002096204217632569,0.0002096204217632569,0.46225862295017606,9.689884750651826e-05,False,False
2025-04-04,B1,1,N01_R02,original-rack,AIDC06,AIDC06_LP02,0.053183207803715216,0.0002096204217632569,0.0002096204217632569,0.487045721630655,0.00010209472958620772,False,False
2025-04-04,B1,1,N01_R02,original-rack,AIDC06,AIDC06_LP03,0.05992402027265753,0.0002096204217632569,0.0002096204217632569,0.5487773096429821,0.00011503493110146734,False,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC06,AIDC06_LP04,0.07914638511895444,0.0002096204217632569,0.0002096204217632569,0.7248135237909825,0.0001519357165567782,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC07,AIDC07_LP01,0.01566514173984615,0.00020895262979464535,0.00020895262979464535,0.14345957263970976,2.9976254972283306e-05,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC07,AIDC07_LP02,0.016505133456325427,0.00020895262979464535,0.00020895262979464535,0.1511521205060655,3.158363307877952e-05,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC07,AIDC07_LP03,0.018597109739790285,0.00020895262979464535,0.00020895262979464535,0.17031019954437393,3.5586764075647744e-05,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC07,AIDC07_LP04,0.024562671243813394,0.00020895262979464535,0.00020895262979464535,0.22494212807306305,4.7002249212470445e-05,False,False
2025-04-04,B1,1,N01_R02,original-rack,AIDC08,AIDC08_LP01,0.04612513956732478,0.0002090907555738486,0.0002090907555738486,0.4224087416613677,8.832176295497399e-05,False,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC08,AIDC08_LP02,0.04859844851029149,0.0002090907555738486,0.0002090907555738486,0.4450590214900813,9.305772707831882e-05,False,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC08,AIDC08_LP03,0.0547581564560492,0.0002090907555738486,0.0002090907555738486,0.5014689208806568,0.00010485251556373902,False,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC08,AIDC08_LP04,0.07232342088456178,0.0002090907555738486,0.0002090907555738486,0.6623295993262422,0.0001384869963620484,False,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC09,AIDC09_LP01,0.1035639926134273,0.00031196384332785043,0.00031196384332785043,0.9484271746736367,0.0002958749865277622,True,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC09,AIDC09_LP02,0.10911727118348491,0.00031196384332785043,0.00031196384332785043,0.9992834633456565,0.00031174030979927615,True,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC09,AIDC09_LP03,0.12294755883528041,0.00031196384332785043,0.00031196384332785043,1.1259396525433627,0.00035125246136265194,True,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC09,AIDC09_LP04,0.16238654877854408,0.00031196384332785043,0.00031196384332785043,1.4871174022608054,0.0004639268602890098,True,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC10,AIDC10_LP01,0.013054284783205139,0.0003130656088633499,0.0003130656088633499,0.11954964386642494,3.7426882046438964e-05,True,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC10,AIDC10_LP02,0.01375427788027117,0.0003130656088633499,0.0003130656088633499,0.12596010042172107,3.94337755310148e-05,True,False
2025-04-04,B1,1,N01_R02,original-rack,AIDC10,AIDC10_LP03,0.015497591449825238,0.0003130656088633499,0.0003130656088633499,0.14192516628697827,4.443188859666503e-05,True,False
2025-04-04,B1,1,N01_R02,same-site reassigned,AIDC10,AIDC10_LP04,0.02046889270317781,0.0003130656088633499,0.0003130656088633499,0.18745177339421903,5.868470357017587e-05,True,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC11,AIDC11_LP01,0.008702856522136745,0.00031330039035495916,0.00031330039035495916,0.0796997625776165,2.4969966726764816e-05,True,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC11,AIDC11_LP02,0.009169518586847475,0.00031330039035495916,0.00031330039035495916,0.08397340028114764,2.630889908751679e-05,True,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC11,AIDC11_LP03,0.010331727633216825,0.00031330039035495916,0.00031330039035495916,0.09461677752465218,2.9643473332601854e-05,True,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC11,AIDC11_LP04,0.013645928468785234,0.00031330039035495916,0.00031330039035495916,0.12496784892947961,3.9152475851425524e-05,True,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC12,AIDC12_LP01,0.01827599869648716,0.00031412465830846226,0.00031412465830846226,0.16736950141299461,5.257488744261462e-05,True,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC12,AIDC12_LP02,0.019255989032379683,0.00031412465830846226,0.00031412465830846226,0.1763441405904099,5.539404290766194e-05,True,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC12,AIDC12_LP03,0.02169662802975536,0.00031412465830846226,0.00031412465830846226,0.19869523280176982,6.241507211137631e-05,True,False
2025-04-04,B1,1,N01_R02,cross-site reassigned,AIDC12,AIDC12_LP04,0.02865644978444902,0.00031412465830846226,0.00031412465830846226,0.26243248275190745,8.243651397348435e-05,True,False
2025-04-04,B1,2,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP01,0.0315464148283916,0.00020516640689149934,0.00020516640689149934,0.28889845139955367,5.927225723016487e-05,False,False
2025-04-04,B1,2,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP02,0.03323798759425207,0.00020516640689149934,0.00020516640689149934,0.30438968091470375,6.245053712811976e-05,False,False
2025-04-04,B1,2,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP03,0.03745080307625159,0.00020516640689149934,0.00020516640689149934,0.34297016225949245,7.036595586177457e-05,False,False
2025-04-04,B1,2,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP04,0.015884432643626538,0.00020516640689149934,0.00020516640689149934,0.14546781360315345,2.9845108635321363e-05,False,False
2025-04-04,B1,2,N01_R02,original-rack,AIDC02,AIDC02_LP04,0.02553186935825913,0.00020935712063246958,0.00020935712063246958,0.23381793332338713,4.895144927281909e-05,False,False
2025-04-04,B1,2,N01_R02,cross-site reassigned,AIDC03,AIDC03_LP01,0.026329740275704724,0.00020864203604159526,0.00020864203604159526,0.24112474373974296,5.030875747386787e-05,False,False
2025-04-04,B1,2,N01_R02,cross-site reassigned,AIDC04,AIDC04_LP01,0.0115691283029611,0.00020907904836070523,0.00020907904836070523,0.10594875103715917,2.2151664041854522e-05,False,False
2025-04-04,B1,2,N01_R02,original-rack,AIDC06,AIDC06_LP01,0.023138256605921573,0.0002089616744039846,0.0002089616744039846,0.2118975020743126,4.427845683547016e-05,False,False
2025-04-04,B1,2,N01_R02,cross-site reassigned,AIDC07,AIDC07_LP01,0.007180838257010378,0.00020831114100994252,0.00020831114100994252,0.06576129374720262,1.3698810134769777e-05,False,False
2025-04-04,B1,2,N01_R02,cross-site reassigned,AIDC08,AIDC08_LP01,0.02114357931230834,0.00020844777710438134,0.00020844777710438134,0.19363047603342998,4.036184230883167e-05,False,False
2025-04-04,B1,3,N01_R00,cross-site reassigned,AIDC06,AIDC06_LP01,0.00021520625075507858,0.00020997308644987722,0.00020997308644987722,0.0019708341791882826,4.1382213548507406e-07,False,False
2025-04-04,B1,3,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP01,0.0306468411067784,0.0002058945230581366,0.0002058945230581366,0.28066025835899644,5.778641003619897e-05,False,False
2025-04-04,B1,3,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP02,0.0205575685199176,0.0002058945230581366,0.0002058945230581366,0.18826385636060605,3.876249691445252e-05,False,False
2025-04-04,B1,3,N01_R02,original-rack,AIDC02,AIDC02_LP01,0.010991681528808195,0.0002103779956563745,0.0002103779956563745,0.10066055966181779,2.1176766783302128e-05,False,False
2025-04-04,B1,3,N01_R02,cross-site reassigned,AIDC03,AIDC03_LP01,0.011335171576583432,0.0002096439860962973,0.0002096439860962973,0.10380620215124942,2.176234600050596e-05,False,False
2025-04-04,B1,3,N01_R02,cross-site reassigned,AIDC04,AIDC04_LP01,0.004980605692741013,0.00021008955284573805,0.00021008955284573805,0.04561181609675935,9.58256604825021e-06,False,False
2025-04-04,B1,3,N01_R02,cross-site reassigned,AIDC06,AIDC06_LP01,0.00974600513472733,0.00020997308644987722,0.00020997308644987722,0.08925279801433392,1.8740685473357167e-05,False,False
2025-04-04,B1,3,N01_R02,cross-site reassigned,AIDC07,AIDC07_LP01,0.003091410429977299,0.00020931205918228724,0.00020931205918228724,0.0283107824048862,5.925788162228397e-06,False,False
2025-04-04,B1,3,N01_R02,cross-site reassigned,AIDC08,AIDC08_LP01,0.009102486266044272,0.00020944417400087234,0.00020944417400087234,0.08335952596994271,1.7459167061878918e-05,False,False
2025-04-04,B1,4,N01_R01,cross-site reassigned,AIDC04,AIDC04_LP01,0.00036245263285065863,0.0002096408663717353,0.0002096408663717353,0.0033192996702118443,6.958608586106262e-07,False,False
2025-04-04,B1,4,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP01,0.011441701992913358,0.00020562491705908292,0.00020562491705908292,0.10478179549433088,2.1545748007823576e-05,False,False
2025-04-04,B1,4,N01_R02,cross-site reassigned,AIDC02,AIDC02_LP01,0.002471329655822542,0.00020992135048406024,0.00020992135048406024,0.02263215374389743,4.7509722782818286e-06,False,False
2025-04-04,B1,4,N01_R02,cross-site reassigned,AIDC03,AIDC03_LP01,0.002548558707567018,0.0002092052844371306,0.0002092052844371306,0.02333940854839442,4.882727603961252e-06,False,False
2025-04-04,B1,4,N01_R02,cross-site reassigned,AIDC04,AIDC04_LP01,0.0007573686174439401,0.0002096408663717353,0.0002096408663717353,0.006935894994991764,1.454047035813456e-06,False,False
2025-04-04,B1,4,N01_R02,original-rack,AIDC06,AIDC06_LP01,0.0022396425005891973,0.00020952820013714346,0.00020952820013714346,0.020510389330407216,4.297504960512295e-06,False,False
2025-04-04,B1,4,N01_R02,cross-site reassigned,AIDC07,AIDC07_LP01,0.0006950614657000955,0.00020887861810417463,0.00020887861810417463,0.006365293240471203,1.3295736558974687e-06,False,False
2025-04-04,B1,4,N01_R02,original-rack,AIDC08,AIDC08_LP02,0.002046569871228214,0.00020900987561578432,0.00020900987561578432,0.018742252319166628,3.917315825988662e-06,False,False
2025-04-04,B1,5,N01_R01,cross-site reassigned,AIDC08,AIDC08_LP04,0.0017726199075352523,0.000210056369939704,0.000210056369939704,0.0162334499496298,3.4099395680171064e-06,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP01,0.033164479249734924,0.00020637270093309956,0.00020637270093309956,0.3037164999205568,6.267879440655283e-05,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP02,0.034942815399753024,0.00020637270093309956,0.00020637270093309956,0.3200022985636944,6.603973865938974e-05,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP03,0.03937171270538253,0.00020637270093309956,0.00020637270093309956,0.36056163248370854,7.441007794851053e-05,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP04,0.05200132972378135,0.00020637270093309956,0.00020637270093309956,0.4762222176320747,9.82792652970816e-05,False,False
2025-04-04,B1,5,N01_R02,original-rack,AIDC02,AIDC02_LP01,0.05895907422175095,0.00021100017499237067,0.00021100017499237067,0.539940444303212,0.0001139275282334361,False,False
2025-04-04,B1,5,N01_R02,original-rack,AIDC02,AIDC02_LP03,0.025031517813528224,0.00021100017499237067,0.00021100017499237067,0.22923577122305114,4.836878784257484e-05,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC03,AIDC03_LP01,0.06080154529118076,0.0002102593057317359,0.0002102593057317359,0.5568135831876881,0.00011707523742304348,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC03,AIDC03_LP02,0.03309956865089012,0.0002102593057317359,0.0002102593057317359,0.3031220560958721,6.373423306669437e-05,False,False
2025-04-04,B1,5,N01_R02,original-rack,AIDC04,AIDC04_LP01,0.02671583050673093,0.00021070846419038447,0.00021070846419038447,0.2446605138248932,5.1552041116073576e-05,False,False
2025-04-04,B1,5,N01_R02,original-rack,AIDC04,AIDC04_LP02,0.011342406509339457,0.00021070846419038447,0.00021070846419038447,0.10387245883621872,2.188680627305858e-05,False,False
2025-04-04,B1,5,N01_R02,original-rack,AIDC06,AIDC06_LP01,0.05343166101346186,0.00021059690139924037,0.00021059690139924037,0.4893210276497864,0.00010304949221253704,False,False
2025-04-04,B1,5,N01_R02,same-site reassigned,AIDC06,AIDC06_LP02,0.022684813018509848,0.00021059690139924037,0.00021059690139924037,0.20774491767088915,4.375043594292955e-05,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC07,AIDC07_LP01,0.016582239624867462,0.00020993053132653539,0.00020993053132653539,0.1518582499602784,3.1879683100479066e-05,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC07,AIDC07_LP02,0.017471407699876512,0.00020993053132653539,0.00020993053132653539,0.1600011492818472,3.358912628159449e-05,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC07,AIDC07_LP03,0.019685856352691267,0.00020993053132653539,0.00020993053132653539,0.18028081624185427,3.784644754163396e-05,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC07,AIDC07_LP04,0.026000664861890677,0.00020993053132653539,0.00020993053132653539,0.23811110881603734,4.99867915885012e-05,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC08,AIDC08_LP01,0.048825483339887565,0.000210056369939704,0.000210056369939704,0.44713818043859793,9.392422304437625e-05,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC08,AIDC08_LP02,0.05144358933852522,0.000210056369939704,0.000210056369939704,0.47111449510766057,9.896060066829162e-05,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC08,AIDC08_LP03,0.05796391037181303,0.000210056369939704,0.000210056369939704,0.5308268478232363,0.00011150356072028469,False,False
2025-04-04,B1,5,N01_R02,cross-site reassigned,AIDC08,AIDC08_LP04,0.07478489329692077,0.000210056369939704,0.000210056369939704,0.6848714815642593,0.0001438616172926152,False,False
2025-04-04,B1,6,N01_R02,cross-site reassigned,AIDC01,AIDC01_LP01,0.034262660156639424,0.00020606310460952182,0.00020606310460952182,0.3137735148012378,6.46571446041848e-05,False,False
