day,case,slot,cohort,original_rack,proposed_rack,proposed_AIDC,nodeh_blocked,planned_candidate_minus_anchor_rho_difference_pu,M_CURRENT_pu,safety_LHS_before_margin_pu,safety_LHS_after_M_CURRENT_pu,voltage_constraint_state,current_constraint_state,transformer_constraint_state,rack_constraint_state,service_constraint_state,sensitivity_weighted_electrical_leverage_pu_per_nodeh,primary_blocking_reason,attribution_method
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC03_LP03,AIDC03,0.0007038302696337161,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019107198531802204,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC03_LP04,AIDC03,0.000929604210888118,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019107198531802204,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC04_LP01,AIDC04,0.0002605018896284037,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019147219619117578,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC04_LP02,AIDC04,0.0002744704468907014,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019147219619117578,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC04_LP03,AIDC04,0.0003092587548390565,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019147219619117578,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC04_LP04,AIDC04,0.0004084624562993256,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019147219619117578,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC05_LP01,AIDC05,0.00040422707011304043,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002844585262041426,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC05_LP02,AIDC05,0.0004259024175890199,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002844585262041426,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC05_LP03,AIDC05,0.0004798842747502616,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002844585262041426,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC05_LP04,AIDC05,0.0006338210528782627,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002844585262041426,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC06_LP01,AIDC06,0.0005210037792568074,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019136470646685785,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC06_LP02,AIDC06,0.0005489408937814028,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019136470646685785,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC06_LP03,AIDC06,0.000618517509678113,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019136470646685785,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC06_LP04,AIDC06,0.0008169249125986512,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019136470646685785,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC07_LP01,AIDC07,0.00016169082804521603,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019076895544048982,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC07_LP02,AIDC07,0.0001703609670356079,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019076895544048982,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC07_LP03,AIDC07,0.00019195370990010476,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019076895544048982,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC07_LP04,AIDC07,0.00025352842115130495,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019076895544048982,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC08_LP01,AIDC08,0.00047608966035535787,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.001908940852097628,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC08_LP02,AIDC08,0.0005016184029381786,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.001908940852097628,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC08_LP03,AIDC08,0.0005651970347058625,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.001908940852097628,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC08_LP04,AIDC08,0.0007465003511677329,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.001908940852097628,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC09_LP01,AIDC09,0.0010689560298544828,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002830180035333681,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC09_LP02,AIDC09,0.0011262752820687411,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002830180035333681,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC09_LP03,AIDC09,0.0012690273043395796,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002830180035333681,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC09_LP04,AIDC09,0.0016761045620558488,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002830180035333681,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC10_LP01,AIDC10,0.00013474235670434697,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0028301113490989717,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC10_LP02,AIDC10,0.00014196747252967314,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0028301113490989717,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC10_LP03,AIDC10,0.00015996142491675358,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0028301113490989717,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC10_LP04,AIDC10,0.00021127368429275405,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0028301113490989717,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC11_LP01,AIDC11,8.98282378028977e-05,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0028324653092031433,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC11_LP02,AIDC11,9.464498168644894e-05,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0028324653092031433,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC11_LP03,AIDC11,0.0001066409499445022,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0028324653092031433,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC11_LP04,AIDC11,0.00014084912286183612,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0028324653092031433,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC12_LP01,AIDC12,0.00018863929938608512,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002840098089513038,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC12_LP02,AIDC12,0.0001987544615415427,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002840098089513038,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC12_LP03,AIDC12,0.00022394599488345508,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002840098089513038,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC12_LP04,AIDC12,0.0002957831580098526,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.002840098089513038,CURRENT_MARGIN_ONLY,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC01_LP01,AIDC01,0.027956346157204097,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0018788904397725782,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC01_LP02,AIDC01,0.029455413295252805,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0018788904397725782,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC01_LP03,AIDC01,0.03318879880203346,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,ACTIVE,INACTIVE,0.0018788904397725782,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC01_LP04,AIDC01,0.04383506713450227,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,ACTIVE,INACTIVE,0.0018788904397725782,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC02_LP01,AIDC02,0.04970017094614059,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019172685159061461,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC02_LP02,AIDC02,0.052365179191560474,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019172685159061461,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC02_LP03,AIDC02,0.059002308981392734,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019172685159061461,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC02_LP04,AIDC02,0.07792900823911512,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019172685159061461,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC03_LP01,AIDC03,0.05125330128820756,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019107198531802204,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC03_LP02,AIDC03,0.054001591041296836,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019107198531802204,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC03_LP03,AIDC03,0.06084613113706123,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019107198531802204,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC03_LP04,AIDC03,0.08036428974658748,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019107198531802204,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC04_LP01,AIDC04,0.022520389959969977,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019147219619117578,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
2025-04-04,B1,2,N01_R02,AIDC02_LP04,AIDC04_LP02,AIDC04,0.02372797182117585,-4.250298337350316e-05,0.0009917274479849247,-4.250298337350316e-05,3.9979955110402976e-19,NOT_MODELED_IN_V30_STAGE2,ACTIVE,NOT_MODELED_IN_V30_STAGE2,INACTIVE,INACTIVE,0.0019147219619117578,NOMINAL_CURRENT_LIMIT,exact_slot_reason_mass_proportional_to_physical_service_proposal
