day,case,diagnostic,authority,margin_pu,executed_nodeh,grid_safety_blocked_nodeh,executed_original_rack_nodeh,same_site_recourse_nodeh,cross_site_recourse_nodeh,true_capacity_limit_nodeh,critical_slot,critical_slot_AIDC_delta_kw,sensitivity_weighted_AIDC_actuation_pu,planning_rho_relative_to_anchor_pu,Stage1_schedule_fixed,MESS_fixed,source_realization_fixed,rack_authority_fixed,same_slot_causal_information_fixed,lexicographic_objective_fixed
2025-04-04,B1,D_CUR,NON_AUTHORITY_DIAGNOSTIC_ONLY,0.0009917274479849247,59.18816048947252,70.50466825581421,11.623560953199538,6.7811436001715055,40.78345593610148,14.002243376318667,27,1.3883807483335406,-0.0013268055039602875,2.2419873600886653e-18,True,True,True,True,True,True
2025-04-04,B1,D_PAIR,NON_AUTHORITY_DIAGNOSTIC_ONLY,0.0004958637239924624,60.38130170178862,69.31148043943134,11.726460120245608,6.981578501022004,41.67326308052101,14.002243376318667,27,1.8728174327472278,-0.0013262583013391096,2.2419873600886653e-18,True,True,True,True,True,True
2025-04-04,B1,D_ZERO,NON_AUTHORITY_DIAGNOSTIC_ONLY,0.0,61.59335497627197,68.09916284533836,11.61783337569033,7.816069080599665,42.159452519981976,14.002243376318667,27,2.41528168227965,-0.0013265146295933128,3.904382081315258e-10,True,True,True,True,True,True
2025-04-04,B3,D_CUR,NON_AUTHORITY_DIAGNOSTIC_ONLY,0.0009917274479849247,62.38843607314548,57.92726733418155,13.636214093525274,6.391105460650536,42.361116518969666,23.530679550524944,63,-1.5189912317288456,-0.0016799869049061496,3.412891814073178e-18,True,True,True,True,True,True
2025-04-04,B3,D_PAIR,NON_AUTHORITY_DIAGNOSTIC_ONLY,0.0004958637239924624,63.23935750477426,57.089447592168895,13.718279795186659,6.5743662036297,42.9467115059579,23.530679550524944,63,-1.5189912317288456,-0.0016799869049061496,3.412891814073178e-18,True,True,True,True,True,True
2025-04-04,B3,D_ZERO,NON_AUTHORITY_DIAGNOSTIC_ONLY,0.0,64.12111108853853,56.216951154176414,13.245025091830065,7.4909091416251945,43.38517685508327,23.530679550524944,63,-1.5189912317288456,-0.0016799869049061496,6.600361368027351e-10,True,True,True,True,True,True
