day,case,slot,AIDC,rack,h_REC_nodeh,physical_rack_capacity_nodeh,actual_residual_occupancy_nodeh,actual_residual_capacity_nodeh,DA_flexible_occupancy_nodeh,scenario_recourse_demand_nodeh,scenario_recourse_demand_status,preApril_electrical_sensitivity_pu_per_kw,Apr04_realized_electrical_sensitivity_pu_per_kw,headroom_utilization_in_Actual,actual_recourse_received_nodeh,top5_grid_critical_slot,top10_grid_critical_slot,top_quartile_leverage_site_slot,bottom_quartile_leverage_site_slot,GRID_EFFECTIVE_HEADROOM_contribution_nodeh_pu_per_kw
2025-04-04,B1,1,AIDC05,AIDC05_LP01,0.0,0.578297392465655,0.5391345381160396,0.03916285434961542,0.578297392465655,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.00031457330806602957,,,0.0,False,False,False,False,0.0
2025-04-04,B1,1,AIDC05,AIDC05_LP02,0.6093066886086389,0.6093066886086389,0.5680438549678254,0.04126283364081351,0.0,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.00031457330806602957,,0.0677209595959595,0.04126283364081351,False,False,False,False,0.00019167162066237772
2025-04-04,B1,1,AIDC05,AIDC05_LP03,0.6865344883897602,0.6865344883897602,0.6400417140402844,0.04649277434947574,0.0,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.00031457330806602957,,0.0677209595959596,0.04649277434947574,False,False,False,False,0.00021596542511418602
2025-04-04,B1,1,AIDC05,AIDC05_LP04,0.9067603069404405,0.9067603069404405,0.845353628830907,0.061406678109533486,0.0,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.00031457330806602957,,0.06772095959595958,0.061406678109533486,False,False,False,False,0.0002852425893772227
2025-04-04,B1,1,AIDC06,AIDC06_LP01,1.1102230246251565e-16,0.7453610836223997,0.6948845157940066,0.05047656782839316,0.7453610836223996,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.0002096204217632569,,,0.0,False,False,False,True,2.3272541867320407e-20
2025-04-04,B1,1,AIDC06,AIDC06_LP02,0.0,0.7853286208733568,0.7321454130696415,0.053183207803715216,0.7853286208733568,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.0002096204217632569,,,0.0,False,False,False,True,0.0
2025-04-04,B1,1,AIDC06,AIDC06_LP03,0.0,0.8848666739245796,0.8249426536519221,0.05992402027265753,0.8848666739245796,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.0002096204217632569,,,0.0,False,False,False,True,0.0
2025-04-04,B1,1,AIDC06,AIDC06_LP04,1.1687132845010124,1.1687132845010124,1.089566899382058,0.07914638511895444,0.0,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.0002096204217632569,,0.06772095959595972,0.07914638511895444,False,False,False,True,0.0002449861716174235
2025-04-04,B1,1,AIDC07,AIDC07_LP01,0.23131895698626198,0.23131895698626198,0.21565381524641583,0.01566514173984615,0.0,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.00020895262979464535,,0.06772095959595954,0.01566514173984615,False,False,False,True,4.8334704383633894e-05
2025-04-04,B1,1,AIDC07,AIDC07_LP02,0.24372267544345555,0.24372267544345555,0.22721754198713012,0.016505133456325427,0.0,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.00020895262979464535,,0.0677209595959596,0.016505133456325427,False,False,False,True,5.0926493974496866e-05
2025-04-04,B1,1,AIDC07,AIDC07_LP03,0.274613795355904,0.274613795355904,0.25601668561611374,0.018597109739790285,0.0,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.00020895262979464535,,0.06772095959595957,0.018597109739790285,False,False,False,True,5.738127471750471e-05
2025-04-04,B1,1,AIDC07,AIDC07_LP04,0.36270412277617614,0.36270412277617614,0.33814145153236275,0.024562671243813394,0.0,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.00020895262979464535,,0.0677209595959596,0.024562671243813394,False,False,False,True,7.578798029144193e-05
2025-04-04,B1,1,AIDC08,AIDC08_LP01,1.1102230246251565e-16,0.6811058177928825,0.6349806782255577,0.04612513956732478,0.6811058177928824,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.0002090907555738486,,,0.0,False,False,False,True,2.321373710743575e-20
2025-04-04,B1,1,AIDC08,AIDC08_LP02,0.7176278776946192,0.7176278776946192,0.6690294291843277,0.04859844851029149,0.0,,NOT_MATERIALIZED_PER_RACK_IN_FROZEN_V30_STAGE1,0.0002090907555738486,,0.06772095959595953,0.04859844851029149,False,False,False,True,0.00015004935516802533
