phase,day,comparison,Fresh_losses_delta_kWh,actual_backlog_nodeh_delta,actual_executed_nodeh_delta,actual_service_ratio_delta,changed_execution_slot_count,changed_rack_count,changed_site_count,changed_workload_cells,effect_resolution_floor,fresh_grid_changed_cells,fresh_rho_AC_delta,max_abs_Delta_P_AIDC,max_abs_Delta_Q_AIDC,objective_delta_on_minus_off,objective_effect_classification,objective_improvement_off_minus_on,planning_grid_changed_cells,planning_rho_delta,red_flags,relative_objective_delta,resolved_effect,shifted_workload_node_hours,solver_status_off,solver_status_on,status,sum_abs_Delta_P_AIDC,sum_abs_Delta_Q_AIDC,unresolved_absolute_solver_gap_off,unresolved_absolute_solver_gap_on,unresolved_solver_gap_floor,MOVE_count,PQ_nonzero_slot_count,charge_energy_kWh,discharge_energy_kWh,restricted_beats_full_vehicle_ids,solver_status_distribution,sum_abs_P_kW_slots,sum_abs_Q_kvar_slots,terminal_SoC,throughput_kWh,travel_energy_kWh,vehicle_solver_evidence,zero_actuation
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-05,B3-B2,2.3560099379147914,-3.947935087386078,3.9479350873860852,0.030405438862279976,95,48,12,17914,0.3199147512948225,37056,0.005787583448929046,6.279717762600171,2.0640434135760515,2.0603642530980792e-05,UNRESOLVED_WITHIN_SOLVER_GAP,-2.0603642530980792e-05,36959,2.0603642704619674e-05,"[""AIDC_OBJECTIVE_EFFECT_UNRESOLVED_RELATIVE_TO_SOLVER_GAP""]",3.995897197103644e-05,False,134.96846429373193,WORK_LIMIT,WORK_LIMIT,DIAGNOSE,317.5066928070242,104.35940321357694,0.15792869568559054,0.16198605560923196,0.3199147512948225,,,,,,,,,,,,,
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-06,B1-B0,0.034500869815929036,-1.4810111359463178,1.481011135946261,0.011356673218864244,95,48,12,14483,1e-06,37052,-1.5755943483242163e-07,7.269833382500266,2.389478680126526,-4.1152369489871887e-07,BELOW_REPORTING_RESOLUTION_ZERO_SOLVER_GAP,4.1152369489871887e-07,36670,-4.1152369489871887e-07,[],-7.215079182780619e-07,False,80.90137567996297,OPTIMAL,OPTIMAL,PASS,183.00829002863506,60.15191604837581,0.0,0.0,0.0,,,,,,,,,,,,,
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-06,B2-B0,148.71323301741836,0.0,0.0,0.0,,,,,,,-0.021762501964810776,,,-0.047454003069988704,,,,-0.047454003069978934,[],,,,,,PASS,,,,,,0,96,1357.5925142385,1225.22724409675,[],"{""WORK_LIMIT"":4}",10331.279033341001,44712.927091588004,"[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",2582.8197583352503,0.0,"[{""MIPStart_accepted"":true,""MIP_gap"":0.15046770923744335,""MOVE_binary_count"":51962,""STAY_variable_count"":2304,""best_bound"":0.4842192769901089,""binary_count"":56690,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS01"",""model_build_seconds"":18.01931090001017,""objective_value"":0.5699833687963342,""peak_rss_bytes"":4974526464,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5699833687963342,""restricted_stationary_objective"":0.5699833687963342,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":3089.8309648016093,""restricted_stationary_sum_abs_Q_kvar_slots"":38826.74896399129,""runtime_seconds"":59.642803200054914,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183508,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5703661518793225},{""MIPStart_accepted"":true,""MIP_gap"":0.16637075473305143,""MOVE_binary_count"":51962,""STAY_variable_count"":2304,""best_bound"":0.4359148599527294,""binary_count"":56690,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS02"",""model_build_seconds"":19.264463200001046,""objective_value"":0.5229121488091972,""peak_rss_bytes"":4982501376,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5229121488091972,""restricted_stationary_objective"":0.5229121488091972,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":7241.448068540295,""restricted_stationary_sum_abs_Q_kvar_slots"":5886.178127596269,""runtime_seconds"":58.31392140011303,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183508,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5699833687963343},{""MIPStart_accepted"":true,""MIP_gap"":0.29634331977218714,""MOVE_binary_count"":51962,""STAY_variable_count"":2304,""best_bound"":0.3679506266819679,""binary_count"":56690,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS03"",""model_build_seconds"":19.054716899991035,""objective_value"":0.5229121488093338,""peak_rss_bytes"":4989763584,""restricted_incumbent_improves_zero"":false,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5229121488093338,""restricted_stationary_objective"":0.5229121488093338,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":0.0,""restricted_stationary_sum_abs_Q_kvar_slots"":0.0,""runtime_seconds"":57.513049699831754,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183508,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5229121488093436},{""MIPStart_accepted"":true,""MIP_gap"":0.29634331977218714,""MOVE_binary_count"":51962,""STAY_variable_count"":2304,""best_bound"":0.3679506266819679,""binary_count"":56690,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS04"",""model_build_seconds"":18.845714900176972,""objective_value"":0.5229121488093338,""peak_rss_bytes"":4989325312,""restricted_incumbent_improves_zero"":false,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5229121488093338,""restricted_stationary_objective"":0.5229121488093338,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":0.0,""restricted_stationary_sum_abs_Q_kvar_slots"":0.0,""runtime_seconds"":57.35629900009371,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183508,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5229121488093436}]",False
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-06,B3-B1,147.39614216530015,0.0,0.0,0.0,,,,,,,0.004703701498290247,,,-0.04173709920525681,,,,-0.04173709920506641,[],,,,,,PASS,,,,,,0,96,1106.40909210075,998.53420562075,[],"{""WORK_LIMIT"":4}",8419.773190886,44618.736264473,"[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",2104.9432977215,0.0,"[{""MIPStart_accepted"":true,""MIP_gap"":0.15073830962721674,""MOVE_binary_count"":51962,""STAY_variable_count"":2304,""best_bound"":0.48406468983337203,""binary_count"":56690,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS01"",""model_build_seconds"":18.57976819993928,""objective_value"":0.5699829573389704,""peak_rss_bytes"":4945956864,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5699829573389704,""restricted_stationary_objective"":0.5699829573389704,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":2137.5794888427054,""restricted_stationary_sum_abs_Q_kvar_slots"":38782.47927954699,""runtime_seconds"":56.96468549990095,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183508,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5703657403556276},{""MIPStart_accepted"":true,""MIP_gap"":0.14910982574476775,""MOVE_binary_count"":51962,""STAY_variable_count"":2304,""best_bound"":0.4498178988499193,""binary_count"":56690,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS02"",""model_build_seconds"":19.407431500032544,""objective_value"":0.5286438984251243,""peak_rss_bytes"":4948807680,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5286438984251243,""restricted_stationary_objective"":0.5286438984251243,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":5120.795329574708,""restricted_stationary_sum_abs_Q_kvar_slots"":4852.186917061374,""runtime_seconds"":58.69311780016869,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183508,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5699829573389703},{""MIPStart_accepted"":true,""MIP_gap"":0.31357515402453634,""MOVE_binary_count"":51962,""STAY_variable_count"":2304,""best_bound"":0.36287430655224884,""binary_count"":56690,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS03"",""model_build_seconds"":18.993387599941343,""objective_value"":0.5286438984249994,""peak_rss_bytes"":4957503488,""restricted_incumbent_improves_zero"":false,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5286438984249994,""restricted_stationary_objective"":0.5286438984249994,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":0.0,""restricted_stationary_sum_abs_Q_kvar_slots"":0.0,""runtime_seconds"":58.47545740008354,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183508,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5286438984252935},{""MIPStart_accepted"":true,""MIP_gap"":0.3075906079543734,""MOVE_binary_count"":51962,""STAY_variable_count"":2304,""best_bound"":0.36602743603683396,""binary_count"":56690,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS04"",""model_build_seconds"":20.5084972998593,""objective_value"":0.5286286411503708,""peak_rss_bytes"":4959375360,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5286286411503708,""restricted_stationary_objective"":0.5286286411503708,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":1161.3983724649445,""restricted_stationary_sum_abs_Q_kvar_slots"":984.0700678685761,""runtime_seconds"":57.582732799928635,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183508,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5286438984252935}]",False
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-06,B3-B2,-1.2825899823022837,-1.4810111359463178,1.481011135946261,0.011356673218864244,95,48,12,14483,0.31756272724090273,37056,0.02646604590366619,7.269833382500266,2.389478680126526,0.005716492341036994,UNRESOLVED_WITHIN_SOLVER_GAP,-0.005716492341036994,36965,0.005716492341217627,"[""AIDC_OBJECTIVE_EFFECT_UNRESOLVED_RELATIVE_TO_SOLVER_GAP""]",0.010932031994386427,False,80.90137567996297,WORK_LIMIT,WORK_LIMIT,DIAGNOSE,183.00829002863506,60.15191604837581,0.1549615221273659,0.16260120511353682,0.31756272724090273,,,,,,,,,,,,,
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-07,B1-B0,0.03289718478060877,2.842170943040401e-14,0.0,-1.3877787807814457e-17,91,48,12,13444,1e-06,36986,4.1061305910972123e-08,7.182791097884291,2.360869264694802,-6.2845645354414614e-09,BELOW_REPORTING_RESOLUTION_ZERO_SOLVER_GAP,6.2845645354414614e-09,35126,-6.2845645354414614e-09,[],-9.649453378178398e-09,False,72.32304472078587,OPTIMAL,OPTIMAL,PASS,148.98071619999428,48.967593393101296,0.0,0.0,0.0,,,,,,,,,,,,,
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-07,B2-B0,203.87030509961585,0.0,0.0,0.0,,,,,,,-0.0015248819495993216,,,-0.07074959769514488,,,,-0.0707495976949375,[],,,,,,PASS,,,,,,0,96,1477.483578718,1333.42892979275,[],"{""WORK_LIMIT"":4}",11243.650034043,57456.611019403994,"[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",2810.91250851075,0.0,"[{""MIPStart_accepted"":true,""MIP_gap"":0.2713631430759272,""MOVE_binary_count"":51961,""STAY_variable_count"":2304,""best_bound"":0.47425818640269213,""binary_count"":56689,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS01"",""model_build_seconds"":17.09951620013453,""objective_value"":0.6508841570336757,""peak_rss_bytes"":4945752064,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.6508841570336757,""restricted_stationary_objective"":0.6508841570336757,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":2099.004811727993,""restricted_stationary_sum_abs_Q_kvar_slots"":39244.67586517723,""runtime_seconds"":58.857690799981356,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183507,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.6512871029206265},{""MIPStart_accepted"":true,""MIP_gap"":0.2880458999321493,""MOVE_binary_count"":51961,""STAY_variable_count"":2304,""best_bound"":0.424905298721993,""binary_count"":56689,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS02"",""model_build_seconds"":18.82970859995112,""objective_value"":0.5968155793772361,""peak_rss_bytes"":4952875008,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5968155793772361,""restricted_stationary_objective"":0.5968155793772361,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":4222.131372890908,""restricted_stationary_sum_abs_Q_kvar_slots"":5800.409836063724,""runtime_seconds"":59.72999990009703,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183507,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.6508841570336759},{""MIPStart_accepted"":true,""MIP_gap"":0.34425150768032753,""MOVE_binary_count"":51961,""STAY_variable_count"":2304,""best_bound"":0.3806865937866768,""binary_count"":56689,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS03"",""model_build_seconds"":19.00559230009094,""objective_value"":0.5805375052255476,""peak_rss_bytes"":4952399872,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5805375052255476,""restricted_stationary_objective"":0.5805375052255476,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":4922.513849424572,""restricted_stationary_sum_abs_Q_kvar_slots"":12411.525318162712,""runtime_seconds"":58.26531789987348,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183507,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5968155793773886},{""MIPStart_accepted"":true,""MIP_gap"":0.3745680030269101,""MOVE_binary_count"":51961,""STAY_variable_count"":2304,""best_bound"":0.3630867312109486,""binary_count"":56689,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS04"",""model_build_seconds"":18.393266500206664,""objective_value"":0.5805375052254816,""peak_rss_bytes"":4951502848,""restricted_incumbent_improves_zero"":false,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5805375052254816,""restricted_stationary_objective"":0.5805375052254816,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":0.0,""restricted_stationary_sum_abs_Q_kvar_slots"":0.0,""runtime_seconds"":58.767492099897936,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183507,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.580537505225689}]",False
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-07,B3-B1,210.7807155169187,0.0,0.0,0.0,,,,,,,0.019298688087044824,,,-0.08750763615403057,,,,-0.08750763615386348,[],,,,,,PASS,,,,,,0,96,2143.1540306652496,1934.196513693,[],"{""WORK_LIMIT"":4}",16309.402177433,60898.438806598,"[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",4077.35054435825,0.0,"[{""MIPStart_accepted"":true,""MIP_gap"":0.27139604979957893,""MOVE_binary_count"":51961,""STAY_variable_count"":2304,""best_bound"":0.47423542750020153,""binary_count"":56689,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS01"",""model_build_seconds"":18.169181500095874,""objective_value"":0.6508823172997498,""peak_rss_bytes"":4947922944,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.6508823172997498,""restricted_stationary_objective"":0.6508823172997498,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":2380.5466686301206,""restricted_stationary_sum_abs_Q_kvar_slots"":39272.90485146597,""runtime_seconds"":59.101662299828604,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183507,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.651287096636062},{""MIPStart_accepted"":true,""MIP_gap"":0.28807199791425964,""MOVE_binary_count"":51961,""STAY_variable_count"":2304,""best_bound"":0.4248891515692216,""binary_count"":56689,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS02"",""model_build_seconds"":18.449148599989712,""objective_value"":0.5968147766690184,""peak_rss_bytes"":4944678912,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5968147766690184,""restricted_stationary_objective"":0.5968147766690184,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":3885.80567455045,""restricted_stationary_sum_abs_Q_kvar_slots"":7185.800390590529,""runtime_seconds"":58.96781689999625,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183507,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.6508823172997955},{""MIPStart_accepted"":true,""MIP_gap"":0.25204449901526316,""MOVE_binary_count"":51961,""STAY_variable_count"":2304,""best_bound"":0.43016823812589755,""binary_count"":56689,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS03"",""model_build_seconds"":19.10076649999246,""objective_value"":0.5751254420343862,""peak_rss_bytes"":4984221696,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5751254420343862,""restricted_stationary_objective"":0.5751254420343862,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":4916.3129909695135,""restricted_stationary_sum_abs_Q_kvar_slots"":9412.460247299652,""runtime_seconds"":59.733357599936426,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183507,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5968147766691327},{""MIPStart_accepted"":true,""MIP_gap"":0.009752200421620652,""MOVE_binary_count"":51961,""STAY_variable_count"":2304,""best_bound"":0.5582813701898175,""binary_count"":56689,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS04"",""model_build_seconds"":19.104436699999496,""objective_value"":0.5637794604820314,""peak_rss_bytes"":4972732416,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5637794604820314,""restricted_stationary_objective"":0.5637794604820314,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":5126.736843285003,""restricted_stationary_sum_abs_Q_kvar_slots"":5027.273317248654,""runtime_seconds"":57.64103420008905,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183507,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5751254420345437}]",False
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-07,B3-B2,6.9433076020834505,2.842170943040401e-14,0.0,-1.3877787807814457e-17,91,48,12,13444,0.22294886430674699,37056,0.020823611097950057,7.182791097884291,2.360869264694802,-0.016758044743450218,UNRESOLVED_WITHIN_SOLVER_GAP,0.016758044743450218,36984,-0.01675804474349052,"[""AIDC_OBJECTIVE_EFFECT_UNRESOLVED_RELATIVE_TO_SOLVER_GAP""]",-0.028866429115447706,False,72.32304472078587,WORK_LIMIT,WORK_LIMIT,DIAGNOSE,148.98071619999428,48.967593393101296,0.21745077401453305,0.005498090292213931,0.22294886430674699,,,,,,,,,,,,,
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-08,B1-B0,-0.06444702311046058,-2.519715176164482,2.519715176164283,0.001650907917116834,95,48,12,20845,1e-06,37041,-5.861049681032959e-06,7.1106547290605135,2.3371591868571073,-6.4220842965756475e-06,RESOLVED_ABOVE_SOLVER_AND_REPORTING_FLOOR,6.4220842965756475e-06,36670,-6.4220842965756475e-06,[],-1.0156828097736534e-05,True,161.92163954969647,OPTIMAL,OPTIMAL,PASS,367.2534941313037,120.71038609235845,0.0,0.0,0.0,,,,,,,,,,,,,
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-08,B2-B0,247.2856935610721,0.0,0.0,0.0,,,,,,,-0.013119887802402364,,,-0.08470564389487267,,,,-0.08470564389472612,[],,,,,,PASS,,,,,,0,96,2502.22755747975,2258.26037062625,[],"{""WORK_LIMIT"":4}",19041.951712424,67037.381302591,"[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",4760.487928106,0.0,"[{""MIPStart_accepted"":true,""MIP_gap"":0.21055727531680907,""MOVE_binary_count"":51921,""STAY_variable_count"":2304,""best_bound"":0.4988797164708222,""binary_count"":56649,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS01"",""model_build_seconds"":16.920592200011015,""objective_value"":0.6319390892746858,""peak_rss_bytes"":4947267584,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.6319390892746858,""restricted_stationary_objective"":0.6319390892746858,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":1706.1216471071984,""restricted_stationary_sum_abs_Q_kvar_slots"":43441.79683297245,""runtime_seconds"":56.08612130000256,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183467,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.6322923096440728},{""MIPStart_accepted"":true,""MIP_gap"":0.2292122316526539,""MOVE_binary_count"":51921,""STAY_variable_count"":2304,""best_bound"":0.44444114533304013,""binary_count"":56649,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS02"",""model_build_seconds"":18.85736900009215,""objective_value"":0.5766063806201426,""peak_rss_bytes"":4953387008,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5766063806201426,""restricted_stationary_objective"":0.5766063806201426,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":4288.448046983932,""restricted_stationary_sum_abs_Q_kvar_slots"":9051.414935913223,""runtime_seconds"":57.23639960004948,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183467,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.6319390892747707},{""MIPStart_accepted"":true,""MIP_gap"":0.316486909015668,""MOVE_binary_count"":51921,""STAY_variable_count"":2304,""best_bound"":0.38172938107030063,""binary_count"":56649,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS03"",""model_build_seconds"":19.23480709991418,""objective_value"":0.558481448424886,""peak_rss_bytes"":4953821184,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":7.690467194655573e-10,""restricted_stationary_best_bound"":0.5584814479953877,""restricted_stationary_objective"":0.558481448424886,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":6945.143713693184,""restricted_stationary_sum_abs_Q_kvar_slots"":9470.733381441623,""runtime_seconds"":58.39514659997076,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183467,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5766063806202747},{""MIPStart_accepted"":true,""MIP_gap"":0.31262859034066987,""MOVE_binary_count"":51921,""STAY_variable_count"":2304,""best_bound"":0.3763954183466801,""binary_count"":56649,""bounded_compute_classification"":""FEASIBLE_BOUNDED_COMPUTE_INCUMBENT"",""constraint_count"":342939,""escalation_reason"":null,""mess_id"":""MESS04"",""model_build_seconds"":19.633144000079483,""objective_value"":0.5475866657492001,""peak_rss_bytes"":4959653888,""restricted_incumbent_improves_zero"":true,""restricted_stationary_MIP_gap"":0.0,""restricted_stationary_best_bound"":0.5475866657492001,""restricted_stationary_objective"":0.5475866657492001,""restricted_stationary_status"":""OPTIMAL"",""restricted_stationary_sum_abs_P_kW_slots"":6102.238304635568,""restricted_stationary_sum_abs_Q_kvar_slots"":5073.4361522704385,""runtime_seconds"":55.18529799999669,""solver_status"":""WORK_LIMIT"",""termination"":""WORK_LIMIT"",""variable_count"":183467,""work_limit_tiers_attempted"":[60.0],""zero_actuation_objective"":0.5584814484250294}]",False
