phase,day,case,status,objective,Planning_rho,Planning_Vmin,Planning_Vmax,Fresh_rho_AC,Fresh_Vmin,Fresh_Vmax,Fresh_voltage_violations,Fresh_line_current_violations,Fresh_transformer_current_violations,Fresh_transformer_kVA_violations,Fresh_losses_kWh,Fresh_convergence,AIDC_executed_nodeh,AIDC_backlog_nodeh,AIDC_resource_recourse_nodeh,MESS_MOVE_count,MESS_PQ_nonzero_slot_count,MESS_sum_abs_P,MESS_sum_abs_Q,MESS_throughput_kWh,MESS_travel_energy_kWh,MESS_terminal_SoC_min,schedule_SHA,storage
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-16,B0,PASS,0.6820080087614461,0.6820080087614461,0.9808371901318074,1.049474539411925,0.6820004439350038,0.9808374608601791,1.0494751160135016,0,0,0,0,1032.489062426987,96,42.09067777288762,28.420988893779054,35.46367999074226,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,ae69cfa335c05565dcc85c2de554028d116cf9b8532289c518fe2ad181619987,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-16,B1,PASS,0.6820031350245319,0.6820031350245319,0.9808321958775288,1.0494500914701412,0.6819993043836232,0.9808323091959826,1.049450480922092,0,0,0,0,1032.6593724935192,96,42.1524755256966,28.359191140970054,25.3043022114689,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,473ff6feaf8508e4380b3d58b88808b5ef090d96cf03bc34c771082b6bb01ec4,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-16,B2,PASS,0.5863374136525982,0.5863374136527728,0.9499999999999512,1.0500000000000533,0.6101138833079514,0.948296325616887,1.0497238138219354,59,0,0,0,1244.6816346502503,96,42.09067777288762,28.420988893779054,35.46367999074226,0,96,16812.526544968998,58995.793090068,4203.131636242249,0.0,0.6333333333333333,53dba990fab6eb90cfcaa532494f4106bbd1e1980b6c06f47f4d393a497ac8f0,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-16,B3,PASS,0.5883615069137199,0.5883615069138889,0.9499999999999492,1.0500000000000667,0.618236753471117,0.9480372475195001,1.049728443605925,63,0,0,0,1254.8909662853193,96,42.1524755256966,28.359191140970054,25.3043022114689,0,96,19057.767030954,60277.44383067799,4764.4417577385,0.0,0.6333333333333333,cf2bb1ecfaf898e893f49699a9ed45a77bc4df56539fb39cfc54c5a80628dee4,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-17,B0,PASS,0.6968829229860295,0.6968829229860295,0.9812519240374769,1.0491283170190613,0.6968750620077065,0.9812519401793046,1.0491287271145788,0,0,0,0,1001.0443987750449,96,87.0164435376529,244.3416120179027,73.77859893171895,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,f1829b3d49e7e8e562c61078b8edcee2b4ef6abd4682a0be1eb5faaef8fb42da,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-17,B1,PASS,0.696882891476287,0.696882891476287,0.9812602523369022,1.0491110387023144,0.6968756813751651,0.9812602967423881,1.0491115514262555,0,0,0,0,1001.1646922497986,96,88.24961010493111,243.1084454506243,54.365370062803485,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,501b58447c41da3ebdfdb6f127d30b35be3e68a2eb3d2505fcde9ecb97454d6f,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-17,B2,PASS,0.6012468500959481,0.6012468500961183,0.9499999999999534,1.05000000000006,0.6192766294190939,0.9471764745549878,1.0499525196247328,78,0,0,0,1232.3769842180545,96,87.0164435376529,244.3416120179027,73.77859893171895,0,96,20911.674767458,61193.80206986501,5227.9186918645,0.0,0.6333333333333333,674091a83a704acebc1b3724a7703a2bf160b15f86e519c6e385193efc64081b,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-17,B3,PASS,0.6008148083964696,0.6008148366278429,0.9499999999999493,1.0500000000000471,0.6220065238800049,0.9471763104316164,1.0499522552366924,76,0,0,0,1209.5056845266483,96,88.24961010493111,243.1084454506243,54.365370062803485,0,96,16794.049281378,59507.036969734,4198.5123203445,0.0,0.6333333333333333,3464b43c373330a514c1c8eaed6d5e6c6d996ba3d2232aa99ec17e12dbef19bb,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-18,B0,PASS,0.6025028752879897,0.6025028752879897,0.982010077427691,1.0487845412973609,0.6024970060282513,0.9820103182062546,1.0487845899093873,0,0,0,0,788.577771314569,96,10.79845814816749,0.43348629627695207,9.877988098790427,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,658c3b96f952a80cf87af365eb59b9669de1e373bf0531891f94c9e3b9882271,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-18,B1,PASS,0.60250284854251,0.60250284854251,0.9820131757135933,1.0487845610559545,0.6024987101101575,0.9820134253361298,1.0487846103319345,0,0,0,0,788.615034005212,96,10.867115774214264,0.3648286702301802,8.145552926547726,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,665a311d11816898d4d3f7aad9a79ef421b6aa44dd1c8d33c7b06a9adb87802a,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-18,B2,PASS,0.5393696389295175,0.5393696389296306,0.9499999999999493,1.0500000000000402,0.6061566566491955,0.944725650612344,1.0498091225209825,69,0,0,0,1001.6610829168935,96,10.79845814816749,0.43348629627695207,9.877988098790427,0,96,17649.909776442,56682.364375159996,4412.4774441105,0.0,0.6333333333333333,4369879d3895cd374663210cc3897e15fa660535bd6d1db896a2c5f1695356db,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-18,B3,PASS,0.5545519139760999,0.5545519139762634,0.9499999999999462,1.050000000000022,0.5756406432508208,0.9472238620908503,1.0498389262304737,89,0,0,0,980.9153308527971,96,10.867115774214264,0.3648286702301802,8.145552926547726,0,96,11287.671171408,48557.995323610005,2821.917792852,0.0,0.6333333333333333,27193808d083e418966f29f2f42a2263afbd12f8150587bfb5eef067fec847b4,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-19,B0,PASS,0.573254659490966,0.573254659490966,0.9820950442229693,1.04852781482781,0.573249710858259,0.9820951711098433,1.048528072175733,0,0,0,0,795.358651010404,96,122.53413802562225,23.363917529933317,86.11506326095775,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,978b02c3235ad896775b8bf755fb7a9db6acad629d8614f6aee41f3131ada585,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-19,B1,PASS,0.5732484523552984,0.5732484523552984,0.982115490836643,1.048490607501282,0.573243487801526,0.9821156392269256,1.0484904959727261,0,0,0,0,795.3861619224361,96,122.54893836863124,23.349117186924286,68.50094992729251,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,7bbdab7a01257ef245f1bbc0799f633d30767c41086ebff0de026e33cadba5e5,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-19,B2,PASS,0.49898119784367795,0.49898119784383577,0.9499999999999486,1.0499999999999987,0.6248164050210089,0.9454257032799781,1.0496646578191933,89,0,0,0,967.6928491574868,96,122.53413802562225,23.363917529933317,86.11506326095775,0,96,19076.066149347,52895.24062517499,4769.01653733675,0.0,0.6333333333333333,e7de73aaeb7472959ecba64f25763adc1267ed1526f4337ffa505b278e73fdf0,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-19,B3,PASS,0.4975303755127926,0.4975303755129634,0.9499999999999513,1.050000000000006,0.5745468379594586,0.9453348754888108,1.0496634831547687,87,0,0,0,963.0139997984727,96,122.54893836863124,23.349117186924286,68.50094992729251,0,96,18881.57953792,51855.818408541,4720.39488448,0.0,0.6333333333333333,85591bd57552601c91b3e07f76fa850bd1aa142b1b059c6db1b5b8fe62bc706f,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-20,B0,PASS,0.5130018003012146,0.5130018003012146,0.982731573748224,1.0489528383803002,0.5129980152488188,0.9827317089417845,1.0489530935484117,0,0,0,0,667.6818493398881,96,81.44194120522053,40.573892128112824,54.999182184380615,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,ad90fa6fa5f47853833f4fef07f8edbc4364c42f0ceeb52e372989addd418864,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-20,B1,PASS,0.5129095805599688,0.5129095805599688,0.9827444552632105,1.048911537182209,0.5129055264688838,0.9827446035626352,1.0489117224496523,0,0,0,0,667.679134117502,96,82.1403983156376,39.87543501769575,45.273904868655855,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,71fc3fabe773775435ebad140f5c9efc3b7bc9592d0aefa2675867d1e895b41d,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-20,B2,PASS,0.45777642818327446,0.4577764281834757,0.9499999999999493,1.0500000000000307,0.49735984010912154,0.9481587655741307,1.0496524267482832,91,0,0,0,815.0730789230192,96,81.44194120522053,40.573892128112824,54.999182184380615,0,96,9921.171152266,47191.852116445996,2480.2927880665,0.0,0.6333333333333333,c4ddbedb0f68369efe72b6972515fdd5393204574ad4f48dda18a85651ac42fe,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-20,B3,PASS,0.4697926945782999,0.46979269457848494,0.9499999999999476,1.050000000000045,0.5060709242546586,0.947198846715262,1.0484104004722972,96,0,0,0,820.919861776265,96,82.1403983156376,39.87543501769575,45.273904868655855,0,96,9262.104473884,46081.958703057,2315.526118471,0.0,0.6333333333333333,9b8adc7f37887c98fb4757d9db399d843d179ca7acae0f0b7601ab260c08b0a3,PASS
