role,arm,state,N,GPU_weight,coverage,GPU_coverage,long_N,long_under,missed_GPU_slots,overreserved_GPUh,reserved_GPUh,requested_reserved_GPUh,requested_overreserved_GPUh,reserve_vs_requested,overreserve_vs_requested,pinball_Q90,pinball_Q95,unscorable_N,query_N,MAE_bound_seconds,MAE_Q50_seconds
CALIBRATION,R1,RUNNING,1466,3092.0,0.742837653478854,0.8460543337645536,1273,0.23959151610369206,4243.0,91138.35332658599,181282.17057629573,129050.91583333333,38680.696388888886,1.4047337006923533,2.356171471431049,8272.28938146319,5727.90430160184,0,1466,57254.740040707984,38236.17890672481
CALIBRATION,R2,RUNNING,1466,3092.0,0.903137789904502,0.9172056921086675,1273,0.11154752553024352,2404.0,81671.1705709645,172112.55132583153,129050.91583333333,38680.696388888886,1.3336794257865743,2.111419343381437,7547.340873366711,4843.58936250649,0,1466,58354.705920496956,39480.783721895845
CALIBRATION,R3,RUNNING,1466,3092.0,0.9720327421555253,0.9699223803363519,1273,0.031421838177533384,2119.0,649556.6457462523,740777.1718700972,129050.91583333333,38680.696388888886,5.740193063230919,16.792785714500187,35499.62434380652,18094.344953816042,0,1466,349483.71892746066,68455.16302453043
DEVELOPMENT,R1,RUNNING,2522,4129.0,0.8191911181601903,0.8147251150399613,2335,0.19528907922912206,7518.0,63276.29420513928,131194.6133686731,133485.26277777777,62156.72027777778,0.9828396831122993,1.0180121139332663,6442.945930339915,4570.07052695626,0,2522,42851.8983148183,27753.80649250436
DEVELOPMENT,R2,RUNNING,2522,4129.0,0.830293417922284,0.8207798498425769,2335,0.18329764453961456,7126.0,63327.365830244555,131534.36118738705,133485.26277777777,62156.72027777778,0.9853848915618609,1.0188337728766121,6410.223173928522,4382.859915487109,0,2522,45258.25848291964,27340.520030147258
DEVELOPMENT,R3,RUNNING,2522,4129.0,0.9496431403647898,0.9353354323080649,2335,0.05353319057815846,3081.0,362991.3382484423,432424.4764614075,133485.26277777777,62156.72027777778,3.2394922665080617,5.839937123873935,19286.312574377473,10377.166102863468,0,2522,181118.96869297905,37652.731265336006
